miliseconds,UFPT,BiUFP,BiRE1,BiATF,BiPER,IRE1A,PERKA,mXbp1u,mXbp1s,Xbp1s,mBiPT,BiPT,ATF6T,ATF6GB,ATF6p50,mWFS1,WFS1,ATF4,mCHOP,CHOP,mGADD34,GADD34,BCL2T,BAXmT,BH3T,BAXmBCL2,BH3BCL2
0,-0.046631378026261494,0.00885568594387236,-0.00019745003716999769,0.0011723908560038311,-0.000126647517172199,-0.0009276782561464798,0.000746146445213424,-0.0009920643479967239,-0.009995502548005412,-0.01866139546006026,-0.006718108459187102,-0.019418730850035745,0.03573690586891374,-0.0034167800660907014,-0.033318480752728544,-0.006033391958487245,-0.03386495289712669,-0.04969475816765953,-0.0067396763572810745,0.010754376357998445,-0.0001903014792996013,0.00021176372943981168,-0.40557631914734976,0.517436300513362,0.009133620384542922,-0.4584631011075437,0.0011970891538225213
100,0.8475999622075816,-0.02169818744176092,0.0003466619543415086,-0.0010035536290114123,8.15224046208168e-05,0.16042639317852952,0.15985821748190318,0.011277829188531532,-0.007311667252681583,-0.019189877235344585,0.01919615623672322,0.0310863409793944,0.4356416646562802,0.015725238589851698,0.12807974032494246,0.00621368066515331,-0.025663280966171837,0.08115054375606216,-0.00517429628385531,-0.012020772989325667,-0.00020429685197273658,-0.00042340446475316954,0.42513592422098934,8.560963830127456,0.011029547853344914,1.2456773617446315,0.003427364858691809
200,3.1988120170588403,-0.0315239865674917,0.0003360064963584757,6.136924333531568e-05,0.0005146572284075556,0.16171871735826682,0.16025027877642944,0.028122946518671775,0.0001498601067206097,0.009922508378417674,0.039679227120767935,0.030141143321882766,0.9308515874484568,0.054126136841998504,-0.030972400793782877,-0.012084073124082105,0.005431983226185472,0.2208558817537225,0.0005364447815262568,-0.016094761741884612,0.000481002296919344,-0.00048072179103921187,1.4142213798399674,14.991734299090924,0.0212417805256985,1.7181875419688226,0.00361119855326111
300,3.411034585023221,0.010829755639747852,0.0004615185832183232,0.0020512588825403735,0.0003764814382694778,0.1611029432010326,0.1608418356273672,0.04359403053873864,0.02058206998310709,-0.011513281535804653,0.03368660307788826,0.02615973827492187,1.294036710512897,0.08796829037827543,0.19965835353088787,0.022787901484414227,-0.018040307387725184,0.3348770833413823,-0.001124209289767223,-0.009245208720731748,-8.495025193440874e-05,0.00016944177214702657,2.785441552543606,20.24277965933005,0.02197370633946789,2.6929440775984292,0.004088314707030004
400,5.855521591195919,0.013652878966476005,0.000709540955488636,0.0034691540654176608,0.0007566915767717689,0.16108451615167207,0.1604234506484394,0.05835562964344601,0.02124490016470945,-0.010820477678409733,0.07102808754698683,0.035510456091377415,1.6465809440988342,0.1223095691484461,0.15209850581236684,0.025447643557522145,-0.0023539319906072777,0.3913256974613114,0.013252093013109903,0.004519100599306223,-0.0005366639734667379,0.0001855976882391413,3.677946208006972,24.923190175804542,0.046165304843692856,4.4190028294655646,0.005774151314604079
500,6.059127074607304,0.018416048286992143,0.0006613389323430185,0.002914242991928737,0.0007302470762422024,0.16129701080094458,0.16034258193728762,0.08242895114027639,0.03450676470965742,-0.017272141531542416,0.07611315683053782,0.018765766488184052,1.9513602250649424,0.1560144321610241,0.3563484662391504,0.04945615628534564,-0.006321172087325404,0.5128099314233209,0.015507346622952944,0.00222351960800872,5.145641059412345e-06,0.0005873091616561556,4.362099182453589,27.94372482928075,0.053393692118125086,5.017231091793543,0.005095675796565893
600,7.846406146523045,-0.0037372064815286397,0.00105605651345133,0.005443425955884983,0.00100899227264228,0.16074846958060243,0.16163903707405036,0.10098164156516252,0.06266223980919872,0.03047024723009895,0.0886279353329301,0.04566367032786646,2.2147586735644826,0.19223254653410973,0.47770275404992457,0.051967910417158654,0.008198220719115032,0.5265784335207474,0.00796659306960925,0.015760982713956827,0.0004740913591450147,0.00016344727026236917,5.998893533687175,30.11250326816836,0.06965784684257394,5.547012717055232,0.0011434014767178519
700,8.74315619968173,0.053974319728007036,0.0013523977080025196,0.006550079856615675,0.0011900664541428132,0.16010058741650748,0.16017637543760183,0.1201075449522906,0.06981001474668176,-0.002308766226297016,0.09823070885076207,0.03744609199626497,2.439222905722079,0.21623409648573502,0.8570706747164525,0.1100790998586349,0.008496723111239057,0.6624280747396367,0.02017912632109551,0.012812713255433535,0.00021100278894128677,0.0002858497284311284,6.804182084597319,31.943563577179418,0.06430368498594818,7.003973552876584,0.006260058084076687
800,10.501369123889994,0.059361380124341806,0.0015156049727001971,0.010036369669228672,0.0014011060657687546,0.16025184189629346,0.160967114482601,0.1469710627815308,0.094851574212296,0.0487524676505464,0.11386876558016681,0.06376682666518943,2.6198769623493448,0.23903601659604845,0.886679082642866,0.11450264725978557,0.04846243433152532,0.7217346982113586,0.026804660906661615,0.009815486831940392,-0.00021948688331817638,0.0004074151912249332,8.125144297526036,33.72052434708278,0.072702187932173,8.23427495039718,0.005084971153825753
900,10.63605221109217,0.02765234642679397,0.0016950677530445382,0.01074012686571821,0.0016044164332620682,0.16038293317801358,0.15951549204990215,0.16327976159235302,0.12293256618683664,0.03594292682013233,0.15132161612382075,0.05105727781138456,2.820143821580593,0.25642717597911974,1.2287674081448516,0.15363449347090383,0.03475481606369074,0.9025181879401044,0.03184343801289723,0.0017974541843210606,-9.475866958564763e-05,0.00022644254737591566,8.994752065618988,34.72969622290945,0.08482100645716091,9.017667483691417,0.008880653877038385
