milliseconds,UFPT,BiUFP,BiRE1,BiATF,BiPER,IRE1A,PERKA,mXbp1u,mXbp1s,Xbp1s,mBiPT,BiPT,ATF6T,ATF6GB,ATF6p50,mWFS1,WFS1,ATF4,mCHOP,CHOP,mGADD34,GADD34,BCL2T,BAXmT,BH3T,BAXmBCL2,BH3BCL2
0,-0.5169451265651164,0.027498110838654128,-3.1974587684007315e-06,-0.0010369531705919919,-0.0001411417345377396,0.00021746633592712787,0.0009460355730624158,-0.0021870309758395307,0.003938904454806606,-0.020636570412501297,0.006825611959401992,0.020966650484621978,0.003249935915437341,-0.0022059624112536484,-0.017098224746397158,-0.0020167306612476478,0.01426306842567606,0.04716679398907868,-0.004132657876506822,0.015106043195862598,5.010225725427557e-05,9.149895656763128e-05,0.2399856446141401,-0.3842300117677788,-0.0007423034151785144,0.5201893408647879,0.0016461801929066754
100,0.6844344391781201,-0.029773720586579518,4.864681522850618e-06,-0.0005073663494581972,-0.00010955494122078061,0.16048217287457836,0.16151943705387298,0.01340862085241408,0.002841838392213621,-0.017592363507582476,0.022102419083316917,-0.018671220519106992,0.4910923905943624,0.019569501032567348,0.07810341477381248,0.0090879024042121,-0.014236365330795295,0.12915291493321557,-0.0034677742697360463,-0.0015345537567411122,0.0002933186052343241,8.762249475238546e-05,1.0123345265583554,9.102617762424298,0.0026074998696087055,0.5917746560590165,0.001348460990139177
200,2.526049522904828,0.0063989125248171625,0.0003747670892593747,0.0006277599529986719,0.000476823933234949,0.16055181123930917,0.16081565215541263,0.030351161678213816,1.192336871509627e-05,0.016593561754190654,0.030774996950093867,0.011054470692871049,0.8967805408910785,0.04856678195579126,0.17089054101715673,-0.011321636665912668,0.01119854829253783,0.21966863272012396,-0.00040871717916481,0.015845234201594297,-0.00030499193669935616,-1.6237540153052095e-05,1.9769444224334605,15.744492467764681,0.025062112840650144,1.9447155959221196,-0.003819842824554542
300,4.2786702247867,0.024159535036755594,0.00027194482569857764,0.002177026736962736,0.0006561911615823988,0.16031030817948572,0.1619175523823882,0.03811683345264848,0.018253765931754404,0.01267713239036843,0.03570709061637395,0.041238780466645905,1.2884282914854825,0.09079701572384204,-0.04758395736715232,-0.0035940282287981497,-0.0030181945557415236,0.32077830933179624,-0.004967120017700364,0.015608657645362163,0.0004994937520721743,-0.0003781628348989307,2.8364159828946045,20.17582342786482,0.031147646045533023,2.9345758144259086,0.005202415373678502
400,5.368350451991531,0.00014480037732663223,0.0007240404266078058,0.00287265913022735,0.0008293912062217298,0.16108278568410872,0.1611664596608627,0.05447776431145184,0.02145740608249589,-0.02208616056017537,0.06386988684016413,0.02102381309134449,1.6369603659615375,0.12582378767778934,0.2046252403688134,0.03535969971614536,-0.006902196064242684,0.3464336010079208,0.001968546154342953,0.0041503742599375065,0.00036063855166423587,-0.0005798885420602077,3.547121208885989,25.12268130553893,0.03045596962349529,3.470315245721292,-0.0015190151586657664
500,6.428465902022539,-0.007653852105513755,0.0010383946365648236,0.005148417253942371,0.0007917369458353998,0.16088592680121083,0.16106978291306967,0.0783258953848407,0.03267222571072433,0.03145480872297432,0.07585219305078088,0.017510970412201395,1.884710624373746,0.15624110552807272,0.32945717944023106,0.05074243073553476,-0.015690006646751083,0.499650467504586,0.0056192380111040035,-0.002907399205151831,0.00023444585415078687,0.000285593110731792,4.4835303719935,27.267151523824722,0.04880350206006657,4.639182522448583,0.0019013390367258278
600,7.470796498839838,0.020646084637837802,0.0010098709723855368,0.004314397307443407,0.0008681173633085285,0.15988327847667264,0.16140896969705598,0.10152013403485563,0.05670728992112504,-0.01621449775780802,0.08283860716774707,0.014715911242864086,2.16601994768501,0.18835695721331913,0.4606831211529379,0.06665194388361668,-0.02578135991243386,0.5999005810466667,0.0066615926266013065,0.009941773649839274,-0.00037757978990129944,0.00024205944778790366,5.644590554358607,30.513141408333365,0.05598283454901775,5.405996357607913,0.0012176586373658154
700,9.481225816423516,0.02784809357465186,0.0012197702682710226,0.00843345472642459,0.001250378764706498,0.16126186618625937,0.1604644125462345,0.12558158431943886,0.06326293447456703,0.03156165493714966,0.09261387160901483,0.004878656024810496,2.458191016143392,0.21496395524207537,0.7996077438484247,0.10962856758112198,-0.0009227915095981233,0.713783752691429,0.01477480185700875,0.013850895306825792,-0.0004074567145723877,-0.0004394645777202227,6.383124978422924,32.284233919458984,0.07799000678588934,6.518078328464108,-0.00013133582777688632
800,9.88080746991123,0.05118457907990659,0.0013995402907691521,0.009534898571594412,0.0011599968124421484,0.16161253702667455,0.16162417885534966,0.14561067438510833,0.10043554420852532,0.018471148032372715,0.10974980402931724,0.0435677657657186,2.6530921453137597,0.24073406143881182,0.9193671031612412,0.12614339010736786,0.027874559324550525,0.7972836279831104,0.024728484816867402,0.014626695971542402,0.0002046985006340403,-0.00038464254893318654,7.210651574661381,33.231010259050706,0.0894912191817527,7.5846049446224155,0.002861369352134277
900,10.49845018838068,0.046470093850707196,0.0015052132313980093,0.01312908551842095,0.001735517393940598,0.16037682370244694,0.15967808732322297,0.16893492560659937,0.11785093188950764,0.06129633971498519,0.13940656716701577,0.05128411361990363,2.813825172943298,0.2598332042896953,1.2040082287523912,0.15459417996551078,0.06798641620167276,0.8853007154360132,0.045242527627802134,0.019994308524090905,-1.0105118044840896e-05,0.0003245408143077032,8.906081195853798,34.66153711368758,0.08996210766298113,8.74151998693284,1.8804888547825464e-05
