milliseconds,APCP,BCKI,Cdc20A,Cdc20i,Cdh1,CKI,CycA,CycB,CycE,Mass,pB,pBCKI,TriA,TriE
0,0.6625757189059004,0.0,0.6663009952701145,0.019569647302981063,0.9992381497082077,0.2820587157705932,0.009999372903884156,0.16616360631709717,0.07729941182914087,0.58715479852785,0.009768720442389092,0.0,0.01712486880940153,0.3122604847959691
100,0.6586968222595218,0.0,0.6599894438577876,0.017559994550467115,0.999386941643979,0.3478061990421249,0.0070818993975007355,0.13631158896275192,0.06250413076335025,0.5873458839583655,0.010389629811770388,0.0,0.016718862887877484,0.3238954835226746
200,0.6355610942650476,0.0,0.6414011244508174,0.023090949958768904,0.9994989706701733,0.4032129736655949,0.005208027902332951,0.10784684382633358,0.05124630041142367,0.5876542976642543,0.010422925001499201,0.0,0.015435877972831908,0.33295577340789295
300,0.6153787813022571,0.0,0.6374881833862525,0.017771584354745705,0.9996019100838159,0.45200417840442625,0.0039154606801147605,0.08705401755842485,0.04092618936482629,0.5881016642851137,0.010171091779810112,0.0,0.014548719225123529,0.34032448514198477
400,0.6042879365297025,0.0,0.6321610143220247,0.02518978307414678,0.9996693700637381,0.5006082833904192,0.0028937483626358925,0.07002943523174836,0.03432389217138663,0.5881902606411367,0.009818746018672789,0.0,0.013369756237790572,0.3463326599869144
500,0.5887237675423401,0.0,0.6095025437074352,0.015838727652493043,0.9997261715600416,0.5803647900072348,0.0021375214690639555,0.0595232846656608,0.0290434746280652,0.5887458579083261,0.008961260496650851,0.0,0.012211456810573784,0.3499952133018164
600,0.5789593468317494,0.0,0.6145250007611804,0.017661044080842174,0.9997806965295382,0.6246950208912742,0.0015688323590264716,0.04762068496630606,0.02559411333015923,0.5887882585527169,0.00820298694859895,0.0,0.01068920242448155,0.35224584144073995
700,0.5538567365141484,0.0,0.5966600537873141,0.024207285737508154,0.9998252578017417,0.7053581188896545,0.0013369659258939612,0.03924769247222207,0.022995188534208365,0.5893359168384914,0.007635492182047744,0.0,0.009738657254937094,0.35533157856605496
800,0.5447473034517655,0.0,0.5741623814452687,0.03160477893184527,0.9998423836728432,0.7364420310734517,0.001040412547652485,0.03253157855596554,0.020778747287349596,0.5894931793240213,0.006795645056642281,0.0,0.009064205860543607,0.3569895043898692
900,0.5205422491922586,0.0,0.5620199081030287,0.03488465059048234,0.9998702617838008,0.8133571961770916,0.0007696870186331635,0.02610840208732043,0.018225503607530193,0.5898911849446876,0.005944935587192558,0.0,0.008133718214079037,0.35809867832406733
1000,0.49516621971975017,0.0,0.5682761183362904,0.036416842344747645,0.9998896999999561,0.8574249847694081,0.000609227582950277,0.02236222423506167,0.016515550205658057,0.5901351169504676,0.005456891202198249,0.0,0.007228221397250482,0.3602074959227844
1100,0.48317304698137725,0.0,0.5493065698827935,0.03804957141422322,0.9999176875450895,0.9043602725884408,0.0005221044723504849,0.0183033242701975,0.016193098414713062,0.5904795639169523,0.004792975804453847,0.0,0.006305204440846326,0.36136475336359614
1200,0.46023752184879707,0.0,0.545117121901774,0.04284875704203912,0.9999206562231827,0.9573852539705111,0.0004626863650789766,0.012598122641422465,0.015054659853086981,0.5906963118048334,0.003967259719234892,0.0,0.00599115528488951,0.36158823568985166
1300,0.4537129216742201,0.0,0.5146239817969216,0.04309013079181891,0.9999413698425381,1.016512032220605,0.0004147281834624254,0.012587432878637596,0.013991730335100868,0.5907968268159636,0.003613487320512,0.0,0.005210737750526277,0.3627768070989685
1400,0.42423608802183327,0.0,0.5137450934893945,0.05224318249190953,0.9999369213790574,1.062737528246082,0.0003551918314115804,0.008780125093576811,0.012552710094377716,0.5913762589488608,0.0030115687489294138,0.0,0.004928232837651598,0.36351420556968317
1500,0.40636749225278535,0.0,0.49625902570987873,0.05304850397970027,0.9999528532775533,1.1028430440037569,0.00025486082428020614,0.009602642976051996,0.01279991468400459,0.5915499300539692,0.0027392454246912357,0.0,0.004384138941283927,0.36422189432253776
1600,0.39588360266106715,0.0,0.4954937100957724,0.055828654943555885,0.9999508031384379,1.1543326019489444,0.00028385316653896007,0.005594954375524449,0.011897144859406949,0.5918610977888249,0.002342101487288949,0.0,0.0036910353028549196,0.3651402769088845
1700,0.37009509431013893,0.0,0.47457084312257186,0.06994786182406378,0.9999551456268596,1.2221463195554272,0.00023542570485660805,0.007085239213406412,0.011774499615170823,0.5920355228189041,0.0021414614469010443,0.0,0.0035836719548558546,0.3649729654786426
1800,0.3588724275838602,0.0,0.4564005033139174,0.06984832154011747,0.9999580318372822,1.2458040110692805,0.00014469164897138018,0.005156608932824909,0.011250533810414114,0.5924851808775139,0.0018582268031573862,0.0,0.0030893745017862365,0.3657193906624646
