miliseconds,APCP,BCKI,Cdc20A,Cdc20i,Cdh1,CKI,CycA,CycB,CycE,Mass,pB,pBCKI,TriA,TriE
0,0.6654917660448447,0.0,0.6579437469169951,0.01733927659290084,0.9992365815173747,0.2865460965881853,0.009960880167469547,0.16609054673188262,0.07823632795080701,0.5869659783138789,0.009873541882496421,0.0,0.016945035552931535,0.311180462272787
100,0.650886386168591,0.0,0.6457514013888449,0.020447529845799266,0.999384877830082,0.330703631663843,0.007098671405644301,0.13458197308770165,0.06141320533441246,0.5875275484642453,0.010463895295126893,0.0,0.016776244364126548,0.32475984817255765
200,0.6462874628701246,0.0,0.6413820594630522,0.01533667377338652,0.9995023141771785,0.3781325901371172,0.005217198945655428,0.10991075487139064,0.050017708255771065,0.5877438501167104,0.010444435726776453,0.0,0.015733886501102554,0.33397449704704596
300,0.6256579038671651,0.0,0.6381767297271653,0.019555590251904526,0.9995956048021137,0.4401827570833319,0.003911942747358869,0.08696526422517598,0.042142682715060026,0.588209746266532,0.010292789284845274,0.0,0.014502745706771422,0.3399764319295777
400,0.5989624975286105,0.0,0.6311334269557363,0.02208615735388226,0.9996645176518832,0.502680431968769,0.002818462390758957,0.07214619765368842,0.03424835312637294,0.5881845995183242,0.009906303719646598,0.0,0.013386498354735838,0.3454428405717962
500,0.5756081006678524,0.0,0.6046123570095677,0.025451691619524937,0.9997262696862872,0.5429279237402935,0.002222839488254753,0.05772304257947057,0.030127112906138485,0.5884516735241486,0.009035415434070106,0.0,0.011920049558434056,0.3494625519248139
600,0.5637709283855812,0.0,0.6044033484112822,0.022371116090024987,0.9997727957577964,0.6194727360908487,0.001688499903389907,0.04546728288820966,0.025388459828869003,0.5889631325678923,0.008486007629045647,0.0,0.010752297584754237,0.35232982567458687
700,0.5541262223061283,0.0,0.5823184443097894,0.02055294671393359,0.9998174458274774,0.6939592353590196,0.0013483075659843126,0.036393706708091944,0.023094343431723008,0.5892018945429209,0.007475210319717689,0.0,0.00971147746940779,0.35497612991382027
800,0.524286287610126,0.0,0.5915714567133222,0.0241427139580447,0.9998464799548115,0.770418423824514,0.0010359272150525587,0.029571053103499022,0.02015892215679283,0.5896501450772657,0.006796681941066894,0.0,0.00880269200703222,0.35655419667113214
900,0.5135975041282225,0.0,0.583067013643777,0.026292300710552965,0.9998775870554734,0.8174990334356717,0.0009108714225532959,0.0263449509568576,0.018836762898286848,0.5895715299806885,0.0060688800569066725,0.0,0.0077525374239780535,0.35890692074870506
1000,0.5005368993724962,0.0,0.5660219308385644,0.027372445252663684,0.9998881446047511,0.8655433098634311,0.0007057786043985725,0.021487155119865858,0.01766976325412716,0.5902563114086697,0.005258313075229148,0.0,0.006938066323847085,0.36001499758039884
1100,0.4733974340106268,0.0,0.5398174945834738,0.03344130776046194,0.9999177556497885,0.9041717034037885,0.0004807154167355462,0.015356651291956637,0.016092676340740485,0.5901830266723722,0.004730031507464757,0.0,0.0062748530717902035,0.36045374119534285
1200,0.454099983932277,0.0,0.5468523661126378,0.038487099365204384,0.9999249419130738,0.980013082372091,0.00047155960429037244,0.013996702334597032,0.014706121161421417,0.5906713613201524,0.004166897561643602,0.0,0.00584206182116983,0.36137922068968314
1300,0.4459116366881612,0.0,0.5199222818707131,0.042441667934892666,0.999931774106346,1.01376772302228,0.0003841651147816527,0.011840996741151865,0.013551121253568854,0.590972621936398,0.0036531141357370226,0.0,0.005383666032854648,0.36266532632974313
1400,0.426096409017363,0.0,0.5216800863914809,0.04505028020659662,0.9999438241298073,1.0829031798427118,0.00040665274014818604,0.00833833402112044,0.013645771873871892,0.5912072095677331,0.003170502351037356,0.0,0.004602026797822611,0.3638088637356572
1500,0.4045436617503356,0.0,0.5089856001962986,0.055121931559076374,0.9999498612454252,1.141077903173462,0.000322351444424795,0.00752171422814249,0.013252815123904367,0.591647673797936,0.0028737829506214757,0.0,0.004504802356678064,0.36410695263384063
1600,0.3875696899533655,0.0,0.49293263815054295,0.06447524714419026,0.999958719420042,1.157836465285565,0.0002635001043483172,0.0064549787733022765,0.01265229555402094,0.5916695801573653,0.002359107996735106,0.0,0.0037648382288757256,0.36444641972611747
1700,0.3709072805131457,0.0,0.47659892779887986,0.060420791861899345,0.9999578183335099,1.1907503096397563,0.00015368839966952328,0.008025817889254076,0.011854311412269338,0.5921981557947127,0.002089208122798664,0.0,0.0034884804333929183,0.36492385237440356
1800,0.36875943372106573,0.0,0.45282864013725677,0.06887251573215147,0.9999597364256069,1.2388889277942439,0.00021160388746840607,0.00497907447926475,0.010572487225007077,0.5922547842860422,0.001754519824545589,0.0,0.0032576164985384163,0.36550023759179684
