milliseconds,APCP,BCKI,Cdc20A,Cdc20i,Cdh1,CKI,CycA,CycB,CycE,Mass,pB,pBCKI,TriA,TriE
0,0.6808672825625481,0.0,0.6526458184136189,0.01509688626914137,0.999230552583175,0.28573435470554814,0.010031460833345909,0.16579571233878906,0.07751559296021275,0.587131570288455,0.009935704321790216,0.0,0.01730622656845666,0.3116116646784923
100,0.6645340901707457,0.0,0.6447988449331046,0.01692707547429089,0.9993896675692054,0.3380292008418623,0.007166936403379685,0.13644025915127578,0.06274889141881386,0.5872782255707604,0.010297119758463405,0.0,0.01677589799090068,0.3248281362263954
200,0.6415672696225545,0.0,0.6368779266750869,0.025049892376310546,0.9994942071732841,0.3792186387475303,0.005276110836147198,0.10995841555931722,0.0510663763738645,0.5877231546867996,0.010640698978649029,0.0,0.01564943224965191,0.33358105420556117
300,0.6206053248091451,0.0,0.6321550351355913,0.01960107228081662,0.9995979558971092,0.4333789517640703,0.003883301398291872,0.08708085963635759,0.040948245546808065,0.5881822250901846,0.01035742253657,0.0,0.014277848542889592,0.34086942993734365
400,0.6124470599756167,0.0,0.6194664636053547,0.025980004150878592,0.9996660385109282,0.5130734517491156,0.002818025781112741,0.07283811440633867,0.03424245426138112,0.5883197179796348,0.00980382732777934,0.0,0.013080772586053162,0.34513382968431483
500,0.5966724382891929,0.0,0.6089197580283445,0.02491170337514977,0.9997291564068674,0.5518349407304447,0.002225220329536555,0.05788314100525179,0.02905406593154343,0.5885458337222896,0.009042810247991646,0.0,0.012205882576058778,0.35035707187558973
600,0.568437122915312,0.0,0.606401800162892,0.01955678861332022,0.999786451043468,0.6113957598910049,0.0016555393398524306,0.04651257691848451,0.025209204457302608,0.5886665055160543,0.008292960909169188,0.0,0.010881067326074068,0.35266135205301213
700,0.5552809787190037,0.0,0.6040533664898258,0.02702831816801063,0.9998225717420873,0.6930850560538844,0.0013713313804546176,0.03782116385622954,0.022997989996160834,0.5889886878145606,0.007420695213366489,0.0,0.009656787788145977,0.3555333078697268
800,0.5424115262039075,0.0,0.5926791921613378,0.03027973554379201,0.999846763539832,0.7491027256726147,0.0009765312407161585,0.0320997041818715,0.020835402322233406,0.5894464981668943,0.006796732344101317,0.0,0.009074957275098645,0.35731240219831684
900,0.5257216584761668,0.0,0.5828574341395498,0.023808289873933578,0.9998803159816615,0.7892498598657658,0.0008131231619093819,0.026110199811169403,0.018293404580532177,0.5898893789158194,0.006183068796336427,0.0,0.008191297880767183,0.35850982086867667
1000,0.4994451565296715,0.0,0.554692350880435,0.029755893770196797,0.9998888325609497,0.8528461893444552,0.0007391311132534722,0.018914295616814257,0.01665782610476697,0.5898437610909898,0.005347701641556804,0.0,0.006938553678339086,0.360170240637452
1100,0.48936965624281514,0.0,0.5387454943462484,0.036243687081523514,0.9999152545605656,0.9189705855409502,0.0006342173639011085,0.017962797086771422,0.015212123399474593,0.5903018075683338,0.004750544658537043,0.0,0.006577792040574718,0.36112639994037066
1200,0.4684422806773957,0.0,0.5436541268348365,0.04015443481349548,0.9999183270038171,0.994909629597431,0.0005278325390696754,0.012531761749432343,0.014723763632367918,0.5908256009781861,0.004238001945449532,0.0,0.005695359478531424,0.3618651508064839
1300,0.45624512518865684,0.0,0.5319758345848824,0.04560349186674674,0.9999315523049739,1.0264729138159623,0.00037063082239997233,0.012391997935468333,0.01339637630689035,0.5909046120499921,0.0036967147952886607,0.0,0.0051303541222854285,0.3625360268544102
1400,0.4313885079741201,0.0,0.5191344295718406,0.04277019396678255,0.9999445615947707,1.0621813906313735,0.0002766856609496358,0.009394471103759898,0.01386538677431432,0.5912520660459905,0.003200553769925824,0.0,0.004588842464839687,0.3636519250295353
1500,0.4161139608836195,0.0,0.4996531013557554,0.05474646592276227,0.9999448497401591,1.1360128667075193,0.0002059165249609406,0.009526248649762406,0.012253450111690854,0.5914036751255894,0.002870242922619194,0.0,0.0042692382815684524,0.3640326536375735
1600,0.3964449785520772,0.0,0.4889767394079455,0.05954843069497344,0.9999510800633843,1.1572721997186912,0.0002518192173176652,0.008499930441115239,0.012728893562022782,0.5918581565674057,0.0025228030582204264,0.0,0.003918939099638488,0.36467435881679344
1700,0.37301788161016874,0.0,0.4797015181191884,0.063267172982891,0.9999643825366816,1.1945079012523507,0.00016992687823026234,0.006938154927422389,0.011859784795646136,0.5919737052693507,0.0020357076410005095,0.0,0.003639248782004273,0.3658321793179313
1800,0.3500566585391665,0.0,0.4648598402666224,0.07362522303072035,0.9999624503162975,1.2549381153099728,0.00014546624817156058,0.0051210855964766416,0.011903333724696881,0.5923822397884525,0.0017789339397077644,0.0,0.0031938349063459492,0.36548202158940324
1900,0.3381845262300836,0.0,0.44960773783386687,0.07465171789079697,0.9999698490556141,1.2886592174541311,0.00013078576164289268,0.005470409062399358,0.011591733403716976,0.5929003731360613,0.0013997950410990696,0.0,0.0029014385446616492,0.3667486223800645
2000,0.3158996135126768,0.0,0.4148137755652931,0.08597653721110121,0.9999679196379231,1.3243841125401068,0.0001137898397603456,0.00336279760175202,0.011095684017130805,0.5929124665387835,0.0013304892483348232,0.0,0.0028242435392252497,0.36644333267007756
2100,0.29935496457757715,0.0,0.42020496660626905,0.08913476137002471,0.9999711393508641,1.3630946485070965,0.00019994489392084817,0.00443454531014897,0.009704007110694801,0.5934820581923601,0.0011489255333146137,0.0,0.002363839161548976,0.3667339459430566
2200,0.2820858579901177,0.0,0.39987994715765396,0.10813164224909774,0.9999684161610425,1.3839568729727216,0.00013876971966427017,0.0025053752268266224,0.010558247069631104,0.5936607532647642,0.0009463867515589456,0.0,0.002529914285514218,0.3673174987805267
2300,0.2774602818686301,0.0,0.37662850527001224,0.10881339831427256,0.9999660809953214,1.4102666022822472,0.00013490420971334113,0.0036442902425926956,0.010237999642595398,0.5940095620299307,0.0007619255335763744,0.0,0.0021983361732947795,0.3684773915909763
2400,0.24967003264521273,0.0,0.36465197547340256,0.12362583377212685,0.9999680870265468,1.4210292035899286,7.446923777194472e-05,0.0037154768802450198,0.009261185519054263,0.5942666792531288,0.0008383317998950124,0.0,0.0020107341123655467,0.36887125298877005
2500,0.22820309921472443,0.0,0.3380166419175183,0.13406884901116223,0.9999659601919056,1.4342798426425623,0.00017277116407265225,0.0022147250967266136,0.009949376083615506,0.5944606580655478,0.0008186235332712922,0.0,0.0018734395058241308,0.36812261539062674
2600,0.2296535262660252,0.0,0.32825283361355406,0.1511708037612266,0.9999645481331536,1.4593923700410416,0.0001864754611771443,0.0035967481278324775,0.009689968437492069,0.5949190462103352,0.0006164283148149185,0.0,0.0018316584982730469,0.36938678968294847
2700,0.2110532070330053,0.0,0.295215054678931,0.15348482198671062,0.9999744234677957,1.47765472802508,5.181575312211864e-05,0.0023713129389663678,0.009880989988482395,0.5951496859539163,0.0006317541712513166,0.0,0.0015552439003357677,0.3690198489323234
