miliseconds,APCP,BCKI,Cdc20A,Cdc20i,Cdh1,CKI,CycA,CycB,CycE,Mass,pB,pBCKI,TriA,TriE
0,0.6813964922954533,0.0,0.6649477361834928,0.014240519100094468,0.9992354921080298,0.2916340741584035,0.009900197208126382,0.16647290618387625,0.07818249897142386,0.5872369101363416,0.009661540857494186,0.0,0.017363600428398726,0.31138744610887725
100,0.6561391727731782,0.0,0.6521577210022155,0.01411885597170806,0.9993901748482933,0.33876075785537274,0.007186731514003323,0.1357631031064437,0.062202144274956815,0.5874650447578855,0.01048539429222518,0.0,0.016779246880429078,0.32412705135538716
200,0.6385481203163588,0.0,0.6426525358677936,0.01907749502422754,0.9994994912878564,0.3965635723756251,0.005187613730666266,0.10937048029586974,0.049967606489384045,0.5876766165111961,0.010393345013243103,0.0,0.015581959082397921,0.33336239849219046
300,0.6266700732701131,0.0,0.6250459921347031,0.018346789310089578,0.9995998234143344,0.4360889962382318,0.0038177412495946353,0.08886835553288065,0.042294930171767,0.5881215813866512,0.01019771576385261,0.0,0.014501920681228412,0.34052634412009336
400,0.5983806419773232,0.0,0.6138328144290471,0.026422257071645576,0.9996628628383474,0.5216168706251395,0.0029286700443350573,0.07242054561136221,0.03452603966721639,0.5881870348396127,0.009607515992003502,0.0,0.013160789304445164,0.3460353824232059
500,0.5774672818562226,0.0,0.6097743723923257,0.026804804813477547,0.9997352087947142,0.5544235537886537,0.0022099829503459513,0.05639285422403538,0.030032911644001403,0.5884915267307596,0.009168149894569483,0.0,0.011985111837160022,0.3493911569091384
600,0.5773083850501057,0.0,0.5993780121910239,0.02907955209455048,0.9997783553507482,0.6335663803673357,0.0015859968918706443,0.04680473022632908,0.026088364392020558,0.5890080877636376,0.00816893105883764,0.0,0.011011617924015173,0.3528243278763211
700,0.5559535840525877,0.0,0.5928256883754137,0.03110598211630319,0.9998104226643626,0.680491537708036,0.0012839728592130507,0.03769941187538407,0.023195320170229686,0.5893768316607662,0.007686180173554208,0.0,0.009799843445409826,0.35545485831515344
800,0.5357065525903159,0.0,0.5826702343639149,0.030999384399147997,0.9998429931646081,0.7678202330967104,0.0009668414885942118,0.03252249513707488,0.01976435417364933,0.5895569354644861,0.006710012957377828,0.0,0.008899988631341203,0.35701859095104505
900,0.5085304194726488,0.0,0.5835018117503439,0.0296495227981852,0.9998710817919267,0.8300656244458652,0.0007426779624369484,0.025245968394580855,0.017827371209300835,0.5899273486086124,0.005960350932975764,0.0,0.007815281426833489,0.3593390813652313
1000,0.4943033139933514,0.0,0.5684323443432608,0.030253559660947508,0.9999003803127431,0.8541160312331176,0.0007468623903877642,0.02011638717460907,0.016345379436009326,0.5898873320635406,0.005321790433236932,0.0,0.007106283269625906,0.3595615844698051
1100,0.4747090071758136,0.0,0.5482958215035338,0.03458276944518636,0.9999038304751103,0.9216351969605279,0.0005737311041776492,0.016518672937548082,0.015288825859419113,0.5902730285368588,0.004717517976953099,0.0,0.006592737396399456,0.3609143988921228
1200,0.4615961779608543,0.0,0.5376517572834268,0.03789423217334382,0.9999268494703869,0.9863923928814855,0.0005483463133694977,0.014233233184324066,0.01532650474267129,0.590593151232572,0.004002213185194156,0.0,0.005843934491573881,0.36231287464972717
