milliseconds,JAK2,EpoR,SHP1,SOS,Raf,MEK2,MEK1,ERK1,ERK2,pJAK2,pEpoR,mSHP1,actSHP1,mSOS,pRaf,ppMEK2,ppMEK1,ppERK1,ppERK2,pSOS,pMEK2,pMEK1,pERK1,pERK2,Delay01_mSHP1,Delay02_mSHP1,Delay03_mSHP1,Delay04_mSHP1,Delay05_mSHP1,Delay06_mSHP1,Delay07_mSHP1,Delay08_mSHP1,Epo
0,2.0,1.0,10.7991,2.5101,3.7719,11.0,24.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
100,1.881506302111134,0.9812819515845914,10.796324151566848,2.5099856276573593,3.7718983386234153,10.999998803794533,23.999999425008728,6.999999999998187,20.999999999994674,0.11849369788886595,0.018718048415408327,0.0027475970459543003,1.1117998933391393e-23,0.00011437234264041616,1.6613765834275799e-06,4.49588006562648e-12,6.70901680996799e-12,5.088787093250038e-24,1.334569782147167e-23,4.1190350879849065e-26,1.1962009693263441e-06,5.749845687705767e-07,1.8132823601977468e-12,5.332717424725184e-12,2.8021158048354685e-05,2.2866464168178146e-07,1.555386939360515e-09,9.07205350924694e-12,4.6333469469031246e-14,2.1060259410211012e-16,8.631752443854918e-19,3.224915998537266e-21,50.0
200,1.7700329824418894,0.9285959914063301,10.7776014763958,2.50943377016887,3.771879657773973,10.999969536846827,23.999985356971656,6.999999997641653,20.999999993064293,0.22996701755811053,0.07140400859366972,0.02106066012704565,4.3167956157197416e-20,0.0006662298311293037,2.0342226026261244e-05,2.9114526948485226e-09,4.344083124600359e-09,7.401068960508912e-18,1.9409817726170517e-17,7.840144023191739e-19,3.0460241722903873e-05,1.4638684262163098e-05,2.3583489874675114e-09,6.935714491749301e-09,0.00043072798059548507,7.038563944797126e-06,9.580353242154991e-08,1.1175663570558864e-09,1.140779586973755e-11,1.0353486383066967e-13,8.460887585092964e-16,6.290249830479749e-18,50.0
300,1.665164105704462,0.8492445322954898,10.729635553767093,2.5084042106515643,3.771819004330259,10.999811792667266,23.999909531770395,6.999999864826411,20.999999602465365,0.33483589429553723,0.15075546770451,0.06733325332966253,5.377247218008848e-18,0.0016957893484268452,8.09956697400991e-05,1.1107680519168118e-07,1.656198058072609e-07,2.1553548006887118e-14,5.6525678339253105e-14,8.983683691863175e-15,0.0001880962559333861,9.030260979173154e-05,1.3517356821323492e-07,3.9753458724954406e-07,0.002078994900937894,5.113337955681518e-05,1.0460143914317319e-06,1.8323754179251098e-08,2.807331518357393e-10,3.8223205734660175e-12,4.683640029438884e-14,5.217795529926108e-16,50.0
400,1.5665083794660728,0.7521251845014093,10.643125157221528,2.506999164832182,3.7716948053915065,10.999344273780665,23.999684794484534,6.999997816941038,20.999993579799444,0.43349162053392604,0.2478748154985904,0.14954560474967749,1.6334099501217513e-16,0.0031008351624584826,0.00020519460849348944,1.3472204875478928e-06,2.004661997152037e-06,5.083418182682354e-12,1.333162001598964e-11,5.359239857912089e-12,0.0006543789988494313,0.00031320085346859557,2.1830538791952885e-06,6.420187235965882e-06,0.0062184508704789055,0.00020504225872396858,5.610842372506804e-06,1.3132142095176955e-07,2.6861794504485963e-09,4.8807225207471947e-11,7.978169370109015e-13,1.1853215407896826e-14,50.0
500,1.473697694137633,0.6462868641477403,10.513336146844942,2.505359505666104,3.7714930430972644,10.99832572063613,23.999195126313314,6.999982312157468,20.99994798148497,0.5263023058623659,0.35371313585225933,0.2708828576230493,2.2858560387304364e-15,0.004740493697360611,0.0004069569027353602,8.766305101275924e-06,1.298656217739154e-05,3.0484502671430406e-10,7.994784063302406e-10,6.365303019818547e-10,0.001665513058766316,0.0007918871245016,1.768753768607185e-05,5.2017715574711864e-05,0.014267627662853938,0.0005924009652706059,2.03540453751484e-05,5.972037428760463e-07,1.5299559882705028e-08,3.479577645451025e-10,7.116544133571708e-12,1.3225068831194766e-13,50.0
600,1.3863857494632792,0.5397787714115923,10.339939226955053,2.5036259856400873,3.771207872423819,10.996482886938542,23.998309000861095,6.999907242899816,20.99972720901626,0.6136142505367197,0.4602212285884076,0.43008825589591754,1.9579509509371052e-14,0.006473986971743814,0.0006921275761796463,3.854496392499719e-05,5.664797842386179e-05,7.717657537997412e-09,2.024023318671139e-08,2.7388108860694277e-08,0.003478568097525123,0.0016343511604843596,9.274938252588142e-05,0.0002727707435259937,0.027623992526779505,0.001388843385588435,5.758195262780166e-05,2.0348144075028956e-06,6.271198084287832e-08,1.71455556343446e-09,4.2134392453403856e-11,9.405036756946501e-13,50.0
700,1.3042467623860938,0.4389276418257175,10.126248322493659,2.501919265415751,3.7708407330370277,10.993537541617796,23.996892185458595,6.999639819621151,20.99894074152273,0.695753237613905,0.5610723581742826,0.6223888018311107,1.1946626099493665e-13,0.008180149063942967,0.001059266962970276,0.00012937205976733943,0.00018775161088455784,1.07779077861459e-07,2.826651734040423e-07,5.855199476137886e-07,0.006333086322433932,0.0029200629305246666,0.00036007259976906006,0.0010589758121086871,0.04750418839865771,0.0028157107670649566,0.0001370887225397481,5.676336459635845e-06,2.04713727666942e-07,6.543851890351557e-09,1.8791345809263145e-10,4.8994742484674055e-12,50.0
800,1.226974251468726,0.34805251513498897,9.878112034987337,2.5003280955956746,3.7703987802478767,10.989228835402216,23.994818224025995,6.998878551854097,20.9967019432653,0.7730257485312729,0.6519474848650111,0.8407228637985402,5.685063209815718e-13,0.009764406090768436,0.0015012197521217198,0.0003562906650289074,0.0005077704904491306,9.72341616663937e-07,2.5502178595846584e-06,7.4983130581535616e-06,0.010414873932751848,0.004674005483555115,0.0011204758042851015,0.003295506516837652,0.074834772820441,0.005128602521684833,0.0002874684869912667,1.367057355606429e-05,5.65402359300724e-07,2.070735329065808e-08,6.808509759701688e-10,2.031668445363589e-11,50.0
900,1.1542798933332672,0.26953714465741624,9.602733408419676,2.4988917960648807,3.7698935077796194,10.983330050450924,23.991976171654727,6.997053494569112,20.991334802576745,0.8457201066667311,0.7304628553425837,1.0769880434009043,2.2370205731470537e-12,0.0111434094299378,0.0020064922203785166,0.0008432784569146723,0.0011729730410308605,6.268719526476206e-06,1.6443063450604927e-05,6.479450468490069e-05,0.01582667109215436,0.006850855304231009,0.0029402367113592815,0.00864875435980913,0.11019772651198582,0.00860312104883982,0.000546852419864547,2.941532194368312e-05,1.3739312418959466e-06,5.676827223113732e-08,2.1042788007870575e-09,7.075558583290395e-11,50.0
1000,1.0858924468534776,0.2041377912312459,9.30763595943659,2.4975249478556902,3.7693416492712193,10.975663373156523,23.9882774224495,6.993236163315225,20.980109435993118,0.9141075531465208,0.7958622087687539,1.3230952115029233,7.575306607141861e-12,0.012167005229057701,0.0025583507287784014,0.0017696739358785169,0.002387347693286809,3.092108235295968e-05,8.112340750258039e-05,0.0004080469147605618,0.022566952907589578,0.009335229857200155,0.00673291560241875,0.01980944059938976,0.15382472444698456,0.013520022025218677,0.0009630271340136213,5.7893469555381817e-05,3.017088314623859e-06,1.3893841157516958e-07,5.735736802820528e-09,2.146773608071603e-10,50.0
