milliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII
0,4.982903982661254e-12,-1.0803316053286532e-14,9.999976928369292e-09,4.723581931297372e-16,9.999790041596856e-11,-2.8195896680173557e-15,1.4566167384041927e-16,-2.3703930267850323e-16,1.599999906576744e-07,-2.6339040319801974e-17,8.999999907398623e-08,-8.82430253818624e-17,-5.015111658712832e-16,1.3999999999035396e-06,7.000000355547774e-10,1.3582900111850642e-17,5.991827210416158e-23,-1.7169659232872132e-22,1.2615311413734119e-18,1.199365496302689e-18,2.0000001027158957e-08,-3.453675519880929e-16,7.97860826079306e-19,1.3221547721157652e-19,3.9969191564210447e-16,2.4999997666442433e-09,-6.29469148531223e-17,1.8382516410499099e-16,3.4000000004877174e-06,-3.0553195499640605e-16,9.082771773537927e-18,-3.488986251942146e-18,8.279157790802666e-17,7.5271606292533e-19
100,4.9962684249747225e-12,2.378080646130883e-14,9.999996145487834e-09,1.1134669103475767e-15,9.999929654411823e-11,-4.9512169513361716e-15,3.5211127321570587e-16,3.0105906913922493e-16,1.5999999988948955e-07,1.0190197782818039e-16,8.999999993808941e-08,9.231830413833576e-17,8.86158575017364e-16,1.399999999381924e-06,7.000000012816525e-10,4.3143266910682786e-17,7.920241080313885e-23,3.7002930996478387e-22,-1.714448241972497e-18,9.825734407272406e-19,2.0000001460009105e-08,7.436797882787157e-16,-5.219432378317105e-19,-8.823392962611908e-21,-1.4116370685760604e-16,2.5000000949044612e-09,4.05157168210239e-17,-3.139363434436191e-17,3.4000000002961634e-06,1.0516604308271232e-16,8.272554179238954e-17,-2.4272938368202553e-18,-2.9553823740610425e-17,8.215824085384481e-19
200,4.955022118911684e-12,4.552660391043689e-14,9.999971220496188e-09,9.59801432614189e-16,9.999694257500046e-11,6.858912866920679e-15,-1.1747868036611042e-16,7.009430583980343e-16,1.6000000121167703e-07,8.721859735496627e-17,8.999999963383632e-08,1.8477986646750455e-16,-3.485730957091217e-17,1.4000000000205983e-06,7.000000422770491e-10,-8.285931031668507e-18,-6.132945495525934e-23,-2.464005145872392e-22,-4.219969222843779e-19,-3.8530709391002084e-19,2.0000001070983013e-08,-4.838865114850968e-16,-1.0607883469946645e-18,3.8223702156595167e-20,4.405420576789346e-16,2.500000173209374e-09,5.650613599161482e-17,-3.265798138876166e-17,3.400000000248318e-06,-3.049142859233872e-17,2.5530539116765847e-17,-6.6840582887503935e-18,-7.110463505731065e-17,1.1039308724542778e-18
300,4.9589164121188725e-12,5.299028730357161e-14,9.999954496040532e-09,1.9729046645938476e-15,9.999993075390508e-11,7.56096534556705e-15,-3.9347818255837666e-16,5.209584108735694e-16,1.5999998906644702e-07,2.8892522902665733e-16,9.000000039527111e-08,2.7629036703806793e-16,6.635102518276335e-16,1.4000000004627167e-06,6.999999601224989e-10,4.254519801223348e-17,-2.063085085247503e-23,1.4349003135982427e-22,-7.008872367250732e-19,-2.229986400637693e-19,1.9999999813546592e-08,-1.4256587395604735e-15,9.437504037111187e-19,8.471442198780037e-19,3.83052230336632e-16,2.4999996310694096e-09,7.97196325583404e-17,1.1444902245604348e-16,3.4000000000298457e-06,2.0325233670895013e-16,4.685820838820308e-17,-8.579914128203125e-18,-3.321087380762256e-17,1.3303841621030133e-18
400,4.941947631062104e-12,4.4013376259145065e-14,9.999935134576975e-09,2.268036675458314e-15,9.999268089871783e-11,6.401053258377633e-15,-3.676072663712708e-16,1.0387326820459415e-15,1.600000016420695e-07,3.6009894320478644e-16,8.999999967929771e-08,2.673150322199294e-16,9.194482182581146e-17,1.4000000001467052e-06,6.999999513912489e-10,2.142819897414951e-17,4.155665927176492e-23,-2.188424301786905e-22,1.7251203797492038e-18,-1.870363212347672e-18,1.9999999615832277e-08,4.940069868946396e-16,3.577433661284331e-20,-1.0411412408128697e-18,-3.6806365550963185e-16,2.5000001207371335e-09,-3.8571956931597685e-17,7.012367619408066e-17,3.3999999998848053e-06,2.247237081342889e-16,2.737706393325848e-17,-8.265105883394485e-18,-6.162578443520417e-17,-1.0100017443116303e-18
500,4.9114331797460764e-12,7.632750722034821e-14,9.999916414316134e-09,3.288979688833459e-15,9.999220854425207e-11,6.898698370242161e-15,5.988644962722484e-16,1.1710761646419836e-15,1.5999999337109366e-07,4.400331344916601e-16,8.999999819066265e-08,3.404166304477075e-16,1.0263322255085917e-15,1.3999999986060425e-06,6.999999494014083e-10,4.240266083446789e-17,-1.0093462259013584e-22,1.0498944271720931e-22,1.3962795797854575e-18,-1.2483173823371842e-18,1.9999999588257695e-08,1.404377999048809e-15,8.953911662549952e-19,9.79437887768677e-19,-5.632951229739176e-16,2.4999997666459783e-09,-4.175067636499594e-17,3.292184672908196e-16,3.4000000002675612e-06,2.732306750155396e-16,7.626347884527185e-17,1.3845291705254545e-17,3.2902495123084583e-17,4.3139394943996436e-18
600,4.883773752006049e-12,8.806684657941582e-14,9.999900472291162e-09,3.439314742447102e-15,9.999433941412817e-11,1.560706477666209e-14,3.87112462696132e-16,1.5829773842723076e-15,1.5999998642107308e-07,4.1640601175239216e-16,8.999999715530982e-08,4.110409292484139e-16,9.273346028278028e-16,1.3999999998249892e-06,6.999999447375893e-10,3.540109029250093e-17,-1.3797251124714484e-22,9.674521039629295e-23,1.4064907443089792e-18,-2.4756340335721214e-19,2.000000117170535e-08,-3.4893871472699175e-16,-5.0694296179310814e-20,-5.274779405304755e-19,2.3562913174592096e-16,2.4999996352901185e-09,1.6197520182426167e-17,5.543528261520263e-16,3.399999999197572e-06,1.19544185702778e-15,1.479246565282908e-16,4.964459908678691e-18,3.6867199355771584e-17,4.6277472006523955e-18
700,4.907940429450985e-12,9.088166574858154e-14,9.999909570316411e-09,4.283425536021501e-15,9.999097624564421e-11,2.2103307615198074e-14,6.368028503464768e-16,1.798719570196027e-15,1.59999977017292e-07,5.7974597421189565e-16,8.99999968444563e-08,6.732711746758106e-16,1.9014364042400002e-15,1.3999999984885632e-06,6.999999918707728e-10,6.697248223162896e-17,-1.3237022703602915e-22,-2.714332394057514e-22,-6.741683827719544e-19,2.8406254744810904e-19,1.999999784272119e-08,1.7987590781548873e-15,-7.023908592972549e-19,-1.9609763399558362e-19,1.1608364409622727e-16,2.499999290313228e-09,2.2512185688946934e-16,5.153190820906052e-16,3.399999998437126e-06,4.2302308489679935e-16,8.604775749950007e-17,1.0805125068696342e-17,4.492101327741074e-17,6.1687452655462745e-18
800,4.891202736607875e-12,1.3055252732569304e-13,9.999858066726914e-09,4.259500489918497e-15,9.999480755802127e-11,2.908303624049709e-14,9.928338216379357e-16,2.0919689863695266e-15,1.5999997588286394e-07,6.14697025652281e-16,8.999999643157751e-08,5.999820967102871e-16,3.2108410894935392e-15,1.399999998911966e-06,7.000000102155988e-10,2.7705582924832007e-17,2.933188060946468e-23,5.2145612382914006e-23,3.0759934767157633e-18,-1.2624224499611011e-18,1.999999957852063e-08,1.038877405436668e-15,1.3625680407797418e-18,-6.892865132454151e-20,1.3311575297351542e-16,2.499998938710754e-09,1.3112552858497556e-16,7.447111484058794e-16,3.3999999991501427e-06,6.178824778125144e-16,6.273768814366856e-17,9.289265906142306e-18,1.4119647904830182e-17,4.1036667506178164e-18
900,4.858321806689901e-12,1.2654965887691106e-13,9.999864903851515e-09,4.9021925001631755e-15,9.998953259196905e-11,2.196568792687813e-14,7.758424907176607e-16,2.5267515363023415e-15,1.5999997520020483e-07,6.77857251096928e-16,8.999999651882982e-08,7.432685362639777e-16,2.9888360962638157e-15,1.3999999993147192e-06,6.999999193634679e-10,3.7828511029307854e-17,-1.6189440847620714e-22,2.974613353967944e-22,-9.164665087355197e-19,3.2822984730953005e-18,1.9999997488628984e-08,2.1664945526265946e-15,8.544806438998151e-19,-8.36187698304366e-19,-2.759725210400248e-16,2.499998871977485e-09,2.501342540814807e-16,8.132463457743903e-16,3.3999999979557474e-06,1.8225654709171312e-15,-9.515889118525858e-17,2.208847690270351e-17,1.4639886160796356e-16,9.182298264904027e-18
