milliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII
0,4.994796809819745e-12,-1.0280889273055002e-14,1.0000011545803347e-08,-4.574788729088987e-16,9.999847513978341e-11,-3.829626886735414e-15,-1.4739818172163882e-17,-1.7010704813499956e-16,1.6000000003708644e-07,-8.050158413418937e-17,8.999999940720604e-08,-1.5672520238613013e-17,-6.003970508480989e-16,1.3999999988524175e-06,6.999999675639085e-10,-1.889251774497867e-17,-1.2078181113267021e-22,2.5079940048125684e-22,1.579918349880418e-18,-1.9990089749066514e-18,2.0000000950161975e-08,-3.082112536738728e-16,1.1614495202235815e-18,-4.766413942196529e-19,2.959177459284707e-16,2.500000133968557e-09,-6.629653092086188e-17,1.3528111126484698e-16,3.3999999997945336e-06,2.601043574754546e-16,-4.738567017203505e-17,3.005139498945539e-18,2.0644357078956828e-17,-3.2164132632647794e-19
100,4.968652700182174e-12,-3.744852008973232e-15,9.999992615659847e-09,6.963010986182712e-16,9.999535992533052e-11,2.9385308657439087e-15,1.973697035650869e-16,5.331256135018033e-16,1.5999999925012756e-07,-1.052168609310989e-17,9.000000087547634e-08,6.1688020896955985e-18,-1.7466741111388383e-16,1.3999999992629593e-06,7.000000229689336e-10,-4.1200881923164394e-17,2.858001083034072e-23,2.4343786405897574e-22,4.0585444083026745e-19,1.6115006802370709e-18,2.00000007632272e-08,-3.7291757556056806e-16,-1.1634723983689075e-18,-1.9401727422252149e-19,-4.144419455109969e-16,2.5000002471019435e-09,6.053854516938322e-17,-1.4531831116139968e-16,3.4000000003328217e-06,2.954384078445536e-16,-3.7819948795844757e-17,1.1758023594820956e-18,5.797356231451899e-17,2.2383745367855717e-18
200,4.968899471257736e-12,4.956850434258158e-14,9.999974277026209e-09,1.8302070687054405e-15,9.999677032992926e-11,-5.5030696925246166e-15,3.65800220932681e-17,7.480083919987649e-16,1.5999999781775543e-07,4.874812974636683e-17,9.000000018656681e-08,1.793260726201923e-16,7.718763874887243e-16,1.3999999998457732e-06,7.000000082656319e-10,3.513287184969251e-17,-1.7137361124696363e-22,1.2358253701733378e-22,-2.1548976985670258e-18,-9.909207904745496e-19,1.999999855339732e-08,9.344123801562756e-16,1.2711410024086974e-19,-9.74271374339607e-19,4.899046389910801e-16,2.4999995181734615e-09,5.2837112702524964e-17,3.87230814506117e-16,3.400000000912936e-06,6.517185372038789e-16,5.83752642298757e-18,-3.4313605826377013e-18,-6.826773897758403e-17,1.859743276996541e-18
300,4.941412286716708e-12,6.304955330782545e-14,9.99995278545905e-09,1.7093238603241307e-15,9.999721088439162e-11,-6.4744975620534454e-15,3.516159106528974e-16,7.048047860777914e-16,1.5999999288947406e-07,1.2993926892895214e-16,8.999999907179183e-08,2.2045360719923744e-16,1.0770338211812504e-15,1.399999999382914e-06,7.000000125716563e-10,5.0741569933178425e-19,8.763241514792393e-23,2.6010711314218177e-22,-2.0548024690588473e-18,1.23970266740456e-18,1.9999999433929486e-08,3.556663884284234e-16,-6.552827806545297e-19,6.642107155849117e-19,-2.8983564985202566e-16,2.4999996084758943e-09,7.717813462176774e-17,-1.7444634471171356e-16,3.399999999449964e-06,-2.8853898124524883e-16,8.148752456635236e-18,7.274716356942957e-18,-3.138272104442315e-17,-3.9202346417887304e-19
400,4.914456797407029e-12,8.142889751929537e-14,9.99995552278958e-09,2.9412330463731486e-15,9.999599260956153e-11,7.847922927511621e-15,-1.6770761552864912e-16,1.259953500853611e-15,1.600000049385017e-07,2.616471905033329e-16,8.999999889950029e-08,4.510725844390313e-16,1.5598445881664123e-16,1.3999999988037546e-06,7.00000035927838e-10,1.5732636411985578e-17,-4.321178341710039e-23,2.754612236764602e-22,2.1889711311566093e-20,-2.4485337981921396e-18,2.0000000895975143e-08,1.5386292201780864e-15,-2.7882140520100115e-19,1.7361752853804732e-19,-4.4246621087950527e-16,2.49999982017021e-09,-4.1000739114963475e-17,-1.5491464233616758e-16,3.4000000007407054e-06,6.21170383632885e-17,1.241134968412102e-16,7.318089683794791e-18,4.6777346652567925e-17,1.5336847896375743e-19
500,4.928138075868974e-12,7.66333204309899e-14,9.999917206600198e-09,2.836008392805386e-15,9.999418894196028e-11,3.1092339348500473e-15,-1.7898354322730057e-16,1.0768533924305766e-15,1.599999869406138e-07,4.284124499383215e-16,8.999999819790941e-08,5.30082827763266e-16,9.400938083715307e-16,1.3999999989769455e-06,7.000000334729365e-10,-1.1769321303406176e-17,1.7103901805980704e-22,-6.785215866354228e-23,1.537993940038942e-18,9.390650839389268e-19,1.9999998319275338e-08,-1.470901213707977e-16,1.2305064927886917e-19,1.0551306322738272e-19,-3.492933719256017e-16,2.4999995246761215e-09,-6.243319652193881e-18,3.9412231247093665e-16,3.40000000020181e-06,-2.7997357414089196e-17,-3.791505705329523e-18,9.929590454669677e-18,-4.724606641796166e-17,2.7147075928256145e-18
600,4.886924752210311e-12,8.474317683893804e-14,9.99989370071715e-09,3.915840249428161e-15,9.999631417190788e-11,4.931996051877697e-15,4.5027904349425126e-17,1.7095902943989688e-15,1.5999999207409095e-07,3.3971153734599554e-16,8.999999792266281e-08,5.811342651169091e-16,1.6512711369061427e-15,1.400000000685882e-06,6.999999703804364e-10,-2.6948907813054352e-17,-1.764618919974152e-23,-3.814499806304119e-22,2.1784567956059367e-18,-1.7074784261904417e-18,2.0000000129505683e-08,1.0434366058587468e-15,-1.344936940990499e-18,6.165335247491514e-19,3.4808512818876584e-16,2.499999419486702e-09,6.850905198309241e-17,7.111987361405277e-16,3.4000000002807877e-06,1.1508249943808017e-15,-1.18209150095462e-16,6.464286762327479e-18,6.66801526207946e-17,1.911182205199346e-18
700,4.886086010430859e-12,9.983373876117017e-14,9.99991403506313e-09,4.043141722251354e-15,9.999631235441138e-11,1.3298434104462389e-14,5.499452840847599e-16,1.7243414241168492e-15,1.599999807047967e-07,4.0748422285301717e-16,8.999999725446289e-08,4.985246560934612e-16,1.6947438864680762e-15,1.3999999991483094e-06,6.999999809510135e-10,-1.0978391235931123e-17,-1.064807908348832e-22,-3.3048903961595963e-22,1.31963138877863e-18,1.4478883878759864e-19,1.9999999633235846e-08,-1.3671895074946014e-16,4.932028090520383e-19,-1.4318366035344746e-19,-3.2345729715999126e-16,2.4999991226281793e-09,2.0870188807250915e-16,5.403165273908719e-16,3.3999999996978325e-06,7.222189474092848e-16,-5.3210523807942786e-17,1.2656828691922385e-17,-2.5062000891767223e-17,5.061778556154146e-18
800,4.863121137890521e-12,1.280241259140724e-13,9.999889785445681e-09,4.1860163162223715e-15,9.998971083425807e-11,1.69073627961794e-14,9.27637791336492e-16,2.2271949052766406e-15,1.5999997090723285e-07,5.539923780186588e-16,8.999999618735185e-08,6.561795552478871e-16,3.3376850522851176e-15,1.3999999999110613e-06,6.999999316383455e-10,1.299245963922669e-17,-4.494278308829939e-23,-3.2277468294426107e-22,-8.12021546986064e-19,2.4119731366703764e-18,1.99999995425266e-08,2.324532707888704e-15,1.2270939005106172e-18,-4.928301475021205e-19,3.822155666490991e-16,2.499998701870652e-09,2.232454611394163e-16,6.111289108662229e-16,3.3999999996934593e-06,9.334495506401913e-16,1.213805439032919e-16,1.250094909356963e-17,1.9537547279370917e-18,4.9417067210257304e-18
900,4.8705544713419895e-12,1.4340201921153596e-13,9.99985461944181e-09,4.911949203163672e-15,9.999306832931241e-11,3.0478842985704427e-14,8.595183380490653e-16,1.965392996068571e-15,1.5999996987309062e-07,6.767979433240143e-16,8.999999621052899e-08,6.62466799749015e-16,3.875891342548882e-15,1.3999999986897094e-06,6.9999993627833e-10,3.5952170016635106e-17,2.2490094988644268e-23,-3.2092226692432006e-22,-1.7244693430680858e-18,5.801480159138911e-20,1.9999999622266187e-08,6.616527409744325e-16,4.4266057301937895e-19,6.101750302743283e-20,-1.1939791446609816e-16,2.499998585554294e-09,1.869782220596785e-16,8.795209112145785e-16,3.399999998524343e-06,1.0689840851427384e-15,-9.826893882885524e-17,2.009176015758169e-17,-6.0303828335688985e-18,5.813668828262462e-18
