milliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII
0,4.9952087136210286e-12,3.9612457925381665e-15,9.99999199574352e-09,-3.0767400583243437e-16,1.0000290881727009e-10,-6.566659639349314e-15,8.78625382499184e-17,3.1938304946642667e-17,1.599999934224551e-07,2.978100255108831e-17,9.000000062522904e-08,4.385911138169795e-17,-2.720666534319701e-16,1.3999999988485997e-06,7.000000225737649e-10,-4.3184480209536797e-17,7.313091531238207e-23,3.028039578332935e-22,-7.968309586167012e-19,2.4322249108229252e-18,2.00000008325532e-08,1.5269857250682092e-16,-9.323110164090093e-19,3.6214238851743947e-19,4.589633298166773e-16,2.5000003099714416e-09,1.5665286196923533e-17,-2.209266235315212e-16,3.400000000060083e-06,-3.172861053504194e-16,1.4058301392211965e-16,-6.713087493686673e-18,-9.593796021239726e-19,-1.8746710267144456e-18
100,4.971714811959274e-12,3.563621499831278e-14,9.999978278754528e-09,1.0905756124079542e-15,9.999696186200965e-11,9.259428338146967e-16,-1.5694133908554549e-18,5.270038621466483e-16,1.5999999956974763e-07,1.8650967378440026e-17,8.999999894176367e-08,7.834431379873359e-17,2.599481733680334e-16,1.399999998891165e-06,6.999999762057852e-10,-4.212321874250218e-17,-9.100649108485117e-24,-4.408238655314938e-23,9.671820768063746e-19,-1.9242521420757176e-19,2.0000001468722702e-08,1.1591492029161043e-15,-9.416189809973935e-19,-1.0262438237365175e-18,-5.261829620719805e-16,2.4999997243398536e-09,7.549485235074294e-17,-3.828327518919172e-18,3.4000000005577628e-06,-4.491151648458149e-18,9.828771228667964e-18,-8.3052460995379e-18,-7.529005446673147e-17,5.634662813653508e-19
200,4.975428360278705e-12,2.7806732483182462e-14,9.999978001592377e-09,1.417062033487899e-15,9.999793827289858e-11,4.5877842924473035e-15,9.238889287005112e-17,6.979770370947206e-16,1.5999999343438343e-07,1.945375781976811e-16,9.000000015602163e-08,2.663975448014673e-16,-1.378556464032201e-16,1.399999999983071e-06,6.999999791923402e-10,3.680070783212382e-17,1.4119316893756276e-22,2.2402827552238524e-22,2.1507046757447318e-18,-2.4868518456467508e-18,2.000000101239e-08,1.4938983867409833e-15,-7.451288692001267e-20,-4.490828886662264e-19,-5.897374423874585e-16,2.499999597300906e-09,1.0820447331316341e-16,1.1867141557631402e-16,3.3999999996577344e-06,2.0353471707313742e-16,1.1237699064948044e-16,-9.137006962147392e-18,-1.1532647897103474e-17,-1.7020238547519562e-18
300,4.970012199494884e-12,4.5980528775309275e-14,9.999975039032253e-09,1.7056829061437377e-15,9.999862004915118e-11,1.706246111840115e-15,3.5664311615883523e-16,7.279041925373991e-16,1.5999999369704565e-07,1.239384193090309e-16,8.999999909724949e-08,3.2689867582864113e-16,2.674387958466704e-16,1.4000000007172486e-06,7.000000250471504e-10,-1.916339319177903e-17,1.1483299318587463e-22,3.3425254276318385e-22,5.412637883485464e-19,1.8731087983041465e-18,2.00000015932287e-08,-7.466377011337701e-16,-3.2235661632565737e-19,2.7332509595958827e-19,-5.708185875258733e-16,2.500000256692894e-09,-5.4956407989105745e-17,4.5670705052381875e-17,3.399999999870571e-06,-3.1269993372598855e-16,-1.3521346538593016e-16,2.7641872252078524e-18,6.907228988823915e-17,2.3485233074873133e-18
400,4.9191323506915925e-12,7.733583679042171e-14,9.99993691500031e-09,2.5555526698231108e-15,9.999374446084239e-11,8.174942391816065e-15,-1.7340269769756348e-16,1.2916821332652899e-15,1.6000000056282132e-07,3.695318918246774e-16,8.999999822194197e-08,3.8491884581223225e-16,-2.8383732889312844e-16,1.3999999991704908e-06,7.000000095812898e-10,4.700142762615511e-17,7.094710156542909e-23,2.7702296724032642e-22,1.3922306258388367e-18,-1.369608088065714e-18,2.0000001064096238e-08,1.0693459798228761e-15,-4.927111987689972e-20,5.25414723487718e-19,2.2782669218620332e-17,2.499999611228466e-09,-6.788792875067243e-17,-1.522014042938789e-16,3.3999999992455694e-06,-1.7926228200758515e-16,7.70745134081891e-18,9.342765519233524e-18,7.42488639054155e-17,1.458707544136691e-18
500,4.905285502973831e-12,9.031226555849807e-14,9.999941773961304e-09,3.3044917459541386e-15,9.999369143148043e-11,8.983710688494124e-15,2.7056660165555635e-16,1.6149922881952192e-15,1.5999999725325474e-07,4.0140657570918953e-16,8.999999930635511e-08,4.520731530131296e-16,2.669936864169532e-16,1.3999999994664168e-06,6.999999900337038e-10,-9.012359221466471e-18,-2.9656124001889627e-23,1.9489014522821878e-22,1.7146208066194491e-18,-6.115653178880085e-19,1.99999995364147e-08,-1.177690581928387e-15,8.498573629900008e-19,9.353377512144188e-19,-4.2093436882177783e-16,2.5000000391706346e-09,6.108024950772511e-17,1.9484712914644488e-16,3.3999999997990995e-06,8.187104151751988e-16,9.464163373911548e-17,3.589903436644966e-18,2.9286890661379315e-17,1.9986952786717293e-18
600,4.891560456960694e-12,8.717148415213173e-14,9.999919083796735e-09,3.2368104002169393e-15,9.999117214791932e-11,2.010573501877488e-14,6.350270172142147e-16,1.425057723567095e-15,1.59999983710423e-07,4.9451994870999825e-16,8.99999978933749e-08,6.02676956670302e-16,5.423841634444448e-16,1.3999999984828367e-06,7.000000233748001e-10,1.9012287424356896e-17,-1.7642625760791528e-22,-2.930028555400917e-22,-1.5122881812161011e-18,-2.165823441008242e-18,2.0000000937526934e-08,-5.99655823027568e-16,-7.174322288556343e-20,-3.6500814015118574e-21,-4.2324732011480215e-16,2.4999993264116303e-09,-7.302108762626303e-18,9.05160560556719e-16,3.3999999996043743e-06,8.691375508247331e-16,7.910279280773869e-17,1.3162644027885937e-17,1.8086112096145003e-17,3.7057478791739815e-18
700,4.8891562258118806e-12,1.0893421632506067e-13,9.999914207283098e-09,4.302440840504333e-15,9.999347638477036e-11,1.7180264862896718e-14,4.1333768615354124e-16,1.5586221336614388e-15,1.5999997381247396e-07,4.921926831670095e-16,8.999999689939524e-08,5.272290192937756e-16,2.321895611423043e-15,1.4000000001989093e-06,6.999999753991915e-10,4.885236764970492e-17,2.415640442166969e-23,-3.0444693372302824e-22,2.428958459102115e-18,1.8406051572619806e-18,1.9999997584699842e-08,2.2126285396164693e-15,1.3001969375980232e-18,4.566980504932612e-19,-3.5063699437201935e-16,2.499998674321039e-09,2.0880594800600908e-17,5.461833418801979e-16,3.3999999997555264e-06,1.0222113839977387e-16,-2.3439982125358538e-17,1.881406588498952e-17,-2.6269372071626818e-17,4.538187793515403e-18
800,4.889797338018778e-12,1.3665204936015997e-13,9.999902478868458e-09,4.259815808555711e-15,9.999085229271533e-11,1.8836341945459382e-14,7.665318037205503e-16,2.055156520334043e-15,1.5999997400569456e-07,4.714193084163411e-16,8.999999611862465e-08,7.562250528048431e-16,1.8905202780980983e-15,1.3999999982748227e-06,6.999999715567035e-10,6.914563505027727e-17,1.694559297839415e-23,2.8496618335040758e-22,1.3795302080823949e-18,6.010114480448607e-19,2.0000000016765512e-08,2.2018494112009904e-15,-1.335329883401309e-18,1.1000017707002793e-18,7.819318681988726e-17,2.4999984420071725e-09,2.4908272390494303e-16,7.137415351251417e-16,3.39999999831954e-06,7.640092608156424e-16,1.1316539479355802e-16,2.1464783495532022e-17,1.2715890854752507e-16,4.6323475616163764e-18
900,4.874863721810546e-12,1.2164534833666624e-13,9.999885557018445e-09,5.136812198507807e-15,9.999017263411574e-11,2.2221659371612922e-14,9.71528369293481e-16,2.1472372051839165e-15,1.5999996254306538e-07,6.214696564869161e-16,8.999999568084066e-08,6.554113676449472e-16,3.619976844626615e-15,1.3999999992692117e-06,6.999999237715333e-10,6.675008070647615e-17,1.1516218061394518e-22,-3.824410565281026e-22,9.352826367660512e-19,2.9351634650927356e-18,1.9999998653561285e-08,-1.6562475262874136e-16,5.878851661321081e-19,-1.0485171733354401e-18,-3.998136424998356e-16,2.4999990017705228e-09,2.7790366869581233e-16,1.463316319887179e-15,3.399999999237578e-06,9.810842435697384e-16,-8.835298980628675e-17,2.5101637750639477e-17,1.5042390602066598e-16,9.064494443322255e-18
