miliseconds,s2,s3,s4,s14,s16,s13,s12
1800,48000.00000000001,2364.025695931478,320000.0,79.07303814085881,0.010005975470080024,0.5855450486583377,0.3828598314554533
1900,48000.00000000001,2364.025695931478,320000.0,87.14055941804209,0.010006619362003566,0.5950092768366942,0.3534600856298084
2000,48000.00000000001,2364.025695931478,320000.0,88.21791311029715,0.010006829747950552,0.5999400700117573,0.3346683495474542
2100,48000.00000000001,2364.025695931478,320000.0,91.03067381210373,0.010007427742483251,0.6220844591002747,0.32765366891353137
2200,48000.00000000001,2364.025695931478,320000.0,99.27095824407988,0.010008838471374758,0.6489592396200635,0.31492075860650864
2300,48000.000000000015,2364.025695931478,320000.0,102.21686841021652,0.01000918903546582,0.6498090572800481,0.28673641268637345
2400,48000.000000000015,2364.025695931478,320000.0,103.3826857233673,0.010009377795546977,0.6812772533947825,0.2687143186162916
2500,48000.000000000015,2364.025695931478,320000.0,106.69655545435707,0.010010293278944215,0.6850576389740934,0.2585334807802842
2600,48000.000000000015,2364.0256959314784,320000.0,115.07593517484719,0.010010734016269302,0.712276050895084,0.2547817034244813
2700,48000.000000000015,2364.0256959314784,320000.0,116.03440693402644,0.01001177467394784,0.715327746691168,0.2371377092741858
2800,48000.000000000015,2364.0256959314784,320000.0,123.49317934454527,0.010012223079273717,0.7289415315398711,0.22291067359456082
2900,48000.000000000015,2364.0256959314784,320000.0,122.23034172864998,0.010013195786597562,0.7344316991016134,0.22019820534619014
3000,48000.000000000015,2364.0256959314784,320000.0,131.7998531080318,0.010014468619425464,0.7381476199979449,0.21228968135880727
3100,48000.000000000015,2364.0256959314784,320000.0,133.09632590984532,0.010014556543949431,0.7676037481860919,0.19219540436229132
3200,48000.00000000002,2364.025695931479,320000.0,139.4671646890231,0.010015623740616108,0.757617863744068,0.19280219396809567
3300,48000.00000000002,2364.025695931479,320000.0,138.03308810944003,0.010016106266417295,0.7855258758613126,0.17018126326632188
3400,48000.00000000003,2364.025695931479,320000.0,146.8589723221155,0.010017366410784882,0.7819554314145295,0.18315320142458907
3500,48000.00000000004,2364.025695931479,320000.0,149.1070876900477,0.010018006233170828,0.7974330702791816,0.1718713082584709
3600,48000.00000000004,2364.025695931479,320000.0,154.26567220300387,0.010018708420972206,0.808830699255007,0.1636430652617199
3700,48000.00000000003,2364.025695931479,320000.0,157.9957054044483,0.0100192536725789,0.8158184415932727,0.14277172917821856
3800,48000.00000000003,2364.025695931479,320000.0,159.81885714211697,0.010020803438220939,0.8309986085504676,0.15723384386784267
3900,48000.00000000003,2364.025695931479,320000.0,165.77070253456122,0.010021249588358084,0.838760958871166,0.1393202437068626
4000,48000.00000000002,2364.025695931479,320000.0,165.56258196990888,0.010022443026869872,0.8249426802444652,0.14192164322353423
4100,48000.00000000002,2364.025695931479,320000.0,173.9097643576961,0.010022349456322667,0.8483496658561189,0.12838974346670895
4200,48000.00000000002,2364.025695931479,320000.0,174.9331304358892,0.010023293613495217,0.8529631060522835,0.12219995875100531
4300,48000.00000000003,2364.025695931479,320000.0,180.96492272229412,0.010024382700665269,0.8443373634881056,0.13040299393423282
4400,48000.00000000003,2364.025695931479,320000.0,181.8339592319985,0.010025349127254163,0.8719697556866541,0.12471721307741755
4500,48000.00000000003,2364.025695931479,320000.0,188.00972642663075,0.010025876994959588,0.8588422211048818,0.10844800234191514
4600,48000.00000000002,2364.025695931479,320000.0,187.52388379467345,0.010026688002809135,0.8671624077481086,0.1089595163014188
4700,48000.00000000002,2364.025695931479,320000.0,195.96123170335807,0.0100275928872769,0.8863500657259665,0.11817846250399765
4800,48000.00000000002,2364.025695931479,320000.0,199.54243713061976,0.01002911618591978,0.8701846922177544,0.1042067922997023
4900,48000.00000000002,2364.025695931479,320000.0,200.99923149274127,0.010030079485832162,0.883860511084929,0.09631125588845874
5000,48000.00000000003,2364.025695931479,320000.0,205.64998117343362,0.010030457139321644,0.8894547936926862,0.10452337244385192
