miliseconds,R,LR,G,Gt,Gd,RG,Gbg,LRG,LRGt,RGd,RGt,LRGd
3400,355.684114895046,0.0,34.66224575428345,0.05684915258450814,0.07857662426634149,488.3201447803358,2.2847819247256984,0.0,0.0,1.2816517859459766,0.8614434031913943,0.0
3500,349.82472362173013,0.0,28.169295988138487,0.05852739043001937,0.07803740985658829,487.44798239512744,2.3607023889998815,0.0,0.0,1.318999163131022,0.8877239020715542,0.0
3600,354.29184890773115,0.0,28.765840768873726,0.06003701897281065,0.07865585984164301,489.6383149271228,2.3857109329769273,0.0,0.0,1.3043619568140845,0.9228392549794895,0.0
3700,356.9617130416129,0.0,28.457239519205892,0.060758809852004866,0.07920894534456378,491.5566580072557,2.384674543405549,0.0,0.0,1.3296352768927069,0.9362755436095573,0.0
3800,355.5812479955672,0.0,29.310233961654102,0.062472176061788155,0.0790314512124369,488.6024234140928,2.4237966677790053,0.0,0.0,1.3268538622160235,0.9580546435762123,0.0
3900,354.2381868636614,0.0,27.897985016776552,0.0642471149662126,0.07886758185376144,492.8856851732996,2.4339343208469106,0.0,0.0,1.3193644079401712,0.9679050743247943,0.0
4000,354.97693777379754,0.0,33.702954637512164,0.06472728413800447,0.07898992812524812,489.0370926096862,2.46053778977687,0.0,0.0,1.311116306944936,0.992444985065905,0.0
4100,350.7721769986199,0.0,26.368473805643873,0.065967050095826,0.07970843508192303,485.96245169432706,2.5224082704853754,0.0,0.0,1.347963902379707,1.0184878478576476,0.0
4200,348.8802463082321,0.0,34.51020296707626,0.06743541959271383,0.07875619144805993,484.55634089108446,2.5091335553285155,0.0,0.0,1.339749094225223,1.0233681081845456,0.0
4300,352.92663346368874,0.0,31.090554991634185,0.06905024728776102,0.07947621583113916,487.99562371110846,2.57662663341244,0.0,0.0,1.3525098184618514,1.042874700537346,0.0
4400,351.7615786782477,0.0,26.03249550404027,0.06964934494357133,0.07877770310030954,491.83328014780426,2.5279976084060607,0.0,0.0,1.354586901206451,1.0715787638640843,0.0
4500,351.7898551133387,0.0,30.417137597951317,0.07156702862464018,0.07975668398644467,491.89261576872104,2.571375606003119,0.0,0.0,1.3456217926452956,1.0994075087008401,0.0
4600,356.4638229564696,0.0,33.18866150083466,0.07230839015263113,0.0789891520916034,485.24242922920035,2.5659239691052496,0.0,0.0,1.3197670862250603,1.1209009111127164,0.0
4700,352.747865427176,0.0,25.544905184572364,0.07402768690298421,0.07893341894411218,485.048878245897,2.6329372550677688,0.0,0.0,1.3173744065674697,1.1337800524884256,0.0
4800,348.91666479612644,0.0,29.38528009006233,0.07457202449919276,0.07883193391514397,491.1948942433019,2.6528711840383155,0.0,0.0,1.3360949434193838,1.1443151387917272,0.0
4900,349.1216958214583,0.0,27.750487795822615,0.07594427459920057,0.07948226333183794,486.4637250594668,2.6711337859899054,0.0,0.0,1.3167852412731138,1.1616234687161893,0.0
5000,350.70053139984105,0.0,31.395320419736787,0.07763303146712722,0.0787343186130507,486.1090358185416,2.6927814792700646,0.0,0.0,1.3298277895098165,1.169613899516651,0.0
