miliseconds,R,LR,G,Gt,Gd,RG,Gbg,LRG,LRGt,RGd,RGt,LRGd
0,840.5068712763676,0.0,518.3924807281787,-0.0004903873342323819,0.00011481205516321115,-1.571361453427763,-0.012797241370466762,0.0,0.0,-0.015896871174380236,-0.0023203140855784323,0.0
100,690.9648166368936,0.0,363.8452224133222,0.022988114638434462,0.04795002079797309,153.0570185603135,0.1376232778636013,0.0,0.0,0.02897179557511295,-0.002739404097534391,0.0
200,599.8066726105102,0.0,275.7232931374212,0.03467455147105491,0.07135700802915743,247.22060091118027,0.2193830278603023,0.0,0.0,0.07793097471555036,0.03564193234645569,0.0
300,537.3679801998574,0.0,210.51818590698727,0.03956366623799314,0.08321605879509565,303.4392929276861,0.2718192940690821,0.0,0.0,0.1153861876753224,0.05213380320126831,0.0
400,494.833359314348,0.0,175.7745479792669,0.043261712875196014,0.08851551974283589,351.4039937667733,0.43064390926503454,0.0,0.0,0.16591699826851292,0.08424504928829292,0.0
500,465.51684513024804,0.0,141.07232838881305,0.043520970241030375,0.0904738631447866,381.6045342001226,0.4612875461984442,0.0,0.0,0.22386793437710806,0.10089804150466856,0.0
600,442.7213717499968,0.0,122.25534396079667,0.04352861323510811,0.09041672978440489,400.51412829507325,0.6003278310291476,0.0,0.0,0.3165235363727669,0.15447845973364094,0.0
700,427.7479270940956,0.0,103.77596006422577,0.043535696127482364,0.08883181151796375,419.48724830302024,0.7032668664057823,0.0,0.0,0.3915392295058257,0.18497209550001356,0.0
800,410.3121845828291,0.0,82.59624907883939,0.042452003849509104,0.08630400281031408,431.36853586084953,0.7948600695843994,0.0,0.0,0.43049173253299367,0.22138225540673373,0.0
900,397.22309450828175,0.0,78.50440521950377,0.042666228899834326,0.08472523278618446,444.1046324574212,0.8768027288962823,0.0,0.0,0.5071153721209277,0.2402014230967816,0.0
1000,388.1846338956903,0.0,65.75530361011101,0.04187731466658301,0.08171595442255816,454.6320193073214,0.9827347713412043,0.0,0.0,0.5680062727390817,0.27950072060730036,0.0
