milliseconds,M,FC,FN
0,3.1265478724539895,4.747874463329809,3.653249017210868
100,3.090056111559236,4.749809872855834,3.667671157896072
200,3.0344215554119227,4.752299184128269,3.691524670964064
300,2.9900948492027575,4.7129717618689275,3.7157635152610853
400,2.9353881290035586,4.717411349831968,3.7212004330700745
500,2.873452723380755,4.7214341880758495,3.733979312958804
600,2.8777858225162336,4.735651836922957,3.740535355056744
700,2.818022834957357,4.708421164032221,3.755451180277093
800,2.7766788749274407,4.721406910466871,3.7684684155985906
900,2.721597206882392,4.68543528061273,3.755099571399361
1000,2.690897520269193,4.670835624357207,3.796115656564041
1100,2.625390080988739,4.682979620522234,3.79731125230037
1200,2.5815181844981843,4.6954746532958715,3.7987636408356935
1300,2.540633527013096,4.661858493947397,3.806426878572887
1400,2.5129412014605284,4.6641462871226285,3.7711071435579093
1500,2.5082283378687693,4.6432910291410465,3.815493281176291
1600,2.4531909679166155,4.631904968549904,3.8063342510701568
1700,2.4259066199428845,4.604212007982523,3.825131858858956
1800,2.3864300571151946,4.573167634388319,3.8188806495661085
1900,2.3368458029947137,4.541079500022615,3.7919219337479526
2000,2.2515610384895193,4.560074558407267,3.82597366487584
2100,2.214372303110247,4.531025189206006,3.78184028423416
2200,2.167442525293893,4.520208522381594,3.82247469848106
2300,2.147948297517085,4.470116775949673,3.8080993294972556
2400,2.0950918426798184,4.467193229814761,3.8044600986204347
2500,2.0558653637822433,4.424521370315351,3.8096038638723475
2600,2.060498098402624,4.418038408744931,3.7790938878101206
2700,2.0068193288643705,4.349578283486854,3.7488514588838915
2800,1.9347058646388333,4.340763519438083,3.7769199748274973
2900,1.906713358653417,4.318672109720883,3.7294345966134475
3000,1.9022589025636836,4.272851149837756,3.724906731179884
3100,1.8231390351736674,4.246124595005508,3.7328381283725767
3200,1.81691851618549,4.193088585679614,3.7019506426695368
3300,1.7601639734515733,4.177384003184006,3.7158258822905026
3400,1.725501076605079,4.1566497029861065,3.7110910749338326
3500,1.676636699909011,4.1191275799495735,3.6614657835572393
3600,1.6266497877752024,4.072052754053505,3.6489935717896347
3700,1.6386100289913466,4.026683429595172,3.6734846748723973
3800,1.557995478452706,3.9756321412420865,3.6389162612603454
3900,1.544917680344721,3.9780224884025133,3.6354598419255124
4000,1.5129010257691298,3.944217474530763,3.596062794490272
4100,1.469634594192099,3.891238739670246,3.6033618484990573
4200,1.4350964552988148,3.8152225887694957,3.5550974880017865
4300,1.4174165810003272,3.803863360257104,3.5102543084972235
4400,1.3755646950527267,3.754373459961278,3.489745032711839
4500,1.3024796078491174,3.6851181204737102,3.5095914870300433
4600,1.2728091605766503,3.6757643321043547,3.4343174175995963
4700,1.2510049759583541,3.622642076590637,3.418641038744669
4800,1.20404971218593,3.5692627821312954,3.430780303256832
4900,1.1481156700082706,3.5101086104311725,3.380419561718215
5000,1.1527830765226386,3.464265065096591,3.3861818784495057
