miliseconds,M,FC,FN
0,1.5847294774776128,0.22986097075334974,0.5991248450152794
100,1.6774257646529227,0.281845595508157,0.5406963227989383
200,1.7858720802394625,0.241108930568058,0.5644115821278746
300,1.9050039038541284,0.23704276868178725,0.5341306874502029
400,1.9967214479837034,0.31177200205018135,0.5117754721651038
500,2.1054507146249866,0.3036517144744786,0.5080967794033618
600,2.2092850269211444,0.36428182739474807,0.49181845194804974
700,2.3238798859295096,0.38217227082272176,0.48516458105187527
800,2.4327987970937284,0.40502616875189573,0.4517750354839072
900,2.5500040951143275,0.4304248013751628,0.44254781758263617
1000,2.6566949731616702,0.4674946483626016,0.4492922864752481
1100,2.791186063692207,0.46561938640317857,0.44092919714233897
1200,2.898715999160211,0.5368097934157428,0.4241897902086686
1300,2.995897712938417,0.5675855126607217,0.3953511226132508
1400,3.1184769620607002,0.5716665898122684,0.4111159371166646
1500,3.243411180097652,0.5859478756319244,0.4507955419729937
1600,3.353225138369595,0.6613359822681645,0.4173240941477594
1700,3.464052434588785,0.6720011930578345,0.45309389460599103
1800,3.5545502668503453,0.74957666210509,0.4314064036502345
1900,3.6623899035068024,0.8204119816778783,0.4412124350110175
2000,3.7910250989265646,0.8557925698335209,0.4815825935037175
2100,3.8854002630568765,0.883657803132647,0.5136719192953763
2200,3.990239151294475,0.9745867863375991,0.5484527813924903
2300,4.085263635222496,1.0335011397696023,0.5121072416285913
2400,4.195585238968539,1.114464000582478,0.5253303907592005
2500,4.277617696132065,1.1180193865424781,0.5680429869051143
2600,4.398953418818971,1.2472696186049563,0.6308372524402135
2700,4.48416114810686,1.3256598127360346,0.6566379296680743
2800,4.577068364456805,1.3471116631665252,0.6237244758306377
2900,4.68038698176344,1.4235850585399505,0.7142284434015566
3000,4.7343558085439374,1.5160417504883132,0.7143258527482481
3100,4.848020636809749,1.5921511042050587,0.7266114558275232
3200,4.914725078199211,1.6914901635109332,0.7708719671613481
3300,4.980653033071226,1.7518917201099713,0.8509566169304366
3400,5.036026270805835,1.830883742525425,0.8380086788119806
3500,5.070685884513938,1.9229155769413593,0.9005319708030409
3600,5.135431756864113,2.022072583215532,0.9437543615684797
3700,5.18782013125818,2.0996337375412764,0.9497710479061982
3800,5.190122016736751,2.156190126195396,0.9996134576442877
3900,5.241511763202118,2.201606762329977,1.0857034550329077
4000,5.26657449586719,2.332449572922624,1.1333547662502137
4100,5.269246519982307,2.3794494276061546,1.1668435273536768
4200,5.263165598058221,2.4766627108811847,1.2242190306222342
4300,5.273516703028004,2.5273191969498385,1.2956304021719223
4400,5.248745479449906,2.625725989862076,1.3161276212150497
4500,5.248263814486144,2.716959161936704,1.383169442588312
4600,5.235738594303654,2.800678946774132,1.464037734382734
4700,5.2334918613859704,2.8357035412424363,1.4738486426842339
4800,5.193913666650025,2.9237984163329793,1.5243717245766182
4900,5.197646829519195,3.0047695427971086,1.5595019518032636
5000,5.171620519394931,3.0838912634572293,1.6792812438516307
