milliseconds,IIa,VIII,VIIIa,APC_PS,IX,IXa,XIa,XI,XIIa,VII,VIIa,X,Xa,IXa_VIIIa,V,Va,II,F,Fg,P,XF,XIII,Pg,APC,IIa_Tmod,PC,Tmod,TF,VIIa_TF,VII_TF,Xa_TFPI,TFPI,PS,VKH2,Va_Xa,CA,XII,K,ATIII_Heparin,Xa_ATIII_Heparin,VK,VKO,Pk,FDP,D,TAT,VIIa_TF_Xa_TFPI,XIIIa,IIa_ATIII_Heparin,IXa_ATIII_Heparin,VK_p,C_warf,A_warf
1200,3.2753107511208638e-22,0.6999999999928395,8.587482422687253e-13,9.282613099869822e-20,89.39926908049115,3.564277417782676e-21,7.507913203898564e-22,30.6,0.0,9.910634150251363,1.1764841392311169e-22,174.05654315382492,1.4508016361841854e-21,5.760837923551264e-24,26.7,3.275511152681237e-18,1393.3144349495833,7.328269278637318e-14,8945.5,3.5125363584214475e-15,5.365455988860894e-34,70.3,2154.3,1.6893830787297669e-21,2.4753676255384537e-21,59.770210382505105,50.0,0.0,0.0,0.0,3.7445946033961626e-22,2.5,299.61565370639187,0.08745691001486353,1.069475090882666e-24,0.0,375.0,0.0,0.0,0.0,1.0007222272347964,0.11173877177651811,450.0,80.56053624074882,1.7835276917714626e-36,1.370946723322715e-20,0.0,9.313545484460934e-20,0.0,0.0,115.47542809353581,0.4379553968913041,3.296970097212724
1300,1.3969717612256718e-22,0.6999999999921543,4.129327753832138e-13,6.255706610856976e-20,89.36600508553333,1.6146695897629475e-21,3.610212264791993e-22,30.6,0.0,9.896139573254807,6.139437168832733e-23,174.01609282168786,1.1122991271183612e-22,-1.7117330067215086e-24,26.7,1.5750435861102328e-18,1393.1337230659344,8.034599990296417e-14,8945.499999999995,4.125204357923664e-15,1.0600274971729196e-33,70.3,2154.3,7.915502324201149e-22,1.1572109994241422e-21,59.73232063223905,50.0,0.0,0.0,0.0,1.647321895657577e-22,2.5,299.55177171342274,0.08645213599602444,1.3860037537168318e-24,0.0,375.0,0.0,0.0,0.0,1.0008201200824856,0.11262530575722621,450.0,80.92248801033712,5.694350910830833e-36,1.481117813515653e-20,0.0,9.626008356249325e-20,0.0,0.0,115.47543261860797,0.4684223894425599,2.9832308720292913
1400,-3.8074943228959847e-23,0.6999999999920291,9.482060316250228e-14,3.2304863822830364e-20,89.33021427334195,7.054761601184467e-22,8.290029876505416e-23,30.6,0.0,9.880611952200173,1.679664538789611e-24,173.97254621860048,-4.735551889524377e-22,-4.505194506346718e-24,26.7,3.616728720632264e-19,1392.9391016587897,8.169069561400306e-14,8945.49999999999,4.367423610280057e-15,1.5988328567277667e-33,70.3,2154.3,1.9351479995223393e-22,2.713202239501654e-22,59.69159446411154,50.0,0.0,0.0,0.0,-6.976966615970952e-23,2.5,299.482994782324,0.08543610522965059,2.9812545324825363e-25,0.0,375.0,0.0,0.0,0.0,1.0009195559155255,0.11351895043158046,450.0,81.1776869417417,1.2258111039219258e-35,1.4834584906012897e-20,0.0,9.149628015952171e-20,0.0,0.0,115.47543772249746,0.4958462307067042,2.699344824516941
1500,-5.955978915535504e-23,0.6999999999922925,-9.127324867649923e-14,2.4642788569629995e-20,89.29188243198367,-9.921059496345722e-24,-7.979889741513623e-23,30.6,0.0,9.864053711419857,-1.8586114781202394e-23,173.92588290393468,-4.00310835932675e-22,-1.971485753685991e-24,26.7,-3.4814224852681986e-19,1392.730468990692,7.906030299152618e-14,8945.499999999987,4.3267948718061224e-15,2.0774918813519563e-33,70.3,2154.3,-1.9581445433045236e-22,-2.9292667942223943e-22,59.64802119376118,50.0,0.0,0.0,0.0,-1.1943063635576018e-22,2.5,299.4092899448189,0.08441444961735492,5.676165825495609e-26,0.0,375.0,0.0,0.0,0.0,1.00102067667014,0.11441388923289646,450.0,81.35758710665384,2.1308551435445978e-35,1.4133734287838597e-20,0.0,8.213036756384372e-20,0.0,0.0,115.4754434146856,0.5205165333016069,2.4424736905203615
1600,-9.693677800831405e-24,0.699999999992477,-5.473512707762095e-14,-1.3231682310970807e-20,89.25100849454202,-2.0292190022272313e-22,-4.7854139673985746e-23,30.6,0.0,9.846473272753899,-1.3039265025993384e-23,173.87609830334222,-1.1501432276285964e-22,-3.276861352861331e-25,26.7,-2.087754132835653e-19,1392.5077938030222,7.723402161457015e-14,8945.499999999985,4.2014834912439665e-15,2.4966852791869973e-33,70.3,2154.3,-1.2176793707492183e-22,-1.751606531071137e-22,59.60160530533199,50.0,0.0,0.0,0.0,-6.188832775421963e-23,2.5,299.3306492634305,0.08339162184121153,9.124205542636986e-26,0.0,375.0,0.0,0.0,0.0,1.0011235601578738,0.11530554605907219,450.0,81.48432110336384,3.250072134021931e-35,1.3573939616067613e-20,0.0,7.465089306605507e-20,0.0,0.0,115.47544970529374,0.5426952427989961,2.210050343035095
1700,1.3542863157817286e-23,0.6999999999925052,8.959213603115078e-15,-1.7638115748527384e-20,89.20760125703947,-4.168020121500292e-23,7.832912464059144e-24,30.6,0.0,9.827883496436193,-3.6924231084500145e-24,173.8231997618074,-1.314180972049415e-23,3.815454943433427e-26,26.7,3.4173000455944256e-20,1392.2710978269354,7.700549115503581e-14,8945.499999999982,4.1485983005515044e-15,2.8782376534505686e-33,70.3,2154.3,1.507959010255219e-23,2.265951402780656e-23,59.55236263431273,50.0,0.0,0.0,0.0,-1.4907318349612572e-23,2.5,299.24708360771825,0.08237122492674415,2.1279889496541198e-25,0.0,375.0,0.0,0.0,0.0,1.001228241026069,0.11619023625680465,450.0,81.57378501268317,4.55655123302606e-35,1.3377199789867815e-20,0.0,6.999066699053704e-20,0.0,0.0,115.475456604748,0.5626206123445785,1.999739840940259
1800,3.654718786021108e-24,0.6999999999924974,1.479597698709718e-14,4.232884445293942e-21,89.16167826359515,5.037153099315008e-23,1.293591130924658e-23,30.6,0.0,9.80830111827389,-1.0459272678945953e-24,173.76720521086511,-2.907347871840196e-23,-2.7418185723506756e-25,26.7,5.643608365308553e-20,1392.0204499013857,7.714348706863083e-14,8945.49999999998,4.1555994831985825e-15,3.225869838473237e-33,70.3,2154.3,2.5937749730763068e-23,3.808097258501732e-23,59.50031905476794,50.0,0.0,0.0,0.0,-7.53954396504934e-24,2.5,299.1586205542945,0.08135612676734993,5.907047629702204e-26,0.0,375.0,0.0,0.0,0.0,1.0013347182537602,0.11706504548179779,450.0,81.63694580988889,6.030790212162179e-35,1.321861217702509e-20,0.0,6.602657774035194e-20,0.0,0.0,115.47546412358344,0.5805073110820719,1.8094383664598062
1900,-2.123472351097264e-23,0.6999999999925688,-2.028049342859871e-14,-8.714039719654495e-22,89.11326387372715,-1.495715864700811e-23,-1.7730945683403427e-23,30.6,0.0,9.787745829222573,-2.215618163204085e-24,173.70814084501222,-4.689029367099073e-23,-3.351677860535128e-25,26.7,-7.735559636386786e-20,1391.755955679069,7.647235896614252e-14,8945.499999999976,4.14084018742871e-15,3.547003398075606e-33,70.3,2154.3,-4.075373048406062e-23,-6.187894534353241e-23,59.44550823027463,50.0,0.0,0.0,0.0,-1.5761597322708294e-23,2.5,299.0653007229892,0.08034863362415898,-1.738505991049592e-25,0.0,375.0,0.0,0.0,0.0,1.0014429658849067,0.11792764629761782,450.0,81.68143494206335,7.656762153259585e-35,1.2883665375519077e-20,0.0,6.116301425700612e-20,0.0,0.0,115.47547227225887,0.5965491814849101,1.6372462033087272
2000,-2.0992294179294374e-23,0.6999999999926957,-3.944375721729102e-14,-3.1417621884536166e-21,89.0623875970068,-9.277020916316047e-23,-3.44851134530925e-23,30.6,0.0,9.7662394848067,-3.1779714118792752e-24,173.6460391191473,-5.0935453799926916e-23,-4.126255756572207e-25,26.7,-1.5044975967280556e-19,1391.4777487535514,7.523221989089901e-14,8945.499999999975,4.083222315714169e-15,3.838639791365184e-33,70.3,2154.3,-7.406124267488146e-23,-1.0955918809460482e-22,59.38796967692403,50.0,0.0,0.0,0.0,-1.0908861764737042e-23,2.5,298.9671746191383,0.07935063214902663,-1.555225444391173e-25,0.0,375.0,0.0,0.0,0.0,1.0015529407560202,0.11877614906654299,450.0,81.7127580570416,9.41906507823318e-35,1.24631711403918e-20,0.0,5.588032934339017e-20,0.0,0.0,115.47548106101434,0.610921972186851,1.4814409549494578
2100,-6.588540437315512e-24,0.6999999999928025,-2.3783514044843977e-14,2.9607332367277556e-21,89.00908318300462,-8.937387920602722e-23,-2.0793586564912198e-23,30.6,0.0,9.74380566834963,-2.94002738249497e-24,173.5809376556149,-3.837936150173909e-23,-1.776309002413116e-25,26.7,-9.071711785672484e-20,1391.185985820902,7.419707988186073e-14,8945.49999999997,4.0183837068483955e-15,4.1018789848657346e-33,70.3,2154.3,-4.226924745237708e-23,-6.157102475736531e-23,59.327747702170456,50.0,0.0,0.0,0.0,-5.536050179356587e-24,2.5,298.8643009104582,0.07836366265198576,-1.076255411841658e-26,0.0,375.0,0.0,0.0,0.0,1.0016645858395732,0.11960902570896645,450.0,81.73484618614887,1.1302027762720495e-34,1.2099953040138977e-20,0.0,5.1266596105765704e-20,0.0,0.0,115.4754904997887,0.6237849343873944,1.3404618998190418
2200,4.337326486495458e-24,0.6999999999928614,1.386058074658633e-15,6.299786611151992e-21,88.9533879167593,-2.7288452949571986e-23,1.2118107737988687e-24,30.6,0.0,9.720469352091978,-1.7889027307364152e-24,173.5128783983611,-2.0806195747414957e-23,-1.2824001676389334e-25,26.7,5.2868215131420414e-21,1390.8808429361654,7.36498675099118e-14,8945.499999999967,3.976027140017079e-15,4.341642614633573e-33,70.3,2154.3,4.000945734757819e-24,6.1304073207921715e-24,59.2648905828147,50.0,0.0,0.0,0.0,-3.749162411770308e-24,2.5,298.7567450935713,0.0773889741897779,8.561054743209436e-26,0.0,375.0,0.0,0.0,0.0,1.00177783292693,0.12042505222786051,450.0,81.75044810509215,1.3291341754152541e-34,1.1838835007212869e-20,0.0,4.759431573462677e-20,0.0,0.0,115.47550059815381,0.6352821268799904,1.2128972020534368
2300,2.3874225779309123e-24,0.6999999999928926,9.716570774732013e-15,9.224640677025489e-22,88.89534198826269,2.3021184216765702e-23,8.495059020177638e-24,30.6,0.0,9.696256596814722,-6.4819130759972295e-25,173.44190685530629,-1.3059370512783507e-23,-1.024226999457957e-25,26.7,3.706177709783378e-20,1390.5625121583487,7.33865992905321e-14,8945.499999999964,3.957614282637001e-15,4.5576164259452584e-33,70.3,2154.3,1.9719549100622645e-23,2.888058711203872e-23,59.199449830692714,50.0,0.0,0.0,0.0,-2.9172575364962817e-24,2.5,298.6445782994733,0.07642757153348241,4.341838280717968e-26,0.0,375.0,0.0,0.0,0.0,1.0018926050503791,0.12122325955341964,450.0,81.76145073560934,1.5373921976054163e-34,1.163332107804732e-20,0.0,4.4550039635432745e-20,0.0,0.0,115.47551136526242,0.6455437227814268,1.0974711055392277
2400,-1.479606922665298e-24,0.699999999992925,2.1154703398369657e-15,-1.0540410110495431e-20,88.83498782352333,2.3148733405919915e-23,1.849525496782166e-24,30.6,0.0,9.67119423374013,-2.3116560693071675e-25,173.36807129448735,-1.1649588004621777e-23,-6.94937366810976e-26,26.7,8.06900829478494e-21,1390.2311979905367,7.311021000685408e-14,8945.49999999996,3.945364764776213e-15,4.7547440098974855e-33,70.3,2154.3,1.0070324553426725e-23,1.3534083301779717e-23,59.13147941379251,50.0,0.0,0.0,0.0,-1.1078996014564474e-24,2.5,298.5278760260998,0.0754802614273901,4.6991129034240366e-27,0.0,375.0,0.0,0.0,0.0,1.0020088185519949,0.12200288545482546,450.0,81.76918224879341,1.753836600686571e-34,1.1439425801130987e-20,0.0,4.16509313392332e-20,0.0,0.0,115.4755228097949,0.6546874783941502,0.9930295390626096
2500,-3.763637625706933e-25,0.6999999999929652,-3.6382208134217954e-15,-1.2702574541192709e-20,88.77236956249526,-2.4686286139184302e-24,-3.1808444826752012e-24,30.6,0.0,9.645309617507122,-6.011789868558044e-25,173.29142211651072,-1.818013783411902e-23,-1.6486081682977983e-25,26.7,-1.38772136744163e-20,1389.8871146003312,7.275161176608085e-14,8945.499999999956,3.927525303527511e-15,4.93271730043842e-33,70.3,2154.3,-5.383487273566025e-24,-7.755703815336097e-24,59.061035148807335,50.0,0.0,0.0,0.0,-2.69131047183255e-24,2.5,298.4067171488461,0.07454769161973919,3.339883943665467e-26,0.0,375.0,0.0,0.0,0.0,1.0021263850765845,0.12276333368624286,450.0,81.77460350754544,1.97743574673255e-34,1.123706068732406e-20,0.0,3.884597167275657e-20,0.0,0.0,115.47553493992162,0.6628200134746358,0.8985275696790984
2600,2.1965584770043956e-24,0.6999999999930052,-4.114854570067556e-16,-8.78690586362929e-21,88.70753268462015,-1.1668095028748658e-23,-3.597558564601181e-25,30.6,0.0,9.618630450379289,-9.143976078918677e-25,173.2120114042301,-1.495422819210765e-23,-5.741539115823982e-26,26.7,-1.5695230992623342e-21,1389.530483824686,7.239560944034905e-14,8945.499999999953,3.906452279829071e-15,5.096480877492588e-33,70.3,2154.3,-1.7394775303894582e-24,-1.6377035819235995e-24,58.98817426594596,50.0,0.0,0.0,0.0,-4.210282555581197e-24,2.5,298.28118321048424,0.07363037451998437,5.347909343980726e-26,0.0,375.0,0.0,0.0,0.0,1.0022452123998855,0.12350414960834201,450.0,81.77840772385942,2.207307892939524e-34,1.102764539198296e-20,0.0,3.6233698774731613e-20,0.0,0.0,115.47554776327901,0.6700378570142513,0.8130191540607858
2700,2.2846623607775066e-24,0.699999999993041,4.321485881087237e-15,-6.48360629756039e-21,88.6405237091149,1.6531774590384498e-24,3.7782133704683e-24,30.6,0.0,9.591184642626734,-4.542016076929087e-25,173.12989256213606,2.9373877936681535e-24,9.783043457586152e-26,26.7,1.648338186135675e-20,1389.1615335717204,7.208345483406757e-14,8945.499999999949,3.887864657313436e-15,5.248474930953298e-33,70.3,2154.3,7.736339904894277e-24,1.2197414648535176e-23,58.91295506101971,50.0,0.0,0.0,0.0,-1.963923704586044e-24,2.5,298.1513578525061,0.07272870648753345,1.9670427138245415e-26,0.0,375.0,0.0,0.0,0.0,1.0023652051957792,0.12422500021074405,450.0,81.78108324071931,2.4427304083582586e-34,1.0823940589499115e-20,0.0,3.3882656591602747e-20,0.0,0.0,115.47556128695231,0.676428360961731,0.7356481840158637
2800,1.2916271972500298e-24,0.6999999999930749,4.51219569529092e-15,-2.3612310145170918e-21,88.57138992700393,1.434746740605453e-23,3.944948236368676e-24,30.6,0.0,9.563000188459245,4.494984482751305e-25,173.04511999380216,1.5391746788192123e-23,9.986935586307453e-26,26.7,1.7210803580235885e-20,1388.780496390802,7.178815499097572e-14,8945.499999999945,3.8727594755541735e-15,5.388566128332112e-33,70.3,2154.3,9.72409895422516e-24,1.3844123328265395e-23,58.835436584686335,50.0,0.0,0.0,0.0,2.327298621004567e-24,2.5,298.0173263064517,0.071842984780348,-1.2399693458653947e-26,0.0,375.0,0.0,0.0,0.0,1.0024862657880946,0.12492565647802979,450.0,81.78296748269683,2.6830627820448272e-34,1.0624336007691343e-20,0.0,3.1723611085985906e-20,0.0,0.0,115.47557551746071,0.6820705499946368,0.6656401587280716
2900,7.30437235411061e-25,0.6999999999931102,2.013208421302193e-15,7.545672829336429e-22,88.50017915973243,1.2450956645580855e-23,1.760119362544346e-24,30.6,0.0,9.534105055032153,7.913020165811107e-25,172.95774881118336,7.522548896520973e-24,-1.635115835634646e-26,26.7,7.678952120904249e-21,1388.3876081834128,7.14788532217163e-14,8945.499999999944,3.8581104923578546e-15,5.5157880423207515e-33,70.3,2154.3,4.552917428232405e-24,6.201542297461088e-24,58.755678362833756,50.0,0.0,0.0,0.0,3.5828424792445006e-24,2.5,297.87917493543927,0.07097342271330666,-4.186435742461301e-27,0.0,375.0,0.0,0.0,0.0,1.0026082948588249,0.1256059775773352,450.0,81.78429371416864,2.927658032731002e-34,1.0426701513093898e-20,0.0,2.969064190655474e-20,0.0,0.0,115.47559046074535,0.6870359156457957,0.6022944023173936
3000,1.1745636088946183e-25,0.6999999999931482,9.99621733361112e-17,4.627239208042172e-22,88.42693955063302,3.020484847613085e-24,8.739550015628582e-26,30.6,0.0,9.504527087500309,3.3206722721278495e-25,172.867834583306,-3.9691955024156716e-24,-3.1548238452912004e-26,26.7,3.8128428989750083e-22,1387.9831070882083,7.114203744058039e-14,8945.49999999994,3.841189784882156e-15,5.630890163189375e-33,70.3,2154.3,-1.8730658590782567e-25,-9.562197799223412e-26,58.67374015540401,50.0,0.0,0.0,0.0,9.137607572903927e-25,2.5,297.73699083778706,0.0701201625512105,7.812213546376147e-27,0.0,375.0,0.0,0.0,0.0,1.0027311920464084,0.12626589740534905,450.0,81.78522574846878,3.175861076936792e-34,1.0227761893220884e-20,0.0,2.7748394399133416e-20,0.0,0.0,115.47560612216085,0.6913891426133881,0.5449769460009489
3100,4.612238379466944e-25,0.699999999993187,1.8989955992192236e-16,-6.295275409759913e-22,88.35171939053578,-1.6809702973131498e-24,1.660264724353791e-25,30.6,0.0,9.474293930686548,-1.8203019236367072e-25,172.77543312590763,-2.52452295598098e-24,2.936930315416705e-26,26.7,7.243311787621746e-22,1387.5672325471799,7.079561074774057e-14,8945.499999999936,3.8222942362480246e-15,5.7351982456771365e-33,70.3,2154.3,-3.491630244763685e-25,-1.760215894398788e-25,58.589681755140546,50.0,0.0,0.0,0.0,-1.1871957608035574e-24,2.5,297.590861515183,0.06928328609339808,1.0892786722071228e-26,0.0,375.0,0.0,0.0,0.0,1.002854856426773,0.1269054135448942,450.0,81.78588015345979,3.4270542631372975e-34,1.0028427427796427e-20,0.0,2.590496620306807e-20,0.0,0.0,115.47562250647034,0.6951887618689755,0.49311412763408835
3200,8.176917030947829e-25,0.6999999999932248,1.2026398155468123e-15,-5.807233222774965e-22,88.27456697235185,7.420494983204759e-25,1.0514508101891269e-24,30.6,0.0,9.44343296483311,-1.7059848298745798e-25,172.68060032582682,3.391121978551866e-24,2.4452722364161138e-26,26.7,4.58721186798197e-21,1387.140224525507,7.045912674460338e-14,8945.499999999933,3.80344104807211e-15,5.829919255352219e-33,70.3,2154.3,1.9703067059551288e-24,3.0531313574035575e-24,58.5035628202115,50.0,0.0,0.0,0.0,-3.5791569534017848e-25,2.5,297.44087459563104,0.06846282338533329,3.800328441298255e-27,0.0,375.0,0.0,0.0,0.0,1.0029791869127647,0.1275245781629464,450.0,81.78633980725874,3.680689094902127e-34,9.833874635534874e-21,0.0,2.4196114346765278e-20,0.0,0.0,115.47563961784353,0.6984877362755181,0.44618685265358465
3300,5.051354017253728e-25,0.6999999999932619,1.4096178285384275e-15,2.624822724813697e-22,88.19553046756477,4.179498796343839e-24,1.2324087300894615e-24,30.6,0.0,9.4119712520225,1.3137404314841916e-25,172.58339199166042,2.8566737824312173e-24,-1.1420711410950648e-26,26.7,5.376685145978536e-21,1386.7023228475553,7.01291912706854e-14,8945.499999999929,3.7856029661794e-15,5.9159391759962384e-33,70.3,2154.3,2.773050218140706e-24,4.028250424709586e-24,58.41544273246165,50.0,0.0,0.0,0.0,9.679570284839584e-25,2.5,297.28711759780003,0.06765876008929722,1.093538842253188e-28,0.0,375.0,0.0,0.0,0.0,1.0031040826073712,0.12812349028553968,450.0,81.78666302596444,3.936285105550405e-34,9.643767290641774e-21,0.0,2.2611612933525946e-20,0.0,0.0,115.47565745985692,0.7013339900550987,0.4037254052937038
3400,-1.6604665505288125e-25,0.6999999999932999,4.328628033114115e-16,4.405313401834837e-22,88.11465782068,3.6105312190165826e-24,3.7844576516131024e-25,30.6,0.0,9.379935491309544,1.9950344798722706e-25,172.4838637259561,-2.1500955315538804e-24,-2.5691150472067712e-26,26.7,1.6510624068312114e-21,1386.2537666281064,6.97896072702051e-14,8945.499999999925,3.767953935850242e-15,5.9934603239712064e-33,70.3,2154.3,9.684946146434346e-25,1.2465560805962308e-24,58.325380476663,50.0,0.0,0.0,0.0,6.170394985604779e-25,2.5,297.1296777293188,0.06687104380300463,1.396969125945579e-27,0.0,375.0,0.0,0.0,0.0,1.003229443123037,0.12870228915014983,450.0,81.78689047331565,4.193400084827869e-34,9.45525354499795e-21,0.0,2.111878888131298e-20,0.0,0.0,115.4756760354961,0.7037708866926093,0.36530476512983956
