miliseconds,IkBalpha,NFkB,IkBalpha_NFkB,IkBbeta,IkBbeta_NFkB,IkBeps,IkBeps_NFkB,IKK_IkBalpha,IKK_IkBalpha_NFkB,IKK,IKK_IkBbeta,IKK_IkBbeta_NFkB,IKK_IkBeps,IKK_IkBeps_NFkB,NFkB_nuc,IkBalpha_nuc,IkBalpha_nuc_NFkB_nuc,IkBbeta_nuc,IkBbeta_nuc_NFkB_nuc,IkBeps_nuc,IkBalpha_transcript,IkBbeta_transcript,IkBeps_transcript,IkBeps_nuc_NFkB_nuc,fr_after_trigger
0,0.1001242712607217,0.09989797095123831,9.912833265666835e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012232797128162334,4.423423799639248e-06,7.1802824564044536e-06,0.0,0.0,0.0,0.00012521625251761558,0.0,0.0,0.0,0.5
100,0.08135811741649494,0.04537993359992981,0.018608593128500026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037443808171518204,0.00015274055232069472,-2.5492169058918815e-06,0.0,0.0,0.0,-0.00015756036196757126,0.0,0.0,0.0,0.5
200,0.07396328374258926,0.02055873280889313,0.02584597298900116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05481361026320519,0.00026215073148324014,2.453863267117746e-05,0.0,0.0,0.0,3.607369407236167e-05,0.0,0.0,0.0,0.5
300,0.07076923072367643,0.009552094107843068,0.02866279392238873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06220838799628101,0.0003368272335601335,0.00010179220349223535,0.0,0.0,0.0,0.0008675011159585075,0.0,0.0,0.0,0.5
400,0.0690594842054233,0.004907029356882447,0.029925731742663712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06559660339218548,0.00039080771349665977,0.00016549864137942042,0.0,0.0,0.0,0.0011908122056554335,0.0,0.0,0.0,0.5
500,0.06828005947188394,0.0028216253337277983,0.030576308296749396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0680856593618619,0.0004279820818586301,0.0002316502376139576,0.0,0.0,0.0,0.0017556759145655762,0.0,0.0,0.0,0.5
600,0.06815851900855956,0.0010729791320764127,0.030937849763215043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06892819561255453,0.000459343013179312,0.00030351610135985723,0.0,0.0,0.0,0.0018787358656002806,0.0,0.0,0.0,0.5
700,0.06791974265243782,0.0012579757364708133,0.031173209317811944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06927205044793851,0.0004934980694889312,0.0003324785822090722,0.0,0.0,0.0,0.0022939522569674306,0.0,0.0,0.0,0.5
800,0.06752401669739755,0.001056209702058316,0.031263572464009196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06879013381374048,0.0005081572458069326,0.000417395584160941,0.0,0.0,0.0,0.0029839713028679223,0.0,0.0,0.0,0.5
900,0.06769042937731845,0.0005633618224987827,0.031145116909847996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06898944432774853,0.0005251655851752708,0.000487685732565472,0.0,0.0,0.0,0.003464369899980323,0.0,0.0,0.0,0.5
1000,0.06778373196105586,1.1241163833384193e-05,0.03116343414581109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06893166604300008,0.000536703300024193,0.0005522142647901085,0.0,0.0,0.0,0.004167001693229703,0.0,0.0,0.0,0.5
1100,0.06745123602242428,0.0007451501836743624,0.030960660739388395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896613847281903,0.0005505123614519607,0.0006186651102594661,0.0,0.0,0.0,0.004088145848909305,0.0,0.0,0.0,0.5
1200,0.06787017741015065,0.0006572522754312333,0.030966912317061286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06932078889837778,0.0005496725208034411,0.0006765753599352301,0.0,0.0,0.0,0.004824293789768965,0.0,0.0,0.0,0.5
1300,0.06760635468802902,0.00042520588459673994,0.031263788056632845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06912755631928412,0.0005566704489382634,0.0007147034021498013,0.0,0.0,0.0,0.005399235366908187,0.0,0.0,0.0,0.5
1400,0.06762880014916077,-0.0005426074684517707,0.03132652417950504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06900918239896202,0.0005695221829834193,0.0007661286659802809,0.0,0.0,0.0,0.006040580489771251,0.0,0.0,0.0,0.5
