miliseconds,IkBalpha,NFkB,IkBalpha_NFkB,IkBbeta,IkBbeta_NFkB,IkBeps,IkBeps_NFkB,IKK_IkBalpha,IKK_IkBalpha_NFkB,IKK,IKK_IkBbeta,IKK_IkBbeta_NFkB,IKK_IkBeps,IKK_IkBeps_NFkB,NFkB_nuc,IkBalpha_nuc,IkBalpha_nuc_NFkB_nuc,IkBbeta_nuc,IkBbeta_nuc_NFkB_nuc,IkBeps_nuc,IkBalpha_transcript,IkBbeta_transcript,IkBeps_transcript,IkBeps_nuc_NFkB_nuc,fr_after_trigger
3200,0.06994322584269082,0.0008415707599694266,0.03150453858337964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06805781797041636,0.000624476255755792,0.001288943674627353,0.0,0.0,0.0,0.013696701571828633,0.0,0.0,0.0,0.5
3300,0.0703329625429924,0.0003216288725529815,0.03173934940084047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06769752354741206,0.0006208615336297634,0.001303546335383264,0.0,0.0,0.0,0.014675874851961864,0.0,0.0,0.0,0.5
3400,0.07044376854804753,0.0008073991362860591,0.03158538923090169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06760693566450356,0.0006319672748014949,0.0013504290938206676,0.0,0.0,0.0,0.014709913773589163,0.0,0.0,0.0,0.5
3500,0.07066943330703966,-0.0003443448853752489,0.03162493774708792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06776921290613455,0.0006348078106592332,0.001324287500182002,0.0,0.0,0.0,0.015219984445416232,0.0,0.0,0.0,0.5
3600,0.07093935214874486,-0.00029929066399381893,0.03207315216238428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06789410222201565,0.0006319089056482394,0.0013723709803753154,0.0,0.0,0.0,0.01560977521617971,0.0,0.0,0.0,0.5
3700,0.07133119694360855,0.0002646913794012836,0.032094509349016344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06732699782569075,0.0006377752037195262,0.0013727022202895537,0.0,0.0,0.0,0.015968266542963426,0.0,0.0,0.0,0.5
3800,0.07148512190982884,0.0005343163700544457,0.032181100443856636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0679210861954587,0.0006337949097093499,0.0013584427536121582,0.0,0.0,0.0,0.016488208597629582,0.0,0.0,0.0,0.5
3900,0.07186350729356879,0.0006596010577868235,0.03219494164284115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0677048139742176,0.0006477430981674566,0.0013686880220501634,0.0,0.0,0.0,0.017094790864193087,0.0,0.0,0.0,0.5
4000,0.07195430211065083,0.0007427983054929427,0.032217490018136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0673586113623131,0.0006471379961162744,0.0013995339122879176,0.0,0.0,0.0,0.017703724810040265,0.0,0.0,0.0,0.5
4100,0.07258157756414828,-0.0004390204255818681,0.0318889584228527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06715360662416382,0.00065251004077657,0.001412818189680042,0.0,0.0,0.0,0.01822776478068659,0.0,0.0,0.0,0.5
4200,0.07287285532150646,-8.830402609292875e-05,0.032383777863040746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06724100351403048,0.0006550864575968806,0.0014138301301620808,0.0,0.0,0.0,0.018431428221710667,0.0,0.0,0.0,0.5
4300,0.07295408265257668,-0.00026406798043054544,0.032446270994214904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06718530142417348,0.000656588946553187,0.0014186177594945476,0.0,0.0,0.0,0.01903502145767629,0.0,0.0,0.0,0.5
4400,0.07354916532954195,0.0005867768259186106,0.032104759475970086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06732271050375448,0.0006630481393342288,0.0014312220944302319,0.0,0.0,0.0,0.019193062230624208,0.0,0.0,0.0,0.5
4500,0.07386023734370059,0.0001863000549825458,0.03241816033067638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06751261232471849,0.0006572965171599981,0.0014271775019471162,0.0,0.0,0.0,0.019477549237339464,0.0,0.0,0.0,0.5
4600,0.07423846023287253,0.00037203236559497184,0.0322714755945357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06697614275437963,0.0006607000893792983,0.00144918396706701,0.0,0.0,0.0,0.019759106596041676,0.0,0.0,0.0,0.5
4700,0.07474349864778268,-0.00028786873719468967,0.03240106846410506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06722991689337167,0.0006642759862111335,0.001461791632275805,0.0,0.0,0.0,0.020634503204287804,0.0,0.0,0.0,0.5
4800,0.07492319473734693,0.0007961722443196978,0.032582430394291054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06720670735768877,0.0006698963443966917,0.0014924026221128002,0.0,0.0,0.0,0.021091920597455245,0.0,0.0,0.0,0.5
4900,0.07542923665262913,-0.00034023374237949924,0.03271670633949908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06696561441734016,0.0006744048147249602,0.0014917407866252405,0.0,0.0,0.0,0.021056734912759112,0.0,0.0,0.0,0.5
5000,0.07555409934633578,-7.954031604813749e-06,0.03265428981158619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06706391808870789,0.0006747131657121602,0.0015017340118859543,0.0,0.0,0.0,0.02173685444132165,0.0,0.0,0.0,0.5
