miliseconds,C1,C2,C3,IC3,IC2,IM1,IM2,O,IF
1200,0.2625507981108544,0.14128358233919452,0.04008637227921476,0.008565829173177225,0.06581569643078493,0.005921325307579444,-2.4356201014128534e-09,0.14551315286491992,0.3298644553539491
1300,0.2370609057649572,0.12315990045771663,0.03944086680348111,0.011264380486981068,0.07777446983976537,0.006261116913283841,5.7494012524877084e-08,0.13556992758633987,0.3637554293346244
1400,0.21674693427589092,0.10733124010187985,0.024765451346301957,0.013137157831384808,0.08821339623696078,0.006856965813488936,1.650592461432728e-07,0.12775555765850097,0.3891466600840777
1500,0.20394579842006044,0.10195568352196138,0.02216255842741921,0.015243469390681665,0.09614612487849468,0.00942711288326255,1.4165721291437298e-07,0.11856834494312428,0.435621201346828
1600,0.18597478326661465,0.09496662953482102,0.024855212950163217,0.016055701104023143,0.1064743705484995,0.010470922042448693,2.2839456164875267e-07,0.110931037908006,0.4623980901003249
1700,0.1741256819954117,0.08113878852563451,0.018878617805480426,0.01859284457043959,0.11853643730177024,0.011096860643260518,1.4522616116066265e-07,0.10199214048428118,0.4811395151959409
1800,0.15381085273893635,0.07536524240842257,0.01718548570219764,0.020394659534653435,0.12405928288928603,0.012950002894425706,3.174502287791636e-07,0.0954265913547624,0.5037681856818415
1900,0.14684847638285586,0.06463573849500096,0.018458656993163965,0.021752442152844297,0.13691771633170033,0.013852723915609069,3.352616679641612e-07,0.08782175437881432,0.5137779224943876
2000,0.13194520049442304,0.05800492427538685,0.0178697573790969,0.023594833938274596,0.13894557955840547,0.015585002107768512,3.2883014710918045e-07,0.08187283848245244,0.524785844154395
2100,0.12428800462294984,0.05800493752765738,0.007771808908300027,0.024221979384016087,0.1488570302914599,0.019991460416585564,3.829261733848281e-07,0.07142845551399474,0.5496825900571145
2200,0.10446412203494358,0.047915750919553954,0.020684241075703262,0.025505019216044804,0.15087191206325562,0.02108198981231489,5.129964898124824e-07,0.0667543903102936,0.5709445007443786
2300,0.09771579501788298,0.043173307718878035,0.012164898909550406,0.0274100602117542,0.161493595032138,0.023757239464884283,5.368675976941003e-07,0.0633189459755866,0.5648288510367749
2400,0.0921190642857424,0.04023459015483876,0.015456022806131842,0.027801956052735916,0.16130952317391437,0.024861804425350756,7.137686776582398e-07,0.05433853369508031,0.5747836799687135
2500,0.07774806911295988,0.04254250410085278,0.016762262092788728,0.029361894909510987,0.1678305483439474,0.02753630878238657,7.427817526959408e-07,0.05007055292913186,0.5934390935702201
2600,0.07887284815490855,0.03711751128219458,0.011648693665011336,0.030183344635336437,0.17613140520642587,0.027187349992340692,7.941533122637503e-07,0.0476473387418218,0.596765782874674
2700,0.06784980620504437,0.03114268400349452,0.0031109982113856306,0.030429849170261626,0.17502917890578212,0.030050108479991875,8.504255890799626e-07,0.042981633746570436,0.6079028018781231
2800,0.06537476569404412,0.03241880002473585,0.01139334190229634,0.032031901242271184,0.1813450220802095,0.03209255532171174,1.0411367852000395e-06,0.038600899374798416,0.62596889009347
2900,0.05571345672024407,0.02954014397205755,0.006227159783941086,0.033220462943647146,0.1824032442486365,0.03554314426854761,1.1514217189531678e-06,0.0367759674302576,0.6329045145608582
3000,0.04758285926250142,0.027273077438689383,0.00813189161704299,0.03299465376055721,0.18866740964451495,0.036002762695338836,1.2905434156409645e-06,0.03343663926416064,0.6333354838786729
3100,0.0509004366982085,0.02303670203074624,-0.001396428971899762,0.03331378112055735,0.1895614302776423,0.03859368181726018,1.3741998329018065e-06,0.028082326148911624,0.6315245254240233
3200,0.039889927449531785,0.017111015144466973,0.004838529251717083,0.03399503388676833,0.19135613533198753,0.04017280142645985,1.4978271341719933e-06,0.02974080907848295,0.6452143284175951
3300,0.0374289579149565,0.014769130775228062,0.0028827540533821424,0.03464833734613635,0.19460745426137102,0.043808252203055814,1.7586030090156769e-06,0.025989165071355676,0.6508829004274542
3400,0.04103043776947259,0.01811106622414614,0.00907490916097778,0.034634053433250545,0.19045399114914743,0.04636960238185799,1.81392254062013e-06,0.024225250265852104,0.6579004708604488
3500,0.03425704026759135,0.015554998991493298,-0.0004941731054937705,0.035656240062331514,0.19099823761882478,0.047021930205204884,2.052960865586993e-06,0.02016748505431832,0.6456639177190975
3600,0.03257738269125075,0.010996180850056197,0.0037273010839010464,0.03554741239035052,0.194129121305614,0.04959671914732242,2.1863299275649332e-06,0.018049050044810385,0.6500303321784442
3700,0.025562317176367023,0.008183586102766517,-0.00032742076787562824,0.03589894262387574,0.19655930974503588,0.05269745644649158,2.3216666751561603e-06,0.020530257541273432,0.6432380696603404
3800,0.020222077161800744,0.012612990753761311,0.006299720883151002,0.03605574552353226,0.201289298228085,0.05311386740228633,2.571340070099752e-06,0.014342991531383343,0.6448842055838433
3900,0.01757392781348408,0.007252373305086341,-0.004734808289772996,0.03607904313020637,0.19822076398733499,0.05582710343874837,2.6836144054000487e-06,0.014997720188644578,0.66624729642936
4000,0.021903373862619688,0.012502185527941535,0.0034117671901544135,0.03642030905535026,0.20091286225185845,0.057910998732684835,2.9292471217597432e-06,0.013512388512713148,0.6693696312396401
4100,0.02317732963142727,0.013210278827346808,-0.006609714072261713,0.036659687728059595,0.20289413856509605,0.06096820778907826,3.1966242346035115e-06,0.011987079233100021,0.6660031760421665
4200,0.01569568425937906,0.00784289724291576,-0.004259373294151828,0.03667199212626919,0.20413834059386204,0.06372037735499038,3.404522273878926e-06,0.014144576632240244,0.6686870527911197
4300,0.019962835767801956,0.011199600751545443,-0.0015729134548067836,0.03761011656801482,0.20445732735599403,0.06434619048683349,3.515421791237499e-06,0.01005102324878409,0.660199126575819
4400,0.018477932987453906,0.007524527368787514,-0.004514388610716187,0.03773397749462078,0.19808110299776832,0.06699338680233213,3.8096090262993366e-06,0.010560437817014642,0.6570497678055798
4500,0.01482266742390549,0.006129590275208782,-0.007193960300032366,0.038003015311870905,0.19991989337560337,0.06875139498149387,4.1227938218686205e-06,0.00740371434318436,0.656241717212435
4600,0.009653223334120541,0.006906660181433474,0.004466374246320806,0.037146301474111895,0.20551571477165276,0.07171243794928064,4.274994130359118e-06,0.008504810966398107,0.6516818247087266
4700,0.011442652870328541,0.01060775501828045,0.006244072390683197,0.03741872273648701,0.20227535493254953,0.0737857591601908,4.530108693916344e-06,0.007673492629376314,0.6532131476213806
4800,0.011807450921326658,0.00914691691688067,0.0039367739890901225,0.03833583353230591,0.1989406638314502,0.07670473541063298,4.790952906570039e-06,0.0064010828892844,0.6655826300662273
4900,0.014621971253946021,0.0020009035789421816,-0.003816722984834681,0.037066638576891235,0.20244068892428077,0.07866015285374152,5.184115832334207e-06,0.006169855571105599,0.6570380950137539
5000,0.00953242541244717,0.008040371200690248,0.0036937626378565317,0.03761901414553289,0.20013597252125326,0.08050612084470597,5.436256988121354e-06,0.006339742954700724,0.6666855093371422
