miliseconds,C1,C2,C3,IC3,IC2,IM1,IM2,O,IF
0,-0.003130793458942016,-0.0023925903349258882,1.0002693545579575,0.00025718401265166637,0.0002840305628278678,-0.0010526744976186325,-7.207641428006547e-08,-0.002516614340015168,0.007711198922042994
100,0.05491873587734566,0.29331585031093294,0.6578017596861757,0.0008324890079531853,-0.0034326817276574936,0.000592528968606325,5.895718866056632e-08,0.00578289267007462,0.002625468906787259
200,0.1505112772567717,0.3912114901691335,0.4288880030645073,0.0001872565733557328,-0.0008979900370242212,-0.0011713678636377388,3.638693059849483e-08,0.023645652856858275,0.0015920849792058
300,0.22725829887327342,0.3930797678694143,0.30412635297306306,0.0014482367833269514,0.005398767200886676,0.00022511420006548957,-2.168915934243241e-09,0.05352281916383797,0.012314988671863258
400,0.28461113678888217,0.3655333553694303,0.2210100763505479,0.000523379523811356,0.006928674384887756,0.0009014500592648168,-6.615752172757007e-08,0.08294870624326461,0.02978861527603844
500,0.3169881700199889,0.3322039004365853,0.16554144513637467,0.0013413668345792819,0.005277465543419714,4.026371523096757e-05,-1.538468106892018e-09,0.10854797487670023,0.06767071091645648
600,0.3375077782031101,0.29144509023771714,0.11928308488669033,0.0021709707095276046,0.013597715338332327,-0.0004194926226301534,7.976246608670692e-08,0.13315666950467567,0.09921588885184367
700,0.33632571650398235,0.2537180645541518,0.10034529273865636,0.0021854381743504872,0.02304501361760107,0.00103478039505609,-3.7640619182767535e-08,0.14358023474139156,0.13520574666317828
800,0.325710038220509,0.22945282718578316,0.08426741001673273,0.0034912332557931434,0.029139523981819293,0.0023991474624603963,-8.15264197349246e-09,0.1559028544825588,0.18265696587662728
900,0.3163950382370647,0.19267235066498267,0.06159226171139512,0.004606279439965627,0.03470747877503097,0.0009043999049689669,-5.228691868100143e-09,0.15704312093609507,0.22653866157080166
1000,0.29634883572932424,0.1765367214851982,0.05796324647338545,0.006274404667508442,0.0455416154029073,0.0024521910385968985,-2.7112051822296612e-08,0.1575290317195627,0.2638762898105078
1100,0.27697950792640463,0.1507014219196273,0.04988618205863362,0.007720477006180662,0.058663097021007526,0.00329805937840674,1.028353754208629e-07,0.15109710879374225,0.2971079436221516
