miliseconds,C1,C2,C3,IC3,IC2,IM1,IM2,O,IF
0,0.003053320702334186,0.003963036005139596,1.0071081268199988,-0.0005530635173162993,-0.001336458327742083,0.000786367667780884,2.1952642431338647e-08,0.0016349122225857327,0.001064162346192278
100,0.0591318985187696,0.29350493980258174,0.6510083920356855,0.00011230673253601102,0.0027729133335370653,0.0010507962890514548,-7.006536226478582e-08,0.0037484855261800632,-0.009900528374821907
200,0.1525944220979434,0.3871545770010636,0.44032813162585266,0.0008907841364201723,0.0027346190115724593,0.000448362671988568,2.7168951280042705e-08,0.02196332666355544,0.003465669893166806
300,0.23376133655297918,0.39619174494470705,0.3128995945510891,0.0011039156133598551,-0.00010586734329070526,-0.0003851601268936096,3.74485466690115e-08,0.05207846701073175,0.012433532025086708
400,0.2831609262438862,0.36550360594336234,0.22316645098190682,0.0011984370695436067,0.007816433548414485,-0.0008810589529180987,3.917721543974825e-08,0.08061407426955196,0.036089179636323625
500,0.32540940446848887,0.3328465295131619,0.16877902727496907,0.0008647775720404822,0.007253066047568194,6.219068681965261e-05,5.0452449164758974e-08,0.10849096665925724,0.060946367001457315
600,0.3340004627792011,0.28660591302196137,0.12767289681613658,0.0010139609595629295,0.01586229305997154,0.0014455389571405878,4.1427278546769085e-09,0.1301638306305461,0.09249137824574744
700,0.33997562228624556,0.25564184265760886,0.09888840505900341,0.0026802853949803767,0.022864444245527207,0.002238543077410512,2.2179212777080623e-08,0.14776557706125834,0.13556566225178754
800,0.32875942617999454,0.2272469210822144,0.07315133883715905,0.002713599838005604,0.02930119545435289,0.0005846367636526208,-1.5112703264826617e-10,0.15528194369442075,0.1840005276253024
900,0.31245175248693385,0.19938373529443848,0.06055129592059837,0.0037726232070993716,0.038963510643934884,0.0012871179516618309,3.076858593781412e-08,0.156986374305958,0.21407361867756747
1000,0.3005584334833902,0.1734701746136882,0.04977355076609491,0.006279632922930064,0.04923874783210062,0.0020516328911086247,7.343996988817304e-08,0.15611346283908367,0.2694186686572646
1100,0.2747810142605454,0.150417378847611,0.046871021842105266,0.007898894359714451,0.05915428163389684,0.0028850736754688815,-2.2838212002102876e-09,0.1493152920725933,0.2876680165286255
1200,0.26467139815168483,0.13788384842158935,0.04292870744836735,0.008387286983132456,0.06793354173626555,0.005090989756211643,3.729721435198548e-09,0.14384404469486556,0.3427245807540724
1300,0.23633202018746763,0.12376701478902419,0.026459183241374463,0.011262346477006399,0.07636529154750538,0.007317412158623896,2.6632651416504128e-08,0.1373558291223517,0.3658545177458138
1400,0.22690907597426888,0.11238131664621462,0.03451507104908824,0.01262371184865059,0.09058753953360067,0.008006107219031763,1.1275037864183022e-07,0.12835676727853812,0.3923595412534834
1500,0.19904830616830416,0.09810424397829402,0.026209115542712196,0.014739770541766515,0.10049507645232965,0.008745685971672782,1.4149615785029034e-07,0.12076738185844328,0.43235706079259884
1600,0.1874197955971389,0.08744734502220604,0.025728775001048018,0.016702522296731,0.10639103386904421,0.011221887787981688,8.08080231808486e-08,0.11374430824837918,0.44919603690430593
1700,0.1698191802045372,0.08224919137829162,0.020876565895457295,0.018563196747613833,0.11868631257596839,0.011223901914486282,1.8542886233851075e-07,0.1032260929623956,0.484663403891068
1800,0.1612598548866375,0.07142542133548506,0.01299819586263757,0.02013576770749607,0.12407689840087333,0.012726784831513217,2.1704667602202327e-07,0.09290793111531144,0.5002881348279025
1900,0.14255449616945604,0.06864045708387134,0.01733917259546033,0.02093234666192919,0.1346886934906425,0.014898841074989176,2.4201196921785495e-07,0.0889898464473876,0.5194922137493202
2000,0.12643908512560645,0.06092881626807423,0.010372417162328427,0.02313001138957732,0.13801310880633216,0.01563261461208717,3.4858411029040974e-07,0.08025192058406472,0.5251663715349004
2100,0.12080119681198252,0.050335020908143416,0.010218540440232092,0.024526781720779642,0.1456732495804736,0.01894536758743393,3.497494803651553e-07,0.07221105773079325,0.5548368060150637
2200,0.10647350931490249,0.054521249995017375,0.005204941644049029,0.02537666390453961,0.15245351008500171,0.019446101204445773,4.5018801577951265e-07,0.06863395796670253,0.5548765877767974
2300,0.09558255989613504,0.0461874110496757,0.007294258612946839,0.02766256357395609,0.15778839007983833,0.023463477671221904,5.95393839964526e-07,0.060797974731525616,0.5681473805866194
2400,0.08954283084287204,0.043439314484741906,0.0016167688720537619,0.02765095742211711,0.16026961892930844,0.023502559265476546,6.982521221121139e-07,0.056166289553665136,0.5967543379389347
2500,0.08212638123743721,0.03686336486379768,0.0003045631685095005,0.029411144129349705,0.1709092942172281,0.027118059605439743,7.197388735253193e-07,0.0542194650031747,0.5914837370021854
2600,0.07399119703352369,0.030763091077515663,0.013215303916271383,0.02960102076444894,0.17487696048581017,0.02837942395228721,8.72611235424294e-07,0.045765356147263556,0.597966584089525
2700,0.07325281665313063,0.03294075130247444,0.006078512047257883,0.0314621462267118,0.1779848561765779,0.030166044842725538,8.47641252198733e-07,0.045063802699042255,0.6105371278939197
2800,0.0574071756757725,0.03091907830429777,0.009703935817499818,0.03116692779834903,0.1764654297175108,0.03320656984910712,1.0302142993922118e-06,0.0376629044275844,0.6166416267713976
2900,0.05255420188018759,0.023855434606440146,-0.001152507909476395,0.03262090969882213,0.18156762488087802,0.03555153842283767,1.129183176669725e-06,0.03395424736679396,0.6326408952930697
3000,0.055918845514618135,0.022753582551552968,0.013946435246631129,0.0326074933542956,0.18191592946263288,0.03621298381698324,1.2349716372944754e-06,0.033675011711576,0.6395952588370163
3100,0.04727683393850237,0.02052864651892166,0.012370712488207751,0.034274283660917115,0.18902455727911321,0.03852556901567542,1.3590968474225442e-06,0.029291143765823837,0.6406358239772072
3200,0.04686510730766724,0.0164587684769754,0.0025656483399126803,0.03461376766816969,0.18607614675436443,0.04153422841065753,1.6285725349447594e-06,0.029165535219065546,0.6455765925853366
3300,0.04287894656603731,0.018080890638451516,0.00026361118146281176,0.03439924920793228,0.1926418088379439,0.04224718385723057,1.7096384410524747e-06,0.026165746421657768,0.6528763134618546
3400,0.033569391845161466,0.014401684522617891,0.009065705352846098,0.03558729376935038,0.19479555089743472,0.0463352363437438,1.8068672839869226e-06,0.025211839602413667,0.6512409794180362
3500,0.038249730808091006,0.014454483646267611,-0.003238174440517644,0.03623568427889126,0.19689597805599912,0.04747606839744168,1.942235206384012e-06,0.019452070232008893,0.6393183699518085
3600,0.029835179586400886,0.012170652663843814,0.0013343347255768843,0.035706528860124216,0.1926417820395722,0.04936704803801881,2.184289969852686e-06,0.02129826300701121,0.6490618201005116
3700,0.026920561749457946,0.015131742602197743,-0.005615684397859486,0.03605364283449135,0.20007170969552843,0.0521221824517333,2.3023549704413055e-06,0.01910969073217004,0.6512991458937611
3800,0.03012706195230911,0.00585962749703536,0.003217963214467004,0.03682480743514247,0.19908061799695184,0.05312563278757622,2.546909795879373e-06,0.01732166441540353,0.6464679180530432
3900,0.02299106072502035,0.008855044040081599,-0.0064983585463352315,0.036968595982772225,0.2021336768902654,0.05699456620322124,2.8156346945448434e-06,0.01535532555613812,0.6679142118093823
4000,0.018743178290468177,0.004589450769852375,-0.0029425817285635056,0.0371154495848051,0.20002308148621506,0.057213157684341126,3.0169669433652894e-06,0.01673802072387754,0.6519309636153526
4100,0.01776836935836984,0.0067359941998268325,0.0011217143516141796,0.037678346733145365,0.20349654069762482,0.05975299412429684,3.1525826182189482e-06,0.012935506767071378,0.6619618210650037
4200,0.01919066912527107,0.0021641290468740956,-0.0008822732304021182,0.0371540338119188,0.2019189162654119,0.062088997114644565,3.3122900101818122e-06,0.014793716936273406,0.6685341740323468
4300,0.011064891706712428,0.002489006268200502,0.003630776732770181,0.03753993370442371,0.19784053672592367,0.06612397814167272,3.6628880226513252e-06,0.012097489193979783,0.6534732807246577
4400,0.017834632860256203,0.004452132846057677,0.0010100718937241131,0.03758331885341927,0.2045218091769154,0.06703206230069858,3.7812834215084646e-06,0.013072376311382172,0.6628516114439694
4500,0.011987203896270327,0.0031911564930323477,-0.0036161127053286044,0.037244881603401184,0.19936119212902975,0.0698412136350649,4.0287459272442796e-06,0.009643688308355196,0.6689856061166799
4600,0.013904479415879708,0.006789968657210672,0.003918927924967159,0.03747199285915934,0.19966577633104043,0.07140155295460475,4.314503572607173e-06,0.010743706162933799,0.668864153149149
4700,0.007287444294157468,0.008916714271101705,-0.006248856163095804,0.03750924970234414,0.20376681321614373,0.07353961127928696,4.526185561497002e-06,0.006954833584000583,0.6578035997449655
4800,0.008644365734945588,0.009768990914215903,-0.007068655744313845,0.03772025725993658,0.2055038193123879,0.07661972984709575,4.78464095277457e-06,0.008595710581127208,0.661069417636384
4900,0.01359740413922592,0.009681379310320436,-0.001266776762510454,0.03825800538287395,0.2052437998314565,0.07710641674983378,5.1145326636355546e-06,0.008138878573397231,0.6695379178876796
5000,0.010285827122161365,0.003280677298252009,-0.003915644194379219,0.03726479942011387,0.20062882932616058,0.07953618028070186,5.3990945870979234e-06,0.005510596576574263,0.6510386579485916
