miliseconds,C1,C2,C3,IC3,IC2,IM1,IM2,O,IF
4000,0.020964313692178497,0.009150889965609992,0.0024894606609414728,0.03703633062688777,0.19967687872900197,0.05830392898863505,2.946526580091836e-06,0.014369836912389897,0.6584757034846284
4100,0.01919904080527317,0.008538908279311683,0.0015680446290793476,0.03738241738538676,0.2002870420335628,0.06050451507476899,3.155390275006362e-06,0.013289198082024665,0.6593140607239251
4200,0.017603975517141063,0.007879806376639946,0.0016221825454806112,0.03720643746624675,0.20078588413834347,0.06270749687990566,3.3719956175102566e-06,0.012306329276415146,0.6599280609657077
4300,0.016144176274615056,0.007226493407586938,0.001279914378490862,0.037110656572089035,0.20121795515709082,0.06491218081053497,3.596349780318589e-06,0.011412388900096,0.6603388211032499
4400,0.014822370133880026,0.0062637311620371726,0.001401243163033128,0.03701265837297064,0.20153535438459924,0.06711791122392151,3.828457663824174e-06,0.010599282543730933,0.6605647103023998
4500,0.01362208932772715,0.00599849523648726,0.0012847571489166105,0.03739492552052353,0.20179844414711356,0.06932409732829652,4.068321748507953e-06,0.009859695495453527,0.6606237490123558
4600,0.012527326290764092,0.005338320625345511,0.0016535825987136028,0.037584227690914684,0.20200668265288424,0.07153021436576514,4.315942821260695e-06,0.009186908840079047,0.6605304428682625
4700,0.011529690929094621,0.005146878643580521,0.0013578902978524249,0.037544978197899745,0.20214665417240113,0.07373576827299656,4.571319668310564e-06,0.008574862959545229,0.6603001706953188
4800,0.010630181560491551,0.00474300758456219,0.000552686660011572,0.03776731637796591,0.20219156626539747,0.07594033588557333,4.834449675916537e-06,0.00801804264906929,0.659944692139962
4900,0.009806078389261634,0.004103922971642522,0.0011469104254669188,0.03792567023338593,0.20222124592529636,0.07814351152322575,5.105328494034069e-06,0.007511404320674123,0.6594767220960318
5000,0.009059479701918848,0.00385453127446365,0.00035443921170744824,0.03730460653823838,0.20220711490562077,0.08034493380454732,5.383950674274884e-06,0.007050407085606483,0.6589066908168226
