miliseconds,C1,C2,C3,IC3,IC2,IM1,IM2,O,IF
0,2.8101556390070667e-06,5.956789324621596e-06,0.9994873009594447,-0.00023100877647822782,-1.1699987568391052e-05,-7.991261430159875e-10,2.589814926652958e-15,8.337088936541811e-09,5.4333717219191965e-08
100,0.054677379374473395,0.29068497941045257,0.6489596043932064,0.0005015912316992557,0.0002420456937954186,3.1943938164811254e-07,2.1100737746213048e-13,0.0043554045878251265,0.0004334431672789105
200,0.14808246109618325,0.38599979335584267,0.4371315325256218,0.00044963875841373614,0.0007838491944394207,7.084505114524269e-06,9.140340826483759e-12,0.02291323061808273,0.004621828184437817
300,0.22996886980530334,0.3944554973712234,0.30529762082367,0.0008626223859404522,0.0019354474586673082,3.970839325849151e-05,7.99725152738878e-11,0.05149039202543009,0.01636555997521186
400,0.28738013604577595,0.3680572657363178,0.2204689296441347,0.0007842512462919487,0.004187057579041548,0.00012637973318567797,3.5173226368696177e-10,0.08228030579613835,0.03699137659053139
500,0.32113505252793567,0.3306850990578463,0.16392812830870368,0.0014402558372334114,0.007905845321435035,0.00029583518212851246,1.0658926885465077e-09,0.10967932099524422,0.06567443026800691
600,0.3361001653988693,0.29197618124123276,0.1248468826602757,0.001910232616941883,0.013295858437561868,0.0005719320238890126,2.557343443552765e-09,0.13093035112037069,0.10048058929126526
700,0.3374855952002107,0.2562071632639676,0.09848195216230757,0.0020058551845085716,0.02023251978253012,0.0009714256164050411,5.232609435153966e-09,0.14535357612146577,0.13919646366646063
800,0.3296866862251507,0.225023403641954,0.07905084652570646,0.00325374488023414,0.02856685523840315,0.0015038955946095765,9.54442785509522e-09,0.15345974159771095,0.17980075561078346
900,0.31602679323575106,0.19822904904082395,0.06409439283999711,0.0046030899249419645,0.03792398337031488,0.0021728178518390547,1.5968129101513358e-08,0.15629523360113234,0.22066518576597985
1000,0.29892088280884843,0.17536278315153186,0.05365449073690326,0.006133408786915211,0.048014084132612024,0.002976940629607898,2.498229001255121e-08,0.15504144662434716,0.2605900709184593
1100,0.28002598529657774,0.15562289497877213,0.045732544091140935,0.006962154130319214,0.05850730352818869,0.003911665692098162,3.705500342929367e-08,0.15080382755928518,0.29876234319780764
1200,0.26048694878376993,0.1386487595954129,0.03809137185952386,0.008750831030744435,0.06913830739116299,0.004970225496224226,5.2634190858182536e-08,0.14452140242014716,0.3346807709750936
1300,0.241047391128107,0.12397356562967489,0.03358103052090555,0.010560950347815148,0.07967720092090001,0.006144590507154226,7.21412775223326e-08,0.13694449806445644,0.36807959063259943
1400,0.22219412216015183,0.11110284936981202,0.02875696516888976,0.01281209070162915,0.08993496887082347,0.007426146508291477,9.596845765285056e-08,0.12864649652298082,0.3988612177377599
1500,0.2042048600612129,0.10000316499377634,0.025624055820878792,0.014543870495636536,0.09981160488602542,0.008806158440591204,1.2447718475926865e-07,0.12004981354619089,0.42704210414071114
1600,0.1872583895166965,0.09002934793572849,0.022673288655677692,0.01615818256841473,0.10921149494970417,0.010276060195563081,1.5799846147418783e-07,0.11145517024242264,0.45271216014396165
1700,0.1714220347416539,0.0811009312741379,0.02032443802612262,0.017887196236569307,0.11802336760759745,0.011827687698895875,1.9683396991763578e-07,0.10306884716075476,0.4760057562966849
1800,0.15672611758723623,0.07350455616221742,0.018372489701915417,0.02031961988036418,0.12630587584835398,0.013453361645295226,2.4125726275769924e-07,0.09502586145246164,0.49707953028702967
1900,0.14314959535136584,0.06669844286271179,0.016056652789595584,0.021385208405301944,0.13395874929142246,0.015145938191751935,2.91516070119532e-07,0.0874089041525639,0.5160994050170914
2000,0.13065727261159835,0.060266698762160946,0.014044621283201436,0.023145727655628532,0.1410443200094955,0.01689883955196788,3.478338665185116e-07,0.08026289986707054,0.5332325499784581
2100,0.11918493666265191,0.054662589989968605,0.012914406150972793,0.0247379202070807,0.1475837417476879,0.01870602833341406,4.104119069348048e-07,0.07360617962120777,0.5486396464775715
2200,0.10868104816730027,0.04950873683265194,0.01174845696253591,0.025956705522044342,0.15352755631313586,0.020562003816604186,4.794313796884455e-07,0.06743877720679664,0.5624734951944126
2300,0.09907524201679363,0.045024599856596514,0.011005345821959023,0.027043661403682306,0.15899140612114465,0.02246175013034891,5.550547159057962e-07,0.061748484645156095,0.5748754820058364
2400,0.09030647913077502,0.041147306373050106,0.010132926656241388,0.028449075366888177,0.16393816372864098,0.024400699687247424,6.374278140380281e-07,0.05651538660385673,0.5859774460451884
2500,0.08230728328701123,0.0369996258290909,0.00942616443743586,0.028996138776188573,0.1684507468570148,0.026374722060416862,7.266809643122515e-07,0.051714755434792564,0.5958995828936254
2600,0.07501818149455802,0.03365279075362732,0.007611399221404643,0.030464823289370092,0.17251423371879218,0.028380064556257203,8.229309291774372e-07,0.047319463461996704,0.6047512255357187
2700,0.06836810800389936,0.030621609035611074,0.006974099195348338,0.030683447038313515,0.17620358027986197,0.03041330745698215,9.262816303932434e-07,0.04330140781604232,0.6126325307094898
2800,0.06232496168558132,0.02814065633238773,0.00637292986329543,0.03166741112732186,0.17949654270399368,0.0324713745312284,1.0368256670053446e-06,0.039632590825024426,0.6196342423737918
2900,0.05681193688134425,0.02526289670177403,0.006066289894613563,0.0326248256024495,0.18245845409506117,0.034551462233711076,1.1546453140649473e-06,0.03628579582968853,0.625838074463491
3000,0.051807938120928085,0.02314493343744633,0.005703143727521286,0.03318729409477776,0.1851225764191751,0.03665103205508996,1.279813554358553e-06,0.033234971346683406,0.631319107343722
3100,0.04724377126936769,0.021314365469723408,0.005452513224259873,0.03333151905773544,0.18753267386389402,0.038767789805411075,1.412394646401805e-06,0.03045554811205828,0.6361439404305229
3200,0.043102131812875505,0.019054655128511712,0.004043479725644366,0.0341114768843207,0.1896352648902086,0.04089963548246016,1.5524453603666375e-06,0.027924482371957094,0.6403744400947418
3300,0.03932930967790483,0.01731065952367095,0.0041560032923940214,0.03498889343786799,0.19154097876510853,0.043044691177821975,1.7000153733203985e-06,0.025620372987264613,0.644065727305708
3400,0.035899405740121466,0.01603831617142878,0.0038229812523962645,0.03539730358856563,0.19320817239163934,0.04520123739316218,1.8551480217096851e-06,0.023523456744417352,0.6472676737909153
3500,0.0327870832284694,0.014402426970778835,0.0031946047382509445,0.03523443180733067,0.1946837875992968,0.047367704652611566,2.017880991609401e-06,0.02161545267837966,0.6500259861924055
3600,0.029951337797193736,0.013385501255724639,0.003483656286184464,0.035449400874917485,0.19596332504171815,0.049542697254189354,2.188246547228986e-06,0.01987962681184339,0.6523815467537625
3700,0.027374681848143703,0.012050623023020627,0.002434811752819849,0.03615115694415908,0.19708973679749323,0.05172492599703672,2.3662724402512428e-06,0.018300588638544384,0.6543721428813515
3800,0.025026100186402996,0.01089124742974593,0.002092834580968019,0.03640892779335873,0.19808158853958982,0.0539132268118095,2.5519819990953457e-06,0.016864324079366586,0.6560313790933198
3900,0.022897258569975903,0.010311505526068049,0.00276188231452293,0.03698842006249835,0.1989354594173871,0.05610654580250422,2.7453947303339175e-06,0.0155579908762769,0.6573896568388868
