miliseconds,AC_active_cyto_mem,G_GDP_cyto,G_protein_cyto,G_a_s_cyto,GRK_bg_cyto,iso_BAR_p_cyto_mem,PDE4_cyto,ATP_cyto,AC_PKA_cyto_mem,R2C2_cyto,PP_PDE_cyto,BAR_cyto_mem,BAR_G_cyto_mem,iso_extra,iso_BAR_cyto_mem,MAPK_active_cyto,MEK_cyto,MEK_active_cyto,B_Raf_active_cyto,bg_cyto,B_Raf_cyto,PKA_cyto,AC_cyto_mem,AMP_cyto,GRK_cyto,PP2A_cyto,MAPK_cyto,PTP_cyto,PTP_PKA_cyto,c_R2C2_cyto,c2_R2C2_cyto,c3_R2C2_cyto,iso_BAR_G_cyto_mem,PDE_high_km_cyto,cAMP_cyto,PTP_PP_cyto,PDE4_P_cyto
0,-0.06141938731945855,9.116282129514301e-05,2167.3274512700314,1.0227526550110775e-05,-3.543720174831214e-05,-1.8243375642363185e-07,240.80000000192683,3009999.489750923,0.0,120.39970830133116,120.4,94.11493852828083,-0.021757993973526298,6020.990063613114,0.05124175397833365,1.281311335161487e-12,108.35999999996064,-4.012725249977748e-11,1.0120827388998013e-09,-0.026323526749347567,120.39999999831964,-5.1858649945860895e-12,299.95637319691696,3009999.1597416434,0.6019499525547166,60.2,216.7199999999969,120.40000000005658,-7.386648498247565e-12,0.0004515416428137783,5.994976738416513e-08,4.001844542321724e-09,0.11893593120898069,301.0,0.07838492738503224,60.2,5.553406195387494e-11
100,-0.10736097966029172,-2.5897784615820374e-05,2156.8985813219074,0.004340707713565218,4.3502905517935555e-05,4.8389487331934395e-06,240.80000000248933,3009998.6529951044,0.0,120.3998814744669,120.4,31.900919207135114,3.68110170649031,5913.303337231764,11.493290615206906,5.752579731298508e-15,108.35999999996196,-1.1169984549335916e-11,9.1868861126105e-10,0.03040788037398128,120.39999999995871,-4.6014640202067133e-10,299.91892690845805,3010000.725562589,0.6019499597554175,60.2,216.71999999999724,120.40000000000832,5.498576980500315e-11,4.5857210736826e-05,-3.45750162059265e-08,-1.5825146150731942e-09,47.23259518657877,301.0,0.7836497103440925,60.2,1.741757220360146e-09
200,0.3024833744850295,-6.559441772526418e-05,2151.323099169201,0.008018757763163966,-1.8680339614216674e-06,8.006524866951497e-06,240.80000000011609,3009996.6335703805,0.0,120.39937140264668,120.4,11.160878912507036,2.819434535653771,5875.232892463964,4.390784323425159,-3.1688550348341082e-12,108.36000000002991,-3.558608351407777e-12,1.463662268034826e-09,0.07570377087141608,120.4000000011466,7.384902456384089e-10,299.72403130632017,3010001.208311125,0.601937237829679,60.2,216.72000000000153,120.40000000007592,-5.450201755073492e-11,0.00019816459127434862,5.627910912183021e-08,3.952465906305076e-09,76.07147222857142,301.0,1.631659005203738,60.2,-2.1290261552726213e-09
300,0.2780265062194012,0.00015670640143435925,2149.267514987729,0.010162456731375075,-2.0177707842854453e-06,9.488701712034455e-06,240.7999999981858,3009997.6749923173,0.0,120.40014045834539,120.4,4.1311202778195035,1.7701665625578908,5861.329495846406,1.6973596380012936,-2.122397942310755e-12,108.35999999996578,1.0920682244151766e-11,1.2121429691479902e-09,0.10339290482772116,120.39999999980172,6.962044839629785e-10,299.7569485601634,3010001.7515671114,0.6019885434367083,60.2,216.72000000000105,120.3999999999285,-7.00093019790451e-11,0.00012334241714124182,-5.48900206643101e-08,-8.305156094081823e-09,86.5120843139748,301.0,2.16827669231176,60.2,2.0636030238836113e-09
400,0.7392279305995455,0.0002673110807802018,2148.821740031565,0.010957564399151791,5.978029346938156e-05,1.0415396052989496e-05,240.80000000109575,3009995.7004312915,0.0,120.39925112936321,120.4,1.5456930574146053,1.182539181033537,5855.848528857028,0.873868453795705,-3.003309062184746e-12,108.36000000002376,-1.3610365558577648e-11,-1.5001682455552247e-09,0.1254143073146251,120.40000000010619,-8.553395799611035e-10,299.508721799343,3010001.5352680716,0.6019603338603903,60.2,216.72000000000315,120.40000000001092,2.2182025069070108e-11,0.0007789966962007568,2.358035963383862e-08,3.652170886905599e-09,90.45964438124653,301.0,2.5416216517278913,60.2,-3.4306469163098536e-11
500,0.8983015791047739,0.0001454900296931297,2148.391741098539,0.012526334107955063,5.209001140892061e-05,1.096135410469217e-05,240.7999999990697,3009994.578916453,0.0,120.39913576559475,120.4,0.20391986370390577,0.8516527535423665,5852.0482458539445,0.5204934795658214,1.8029648721937122e-12,108.36000000000193,-2.2484808021850502e-11,9.569513503190743e-10,0.16541839958876925,120.39999999968417,4.97234358957921e-10,299.2252880863739,3010002.679940889,0.6019142933153749,60.2,216.72000000000088,120.39999999994475,1.761793141234696e-11,0.0009456283915521413,9.44107345147383e-09,6.206815337274034e-09,92.89335344289671,301.0,2.9508515609068042,60.2,-2.7742095237979123e-10
600,0.9730423262912814,0.0003388471929427452,2148.335809025128,0.012618289495052162,0.00010520579642452823,1.1218322874749103e-05,240.80000000033246,3009994.9059444987,0.0,120.39883401571727,120.4,0.15064458042923937,0.6804921031564916,5852.390244342942,0.4024289194974282,5.390300977006859e-13,108.35999999998323,1.8265249629905506e-11,-5.828096219035324e-10,0.19668246001105677,120.39999999959355,-7.602052454083156e-10,299.1108199309992,3010003.2322670445,0.6019698369269381,60.2,216.7200000000019,120.39999999998456,-2.5643149824851217e-11,0.0011919177836836937,1.3430502686532391e-08,-3.1042873429925087e-09,92.49998112152177,301.0,3.2354043289073684,60.2,1.2224090989410223e-09
700,1.302229969553825,0.0002875591783904151,2148.173294575438,0.013991011584267877,8.33497517582999e-05,1.1542464936452625e-05,240.79999999878555,3009993.819822186,0.0,120.39846676830034,120.4,0.6988500663976482,0.629288710403767,5850.887272106522,0.3954304504187387,3.1096805864918862e-12,108.35999999998187,2.6725005571366817e-11,1.275388673219795e-09,0.2646103492245817,120.39999999998155,-7.042804711915067e-10,298.8033191875741,3010003.0093047936,0.6019599161092324,60.2,216.71999999999915,120.39999999996976,4.842417232108972e-11,0.0018067180380421926,6.673256423068046e-08,-5.320557219979945e-09,92.54894273797524,301.0,3.4879292543212337,60.2,-6.712772144003031e-10
800,1.3748965907382427,0.0004919066506007416,2148.2020629649396,0.014578438481517771,0.00010203285158909388,1.1736931003532553e-05,240.79999999895375,3009992.2112669586,0.0,120.39728693293812,120.4,0.3266940464393316,0.6136525216268909,5852.9208281458095,0.29185318519403136,9.572319762674373e-13,108.3600000000568,-3.473963713639897e-11,-5.769792389286692e-10,0.34218924270403916,120.40000000088764,-7.564271100680962e-10,298.6042537316806,3010004.3797288258,0.6019114338551319,60.2,216.72000000000003,120.39999999995241,6.621323841327737e-11,0.0019153283170720023,-3.6001491407280394e-08,5.8236759431469185e-09,93.6033557368011,301.0,3.8285433932817976,60.2,1.8694425568746142e-09
900,1.5633857927549646,0.000507096763895048,2148.24124567316,0.016435339576512095,0.000144959539461732,1.161206341062794e-05,240.79999999979322,3009990.0254233666,0.0,120.39688829010073,120.4,0.11839580242202548,0.585229311296819,5850.8791280262085,0.32014567704459856,1.520132995572279e-12,108.35999999998296,-5.660579512628187e-11,4.488043121628436e-10,0.3870267452480745,120.39999999916249,-8.550323144312704e-10,298.2707683383692,3010006.2391317114,0.6018534303906753,60.2,216.72000000000278,120.40000000005114,6.61499237923979e-11,0.0022874033262999163,2.4666190665490816e-09,5.564331526020875e-09,92.45495211468597,301.0,3.8440964545727354,60.2,6.473151888346774e-10
