milliseconds,AC_active_cyto_mem,G_GDP_cyto,G_protein_cyto,G_a_s_cyto,GRK_bg_cyto,iso_BAR_p_cyto_mem,PDE4_cyto,ATP_cyto,AC_PKA_cyto_mem,R2C2_cyto,PP_PDE_cyto,BAR_cyto_mem,BAR_G_cyto_mem,iso_extra,iso_BAR_cyto_mem,MAPK_active_cyto,MEK_cyto,MEK_active_cyto,B_Raf_active_cyto,bg_cyto,B_Raf_cyto,PKA_cyto,AC_cyto_mem,AMP_cyto,GRK_cyto,PP2A_cyto,MAPK_cyto,PTP_cyto,PTP_PKA_cyto,c_R2C2_cyto,c2_R2C2_cyto,c3_R2C2_cyto,iso_BAR_G_cyto_mem,PDE_high_km_cyto,cAMP_cyto,PTP_PP_cyto,PDE4_P_cyto
0,0.0592294901629291,-1.3354696540438238e-06,2167.2596172214176,-0.0002568316593876544,-5.6100896253776825e-06,5.314847151176958e-08,240.79999999939773,3009998.75125993,0.0,120.39954763306136,120.4,93.56861950935077,-0.016798224858758048,6020.4574691890875,-0.027569282057802298,9.250984587334839e-13,108.35999999994898,-4.550205339048971e-11,-1.283561589670565e-09,0.00952361146023231,120.40000000136322,5.677930069665252e-10,299.88297572427484,3010000.063117588,0.6019990022642921,60.2,216.7199999999998,120.40000000003766,-4.579198345810459e-11,0.0002381273535409574,4.925469786706284e-08,7.936790071279936e-10,0.42100311139654406,301.0,0.0484705643821096,60.2,4.5826737438934617e-10
100,0.006690269355028734,-2.242345399858349e-05,2156.87040687311,0.003998700296438956,-5.435584308000532e-05,4.476977384745898e-06,240.79999999863642,3009999.8848437285,0.0,120.39965341627648,120.4,32.224261385040876,3.6735384334282455,5914.433080432418,11.528770401937736,-6.494400014016818e-13,108.36000000000605,-4.288689014421842e-11,7.704737275342937e-10,-0.023437785162957643,120.39999999838913,-1.9334397852838538e-10,299.9764126840685,3010000.3122796663,0.6019559575150458,60.2,216.72000000000097,120.40000000000417,6.333755432137177e-11,0.00044718903027853344,6.116697924296249e-08,-7.247444022626585e-09,47.373260332175,301.0,0.8716369470018275,60.2,-4.817876899774876e-10
200,0.1118405391164382,6.1019625933261555e-05,2151.2577495914866,0.007788740690772223,6.225924972559223e-05,8.1380848835699e-06,240.80000000244914,3009996.771939286,0.0,120.39988970016418,120.4,11.369505317444482,2.8510951149225265,5874.4323341312165,4.444538136979855,-1.0951580314411753e-12,108.35999999999821,-4.9124395959975126e-11,1.1132034907041851e-09,0.023979239225327773,120.39999999909118,-1.5291074084436713e-10,299.93535996118567,3010001.5667118584,0.6020066387287603,60.2,216.7200000000022,120.40000000002149,6.34423838560566e-11,0.00047258617702498743,-5.1715149125318235e-08,1.066373933622672e-09,76.39860433990886,301.0,1.4479619528532253,60.2,-7.720274622447631e-10
300,0.20254841249126268,0.0002477980940752546,2149.4795859948044,0.009247116093757283,-2.3269249139867106e-05,9.730066229388991e-06,240.79999999962172,3009995.81195646,0.0,120.39938999252072,120.4,3.2033467229972508,1.7776333116117171,5861.673449819157,1.6856394654637092,-1.1748947362280838e-12,108.35999999997485,-2.1279198791406708e-11,-1.6145672888943892e-09,0.09295062615985585,120.39999999875988,-7.737747933469347e-10,299.6536243985354,3010000.873024087,0.6020014256744965,60.2,216.72000000000298,120.40000000000776,1.991873912901776e-11,0.0007289093160875119,1.4427553027496405e-08,-5.279751052583107e-09,86.96225095955788,301.0,2.20504291688414,60.2,6.537810635720516e-10
400,0.45762791787537693,0.00029314810478326515,2148.534336672797,0.010507043384165521,4.0394970525258954e-05,1.0585948043458465e-05,240.80000000068077,3009996.9871810055,0.0,120.39939821924712,120.4,1.673085195216514,1.158205756329981,5855.3220755053335,0.7365165729339137,-2.064009428079884e-12,108.36000000001108,9.849665417221998e-12,4.766550993072553e-10,0.15568459610981905,120.39999999981201,-1.4706016497719935e-10,299.51667022439483,3010000.8584178584,0.6019294657896801,60.2,216.71999999999906,120.40000000004245,-5.92107939833518e-11,0.0011996683197700241,2.6279213406425878e-08,-6.659340096365968e-10,90.07768757704213,301.0,2.5511625995705303,60.2,5.077155837811588e-10
500,0.9180750905158733,0.0003190348072213884,2148.3655809376055,0.012084429696138205,2.8125989977380996e-05,1.088453011419791e-05,240.7999999976317,3009994.667557263,0.0,120.39943920715096,120.4,0.2591437482377035,0.8751221924563811,5852.10126733594,0.42024682863425095,-2.845258055322386e-13,108.35999999998776,2.18708504289635e-11,1.5653432130222296e-09,0.15601687222913627,120.39999999832897,-5.002029337294325e-10,299.22120840116656,3010002.6606756216,0.6019084266774102,60.2,216.71999999999696,120.39999999994583,7.347503243858193e-11,0.0006234297705591909,7.491611754344892e-08,-8.169054430081119e-09,92.6831531115903,301.0,2.8342701418836547,60.2,-1.8674600369189908e-10
600,1.0057765974432897,0.00032975030584935525,2148.322953194251,0.013873161090444515,6.928888994153513e-05,1.1147875240580537e-05,240.80000000181568,3009993.6466350495,0.0,120.39831738652413,120.4,0.21913509211153864,0.7116952462466009,5851.779269725547,0.37225245347215385,3.022868309596737e-12,108.36000000004005,-9.404199048811943e-12,7.013984848274276e-10,0.2346268279279105,120.39999999974596,2.428444033730806e-10,298.98677888262284,3010003.048528031,0.6019136094249211,60.2,216.72000000000006,120.39999999992445,-4.476524270065677e-11,0.0015057629299002236,5.7632178515018267e-08,2.0355412429530923e-10,92.10770448573408,301.0,3.338639565661271,60.2,2.5145648902391562e-09
700,1.1370482961394266,0.0002961291420400559,2148.072547486614,0.014082283422634966,1.908030074418118e-05,1.1321619355319991e-05,240.80000000207878,3009993.0756644164,0.0,120.39860512932792,120.4,0.6611940556150198,0.6132767742000766,5851.9642812761085,0.4258990630079238,1.817083563568389e-12,108.35999999994853,-2.93107278579646e-11,-1.320644767960735e-09,0.2565223759777762,120.39999999850866,2.372480181306506e-10,298.6557361595775,3010002.9066432454,0.6019235158840552,60.2,216.71999999999724,120.39999999999057,-6.6737300429001e-11,0.002259214990791895,-5.036858619332499e-08,-7.187560040953583e-09,93.25303831560322,301.0,3.4447022330140844,60.2,-2.4404217138810385e-09
800,1.6082272288615829,0.00040840602826833363,2148.0750854322364,0.01461773767556601,0.00014160252765097175,1.1457199840360698e-05,240.799999999133,3009991.03613525,0.0,120.39725641175619,120.4,0.32275026978867993,0.6099910712380706,5850.806539105843,0.40089807002961664,-6.575928861701317e-13,108.35999999998208,5.439258465780515e-13,-1.3929695869337954e-09,0.28893714815002725,120.40000000013843,-7.14131170557098e-10,298.62627097340595,3010005.122097729,0.6019005481446219,60.2,216.72000000000156,120.3999999999569,5.0021364403238947e-11,0.00209108382352238,-4.1918096803762755e-08,5.066266509997685e-09,92.48662301743474,301.0,3.7720341509367468,60.2,-2.3545848778142916e-09
900,1.7342196765882425,0.0005671258307690075,2148.0626333819464,0.016382819943268068,8.208161956146581e-05,1.1898212490733483e-05,240.80000000021604,3009989.197535389,0.0,120.39770776031617,120.4,-0.36010139202320907,0.6007624028370897,5851.394559286022,0.3372375235447992,-9.824533250208962e-13,108.36000000003455,2.26448209663936e-11,-2.3969283505521683e-10,0.3747133632097238,120.39999999910043,-8.70404940776725e-10,298.4464457506703,3010006.0984173417,0.6018982792980389,60.2,216.71999999999858,120.39999999996,-6.413791823616537e-11,0.0026877593327469186,7.099902912197387e-08,8.53804607447641e-09,93.46511891539559,301.0,4.043499431690534,60.2,-9.262486170385321e-10
