miliseconds,AC_active_cyto_mem,G_GDP_cyto,G_protein_cyto,G_a_s_cyto,GRK_bg_cyto,iso_BAR_p_cyto_mem,PDE4_cyto,ATP_cyto,AC_PKA_cyto_mem,R2C2_cyto,PP_PDE_cyto,BAR_cyto_mem,BAR_G_cyto_mem,iso_extra,iso_BAR_cyto_mem,MAPK_active_cyto,MEK_cyto,MEK_active_cyto,B_Raf_active_cyto,bg_cyto,B_Raf_cyto,PKA_cyto,AC_cyto_mem,AMP_cyto,GRK_cyto,PP2A_cyto,MAPK_cyto,PTP_cyto,PTP_PKA_cyto,c_R2C2_cyto,c2_R2C2_cyto,c3_R2C2_cyto,iso_BAR_G_cyto_mem,PDE_high_km_cyto,cAMP_cyto,PTP_PP_cyto,PDE4_P_cyto
1000,2.0731480307404597,0.0007695620931705993,2148.1284674374033,0.016745696018929425,0.00020858041387736466,1.2127180074385591e-05,240.8000000014424,3009988.0749015943,0.0,120.39736951428513,120.4,0.0737821193335176,0.6030826772238651,5853.09020202495,0.40296997237813403,-1.7689637810547784e-12,108.36000000003783,-1.3972127663393109e-11,-1.1770264586476651e-09,0.409908763400264,120.39999999991754,8.430793255783328e-10,297.9660922648097,3010007.169658404,0.6018161045970061,60.2,216.71999999999997,120.40000000004596,-1.1595298121376231e-11,0.003155620759644999,-2.8930619073004754e-08,2.8440193520845084e-09,93.42641403021068,301.0,4.068434667083721,60.2,9.184026011348665e-10
1100,2.2161217720247945,0.0009446421238010809,2147.9009181522483,0.017878765239427555,0.0002232800092731986,1.2337709134385812e-05,240.7999999988225,3009986.2478941083,0.0,120.39624723276359,120.4,0.4537856187437754,0.6082772091407705,5851.4343533002975,0.3483419569994629,-4.838812918005946e-13,108.36000000001323,4.45393313965973e-11,3.5909094302377175e-10,0.4333717517009001,120.39999999959836,8.506145843484536e-10,297.67479839365745,3010007.708126027,0.6018496522547058,60.2,216.71999999999892,120.40000000005354,7.257470996209718e-11,0.0034489050192536503,8.227838770135238e-08,7.215451149107232e-09,93.07016734009909,301.0,4.4106022408012855,60.2,-1.091983654705383e-09
1200,2.3216425001645375,0.0011211151312564525,2147.8324917487666,0.019627924492055495,0.00027663870108760594,1.24815093627469e-05,240.80000000107097,3009985.7567501576,0.0,120.39571546567053,120.4,0.4459207544673181,0.6134721525718229,5852.061724987309,0.2494352243902269,-1.6928822302905174e-12,108.36000000004887,-5.4098585258383826e-11,6.037057405615264e-10,0.5145309321800206,120.39999999951522,1.1044289886945271e-10,297.7596431757957,3010010.515140586,0.6017888247740572,60.2,216.71999999999727,120.40000000006846,-5.478688039313141e-11,0.004427525424958433,4.547488626798219e-08,-7.623961644205536e-09,92.50984477419966,301.0,4.496204273638796,60.2,-3.182500597631293e-10
1300,2.7443394818654694,0.0012601120836860933,2147.8041960459263,0.019767053602817664,0.0002755761943580212,1.2852047975332301e-05,240.80000000243697,3009984.9826622345,0.0,120.3948205872048,120.4,0.35657699802437054,0.589085043579838,5852.490605345636,0.3814825483709209,2.490769606794012e-12,108.35999999998657,-1.4140994604998358e-11,-1.0621586354732637e-09,0.5304885885202957,120.40000000053273,5.649363424800666e-10,297.4990063472984,3010009.85911898,0.6016565469829164,60.2,216.72000000000313,120.39999999992732,-2.3535243422940298e-12,0.005141265294329516,7.443891590629953e-08,1.0056530603748421e-08,93.1754619008302,301.0,4.717431952853113,60.2,-2.12044079925378e-09
1400,2.7545225334863184,0.0012631866389933531,2147.9509433289427,0.020752582127029125,0.00034525872850498565,1.2856594233062547e-05,240.80000000076168,3009982.5557866017,0.0,120.39458585429887,120.4,0.469325502513452,0.5996910086312117,5851.20278834186,0.3884226776859023,1.030598445368403e-12,108.35999999997362,-1.1877313526615603e-12,1.4066071149616945e-09,0.6100497969310773,120.40000000116882,9.335990375388577e-10,297.0391600093487,3010011.8742930004,0.6016799979138177,60.2,216.719999999999,120.40000000003931,7.892453536360156e-11,0.005763182584330794,1.667695949591741e-07,-4.265195735714833e-09,93.50938099355344,301.0,4.739131166246642,60.2,-2.1702508953821194e-09
1500,3.1756167131959208,0.0013529857697955055,2147.755188437285,0.022364096532386475,0.0004386964236680551,1.3102665262281836e-05,240.8000000023156,3009981.517512537,0.0,120.39374909193972,120.4,0.5022775522421906,0.5612428593779025,5851.1219736985695,0.4031198276310075,1.7885452666359766e-12,108.36000000001194,-2.9698426357679677e-11,-1.577691310530793e-09,0.6451384857363798,120.39999999908255,9.078094963661309e-10,296.866029042098,3010013.2359134266,0.6015907208727463,60.2,216.71999999999986,120.39999999996266,5.542718747564748e-11,0.005854156318314241,1.930030533921942e-07,2.1034797126382136e-09,93.07352865604744,301.0,4.928672827852174,60.2,1.1781363872521669e-09
1600,3.3748936089759014,0.0015283776979451288,2147.798727212284,0.022560366217362616,0.00048794052526053805,1.3260593255522007e-05,240.7999999982006,3009980.5319379787,0.0,120.39342471938929,120.4,0.5004275990889704,0.5982996632219609,5851.896591338223,0.2747870079634228,2.0248607493404216e-12,108.35999999996405,4.935287928352064e-11,1.7324969424387501e-09,0.7116894377699745,120.40000000014678,-4.258531987844004e-10,296.56878563664304,3010015.8696568296,0.6015149219976546,60.2,216.72000000000003,120.39999999999391,-1.4246255803810459e-11,0.005941996143988795,1.865571630121902e-07,-4.365256332574021e-09,93.63745797736765,301.0,5.1654901466048795,60.2,-1.3735967257602901e-09
1700,3.5041052902602847,0.0016844437477394976,2147.6852779973124,0.024017888868326422,0.0004599656824100146,1.3609625272873644e-05,240.79999999907196,3009977.704089745,0.0,120.39259764954201,120.4,-0.25749659590721496,0.5887523637040294,5850.685952603468,0.2973776023994261,-5.912857386361195e-13,108.3600000000091,3.3527678841360857e-11,-1.0334413970075206e-09,0.7580070753794501,120.39999999856492,-6.518640779474078e-10,296.4761962309123,3010017.4728819523,0.6015330074560021,60.2,216.7200000000031,120.39999999999543,-6.901539669803987e-11,0.006959228655631653,2.4525322673176294e-07,8.269122630703865e-09,93.01897001901182,301.0,5.259670574547131,60.2,-1.9373114271439465e-09
1800,3.895331109886484,0.0018230820693118665,2147.6185203600057,0.024427411678347756,0.0006028473121522707,1.3964002016899542e-05,240.79999999989474,3009977.7183164544,0.0,120.3921950556029,120.4,-0.09731096500913838,0.5618861140223411,5851.913320659595,0.28729400135825117,-1.6890866339799714e-12,108.36000000001067,-4.584569800104068e-11,-1.3420619062715163e-09,0.7812968251884046,120.40000000127127,4.971999167977695e-10,296.08248934901883,3010017.5117943496,0.6013724167538549,60.2,216.7199999999983,120.39999999992384,-9.4019629152555e-12,0.0075734499004477115,3.0879639619367394e-07,1.3374703069841258e-08,92.53464503332185,301.0,5.337267209886304,60.2,1.6835456359200638e-09
1900,4.07053746673873,0.0019942976973220308,2147.736616038997,0.026161686726951117,0.000582401795064756,1.4130829267922143e-05,240.79999999928353,3009976.3444938282,0.0,120.39154336197294,120.4,0.17863291751418942,0.6006386325454699,5852.744189615559,0.2968799653022152,1.1381525724220098e-13,108.35999999995865,3.858489130950318e-11,-1.4797623607299875e-10,0.8034836140913667,120.39999999855172,2.6932698729053575e-10,296.07688505873665,3010019.747654427,0.6013331571717451,60.2,216.72000000000153,120.39999999994274,5.805816356040699e-11,0.008876176594621477,2.661696421776198e-07,1.7637218940111503e-08,92.37192688671945,301.0,5.633089739176635,60.2,-3.663896195848988e-10
2000,4.287181058890977,0.0021177543411418855,2147.4597736361306,0.026110151258972588,0.0006726194422321579,1.4113161928703177e-05,240.79999999917135,3009972.7401316212,0.0,120.39147593748264,120.4,-0.6190276034588068,0.5711428907719103,5850.89416532064,0.3169232625039052,-5.709172328750187e-13,108.35999999995698,-4.703044564147935e-11,9.265424925150161e-10,0.894596862109754,120.3999999993639,-4.2969846807305245e-10,295.68911158402295,3010021.825581048,0.6013526361935725,60.2,216.72000000000102,120.40000000000411,-1.4635004735648595e-11,0.00882103259141132,3.151548956425024e-07,5.478947750986378e-09,92.83573149297668,301.0,5.699103284321001,60.2,-1.1528383131443743e-09
2100,4.344386720060629,0.0023391983071138467,2147.4541153185382,0.02723676705853129,0.0008029092387461739,1.4393986659573961e-05,240.79999999721738,3009972.7731825765,0.0,120.39016483317742,120.4,0.6085800577715375,0.5632904178624115,5852.106889695563,0.3288809779048175,5.1703189558774864e-14,108.36000000003158,-3.3326323983792915e-11,2.0362922672881415e-09,0.9186226833710118,120.40000000095834,1.1682113726986053e-09,295.40069151313674,3010022.855676833,0.6012766213137454,60.2,216.7200000000012,120.40000000001992,2.1510841754720476e-11,0.010085770443024448,4.4357948252516046e-07,1.4167729679394416e-08,93.26358127189965,301.0,5.903563336102609,60.2,-8.57217817480809e-10
2200,4.6452362131360365,0.002423692634981364,2147.4445510829723,0.027801342546104345,0.0009066421153334152,1.4972258124776058e-05,240.80000000055801,3009971.324706538,0.0,120.38987986860916,120.4,-0.5189025958459644,0.5765118947613428,5851.473903731789,0.27403827703279476,1.1413008470441847e-12,108.35999999996892,-6.838934666625957e-12,1.923074288579256e-09,0.9694302935462326,120.40000000064124,1.2675469100250645e-09,295.1920923201888,3010024.881829403,0.6011116226388485,60.2,216.7199999999969,120.40000000002844,5.039604761818984e-11,0.010695474575134242,3.6881749202442853e-07,1.1483376647222762e-08,93.2548097017204,301.0,5.918045160224373,60.2,-6.79552879198761e-10
2300,4.767372250347966,0.0028223461869326815,2147.4979353788594,0.02917444954400845,0.0009636821608950814,1.5161214729037024e-05,240.7999999972318,3009969.626482447,0.0,120.3883909592585,120.4,-0.1174422219943374,0.5746689593816903,5851.759537889808,0.3775609725632669,-1.920721486649511e-12,108.35999999995936,1.7162773331833345e-11,2.2125569731354306e-09,0.9850441014474585,120.39999999954263,1.220327831776914e-09,295.0783507088985,3010024.3152676392,0.6010847724714,60.2,216.71999999999727,120.39999999992325,5.5991226387882633e-11,0.011284627058272666,5.60024080805532e-07,1.5578663864164065e-08,92.86754418924585,301.0,6.090494842846104,60.2,5.315696868300939e-10
2400,5.198303702408802,0.0029003368477442605,2147.2512151957267,0.030048959668965522,0.0009865606731893817,1.5151566094622734e-05,240.79999999888994,3009965.5576586844,0.0,120.38783956490644,120.4,0.12882601599728252,0.583257783781646,5852.741839721713,0.3988991862753868,-1.462385814556652e-12,108.36000000001154,5.656359401236479e-11,-5.929376719262797e-10,1.032321608415394,120.39999999872565,1.4009762545721957e-11,294.85617688688836,3010026.7137316824,0.601018910677041,60.2,216.71999999999758,120.39999999997649,8.491254066079363e-11,0.011784524595661983,6.103773733314227e-07,2.2977369397203507e-08,93.08368347375531,301.0,6.221141940834722,60.2,2.9970897507862525e-10
2500,5.454998550755454,0.003150751226908095,2147.4388254495234,0.03176492810483495,0.0010533745467459481,1.5343520825969767e-05,240.79999999980976,3009965.141606613,0.0,120.38749688393032,120.4,0.3430949296993267,0.6040350693485169,5851.978490205734,0.348466506747188,-1.226873630687826e-12,108.35999999997802,-8.574432606214306e-12,1.996762817224871e-09,1.0707249565331576,120.39999999925512,3.440682017836272e-10,294.55482755166685,3010029.173913664,0.6008835167039789,60.2,216.71999999999903,120.39999999988694,3.3453831693325916e-11,0.012014310862774826,6.185213452591661e-07,3.423213107952764e-08,93.4420598015927,301.0,6.435099989137131,60.2,4.242646407008048e-09
2600,5.429181899387728,0.0032847274200662017,2147.4709393558855,0.03234733864545769,0.001213809117943854,1.5606894078907267e-05,240.79999999759968,3009963.7936601774,0.0,120.38627395598458,120.4,0.6880484306183634,0.5631100474543295,5851.404875072791,0.3406609479706481,1.3045041501189402e-12,108.3599999999838,3.6981526139908786e-11,-8.836087754973891e-11,1.1537592342108374,120.39999999766125,1.427875965555475e-09,294.56297939865175,3010029.9935874227,0.6008320280603148,60.2,216.71999999999957,120.39999999997427,4.7393392650135925e-11,0.0137953110515675,6.513880559383399e-07,4.251417973106055e-08,93.02872039683753,301.0,6.683398423503675,60.2,2.6038953989828907e-09
2700,5.865413481921596,0.0035414255323800285,2147.1623456999096,0.03338472136541863,0.001254158912772852,1.5921435404164368e-05,240.79999999671892,3009960.0134907495,0.0,120.38612564208455,120.4,-0.506437910426731,0.5784855657197308,5851.968338466463,0.2566635741636373,8.722215499266103e-13,108.36000000001975,5.725795106445546e-11,3.0181187048727873e-10,1.2088786350498315,120.39999999952695,2.469484287692246e-09,294.3075038737362,3010033.679168348,0.6007267127255367,60.2,216.719999999996,120.39999999990923,1.1501189801909131e-10,0.014037477874724126,7.427832727824943e-07,4.3244860423700415e-08,92.80486361735268,301.0,6.781550418786872,60.2,2.9316293600763663e-09
2800,6.14085233208394,0.003686903597592744,2147.3116657749415,0.03338614139786452,0.0013693830740102745,1.6162494954157597e-05,240.7999999970776,3009959.136056665,0.0,120.38479379466615,120.4,-0.20708335573819156,0.60371224162663,5850.708904419366,0.384257350595056,2.6075097581141655e-12,108.35999999992707,8.876950122951688e-11,2.251313059629e-09,1.2094085348408103,120.39999999873886,1.72868782203509e-09,293.8198660210933,3010033.0354812834,0.6006921525567328,60.2,216.719999999999,120.39999999993927,8.422925506403322e-11,0.015364726479446807,9.059272855504531e-07,4.481801072942945e-08,93.74568405596222,301.0,6.810987006125096,60.2,4.0058540020229085e-09
2900,6.372994250289927,0.004120427520983874,2147.2317827750016,0.03499436729440313,0.0013871097376363963,1.6364252262116725e-05,240.7999999962715,3009956.0954584894,0.0,120.38449090340546,120.4,-0.21992288225324066,0.6035162534292926,5851.259753232637,0.2449653138582281,3.003282264462435e-12,108.3599999999581,8.999211912487339e-11,1.4729333088108338e-09,1.2968938526072358,120.39999999694052,3.5196973445593665e-09,293.8773153409376,3010035.1413713708,0.6005371531442107,60.2,216.72000000000065,120.39999999983193,8.114329972751977e-11,0.015647902387786766,9.656090231991081e-07,6.586984587715863e-08,93.62122747679427,301.0,6.890785947786596,60.2,2.330536857464645e-09
3000,6.546538800674646,0.004240203637181045,2147.251100169434,0.03520911056219661,0.001511325511364156,1.689350608770666e-05,240.79999999566246,3009953.955701882,0.0,120.38354969866965,120.4,0.6946058550482223,0.6038674991790896,5851.439269687993,0.26706551672695844,4.04795430807568e-12,108.35999999992775,1.1256035332503276e-10,5.718251861851981e-09,1.3461244908229568,120.39999999738582,2.5993908178743683e-09,293.6749747244677,3010037.888266432,0.6005134054888759,60.2,216.7199999999967,120.39999999982136,1.983629461416337e-10,0.016562524010482162,1.004983731830452e-06,7.228507120986784e-08,93.69626249651107,301.0,7.167225407079362,60.2,5.51245110719275e-09
3100,6.641372343798398,0.004367290063332107,2147.2263755970807,0.03680516591328369,0.001576066372388743,1.7091515413183364e-05,240.79999999183335,3009951.496137868,0.0,120.38271824458124,120.4,0.2303345785549849,0.5699523747940174,5851.30123338551,0.2547642821499475,4.916221503523753e-12,108.35999999988631,5.3375856357116094e-11,4.453094534482484e-09,1.353510801846117,120.39999999475015,3.241793121524615e-09,293.15678708365556,3010039.783756474,0.6004192831787487,60.2,216.71999999999724,120.39999999978156,2.0907458904262525e-10,0.017878420368722222,1.212274737033941e-06,7.07515454318584e-08,92.43804830340494,301.0,7.324130156138317,60.2,1.0083512632533936e-08
3200,7.008188739806654,0.0045788713177078045,2146.9149591901896,0.03751935081678612,0.0016820453156434693,1.7139081218393654e-05,240.79999998821043,3009950.808030888,0.0,120.38215601678576,120.4,0.3510123088761798,0.5967737137651158,5852.487340670019,0.2734889227916718,4.468227162875823e-12,108.35999999988611,1.824537968371628e-10,6.854810036632196e-09,1.4394370821933913,120.39999999344185,4.291510130015528e-09,293.1953747331357,3010042.560586466,0.6002699951396693,60.2,216.7199999999917,120.39999999968582,3.397573132944926e-10,0.017824544368284935,1.2354791511242148e-06,9.308541993404122e-08,93.75641920344881,301.0,7.4267959254819464,60.2,1.1473820296548555e-08
3300,7.054139773892435,0.004899287535461834,2147.0352030097815,0.038422073414686495,0.0017783804416936068,1.7503992005983822e-05,240.79999999010568,3009947.5882445304,0.0,120.38059040406421,120.4,0.2633552958502233,0.5654404596382877,5851.454443866958,0.40653925613052855,6.05279781486017e-12,108.35999999977709,1.5759881373949968e-10,8.645190757053096e-09,1.4572788624649957,120.3999999906271,6.084714620335908e-09,292.8837496415907,3010044.965879325,0.6002264672559294,60.2,216.71999999999161,120.3999999996853,3.8800180629761273e-10,0.018845474631305304,1.4539588370005271e-06,1.0978846319382752e-07,92.44739095193809,301.0,7.540891859644973,60.2,1.0107086764064333e-08
3400,7.375209777811202,0.005158662914644789,2146.93577005909,0.040244565367048006,0.0019123224535895031,1.7844398338296014e-05,240.7999999869828,3009946.191185499,0.0,120.37947342933104,120.4,0.538999146129414,0.5681054331010877,5852.1816702994365,0.29960653855998254,1.0548525786074089e-11,108.35999999978938,2.0021599830048647e-10,8.81670310380485e-09,1.4899066231999316,120.39999998945599,7.61236218199587e-09,292.6739430792632,3010047.0535797067,0.6000712377846276,60.2,216.71999999998744,120.39999999962718,3.930246731473767e-10,0.02019736468694211,1.6185793388788486e-06,1.1993844484399617e-07,92.44004357933802,301.0,7.609207164973293,60.2,1.4964909124627335e-08
3500,7.609445676535182,0.0055553543419662975,2146.8576905937352,0.04008712351222399,0.002048359646714217,1.8024915616398607e-05,240.7999999810972,3009944.6541346023,0.0,120.37923164313106,120.4,-0.5388236073001846,0.6160871705462985,5851.120572390412,0.2452119875773207,1.0185028841313573e-11,108.35999999970406,3.2183380978670246e-10,1.2188990090484395e-08,1.5435074414414758,120.39999998861413,8.605667414168654e-09,292.4305233257073,3010049.421108663,0.5999256636849142,60.2,216.71999999998957,120.39999999940987,5.978673030846559e-10,0.020980407440230102,1.6429709916270541e-06,1.3014208971663877e-07,92.51012947759288,301.0,7.831273956514297,60.2,1.6953447276862254e-08
3600,7.902133260368114,0.0057044802183238465,2146.7444883544413,0.04234495533145274,0.0021312481749524675,1.8073444723685186e-05,240.79999998116926,3009941.1088530584,0.0,120.37777872117762,120.4,0.4933531708384135,0.5924958835800013,5851.556072551346,0.29498087921822236,1.632773290345365e-11,108.35999999967473,4.0406197152041694e-10,1.3493068521401013e-08,1.6105363209003762,120.39999998458323,9.522527782816518e-09,292.14372692033186,3010050.788734576,0.5998951945049843,60.2,216.7199999999872,120.39999999942883,6.667886100854571e-10,0.021949021482912907,1.8215734572726805e-06,1.4610215932827785e-07,92.96808910242322,301.0,7.882708038379904,60.2,2.0671207689233482e-08
3700,7.936128832608192,0.005885518411784748,2146.656827988264,0.04239413510290737,0.0022539082847044113,1.8690775847634116e-05,240.79999997309517,3009940.1049316903,0.0,120.37759819824132,120.4,-0.052823150155732836,0.59489570734058,5851.119940788011,0.29043831880971777,2.1926464462664127e-11,108.35999999957284,4.737286659569377e-10,1.6565929075574157e-08,1.639418719717106,120.39999998341544,1.1929977528991836e-08,291.8664691649615,3010052.254530768,0.5997634736441652,60.2,216.71999999998013,120.39999999917634,8.413374602307646e-10,0.02302547452978623,1.9838134591699993e-06,1.7160739263588137e-07,92.94909284116888,301.0,8.019707354379825,60.2,2.4595547001159967e-08
3800,8.162758481199502,0.006200837360897949,2146.858918855917,0.04398911555445146,0.0023384164426789515,1.864996728527676e-05,240.79999996727182,3009936.759145887,0.0,120.37592947154435,120.4,-0.30075966269237353,0.5923684247739768,5851.687158804365,0.24898138946715662,2.7517074677776245e-11,108.35999999942788,5.435189751706398e-10,2.09098883521602e-08,1.7094703443056265,120.3999999776682,1.3418935588091357e-08,291.5991990064436,3010054.6952800397,0.5996547624977182,60.2,216.71999999997323,120.39999999907657,1.0087584964619697e-09,0.024090863009258983,2.1022522561390085e-06,1.909458411642421e-07,92.35099582019966,301.0,8.193946086706303,60.2,3.0625728395720226e-08
3900,8.609995710123016,0.006511267547456763,2146.5711724583884,0.044979147016762935,0.0025074559544423585,1.8941188151834862e-05,240.7999999645083,3009933.7270691926,0.0,120.37495841812245,120.4,-0.4679351121547434,0.5851204505295324,5851.558121294807,0.3227204584027781,3.310011289568374e-11,108.35999999932682,6.777243666938068e-10,2.44792030419348e-08,1.7543250049523367,120.39999997676148,1.6221617094638298e-08,291.53935151567197,3010056.034629663,0.5994852775199374,60.2,216.71999999996902,120.3999999988931,1.1319865364635587e-09,0.02506092590597517,2.311854133853577e-06,2.2025446014257956e-07,93.66955772836475,301.0,8.28719641097993,60.2,3.531355639850557e-08
