milliseconds,AS_m,ASL_m,ASoOH_m,ASLpOH_m,ASpOH_m,ASLoOH_m,AS_c,ASL_c,ASpOH_c,ASoOH_c,ASLpOH_c,ASLoOH_c,ASpOH_b,ASoOH_b,ASLpOH_b,ASLoOH_b,AS_b,ASL_b
0,8786.512683593643,30.514867806883142,-0.008692396258866471,0.0028069126475257873,-0.0027007987414645186,0.0012112182670026472,-242.4160342047327,-2.3787646274552423,-5.414988667110255,4.372546551968532,1.4276172381849712,-0.046117162709965034,-9.218659639565399,23.83486907796891,3.85969277236814,-5.28721382409007,38.447126572213904,19.688536356588333
100,8794.557181532875,30.002682119266687,-0.013209471686705812,0.0018467694221173184,-0.0018214783652006823,0.0028343581991316464,-9.361346798736463,11.421059479851394,2.0544703105612614,13.488383879340176,-0.8650560837173978,0.526069348889012,-4.166459024820385,-13.989372340834432,-2.9550478769689814,-1.8229536426497928,1068.9392602059586,58.155156809692876
200,8770.960400837006,29.67813621991999,-0.018144150300533055,0.00042889085319905407,-0.0011472993933198054,-0.0058250083864132916,882.4887594261559,17.20291565669375,-1.5931110564848079,4.513753930889779,2.598321401297582,2.530405755928907,-2.199501727425037,-26.825004756958386,8.958474714842994,4.148861802439718,817.9611646394435,58.9416124513739
300,8777.459665185446,29.218400411944625,-0.011455141239576545,0.00017286985937765007,0.0019137755381813063,0.0018810867091521477,1008.1600600650856,39.24436529569694,-2.0641177320591306,2.558690608285924,3.0866795559467524,1.4080724739845718,-6.879380950886428,-22.751971362680848,4.696731589976611,3.2675595725809314,3476.260422347171,102.84987347531631
400,8750.471718287741,28.888746839752717,-0.01207748208715944,0.003058149212211539,0.003388581031528388,-0.0020728051923136017,1018.9442192451054,41.58921643560306,-1.6758374101075884,3.8616960077826112,3.7829677695541823,-0.7266053707883939,-5.204967937870665,57.108580670777144,-2.241049161570877,-1.4251189134729927,4398.996843950289,188.0453613072508
500,8748.682513588596,28.822114316546042,0.020063615002533158,-0.001679862740373139,-0.0012498584158132425,0.000801034977578522,1536.4574660162148,51.76061186277383,-0.8507117602619596,3.4287059232044346,4.278990063926494,2.5600117334204815,3.3704989029135364,25.077450815452853,15.82821825413886,0.2065684072703382,4728.789282805236,194.0576031425733
600,8755.193936980679,28.111561202824117,0.0017463188861792714,0.0026217385824435354,0.0033965799335772123,0.003004113953041823,1872.673195758725,61.502318136040465,8.301826046223926,16.04357568835847,5.766288999890079,2.748785004211548,0.7054475339753221,50.36065970975696,14.840843957468499,3.138092975583426,6759.081041078708,254.25257033170953
700,8732.573288894077,28.003690662976883,0.007570705292383604,0.0016102967567250734,-0.002290636015105936,0.00017990241689208098,2030.127409357417,75.15812450611445,0.2542921046465434,10.151907809899246,5.5657586147960565,5.96824085141294,13.243952301208239,23.770997194827455,25.75112119312845,11.918661263535542,5506.603727149264,256.89275710193056
800,8736.75175154618,27.582505242925805,0.014293073096259453,0.0034158941947309875,-0.0018226337726563833,0.0013022232221949932,2220.4157408095493,80.9519541967849,10.583284625910284,26.45447930233191,6.288077631828128,3.8159979744207715,32.811093108505666,29.763125995060044,28.654566568536133,10.15972196541875,6875.45430690105,326.02070205306444
900,8729.628987102424,27.347476654043533,0.01874660193416649,0.002192329663015591,0.004925250653384913,-0.0019040387258309542,2160.327446851011,89.7913048711686,13.289947561603444,19.30833519223885,7.254311437469622,7.808571292423184,27.1979929431108,122.29726710179159,35.61096893293268,23.37958434058487,9498.3378981181,308.8221872769947
1000,8701.467514807706,26.936510346062327,0.02213437496717982,0.003277624648823354,-0.000523742531744191,0.0023419748396134423,2634.8882650639034,104.33820293058334,12.853970255042253,15.777096013420758,6.878385729356684,7.732760079175163,20.35622295802447,129.93815923158158,30.556603225933085,20.155599541788458,9707.670657435265,396.15489836586323
1100,8704.205766292971,26.97022394563346,0.024888793563663726,-0.0005436560745217872,0.005124030529735365,0.007166707076598575,2983.037173323356,108.64890241971045,8.636197709666995,28.300860451888497,10.258644158163124,10.024266689080255,65.09474294702213,161.75368676992278,29.3772856000798,35.65859906105376,10661.344251288772,413.89227738748093
1200,8692.945236586775,26.673749088222422,0.029081321368723947,0.0006750319602782913,0.003804474733338594,0.01055954239561177,3276.832307527107,128.00285059733883,20.512101292347673,42.640093203122106,9.553356845788564,8.085036321680175,51.92815528640649,113.64834787228693,52.161490195095915,32.57522663149003,12027.555290152808,410.57610396114234
1300,8693.721602735674,26.457022903808724,0.025145065227037744,0.003636268546420426,0.002764154555835177,0.003951031079894461,3149.6866823073265,121.83257406308071,18.980009419651118,35.82060352594097,14.875549456215486,12.855158187814123,66.55747824185086,132.24785957061428,57.37389993330039,32.17088831640161,12700.55515932013,465.71724266903954
1400,8671.63989640284,26.08456688547095,0.011912886054994826,0.005989718995197072,0.0038038914914971162,0.009018131953354037,3847.1696670617966,131.34948475143756,18.132193233484394,51.463414935912255,17.148128107307002,13.136705449726453,54.156469841783746,225.9517466207419,52.587534326463995,40.2888922969006,11989.47204026341,462.93514578519734
1500,8675.446465940095,25.92390078885365,0.03324639510270255,0.007945847905339185,0.008529161448104573,0.010661964832621862,4103.076494477182,143.1652318160321,19.483565092465682,68.05812850373614,17.122326576908662,12.747019092379706,92.79701179124427,249.3312075737327,51.3731034523825,50.06247001512344,12841.145849521701,489.92326740916917
1600,8663.62452542646,25.62465615686157,0.013370192376943733,0.00598879861960423,0.006624612416528262,0.007282206886022676,4131.607690251922,149.38068028568188,29.40775062834404,60.3533867294601,17.009818415208024,15.778428083063131,85.46819085677495,242.65276090607543,61.75132091413791,50.397366487973294,14752.001640564931,523.0289666305953
1700,8647.97378107658,25.716091705683322,0.04770002521421564,0.007488880000123989,0.00449484483151673,0.01558813804402002,4613.5741118384985,161.42939608377242,29.688170500707397,62.33780837531809,19.780004736023162,16.097916464309538,113.48944100209359,213.66090349336307,67.3798423395121,65.25996542290456,15454.888705533145,578.5316942441517
1800,8640.937127341977,25.499310537582062,0.027513818559082318,0.008928022075802027,0.006620252260283543,0.012418793120480665,4982.508360307393,169.96246444759493,28.45459094858136,91.25502002131255,24.923676574874534,17.64506382507512,122.68891020554284,294.0950830875867,72.64980277097521,64.85809128698122,15498.459424268473,600.7084485133619
1900,8624.493091481601,25.202371787376624,0.053072249687757506,0.012113109556280524,0.012989824044321455,0.024791388999427715,4953.128445283948,164.10619624897208,30.41373541394694,85.5681805273191,24.10576304953498,17.633340569459843,111.6301319071852,335.7255793096949,80.01234379407691,73.5357468406022,16887.177753615215,594.6712528780803
2000,8622.155098815196,25.02791316805265,0.06576049323571459,0.00964234954401788,0.009561522537401397,0.026055187882949582,4916.142057066129,180.16058123893998,41.00818112355418,105.27819395826695,25.85968061010469,20.77316454801052,124.73162864456827,297.3543626304411,94.43314894108642,72.8412171800133,18786.238415294163,600.2416188580036
2100,8620.229477789819,24.776857812411265,0.07247920331717983,0.015066720201281074,0.01120583064518514,0.026065659666769214,5224.448488558975,177.35926430193092,46.1206133423805,105.0371571292191,26.666108009137332,22.132781841142773,160.68637850458163,364.00646986671876,103.80983546391612,83.6920622971177,19511.71355829636,648.9187092685628
2200,8606.839240991638,24.77868987009886,0.08975266173794264,0.012831547138109703,0.013957742400745272,0.0283534668100683,5914.649820596456,192.65270805337934,41.974854995848304,103.26827457508647,33.26896599345178,25.312438367713032,174.2134846118385,378.90377219505757,107.44794538904512,89.14633981093012,19893.702929673393,641.5189967271132
2300,8605.289706611526,24.789123836502775,0.0786404050889945,0.015198057664111034,0.012865989217439243,0.03444914495951545,5797.587174025914,190.12747875985986,53.214424120336595,115.80810543737131,31.324158777210897,26.49118397055771,166.63737098379437,413.1732477483798,113.0462584561029,89.39893496656586,19464.003227175097,705.3390034282561
2400,8597.588706577219,24.5282870608329,0.08105366014111828,0.01856696128827892,0.01769732236251781,0.03324091959524636,5796.636661471362,199.4828455196872,47.82371463083288,126.83849836390985,36.40078207003606,27.84617317628242,200.45234762675506,462.7632685538468,118.98371197510023,96.40291591571066,22128.80498001175,684.3841099766036
2500,8584.885525685197,24.434497441013523,0.10559460089702162,0.01953295818853934,0.0214495903874107,0.03556648053466579,6366.724935654662,206.1480738663978,58.61737445815508,143.2136164298732,37.94764245011732,28.540660004881882,180.23476089638757,469.28146962952144,132.9855641313798,94.53689097756921,22128.13115865511,687.345849433813
2600,8575.536459931249,24.427933771497568,0.10216375464732375,0.019636618280086254,0.02129298106199514,0.040163227544661215,6687.9553638441585,201.90218463700637,63.966425150805264,152.98770320043565,39.13404187966469,30.6846374599212,215.4585649847237,535.0036110384466,130.25679100142943,111.57019119652922,23929.12257757626,713.3963832742218
2700,8578.522856641392,23.956165820128078,0.13925753420808726,0.024354781607755616,0.020975739324804624,0.041859055866162315,6613.456604129759,212.65052511356677,64.24621937415576,159.25236090917983,40.50965710750208,29.959285554258734,231.52919405357986,555.0802555748729,149.14525375603827,106.82440556797496,23123.625160122832,736.9698110408848
2800,8570.292608482725,23.880460501231614,0.13670594470692227,0.024993761189500658,0.02709389809986602,0.045876991482503834,7155.520919877814,220.2681597672361,68.84080210334396,168.46926472361218,43.04562043036103,31.811484140349066,221.06992965795558,615.5630593760166,142.9777449224565,126.45446812830806,23697.950252464252,740.214576220714
2900,8556.517403543041,23.694110339397387,0.1455863055041993,0.03215273800477954,0.033290057235756086,0.057459921725983236,7335.942600232054,219.8811448773465,76.15964985700825,170.04853995593933,46.725558348582055,34.85795798389266,259.33744973049573,586.739757520627,149.41163750881077,122.33170902586193,25032.450621448646,772.3508405689978
3000,8547.451315515853,24.01769395181319,0.17663999706789318,0.030503298831873225,0.03378692186748488,0.06220574373574797,7119.35666207145,227.69616884713383,73.26749446138452,197.32310577399113,49.307708294641266,35.53251447401887,249.42921656582223,660.9103636929709,156.64091077974507,124.1313040938832,25614.820932004088,783.3607645461564
3100,8530.305934935477,23.758349314360913,0.19507896549529752,0.035151165143406965,0.036627950432969486,0.0631432863387074,7995.652953730554,220.70377506566595,76.74461359910973,198.6158270517587,47.690989117482644,37.30734158841468,267.18319570430356,720.9829797242614,181.9429482017921,137.80056838283267,27200.65621201589,791.2691264224845
3200,8524.633485076632,23.565020239471735,0.185699334018211,0.03589096244367076,0.036685150363160536,0.07225097236957621,7736.933296117638,230.47002553274328,84.78595924530548,215.40083444346544,52.59439792640041,41.96102987801805,284.54439775777854,768.3118299507266,188.6083693961056,140.2707026601944,28386.93085222793,796.5987682337992
3300,8526.932314542206,23.604433648880292,0.1991456788670818,0.03943719230218783,0.04200202252994803,0.06992165197483846,8192.539318043431,230.43656464052097,89.2907154045468,215.26455887925226,53.458616932766994,40.85247555734696,299.7599967551715,793.313017927624,188.78362122694188,142.1125307957253,29536.81404162268,836.6223844041995
3400,8506.895544267589,23.54420249113957,0.24825935904052499,0.04100678289863405,0.04508456988610143,0.0775943933907099,8339.804953935625,248.47005589536866,88.78430360771029,225.61626950887944,54.498559780138486,42.907890397599566,334.48012376974054,770.4351100714432,192.0261377530449,149.37256015574397,30315.738171207897,846.5532306261114
3500,8516.045317821056,23.274960517694254,0.25648505288289136,0.04761698368254864,0.04822660212886283,0.09141012875621411,8258.843934083574,246.19685062074979,100.0936042593513,250.1393612710132,56.96972375818191,44.34474470387014,361.4580516957789,848.485650460888,207.62389063457917,157.21212682515286,29954.421807478557,870.2722407665758
3600,8497.849907321892,23.371323256628354,0.25498313664646177,0.04783883411615701,0.051032069542112035,0.09749946504049674,8907.03061776864,248.58371141702364,101.9448369862322,259.1554431321261,57.186903739633344,47.402172464599026,344.9358582692216,903.468823256057,213.26226001039507,163.00881070927662,30830.191794910825,898.4203474303716
3700,8490.586103210966,23.534382087043696,0.30358992351359787,0.049680669640051967,0.056567017875454845,0.09733881520609326,9289.022511444817,246.07396218824155,109.86593414486813,267.1186967744146,59.741006523064655,47.27825515580728,375.09639984600267,972.1803561792083,223.72547873609977,176.33319774421017,32421.844120917922,900.0089824236883
3800,8474.730334852016,23.42917995655155,0.30818368774468746,0.05665498872326874,0.06516724589841148,0.1070827669794456,9462.30235725452,254.07286022628136,117.20361899721625,287.34673535585665,63.39868426680788,48.816598093880174,395.4855033055597,1018.6417679466194,229.713693351399,183.04128657384916,32947.86601999788,893.8083885508978
3900,8466.589880335177,23.016510206508684,0.3282285186755038,0.05712904477040764,0.06724758828919669,0.10742013170775411,9072.66824455985,257.8686693759529,111.65395834038809,283.8262198077776,66.38461083643092,49.85998098379806,398.73327119155215,1042.061775194512,224.06497201687583,187.91787660997667,33717.603292934946,908.0737712090715
4000,8472.058511761072,23.07891856777431,0.3501227736535903,0.06200987382570828,0.07354313980249125,0.11651208794048817,9354.826435544552,257.01497439703417,116.82292821615363,292.9312899408847,66.14251701625065,53.74675061002873,420.64603362101496,1088.5535577770606,241.10955058878753,190.58106146438112,33083.63714118022,922.3620663541483
4100,8465.83586003477,23.26809472432784,0.3997043702777733,0.06928245378819693,0.07379222402982548,0.12983906118578944,9677.484306345812,265.31197430813904,129.61885941237793,301.1061293875581,72.51248867569304,55.07922884623843,456.05535190461774,1127.9487590803972,253.6358858207781,193.75525285866777,34335.934810994884,953.0301704931065
4200,8444.080541271976,22.930412093032793,0.4245736284826333,0.07363152944966703,0.08079315344239923,0.13395324877329534,9720.072330567506,267.01318216996526,127.49077878704928,327.59839032810027,69.99682417108369,57.8982387188906,459.12118331674594,1131.4477088023725,253.49829250283193,196.906333374935,35053.380819802165,947.0401921647963
4300,8444.443000183193,23.269315374824448,0.42106360393095943,0.07637850661160014,0.08934200003393772,0.14478400401966254,9953.246701195465,279.5061847385948,133.7371606047164,322.00090617645674,72.89719575218413,55.31906766366512,484.66045430590214,1140.506587757141,259.227407282102,208.76502098530716,36421.13312739384,988.9969337244287
4400,8443.606741282154,23.209196841431666,0.4819066978890929,0.07949591384741707,0.09134147948366332,0.1439593171675048,10580.385103748951,282.8188646851599,137.4609017687638,344.7913694703292,74.84733095731474,59.16016503684513,500.2759406774928,1218.4797461768749,261.982739199243,213.9297875910207,38023.16909535563,958.6016158491592
4500,8436.928483347489,23.148343461521492,0.4840185058074697,0.08337545386634414,0.09882388033050421,0.15356072974745696,10320.39622351187,279.71268971926287,147.54788791422007,368.1459694094059,79.36890098427055,62.14325757851361,535.9308710211272,1275.6207071548163,277.66145694810837,206.86350132899753,38609.835017103025,1002.192411339601
4600,8417.849765513069,23.20855127279825,0.5095270336439102,0.09053910580277039,0.10435692258399085,0.16798647848085477,11154.839628706992,289.0844526180201,150.64096601226552,361.1807743926183,77.72160081043127,63.376400429909026,535.4263597638954,1342.9753067527345,286.72329131819765,220.8167690374255,38864.347296580316,977.5449360666819
4700,8414.771991883514,22.838034080866013,0.5316952268027024,0.09380408768787994,0.11001587791606882,0.17342327635968707,10782.823205687953,285.1508156816351,152.8617276506028,378.44648200770695,83.30417957382583,65.42649022577672,545.8783822529804,1391.6183424838312,299.74150621847633,229.29880565638604,39658.93622219035,988.1845506664001
4800,8407.819093847125,23.15655923849297,0.569495739573089,0.09507611672769385,0.11857268920794718,0.17646884942423577,11154.655514528728,290.0719649534701,162.17755565155207,399.1834519039319,84.42439129990518,66.57902002655753,586.345813092584,1394.4443210046072,294.7880727148183,231.08033123427205,40210.7099891099,1046.1271788140828
4900,8394.548924830877,22.86208195425856,0.6209929328865968,0.1031555232620261,0.12638542775799708,0.1837826177774914,11580.369261877438,293.37440244304577,165.05635215587873,415.5351671677456,88.35459623222125,67.94817078248,587.1609753903174,1413.221204963682,307.8609142171517,240.96921796409882,41324.42185188432,1047.4852389392895
5000,8401.576563771749,22.999796127744077,0.6298980029507848,0.10836045624590016,0.13269876597371236,0.1996507374075937,11547.888276636317,292.33530154178624,172.5680390151456,426.8208254659992,87.23259534736412,67.41152107285811,612.0947514822872,1528.810337950653,306.0419788672704,243.94357642698097,41408.90705940564,1051.7979880498854
