milliseconds,H,HR,R,HRRH,E,GQ,IP3,CHO
0,1.0000717444167815,7.944712639746978e-06,0.010039752916583235,-1.5562987988707337e-05,3.2705347703540215e-05,0.10001578903420598,29.60104173690922,0.002619723477838837
100,0.9982130342234091,0.00139798790196642,0.008188746539010843,8.051960571513815e-05,0.00017957519596243602,0.09987997200877193,137.96929690005976,0.06788517953284277
200,0.9969504703785269,0.00155851871800656,0.0070499528336864185,0.0002529245422038399,0.000470568454487507,0.09955934878619405,431.68084038696753,0.28022060037424334
300,0.9961292172053304,0.0015435455152349941,0.006068731318397067,0.000390674988230353,0.0007960607996884285,0.09927379331993308,894.6174836218427,0.39241601931651504
400,0.9956272642982146,0.001495907672751149,0.005620856860011977,0.000507637626758464,0.0010262153955495174,0.09902541400860462,1492.7564915727846,0.4169199379663293
500,0.9949080465639872,0.0014919908697405703,0.00482575649178677,0.0006119781113320223,0.0011575712227992155,0.0987765510049166,1971.402454571363,0.41882232484877535
600,0.9945218362609304,0.001450233181485982,0.004421421198800106,0.000664010054963392,0.0013664291582784678,0.09869321635061258,2404.693315658923,0.38707810815344834
700,0.9941420270269766,0.0014649346631023456,0.004210291997429781,0.0007540900953724936,0.0014590363989209743,0.09853658158832418,2606.3610043177137,0.3749108110114338
800,0.9937858223576191,0.0014376131153445708,0.0038861746651263677,0.000779504310403016,0.0015299389833050845,0.09843595458025899,2773.588191124965,0.35232520380752563
900,0.9936296368724812,0.0014512889402299328,0.0035637642946868458,0.0008476637197212296,0.0016043139875649688,0.09838754775704614,3107.4670411305437,0.33024014396670237
1000,0.9935738768436719,0.0014402956837568964,0.0033651971971528634,0.0008339973923749425,0.0016678013240694646,0.09829859799475307,3124.5736665624995,0.3094283961295254
1100,0.9934259897898425,0.001430357193533887,0.0034468786525589773,0.0008709066207853411,0.0017399610581513895,0.09830879561837996,3369.9193850810298,0.29860424918118483
1200,0.9932493758742417,0.0014228522575995323,0.003309684194047145,0.0008890936692268135,0.0017698973238487426,0.098235396368377,3543.401653128943,0.2959204276277576
1300,0.9930239040323926,0.0014121826861571804,0.0030334529880810556,0.0008972095507360975,0.001818497887129147,0.0981647099241811,3554.12860275916,0.2777492922665401
1400,0.993228929670501,0.0014040639883108562,0.0029689104238951546,0.0009383516002342602,0.0017817742153412087,0.09814598323101006,3507.5776732657673,0.273802300712236
1500,0.992946622023909,0.0013995799873445659,0.0030052096746370814,0.0009248560819934987,0.0018146302459099838,0.098125323837171,3704.033161291203,0.2730329949073205
1600,0.9928925762504639,0.0014042406607360017,0.0030653030607826403,0.0009251061263360751,0.0018781907069728284,0.09811155208652218,3596.4660284002553,0.2757082339683449
1700,0.9929885753658306,0.0013876368009064404,0.003060017317837139,0.0009454018851913444,0.0019058022419878137,0.09816480971365622,3718.996514283176,0.27251332146158214
1800,0.9928290941374521,0.0013881463044022732,0.0029469461968023997,0.0009551421954153286,0.0018525878867538524,0.09815449513566865,3685.5188169849325,0.2729415373159624
1900,0.9927896926382191,0.0014158150506947023,0.0027924018979354585,0.0009516457029542278,0.001846915177330004,0.09809916711543311,3726.196076694494,0.2640863128603811
2000,0.9929109307458737,0.0014174696612489644,0.0030048955626548364,0.0009441403743692845,0.0018950694512497083,0.09808442822467546,3831.3042308373733,0.27003407322039114
2100,0.9927456778740859,0.001413215387088239,0.0028036321394441063,0.0009820967500675842,0.0018858314713881674,0.09809666272491568,3863.445143622428,0.261795491667679
2200,0.9929480942708317,0.0014169623914366807,0.002891467421050529,0.0009910324497950417,0.001926992822535887,0.09814152392954223,3816.047910655012,0.26090982859366374
2300,0.9927927641080463,0.0014135906826735908,0.0027973942535611715,0.0009638851638155804,0.0018990982855088504,0.0981000567370966,3778.7877497698605,0.2642982969845983
2400,0.9927083259627558,0.0014147565672446415,0.0027118168791498056,0.000986296172957293,0.001924033036362761,0.09813173668211471,3854.2689809822123,0.2683902079524273
2500,0.992815789792601,0.0014111066856239522,0.0027322388229490137,0.0009576109686530151,0.0018728152380282574,0.09807392874205499,3840.2543797896387,0.26674547698557655
2600,0.9926984219988474,0.0013899274933327737,0.002947767554529318,0.0009724600058228553,0.001893250627829462,0.09808905628700569,3739.475018131683,0.26415092672977913
