milliseconds,H,HR,R,HRRH,E,GQ,IP3,CHO
0,1.0000069492056485,-1.3772131638235161e-05,0.010107697969674563,-3.482995467024412e-06,-2.2006283451708047e-05,0.09997050764055194,-73.1192977101654,-0.005884560630541494
100,0.9981533351812847,0.0013808852540467512,0.008313001229839995,7.850695384161768e-05,0.0001212637427772209,0.09989669877921009,-26.43313578356569,0.062372791181207386
200,0.9971411568281737,0.0015396488149094561,0.006984244158395901,0.0002583545001598825,0.0004795279356192474,0.09953819946491853,391.39002591751097,0.2772700933171663
300,0.9962857693272118,0.001550052794423241,0.006057314678841449,0.0004033252489925105,0.0007448206165918601,0.09927151992741562,891.4382134405771,0.39692317364167684
400,0.9956091952405856,0.0015045876582276527,0.005632854864409661,0.0005191200984266053,0.0009492757290143171,0.09899795641380696,1461.4452192289466,0.4239813591128997
500,0.9950387766235317,0.001498963745281835,0.004892221897058557,0.0006043011973996032,0.0011871764658191208,0.09883024713409207,2000.4342635552566,0.410368041933338
600,0.9944913420832415,0.0014695244470829176,0.004558961516871551,0.0006604840310130459,0.0012928115884437892,0.09867298348609255,2297.252488569456,0.3980195153202052
700,0.9942174991375411,0.0014667785209045378,0.004296591017756125,0.0007360251257659773,0.0014391177625683912,0.09855295051203503,2652.662653945369,0.3633561841519441
800,0.9937819036644613,0.0014429100621918451,0.003884547289050207,0.0008048796369647048,0.0015537599602806556,0.09843217286938187,2921.97415596323,0.34107614905100037
900,0.9937292495107439,0.0014352680916788214,0.0037401605878928518,0.0008447132671382055,0.0016247538361267725,0.09839280500093446,3022.7650591487236,0.32280342791355654
1000,0.9933834135516856,0.0014075824891709885,0.0035853675789991844,0.0008538077699062271,0.0016927732161150632,0.0983245104819246,3261.200067228691,0.3176122072616909
1100,0.9934676724720277,0.0014147492782610232,0.003361050512753651,0.0008793633998388142,0.0017537945172062383,0.09826097719448361,3247.6303643243896,0.30391868704287084
1200,0.9931691426658831,0.0014315709098005763,0.0032558406473666445,0.0009009782396582096,0.0017891183017152278,0.09820657971318367,3523.2675825935753,0.2873842903879697
1300,0.9930296966993776,0.001394454393941751,0.0031507829292767757,0.0009371804998355261,0.0017866290469774136,0.0982209440129114,3444.082298059058,0.27731823251954124
1400,0.9930293591085458,0.0013982748334712867,0.0030120983569487288,0.0009466241881435226,0.0018405645027989152,0.09815989293526338,3688.102485134874,0.27697992028204116
1500,0.9930613585512305,0.0014208735663537434,0.003044754091586801,0.0009281723518509152,0.001865928474522176,0.09812694665587379,3716.2395670555243,0.2770274565539278
1600,0.9931341716887764,0.0014026821531827704,0.002992906141342048,0.0009410239161353705,0.0018758938917361194,0.09812400493623985,3681.692138730645,0.278107954281153
1700,0.9928373703620273,0.0013985772543461167,0.0028978687613157557,0.0009623760439451239,0.0018396345796011127,0.09813566636383443,3680.44392946285,0.2760243771792169
1800,0.993017283861557,0.0014168671208474326,0.0029501685788194164,0.0009777310320354573,0.0018352673244930522,0.09811709994122618,3766.3945792179106,0.27465892185741736
1900,0.9929160921742877,0.0013950459848613692,0.003012643426453808,0.0009647897538761185,0.001876705997923698,0.09815734568998287,3797.35391336743,0.26669245142476167
2000,0.992847318405133,0.0013811254720576401,0.002791678075450387,0.0009555211112467914,0.0018550421673591802,0.0980841353665306,3842.1189489760786,0.2644091736511337
2100,0.9927609952172624,0.001389957559288455,0.002982825090149894,0.0009699080622096911,0.001917492136101693,0.09814764326150109,3733.2565800657085,0.2659655317840683
2200,0.9928852298651327,0.0014155094140860375,0.0028246957499398627,0.0009795306011145147,0.0019004050492794425,0.09808668795436853,3861.247791205281,0.26347166051999676
2300,0.9929132203743108,0.0013919496142821865,0.0028231332415242388,0.0009752959736598996,0.0019394616709107206,0.09813142960930561,3876.7271727759944,0.26996381199915775
2400,0.9927007829392104,0.0014059505570422825,0.0029243428323606243,0.0009906858642732515,0.0018964824208253105,0.09811099873758407,3783.403321215293,0.26760685939613754
2500,0.9926953232803946,0.0014108318917843876,0.0027687463585874925,0.0009719461003598499,0.0018745369249749501,0.09810005225473377,3764.171893170442,0.2631696900513057
2600,0.9928796493503689,0.0013786727672715031,0.002977295829420352,0.0009826795903533228,0.001955212608797756,0.0980758148739648,3716.1831686210203,0.2594501568312859
2700,0.9929406587728492,0.0013824353978761582,0.0029053188515069947,0.0009721582914576568,0.001873622402435417,0.09812382744946238,3918.7304930690466,0.2718434619631476
2800,0.9929626767163353,0.0014097446446864601,0.0028879721884705035,0.0009683886210306355,0.0019312963715176455,0.0981330020134552,3890.6053062017663,0.2613290891276101
2900,0.9928210569845564,0.0014150723743713658,0.002830027878690688,0.0009563132837381895,0.0019150728087505532,0.0981004006871995,3894.1711889409958,0.2707500060361667
3000,0.9927658982511469,0.0014143515113391012,0.002710356540961053,0.0009555424565738347,0.0019545195074151672,0.09805448073082804,3827.707353048475,0.2633035774327853
3100,0.9927652229774954,0.0014163992471936547,0.0028001309906822975,0.0009706345279401562,0.001924423374495337,0.09808235382225407,3726.981130061916,0.2679501094263584
