milliseconds,H,HR,R,HRRH,E,GQ,IP3,CHO
0,0.9999907078708223,1.3909445601245157e-05,0.009956059161378508,3.6796148094180766e-07,-2.2624914644635216e-05,0.09996337624560198,21.475325993662004,-0.005576910043797308
100,0.99810693015373,0.0013858863576954126,0.008098588968667551,7.280482355467989e-05,9.597494693893812e-05,0.09986348139856983,150.30225308357132,0.06020895491685724
200,0.9969822657126154,0.0015501369286996572,0.00719196351800453,0.00021859460750852207,0.0004760940035733436,0.09952135713643862,449.88109781567385,0.2743138658504906
300,0.9963154728652007,0.0015224343062647855,0.006235606487931247,0.0003977003033848927,0.0007140995858702779,0.09920896129309185,989.9141983575672,0.3959710922648763
400,0.9953532613098809,0.0015084844576329986,0.005609430546656247,0.00048391996583306633,0.0010223290202357356,0.09904785449610594,1457.873333779653,0.42042333297110124
500,0.9948354103556543,0.0014759650686119747,0.004862752971076012,0.0006064377049066322,0.001189048660174381,0.09878445547538027,1904.164623652205,0.4111017095197356
600,0.994404517695783,0.001461019785639359,0.0045075740693358915,0.0006569862770611842,0.0012964147890137854,0.09864367685450155,2295.746551017807,0.3905404571567198
700,0.9941331430870549,0.001447508275747174,0.004100875259947618,0.0007405386231291887,0.0014709875494976258,0.09854333855054546,2562.78024494858,0.3635240861058014
800,0.99399304374877,0.0014513705290784492,0.00399874293564615,0.0007754710954391221,0.00153020507470748,0.0984605623253011,2959.6587389656984,0.3402601116364681
900,0.9936724935406624,0.0014304357894535315,0.0037607056644045752,0.000805464124897355,0.0016248670236591808,0.09839778490222793,3011.137638190832,0.33282811420085096
1000,0.9934621007665868,0.0014153161659245636,0.003355350758936096,0.0008399586096194915,0.0017158241625778899,0.09827859022116062,3183.0035822316004,0.3052685069711682
1100,0.9933686073888056,0.001416202175058214,0.0033768705885929393,0.0008676832400491463,0.0017186048340398893,0.09827076732683923,3271.4758086021516,0.3029823770070566
1200,0.9931115811339823,0.001411387800759813,0.003149026684138192,0.0009009734288310818,0.0018056661944035736,0.0981977006115965,3535.7400339908577,0.2839442660832675
1300,0.9932125913720973,0.0014049424892455162,0.0031784232579300637,0.0009328256452135048,0.0018031381397008467,0.09824505698031001,3519.143929086599,0.2843868509563681
1400,0.9929734423474738,0.0014218715518363163,0.0029692101328763604,0.0009150688137205352,0.0018462370034152986,0.09821105444442345,3520.7669696115913,0.2820562640591371
1500,0.9931044191626128,0.0014235565912333128,0.0031776458008489256,0.0009465611057642622,0.0018415499780056494,0.09816423371586247,3608.247542024264,0.2717929584721678
1600,0.9929355070870406,0.0014245360201702991,0.0028453600931829135,0.0009440302327638844,0.001844990358336529,0.09814545806243334,3724.160050792882,0.27319187584058285
1700,0.9928749482913222,0.0013992718008317372,0.002903609285258152,0.0009585412908542925,0.0018545724942546481,0.09816172975043501,3796.22960804207,0.2719079200998704
1800,0.9930678571179888,0.0013839909568815712,0.0029965238031708463,0.000942991559133088,0.0018354697785946845,0.09807669329734624,3674.6001153394136,0.26268845259041596
1900,0.9929251930390663,0.0013891214553425912,0.0028097603427755034,0.000971262170515971,0.0019237720202921178,0.09811747160629614,3683.5119140697343,0.2720008464028956
2000,0.9928306450229818,0.0013969056740690238,0.0027694437799217404,0.0009816317611285232,0.001910807909046675,0.09810005685230921,3743.095281219707,0.26703721383512846
2100,0.9929607297317767,0.0013891020653934087,0.002958848716349446,0.0009481723051595248,0.0018802231208242936,0.09813085129781549,3804.9530519095065,0.2643121208161136
2200,0.9928089375443266,0.0013854167363139527,0.0027359216325641995,0.000985780428319324,0.0019383123830284486,0.09812819439130294,3786.838114220548,0.2710131607134566
2300,0.9929078910348964,0.0013812977269992213,0.0028804561766157147,0.0009828358010716743,0.0019433569362895338,0.09807144114184864,3854.239239351509,0.26325785220972886
2400,0.9929807843039568,0.0013857240393005872,0.002835955168062736,0.0009773077827578943,0.0019027447298453877,0.09808667147787238,3776.2100151343625,0.26538990581322436
2500,0.9927780135256015,0.001386302593253679,0.0029812978524969146,0.0009614538749209349,0.0019273678672292022,0.09805220760835685,3761.119342356464,0.2682298933727573
2600,0.9928607787845846,0.0014155508420445133,0.0028249626221732898,0.0009689560403623647,0.0018894153377275763,0.09805972097397297,3751.526208267288,0.27084089981722337
2700,0.9927586576457316,0.0014162286812514939,0.0028411718215620905,0.0009550770049716272,0.0019398876980944964,0.09810933159645412,3770.1496243964375,0.2648221082267837
2800,0.9928328279775982,0.0014116282835098036,0.002895635704708023,0.0009589109332271961,0.0019479226830673346,0.0980469361965863,3781.5043131198136,0.26193976888556514
2900,0.9929140734689468,0.0013955685711581694,0.0027632875355964046,0.00097502092958953,0.0019454105335912826,0.09811166958643194,3839.850330090746,0.2691250430614407
3000,0.9928541588294478,0.001411156034364962,0.0028014949853223626,0.000994714919952372,0.001927362726538841,0.09806422428585834,3798.352968875142,0.26955599658110374
3100,0.9929602911517945,0.001391759015199437,0.0027085423630036705,0.0009784402955445063,0.001877155553563128,0.0980513316842707,3832.9597061879454,0.265067737097873
3200,0.9927415405343488,0.001409626411406892,0.002729774462769157,0.0009601975698868431,0.001887419688342906,0.09810569324762486,3867.9675052581415,0.26876381257610793
3300,0.9927853740888283,0.0014080098498147667,0.002863772754230423,0.0009614022123207834,0.0018982625815796733,0.0980429812058713,3835.8121201039576,0.2618627669546126
3400,0.9929569501093654,0.00140073288675585,0.0026731913540815728,0.0009639984145475135,0.0019508428933118708,0.09811416844789506,3799.430954456845,0.2607452613510227
3500,0.9929364134620959,0.0014103163447817466,0.0026844962122020504,0.0009826594627237429,0.001958957226743599,0.09806530832793575,3918.6419233498164,0.2612034494621873
3600,0.9928364853813673,0.0014061043308841118,0.00290628069853242,0.0009672189743677638,0.001874076284819586,0.09812032542878198,3913.587704474621,0.27092650545826413
3700,0.9928033528950705,0.0013919832676467492,0.0029320158126534884,0.0009626857222024412,0.0018962986346123584,0.09807675012971978,3817.492824664874,0.26772261679270837
3800,0.9929141831419828,0.0013795896894738858,0.002766510040768574,0.0009959693106534207,0.0018915176431158133,0.09806738819597607,3932.507874968463,0.26672653545213654
3900,0.9928337965189514,0.0013943291775741472,0.0028325726221142497,0.000995551264576205,0.001911141580327033,0.09810039778622902,3919.4343540705863,0.26404947617093805
4000,0.992910170615109,0.0014019269832914753,0.0028231635058247584,0.0009631235161117438,0.0018813937200875279,0.09805966425445203,3865.8340237722095,0.2632403386074412
4100,0.99282119394108,0.0013891942833803258,0.002706327738151076,0.0009979261305268841,0.001921867042947858,0.09804652147768982,3795.0341164151328,0.2656849833439876
4200,0.9926874777908687,0.0014128944062513904,0.002816304035722668,0.0009948536962189221,0.0018714530603163007,0.09808674980799739,3778.7307829205665,0.26313406875206147
4300,0.9927277719371532,0.0014178297013365429,0.0027937277457841195,0.0009977159607863408,0.0019242006550560914,0.0981288990437919,3815.4665081785856,0.2660052980735972
4400,0.9927525604992588,0.0014047091979658153,0.0028082582381568615,0.0009551347220274027,0.0019318587092068077,0.09812037112234712,3801.4752647216833,0.2617173987730056
4500,0.9929210440572797,0.0013925324049362676,0.0026906107104052216,0.000972821556931586,0.0019493668737646421,0.09806984036975436,3740.833919473767,0.26455249932213404
4600,0.9928194144784455,0.0013836934114765847,0.0029059901670740133,0.0009561317113857879,0.001908782856533771,0.09805664244144617,3823.548859730201,0.2703302364689872
4700,0.9928279905769167,0.0014093939699631858,0.002826016440646105,0.0009931355406032937,0.0018853305674900948,0.09807611898008528,3750.6507307478155,0.2605428749887491
4800,0.9927017292722196,0.0014125988263269033,0.002959234548972473,0.0009716518699066852,0.0019528062728788038,0.09805991813151545,3814.3978422988503,0.26273775587950887
4900,0.9928485895143578,0.0013796824844846546,0.0028833605179694414,0.0009909924634160857,0.001892686430127736,0.09808260829902403,3749.7927379795915,0.26348158872543337
5000,0.9927604009707809,0.0014011105076486496,0.0027818609792684777,0.0009733139236119457,0.0018961501867422004,0.09812130150284692,3810.0368975851948,0.2670978822358561
