milliseconds,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17
0,999.999903688753,0.0,3999.9998073775,0.0,0.0,999.999903688753,0.0,0.0,99.9999903688752,499.999951844377,499.999975922188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,999.411707606081,0.5881960826718126,3999.9969244612644,0.002882915187830825,1.0492689455704688e-09,425.92098397195366,1.7172434872420324e-12,3.588279575271615e-27,99.9999903688752,499.999951844377,499.999975922188,3.270026169257222e-28,2.672249012862643e-108,6.468829683057466e-112,6.1341908170323625e-117,1.0081296312228876e-117,574.0789197167977,2.926270537997751e-13
200,998.8293015626913,1.1706021260613755,3999.9885016856274,0.011305675578316708,1.6295655221591355e-08,272.5713624923657,4.572040990406675e-11,4.232069467250384e-24,99.9999903688752,499.999951844377,499.999975922188,7.614233666714338e-25,5.8829596890696564e-105,1.7316089981345307e-108,2.1819959055794428e-113,5.558408826899105e-114,727.4285411963268,1.5276189170163946e-11
300,998.2525631256846,1.7473405630678847,3999.974864295745,0.02494300166722099,8.008841399220046e-08,231.60273796021045,2.9811375540837844e-10,2.2570425637805727e-22,99.9999903688752,499.999951844377,499.999975922188,6.105866479422062e-23,2.3739066574742577e-98,4.382632670651613e-102,3.759515800960313e-107,6.237255713129805e-108,768.3971657280994,1.454852096946946e-10
400,997.6813740582553,2.318529630496947,3999.95631971155,0.04348742018092638,2.4577064094529174e-07,220.65715217089604,1.1065549759229665e-09,3.417571643977384e-21,99.9999903688752,499.999951844377,499.999975922188,1.235674305937704e-21,4.364901824132472e-93,9.863967870231453e-97,1.0028952938816445e-101,1.967454952882315e-102,779.3427515160523,6.985449222973691e-10
500,997.1156201213535,2.884283567398715,3999.933158143123,0.06664865167082847,5.827086643532478e-07,217.73285207171733,3.0273423541841094e-09,2.669011513083627e-20,99.9999903688752,499.999951844377,499.999975922188,1.1991634821733607e-20,5.2910301534473496e-89,1.722705552952749e-92,2.4033219584368324e-97,6.385477410140362e-98,782.2670516116939,2.315140514007778e-09
600,996.5551908872341,3.444712801517958,3999.9056532428394,0.0941529610170693,1.173645999863578e-06,216.95187446420763,6.838270251051662e-09,1.392788267296485e-19,99.9999903688752,499.999951844377,499.999975922188,7.424739776512045e-20,7.843224553218198e-86,2.7555361626862578e-89,4.060210554542061e-94,1.1557721941525149e-94,783.0480292116272,6.080524366029253e-09
700,995.9999795640322,3.999924124719872,3999.874062783071,0.12574248207606803,2.1123556431046467e-06,216.74293276293045,1.3545895632111986e-08,5.5398163469957515e-19,99.9999903688752,499.999951844377,499.999975922188,3.3962315846132428e-19,3.716922851807423e-83,1.4829376578843934e-86,2.4160525136639044e-91,7.56474365049417e-92,783.2569708986604,1.3616788118932942e-08
800,995.4498828305951,4.5500208581569845,3999.838629349648,0.16117452628958118,3.501565958193648e-06,216.68734743409559,2.439019621219676e-08,1.8120993611680743e-18,99.9999903688752,499.999951844377,499.999975922188,1.2498748533278997e-18,8.638311019294611e-81,4.379253512813706e-84,8.641057147694697e-89,3.2455359926632624e-89,783.3125562031104,2.7157398870090085e-08
900,994.9048006807952,5.095103007956948,3999.799581042557,0.20022088381253056,5.451134380521888e-06,216.6723259351363,4.084701029241926e-08,5.111931668623729e-18,99.9999903688752,499.999951844377,499.999975922188,3.9014201570264865e-18,8.199768024138354e-79,4.522401887854174e-82,9.580122657549978e-87,3.8557117540601536e-87,783.3275776631638,4.960639012301601e-08
1000,994.364636276802,5.635267411950243,3999.757132176582,0.2426671244724337,8.076449507457119e-06,216.6685064872954,6.462839067092409e-08,1.2846438436463864e-17,99.9999903688752,499.999951844377,499.999975922188,1.0712135981003591e-17,7.227319264137615e-77,5.5942145469830275e-80,1.5485963052930066e-84,7.902512249919696e-85,783.3313970522458,8.458388223733274e-08
1100,993.8292958106241,6.170607878128167,3999.711483975754,0.2883119047124915,1.1497037566405419e-05,216.668297883465,9.76811778483718e-08,2.9417545030130386e-17,99.9999903688752,499.999951844377,499.999975922188,2.6534980997331596e-17,2.566851691150688e-75,2.173939750841859e-78,6.477111937676116e-83,3.514578217190628e-83,783.3316055711476,1.3645973918642427e-07
1200,993.2986883724138,6.701215316338455,3999.662825257906,0.3369662842669226,1.5835330783437523e-05,216.66697469214137,1.4218428805197363e-07,6.237328829162897e-17,99.9999903688752,499.999951844377,499.999975922188,6.030956477247444e-17,6.180027119093617e-74,4.900898410016744e-77,1.4016175285515754e-81,7.398165253026763e-82,783.33292864405,2.1037804533532106e-07
1300,992.7727258280636,7.227177860688708,3999.611333100977,0.3884530608753617,2.121565160974212e-05,216.66668531842313,2.0054443454074878e-07,1.240774004106072e-16,99.9999903688752,499.999951844377,499.999975922188,1.2770313481655477e-16,1.3001496156966076e-72,1.0706422812935659e-75,3.112524235192664e-80,1.6548199863823979e-80,783.3332178575164,3.122697008761411e-07
1400,992.2513227019406,7.748580986811666,3999.557173492526,0.4426061216727619,2.7763305349260035e-05,216.66754601746413,2.75391117567484e-07,2.3383924130714174e-16,99.9999903688752,499.999951844377,499.999975922188,2.5473758406144408e-16,2.4831839299792813e-71,2.4359918323377654e-74,8.056995457167317e-79,4.7324314973245346e-79,783.3323569470388,4.4885971400083976e-07
