milliseconds,IkBalpha,NFkB,IkBalpha_NFkB,IkBbeta,IkBbeta_NFkB,IkBeps,IkBeps_NFkB,IKK_IkBalpha,IKK_IkBalpha_NFkB,IKK,IKK_IkBbeta,IKK_IkBbeta_NFkB,IKK_IkBeps,IKK_IkBeps_NFkB,NFkB_nuc,IkBalpha_nuc,IkBalpha_nuc_NFkB_nuc,IkBbeta_nuc,IkBbeta_nuc_NFkB_nuc,IkBeps_nuc,IkBalpha_transcript,IkBbeta_transcript,IkBeps_transcript,IkBeps_nuc_NFkB_nuc,fr_after_trigger
0,0.09995262964939537,0.10089048928507191,0.00037627936336535374,8.035962042094455e-08,-5.509996500410871e-09,3.121524104111421e-08,-1.202048875230019e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017704559393225015,9.665092210096461e-06,-2.5710710403765815e-05,-2.8501472920001126e-09,3.570088127673602e-09,-3.7323187432509015e-10,-0.00018542844619623015,-1.1882280242564641e-06,6.808956162413683e-08,-2.4177174931514667e-09,0.5
100,0.08113092189816008,0.04574823605959949,0.018445734285682854,-6.288453022307665e-07,6.076788076711537e-09,-5.427695604334141e-07,6.542061305714244e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03786718506780531,0.00016504510289475332,8.496558940888934e-06,4.734543366051467e-10,1.884929640413557e-09,-1.1365653624512926e-09,-0.0003952364087775279,2.1334485944531606e-06,4.945663636828315e-07,-3.911543950024632e-10,0.5
200,0.07345799944729857,0.021183807094971394,0.025326068246501666,-6.248176832528247e-07,-2.793803433302195e-09,7.101740833755048e-08,4.680799518025254e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053877731806519724,0.00026148900406560907,4.319518496339197e-05,-1.9618419175379117e-10,3.870264542120302e-09,-2.0115315328197834e-09,3.791434245106485e-05,2.7874488381721574e-06,4.93483699608192e-07,-5.033980686761083e-09,0.5
300,0.07040604366187285,0.008334625779360469,0.02898946287198798,5.1554706531240066e-08,6.115500474774495e-09,5.601131802476368e-07,7.984113456835989e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06173165293222556,0.0003374604518349706,0.00010881142727996064,1.0393262526809648e-09,5.958724605611379e-09,1.6675310519802762e-09,0.00023388434346965258,1.9783175235304085e-06,2.653230085201772e-06,-4.431826932695875e-09,0.5
400,0.06872760069778712,0.004692951079701159,0.0296406842354229,9.719999062791038e-08,8.700857391205099e-09,5.230927613028421e-07,3.533251559529351e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06703630831172815,0.00040193569249798476,0.00011773484629726815,1.766310487860002e-10,-2.2730795780959137e-09,1.800031847629263e-09,0.0009491692924577946,2.771884865298048e-06,3.750012583311731e-06,9.826334937930594e-10,0.5
500,0.0682917474137376,0.0008712875853875172,0.030508396785898,5.353827175094408e-07,1.1041122558018306e-08,3.225565436268496e-07,1.259803726425694e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0682319109880462,0.0004404516287507236,0.00018163748056938104,-1.885846022512188e-09,3.0192703238739484e-09,-1.2109767050319788e-09,0.000939833503090144,4.961830984984456e-06,3.124952825139042e-06,4.515541073933449e-09,0.5
600,0.06774463620085562,-0.00012989007844702483,0.030960743866201262,6.118339247874889e-08,8.164253981331711e-09,9.683254106475774e-08,1.0685146959147212e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06798449942678192,0.00046289676183628234,0.0002590301066481592,-2.7985477062147576e-10,7.889294504681183e-10,-6.791685086393585e-10,0.0023580060825938902,5.128026968408484e-06,3.5474860268800908e-06,-4.725707272147282e-09,0.5
700,0.06797064079001097,-0.00047961642541936877,0.030764082961177244,1.2871191176511927e-06,2.214382450721774e-08,-1.0436712212916296e-07,4.055268327494911e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06942773179840202,0.00047702724569768896,0.000366644115919101,-5.306690005481754e-10,-3.3958400918883838e-09,7.009780330795153e-10,0.002282633741038208,7.416112243821268e-06,5.399234808278129e-06,-2.4719686247004023e-09,0.5
800,0.06788982681044846,0.0008356934173927599,0.031249899665144177,6.5061283033387e-07,1.4145676464636506e-08,7.596100731040282e-07,1.176517072489995e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06991618059812073,0.0005112136937648432,0.00038531338509079717,2.636595624524975e-09,4.045258308726505e-09,3.1050013325155785e-09,0.003144493098204594,9.309386680440568e-06,4.9751828401945345e-06,4.828281878842864e-09,0.5
900,0.06748596519056968,0.00019184751792552504,0.03145615011935963,5.306829817857847e-07,2.3703558126108624e-08,1.186131992514474e-06,1.4238242968055656e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06990903621294567,0.0005312787198846337,0.0004514756865572609,4.426429940217841e-09,-2.947708196411326e-09,1.6885163619500996e-09,0.0037146962694440187,9.568499852577351e-06,7.658274382590969e-06,-2.8762193870586717e-09,0.5
