milliseconds,IkBalpha,NFkB,IkBalpha_NFkB,IkBbeta,IkBbeta_NFkB,IkBeps,IkBeps_NFkB,IKK_IkBalpha,IKK_IkBalpha_NFkB,IKK,IKK_IkBbeta,IKK_IkBbeta_NFkB,IKK_IkBeps,IKK_IkBeps_NFkB,NFkB_nuc,IkBalpha_nuc,IkBalpha_nuc_NFkB_nuc,IkBbeta_nuc,IkBbeta_nuc_NFkB_nuc,IkBeps_nuc,IkBalpha_transcript,IkBbeta_transcript,IkBeps_transcript,IkBeps_nuc_NFkB_nuc,fr_after_trigger
0,0.10035555190190408,0.09880631325299857,-0.00039599837089353035,5.654563143146589e-07,-1.4287470545034603e-09,4.745469353750528e-07,6.243309202876736e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001081629691934458,2.902566728593695e-06,-2.0718330412640015e-05,-8.292874005592169e-12,-5.85632198628058e-09,1.6583791771866989e-09,-0.0001902059498968205,1.5165710320125102e-06,1.5461676220452838e-07,-9.098089556280433e-10,0.5
100,0.0813191694372493,0.04437447048129415,0.01889556208105129,4.798566240001692e-07,5.983258285839727e-09,-6.374095335217052e-07,1.0324364515692711e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03872040751539531,0.00015049041793246563,5.17316546894562e-05,1.1423101665318057e-09,1.9140259377266653e-09,4.753378717674693e-10,-0.0005722125092598896,7.939188358296876e-07,1.2160349378713871e-06,1.2629661812139182e-10,0.5
200,0.07403805766737158,0.02086144899389481,0.026015665195193317,6.475932467868138e-07,6.326687926988547e-09,2.0472421661570136e-07,2.3227165361036484e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05365501723099944,0.0002630220050129966,2.936817726752011e-05,-2.228840091324152e-09,-3.4968441317025963e-09,-2.0906710083870656e-09,0.0009662774626817403,2.8812973221492735e-06,2.061152329522307e-06,4.3748244923625965e-09,0.5
300,0.07027731402964489,0.011075277253573074,0.028563679413450848,4.922595696065157e-07,4.4112168307046435e-09,4.6653664376151194e-07,4.195136387756978e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061449629668492184,0.00032731382357292023,7.283650864111399e-05,3.5055413593510145e-09,-2.4422355839980784e-09,-5.598039705677167e-10,0.0002900920760104704,4.310248992437223e-06,2.646107838680714e-06,2.0388037573647787e-10,0.5
400,0.06926382284744083,0.003980324785756214,0.029831858589132926,-4.6935143192021586e-07,7.86174192207841e-09,-2.7942992302331526e-07,1.4315000696272922e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06645669600427961,0.0003857093285357778,0.00012667549997772055,2.5881160444257836e-09,4.284661690935416e-09,2.2083746878566236e-09,0.0005654868308139911,3.564730527166146e-06,2.7663731261455648e-06,-1.8956713924576195e-09,0.5
500,0.06892677147324754,0.0014910019744781334,0.030945526856794706,-3.2276635262065135e-07,5.930042124796587e-09,6.341929476381693e-07,1.126947816894116e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06853337296667035,0.0004257484385520831,0.00022377718033840142,2.2591447493326857e-09,9.895972969998668e-09,-2.974915314524759e-11,0.0014760358143418128,4.50574911430662e-06,2.7403694456453685e-06,-4.183805294611917e-09,0.5
600,0.06845305072566156,-0.00018950072369165998,0.03118368755365033,7.462587259366703e-07,1.610478652622987e-08,8.760144645323555e-07,1.6025207322626468e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0680632831745067,0.0004652966116340803,0.00029273919191523054,-5.123891250039156e-10,-7.546989210620026e-09,2.2850857084626635e-09,0.002312946906697095,7.016962855064603e-06,3.868711843351187e-06,-3.8387915315633835e-09,0.5
700,0.06740802999916266,0.0009037152203306567,0.031576765423241906,-2.3444847705397116e-07,2.1090724615902847e-08,-7.668509648461125e-08,9.498729899001354e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06809806888695398,0.0004764437538729927,0.0003245753319202704,-2.027291985634385e-09,6.045438771667053e-09,-1.4093392963733608e-09,0.002021492797494599,7.536179418521191e-06,5.216940483732344e-06,-3.3303877549475863e-09,0.5
800,0.06776065492987227,-0.0003622641951564435,0.03117292317792522,1.556032818394345e-06,1.3307457896145135e-08,1.8887144560992801e-07,1.799163377431824e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06817199681377774,0.0005010507720182023,0.00045178727849465495,3.4421932926522877e-09,-4.987187767194486e-09,9.328285745424144e-10,0.0025673866782024426,7.92122550981734e-06,5.415443183506523e-06,-1.7867950614408915e-09,0.5
900,0.06802686801366699,0.0014856744586058753,0.03067107477501238,1.942862886429776e-06,2.1201493897991085e-08,9.167825482929451e-07,4.965508411868286e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06861651695493336,0.0005354923553819765,0.0005058696804970512,2.120155284266396e-09,1.9744489141249556e-09,3.1815370146399215e-10,0.003970895160587179,1.0679948794168647e-05,6.5828073321058645e-06,-3.5514080709751497e-09,0.5
