milliseconds,IkBalpha,NFkB,IkBalpha_NFkB,IkBbeta,IkBbeta_NFkB,IkBeps,IkBeps_NFkB,IKK_IkBalpha,IKK_IkBalpha_NFkB,IKK,IKK_IkBbeta,IKK_IkBbeta_NFkB,IKK_IkBeps,IKK_IkBeps_NFkB,NFkB_nuc,IkBalpha_nuc,IkBalpha_nuc_NFkB_nuc,IkBbeta_nuc,IkBbeta_nuc_NFkB_nuc,IkBeps_nuc,IkBalpha_transcript,IkBbeta_transcript,IkBeps_transcript,IkBeps_nuc_NFkB_nuc,fr_after_trigger
0,0.0997717462450158,0.09902268807978865,0.00029706024850507674,-3.861076957178555e-08,-2.9105845951424847e-09,-5.884806173390457e-07,5.783870349178237e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009423621973575357,-8.853725247257448e-06,-3.337460608192298e-05,-2.0790359235402026e-09,-9.330995794231626e-09,2.3892506605290406e-09,-0.00022333519815181057,1.2369828865380306e-06,4.4132096908007606e-07,-1.2057204246419207e-09,0.5
100,0.08167588015830236,0.04541305014303405,0.018532421997079097,-7.952167403040924e-07,-4.325533540228956e-09,-4.980337725713082e-07,-4.571572227998789e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037993788613503214,0.00015882779126917247,-3.5940029739069915e-05,-1.3181719868876068e-09,6.955254085285349e-09,1.4088024537569217e-09,0.000376848636657393,1.4663929825752457e-06,5.628939816418183e-07,4.968567484171963e-09,0.5
200,0.07440949059495326,0.02035505035348588,0.02518194920285419,3.2547499720838125e-08,2.5072683963212475e-09,-6.767745477301496e-08,6.474750862414721e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054047837573509144,0.00026685399822395597,9.983171615967967e-06,-1.8906619447657417e-09,-6.648030921095727e-09,1.9559343910625687e-09,-0.0003643532981342953,3.4847030880641077e-06,1.3143398572874835e-06,1.5001005210305172e-09,0.5
300,0.07072021049921072,0.009264050812349897,0.028582928450019647,1.0343107072868447e-06,1.147173421184497e-08,-2.9605209406376404e-07,3.8418161628857285e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06316700544939376,0.00034656339954333015,0.00010376994757572545,-1.8604927123504767e-09,1.4867164643581503e-09,-9.090282257418397e-10,0.0004673491920081927,3.541470892045003e-06,2.698351115600024e-06,1.7328024173239844e-09,0.5
400,0.0686929061188834,0.0049160018317767696,0.03029668798683617,-8.389749959933943e-09,1.384024202705601e-08,5.522094791162557e-07,9.349951788565014e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06693394220468527,0.0003836362152117453,0.00011799836117149591,3.6243571850679283e-09,3.1055637579687058e-09,1.7518993609743918e-09,0.0008146495461769229,5.138915720053662e-06,3.418009574138166e-06,3.910627685064202e-09,0.5
500,0.06827328075366532,0.001546549035252729,0.030929765186330276,1.978024214448621e-07,1.421851895722435e-08,-2.728090747632263e-07,1.3842830554859056e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06853957784788933,0.00043843766599054403,0.0001965394972533651,1.1278217569663256e-09,-7.586068227055661e-09,6.78455738379452e-11,0.00174325459793549,6.213097751471492e-06,4.539763022764331e-06,-4.681203098563408e-10,0.5
600,0.06826182518505829,0.0011451158410139722,0.030539078326810628,1.1807280837830162e-06,1.785922306928311e-08,-7.806977380420996e-08,8.905565760169289e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06833225390296009,0.00046328041037932763,0.00029462900228309665,-5.406029588135532e-10,-8.105089361249736e-09,2.08077790715023e-09,0.0014967470061094115,6.976179221710186e-06,4.763767367095334e-06,-4.661939220558127e-09,0.5
700,0.06754722194780971,0.0008298379475976653,0.031158401874875216,6.523674974735404e-08,1.209129047935354e-08,9.665352440804517e-07,1.0513091327015018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06826784761436315,0.0004982688420828225,0.0003195500794225567,-9.315782401279946e-10,2.7615817838218192e-09,2.894463297845063e-09,0.0018863031818416843,7.646716129255803e-06,6.375251932881232e-06,-3.4930604376983416e-09,0.5
800,0.06786977908124564,-0.0010003004391931384,0.03139760986533464,1.6897805194679853e-06,1.842450506800763e-08,1.1493859349784886e-06,1.7047141570170867e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06804229625657703,0.0005030133942273709,0.0004182012338518902,-9.418143130015525e-10,-7.400169193839351e-09,2.6380247500620615e-09,0.0024936984833985217,9.558314329396517e-06,6.142733490404734e-06,1.4000498684927634e-09,0.5
900,0.06797676073927143,0.0011390326220281097,0.031008455959850387,1.1907019335481663e-07,2.0707019394404127e-08,1.3674895322987066e-06,1.2110637141327977e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07001149982011298,0.0005265233498637443,0.0004852664202913979,-4.5822206749691157e-10,7.798443966442143e-09,1.1895058486902773e-09,0.0038299806869611947,8.118403594724121e-06,7.055076195706832e-06,1.4283524096837475e-09,0.5
