milliseconds,IkBalpha,NFkB,IkBalpha_NFkB,IkBbeta,IkBbeta_NFkB,IkBeps,IkBeps_NFkB,IKK_IkBalpha,IKK_IkBalpha_NFkB,IKK,IKK_IkBbeta,IKK_IkBbeta_NFkB,IKK_IkBeps,IKK_IkBeps_NFkB,NFkB_nuc,IkBalpha_nuc,IkBalpha_nuc_NFkB_nuc,IkBbeta_nuc,IkBbeta_nuc_NFkB_nuc,IkBeps_nuc,IkBalpha_transcript,IkBbeta_transcript,IkBeps_transcript,IkBeps_nuc_NFkB_nuc,fr_after_trigger
0,0.10006461958946751,0.10023812826692131,0.00014884263582869714,-6.36960035961864e-07,2.927315932501947e-09,-1.4914694865516818e-07,-7.235072846474554e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009529977399722481,-3.7381590505403684e-06,-9.26255377991936e-06,6.120316391331734e-10,-9.909592419753387e-09,2.1088669846171036e-09,3.89402723759222e-05,-1.5438955112911792e-07,-1.2186588423738878e-07,-3.732412210265092e-09,0.5
100,0.0811874233243483,0.04537124047291089,0.01801963896919167,-5.269449322946651e-07,6.658070925318784e-09,1.3282347142978953e-07,-1.6969744969061323e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03743769724464978,0.00015328698798774599,-2.043306282235678e-05,-1.866397699316627e-09,2.779513943224796e-09,-5.660994217272352e-10,0.0006032376036269861,7.647653111812957e-07,9.62690348524071e-07,4.251083262994601e-09,0.5
200,0.07425657712204249,0.02209393018450139,0.025176204506361828,-2.794154557997117e-07,5.217737174575823e-09,6.52149075274506e-07,7.226615887294758e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05550451075329466,0.00024895384682485725,2.4472902458060733e-06,1.9307789042206082e-10,-7.939454182180695e-09,2.5201597186754515e-09,-0.00011246496140367737,3.0707788624317374e-06,2.4021238552184156e-06,-6.838297922947981e-10,0.5
300,0.07025410793880482,0.008582811453331205,0.029027197058578025,-2.904026693803744e-07,6.109306291537593e-09,-2.9368352610067616e-07,1.1194526414603728e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06333389421766446,0.0003434992871137286,7.856789734690437e-05,-2.962132603568312e-10,2.230074119032073e-09,1.0741478378652968e-09,0.0007784932073939476,3.349067941966191e-06,1.3697198244016382e-06,-4.103588357264047e-09,0.5
400,0.06949355418041529,0.0033761446504831675,0.030310763956418914,9.502084188765161e-07,4.501432584452788e-09,4.157478472296189e-07,-7.679705186725786e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06643523186091659,0.00040065456490048204,0.00018226350209241536,-2.983720009829255e-09,-6.057770369043436e-09,8.025894007695431e-10,0.0005246983932568464,2.954076907678256e-06,2.3847448578417676e-06,-4.814891142090812e-09,0.5
500,0.06830183446053982,0.0018786137455692083,0.03085703446341197,-4.908160269005424e-07,1.2060916345382266e-08,7.6309371636692e-07,2.1072954208206043e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06689860214197457,0.0004283242331537911,0.00024514930223259735,-2.9467341562149925e-09,-1.5453603751329054e-09,1.8277534475625067e-09,0.0020843468941837123,3.8693144263492605e-06,3.9092574579873305e-06,-9.589331029230924e-10,0.5
600,0.06779699459993846,0.0021966692538802797,0.03123082397636122,1.2501336694361275e-06,1.0536455861296693e-08,-9.511747058535663e-09,1.0444749296338629e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06895589969718377,0.00045432570485231177,0.00032576600981800146,-2.4413204656882324e-09,-4.793795998060514e-09,5.225934432431053e-10,0.0018797792375437779,5.682254981090546e-06,4.631706320312726e-06,2.11334543981122e-09,0.5
700,0.0675159129218286,-0.0008212424909534183,0.03126555713943727,5.07032037747733e-07,1.5472849648629618e-08,9.740471284937299e-08,4.260107140062187e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0696072830786629,0.00048764245722442276,0.0003350578709037791,8.516189018526296e-10,4.327317369322982e-09,7.490988466361957e-10,0.002528782540425579,8.763805458722882e-06,5.647053826072952e-06,1.730228143916395e-10,0.5
800,0.06781746602584766,0.0005106137515417621,0.03110002816014983,7.306212199308124e-08,1.970395917489115e-08,3.0415749084396673e-07,9.143914808740439e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06981340333302312,0.0005204477487116853,0.0004567255819428102,1.4918809430641343e-09,2.5746313824848292e-09,2.259533398898351e-09,0.002842445499437707,7.386250612533531e-06,6.255523820143286e-06,4.733831229310055e-09,0.5
900,0.06725160405851145,0.0014549359366588781,0.03146436610541959,7.513897011391037e-07,2.117139100385629e-08,1.2805865913257242e-06,7.167570943005256e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06834665347355816,0.0005366979058797875,0.0004942460871565116,1.9336884492647126e-09,-5.867121000455978e-09,-1.9453023517852198e-10,0.0038011378029100453,8.528496802771e-06,7.325835467386307e-06,2.7111688198825445e-09,0.5
