milliseconds,IkBalpha,NFkB,IkBalpha_NFkB,IkBbeta,IkBbeta_NFkB,IkBeps,IkBeps_NFkB,IKK_IkBalpha,IKK_IkBalpha_NFkB,IKK,IKK_IkBbeta,IKK_IkBbeta_NFkB,IKK_IkBeps,IKK_IkBeps_NFkB,NFkB_nuc,IkBalpha_nuc,IkBalpha_nuc_NFkB_nuc,IkBbeta_nuc,IkBbeta_nuc_NFkB_nuc,IkBeps_nuc,IkBalpha_transcript,IkBbeta_transcript,IkBeps_transcript,IkBeps_nuc_NFkB_nuc,fr_after_trigger
0,0.0998174954212572,0.10087515202687988,-0.00011426937628413741,7.241816103063704e-07,-2.630248739228432e-09,-6.375377024413306e-07,2.5759585789445346e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000358096156904372,1.4553874737142242e-06,-9.349727913345115e-06,1.8436159198880638e-09,8.490809392352811e-09,1.8455220721296207e-09,0.0003219874396760571,-1.2132510593869275e-06,-1.0054583102211117e-06,-4.735282013132224e-09,0.5
100,0.08149383919630733,0.04353969959332261,0.018375709040291108,8.748794419622238e-07,3.2515201268075766e-09,-4.904720961433351e-07,3.38904423834618e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773589397710139,0.00015054506364817582,-9.832154373796193e-06,-1.5706908401771267e-11,-6.689348100714705e-09,-9.764526874474934e-10,-0.00010371883380162097,2.0463960270140884e-06,2.6715578095872383e-07,-2.686412632894286e-10,0.5
200,0.07437559946426636,0.02025579107525322,0.025996890783835404,-2.228321754631522e-07,9.161396879538461e-09,-5.348554470873634e-07,6.242226720739803e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05471281502413784,0.00025199870433889544,5.871082098420454e-05,7.642039524919135e-10,9.444391332154658e-09,2.123727081322484e-10,-0.00019585622162611736,3.3486143279577694e-06,1.1593289104466927e-06,3.5577880613799246e-09,0.5
300,0.07025012849299256,0.010579962335585558,0.029013121902417328,8.200892473494202e-07,4.050694078249848e-09,1.402753220049008e-07,3.905968695406519e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06249204277069687,0.00033953512824566487,4.452309575757687e-05,2.635786124501783e-10,-6.740908608421601e-09,-2.0826510643069394e-09,0.0009326732106280053,3.847845471576851e-06,1.9122933693030814e-06,4.263304954166394e-09,0.5
400,0.06934138527066772,0.0036676515634918067,0.030074882309239576,-6.900424813441888e-07,8.218134975704831e-09,-2.5712104077140246e-07,5.083654079672e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06704503163432823,0.000404928998126965,0.00018210193721687816,-3.719183009968607e-10,-6.189983167676573e-09,2.3127504484666847e-09,0.00041276361158380163,3.3650106219843957e-06,3.023602953636742e-06,1.1741367956991487e-09,0.5
500,0.06858277386152546,0.0014197843444434914,0.030927244178509443,-1.544909023588588e-07,1.0837581393701425e-08,8.405719128108453e-07,1.2374775218915683e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06675679975572556,0.00042676209159725416,0.00023597149440485621,6.623733827450411e-10,4.380220156057386e-09,8.460838214245542e-10,0.001994775765965104,5.319271242152483e-06,3.1177012360497785e-06,2.673515378746647e-09,0.5
600,0.06758786440421663,0.0017521963282214675,0.03124457601246395,1.158675692269844e-06,6.766144421640392e-09,-1.5428988695308015e-07,1.1720701260155066e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0692374570446336,0.00046861040279579195,0.0002463640607420489,6.598416359489194e-10,7.678175452795223e-09,-9.667447612031723e-10,0.0016100139014558036,6.933371288072526e-06,5.589409146380193e-06,4.2151779838375605e-09,0.5
700,0.06826034786755374,-0.0004531226723165703,0.030613295535384392,1.5727858382343465e-07,1.0463130570974672e-08,-1.3667704667929857e-07,1.249669756948357e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06956990185878374,0.00048743896682148683,0.00036100894792759906,-1.0755507403396262e-09,-8.034349608583529e-09,4.718775531700331e-10,0.0021497861518459914,8.583849230283896e-06,6.210153843933297e-06,8.809200253576331e-11,0.5
800,0.06757391310461602,0.0006266315047193531,0.03130059668836427,1.1336024886697155e-06,9.961364412449632e-09,1.2242904553664117e-06,1.325465912256453e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06841030149617983,0.0004948661197591933,0.00039608760825587475,-9.293340104888474e-10,1.0535806379420807e-08,2.845570198064067e-09,0.0033669650497611336,8.270588488173747e-06,5.20455500689816e-06,4.080528054502761e-09,0.5
900,0.06752813522220452,-0.0009097995962221984,0.03143906040593568,1.8323302529445748e-06,1.7492652229101896e-08,9.762332273015139e-07,1.4898819123311133e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06822648780405674,0.0005323948807508579,0.00047306578533088696,9.232388705939023e-10,4.518492668406131e-09,1.996537112622265e-09,0.003555506487902474,9.037460355026165e-06,6.741591364447123e-06,-3.0379164952683477e-09,0.5
1000,0.06757692749874422,-0.0006924810534651492,0.031147515031414292,1.5883000855305013e-06,1.0329308254292218e-08,4.3565897408049196e-07,6.613148117584544e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06862354628555414,0.0005400526032661884,0.0005378429099060007,3.916853286084348e-09,1.0459411220446598e-09,9.694853157105809e-10,0.003667690439979588,1.126882947959898e-05,6.906375204844315e-06,-4.203793723892425e-09,0.5
