milliseconds,Infected,Recovered,Susceptible
0,1.263902932254803e-07,0.0,0.9999999999999968
100,1.294347998364437e-07,1.790886248709055e-09,0.9999999951646038
200,1.3255249944299732e-07,3.6248272151374587e-09,0.9999999902129632
300,1.357455735054703e-07,5.503106112460904e-09,0.9999999851416101
400,1.3901579723729026e-07,7.426767184943854e-09,0.9999999799477254
500,1.4236480139219456e-07,9.396769700531203e-09,0.9999999746287187
600,1.457941610042233e-07,1.1414040150840641e-08,0.9999999691820887
700,1.4930610130215528e-07,1.3479887495483332e-08,0.9999999636043011
800,1.5290237369029416e-07,1.5595341973461573e-08,0.9999999578925741
900,1.5658522719395276e-07,1.7761726542456032e-08,0.9999999520433361
1000,1.603567186461565e-07,1.9980251105729265e-08,0.9999999460533201
1100,1.6421903192650468e-07,2.225220029997895e-08,0.9999999399190576
1200,1.6817438443156156e-07,2.457887847787074e-08,0.9999999336370269
1300,1.7222499251703684e-07,2.6961589379787714e-08,0.9999999272037079
1400,1.7637325857885056e-07,2.9401746181895408e-08,0.999999920615285
1500,1.806214459246636e-07,3.190068024346385e-08,0.9999999138681637
1600,1.8497190034373418e-07,3.445977144251109e-08,0.9999999069586181
1700,1.8942725786456396e-07,3.7080570386588585e-08,0.9999998998824616
1800,1.9398988547910628e-07,3.976446942592941e-08,0.9999998926359349
1900,1.9866232101963526e-07,4.251296140541278e-08,0.9999998852150074
2000,2.0344735375898453e-07,4.5327687076649034e-08,0.999999877615249
2100,2.0834758858709867e-07,4.821017873033826e-08,0.9999998698325225
2200,2.1336578840765505e-07,5.1162061606777976e-08,0.9999998618624398
2300,2.1850486616537135e-07,5.4185049206073955e-08,0.9999998537003745
2400,2.2376769597757703e-07,5.728083218854484e-08,0.9999998453417617
2500,2.291572620970867e-07,6.045116600037649e-08,0.9999998367818618
2600,2.3467664165868914e-07,6.369786072449768e-08,0.9999998280157875
2700,2.4032895187733326e-07,6.702275002039962e-08,0.9999998190385879
2800,2.461174078238771e-07,7.042772511021849e-08,0.9999998098451569
2900,2.520453253757607e-07,7.391473651446433e-08,0.999999800430228
3000,2.581160385529388e-07,7.748574542550118e-08,0.9999997907885059
3100,2.6433297026202245e-07,8.114276532225978e-08,0.9999997809145542
3200,2.7069961379168467e-07,8.488785108504801e-08,0.9999997708028249
3300,2.7721965606058674e-07,8.872317149509463e-08,0.9999997604474623
3400,2.8389683495847013e-07,9.265092531666093e-08,0.9999997498425296
3500,2.907348452885922e-07,9.667328596847898e-08,0.9999997389821585
3600,2.97737520956645e-07,1.007925086948325e-07,0.9999997278602601
3700,3.049087721890988e-07,1.0501089363478173e-07,0.999999716470624
3800,3.122528804955721e-07,1.0933095933123935e-07,0.9999997048064501
3900,3.197739494749388e-07,1.1375511967238907e-07,0.9999996928612207
4000,3.2747614941348075e-07,1.1828582777444401e-07,0.9999996806283127
4100,3.353637936290217e-07,1.2292562089042647e-07,0.9999996681008754
4200,3.434412820935858e-07,1.2767708724668205e-07,0.9999996552719205
4300,3.517135615557826e-07,1.3254313670617064e-07,0.9999996421335916
4400,3.6018508586834536e-07,1.3752638918950548e-07,0.9999996286788148
4500,3.6886061611291324e-07,1.426296453419189e-07,0.9999996149000284
4600,3.77745013142954e-07,1.4785576449830574e-07,0.9999996007895122
4700,3.86843312343688e-07,1.5320770866020848e-07,0.9999995863392688
4800,3.961609672217954e-07,1.586886857856988e-07,0.9999995715406368
4900,4.057030376926284e-07,1.6430167230520705e-07,0.9999995563855798
5000,4.154748878874289e-07,1.700498236015658e-07,0.9999995408655783
