milliseconds,Dsh_i,Dsh_a,APC__axin__GSK3,APC_axin_GSK3,GSK3,APC_axin,APC,B_catenin_APC__axin__GSK3,B_catenin__APC__axin__GSK3,B_catenin,B_catenin_0,Axin,TCF,B_catenin_TCF,B_catenin_APC
0,100.0,0.0,0.00966,0.00483,50.0,0.00098065,98.0,0.00202,0.00202,1.0,25.1,0.000493,8.17,6.83,2.05
100,100.0,0.0,0.009669524396976024,0.004833280736778202,49.99999631176985,0.0009732992447591437,98.00034431131638,0.0020154437139134683,0.0020154393824690676,0.9998249332588076,25.09778143038713,0.0004965797009740819,8.167298004525803,6.832701995474199,2.0496593512085903
200,100.0,0.0,0.009669844608547903,0.0048353160370710946,49.99999380513808,0.0009715963141474634,98.00033466501058,0.0020155193487649964,0.0020155148675187516,0.999654642946205,25.097892177197746,0.0004957108465087263,8.16728158818076,6.832718411819239,2.049668193813217
300,100.0,0.0,0.00967019136613043,0.004836524238304831,49.99999208759957,0.0009704238796184724,98.00032537850089,0.0020156004106968756,0.0020155963852817147,0.999492890456228,25.098001592717733,0.0004951126716216443,8.167265369236333,6.832734630763667,2.049676935218923
400,100.0,0.0,0.009670552572171913,0.004837183318875412,49.999990899500574,0.0009696075524288054,98.00031637338725,0.0020156843734903253,0.0020156802348631443,0.999339411720994,25.098109612964656,0.00049469619622409,8.16724935717672,6.83275064282328,2.049685568560774
500,100.0,0.0,0.009670919181273148,0.004837479879428549,49.999990066380114,0.0009690301558954853,98.00030759584753,0.002015769349014264,0.0020157652101478254,0.9991939073658925,25.098216209327454,0.0004944016321006275,8.167233556242062,6.832766443757937,2.049694090376555
600,100.0,0.0,0.009671285647087618,0.004837538631564577,49.999989471481165,0.0009686132651916296,98.00029900874337,0.002015854180706092,0.0020158500594608707,0.9990560609096918,25.098321376698582,0.0004941889637790334,8.167217967188016,6.832782032811984,2.049702499472451
700,100.0,0.0,0.00967164831889804,0.004837442924783921,49.99998903661682,0.0009683043578978363,98.00029058612093,0.0020159381083680447,0.0020159340311184893,0.9989255493113707,25.09842512526779,0.0004940313922334811,8.167202588502404,6.832797411497597,2.0497107961378522
800,100.0,0.0,0.00967200493991417,0.004837246542612803,49.99998871117432,0.0009680694295974171,98.00028231004998,0.0020160206631870876,0.0020160166799573086,0.9988020491863042,25.09852747581215,0.0004939115670641976,8.167187417103499,6.832812582896503,2.049718981694607
900,100.0,0.0,0.009672354138457712,0.004836985618689413,49.99998846100718,0.0009678855343331839,98.00027416743059,0.00201610156135499,0.0020160976743060764,0.9986852429651578,25.09862845494406,0.0004938177803305375,8.167172449044463,6.832827550955538,2.0497270580421207
1000,100.0,0.0,0.009672694995792755,0.004836686017382871,49.99998826155509,0.0009677361641997845,98.00026614801372,0.002016180613697255,0.0020161768180289473,0.9985748223283128,25.098728092185173,0.0004937416090616431,8.167157679947364,6.832842320052638,2.0497350273770363
1100,100.0,0.0,0.00967302696053065,0.0048363654773570484,49.999988095845396,0.0009676099072634389,98.00025824382452,0.002016257707767972,0.0020162540089396766,0.9984704888432877,25.098826419137772,0.0004936772304465424,8.167143105125817,6.832856894874183,2.0497428921134664
1200,100.0,0.0,0.009673349814368655,0.004836034803767047,49.99998795338148,0.0009674997010028261,98.00025044884062,0.0020163328007018564,0.00201632919967474,0.9983719541014159,25.09892346903698,0.0004936210409206709,8.167128719651458,6.832871280348542,2.049750654839712
1300,100.0,0.0,0.009673663524264835,0.004835700691086709,49.9999878275111,0.0009674010650143449,98.00024275823338,0.002016405888284349,0.002016402385253611,0.9982789407180176,25.09901927565063,0.0004935707544172311,8.167114518517,6.832885481482999,2.0497583182125423
1400,100.0,0.0,0.009673968176842997,0.004835367189811682,49.999987714058875,0.0009673111826249486,98.00023516797265,0.002016476991243342,0.0020164735832146913,0.9981911825995045,25.099113872722295,0.0004935249337703952,8.167100496718817,6.8328995032811815,2.0497658849034393
1500,100.0,0.0,0.009674263893929155,0.004835037334226254,49.99998760980859,0.000967227881671774,98.00022767438796,0.0020165461376038143,0.002016542825637211,0.9981084252855181,25.09920729335126,0.0004934824706739446,8.167086649348912,6.832913350651087,2.049773357538797
1600,100.0,0.0,0.009674550864089639,0.004834712750797598,49.999987512867904,0.0009671498794111529,98.00022027427109,0.0020166133692611156,0.002016610147940022,0.998030425225412,25.099299570178456,0.0004934427106337369,8.167072971567258,6.83292702843274,2.0497807387172347
1700,100.0,0.0,0.009674829266007068,0.00483439494612799,49.99998742146741,0.0009670759760194609,98.00021296452837,0.002016678725978521,0.0020166755944736434,0.9979569499541527,25.099390734902823,0.0004934050414681224,8.16705945867358,6.83294054132642,2.049788030962846
1800,100.0,0.0,0.009675099374000785,0.004834083286024618,49.999987335844196,0.0009670063194891935,98.0002057427201,0.0020167422674521466,0.0020167392283206593,0.9978877766719864,25.099480819113598,0.0004933695387072762,8.167046105983934,6.8329538940160655,2.0497952368044365
1900,100.0,0.0,0.009675361405300512,0.004833778251501174,49.99998725520636,0.0009669403671078103,98.0001986061853,0.002016804041365161,0.0020168010954758424,0.9978226932849222,25.09956985302369,0.0004933359254524186,8.167032909018456,6.832967090981543,2.049802358653782
2000,100.0,0.0,0.009675615477928903,0.004833482417763194,49.99998717682002,0.000966876272374322,98.00019155177687,0.0020168640745765673,0.0020168612097070443,0.9977614983874863,25.099657865108707,0.0004933032595529639,8.167019863554843,6.832980136445157,2.049809398770602
2100,100.0,0.0,0.00967586177008966,0.004833196767990663,49.99998709944535,0.0009668131924043859,98.00018457684764,0.0020169224064764076,0.0020169196100952654,0.9977039991393687,25.099744883600017,0.0004932711109482147,8.167006965407086,6.832993034592913,2.04981635940513
2200,100.0,0.0,0.009676100555532077,0.004832919847554326,49.99998702412459,0.0009667518171824357,98.0001776794747,0.002016979096389252,0.0020169763759344795,0.9976500104293216,25.099830936848754,0.0004932398317158477,8.166994210371529,6.83300578962847,2.0498232428325354
2300,100.0,0.0,0.009676332004719644,0.004832652567392803,49.99998694970421,0.0009666913623948451,98.0001708571698,0.0020170341819594428,0.002017031541713853,0.9975993567419722,25.099916051438928,0.0004932090216779117,8.166981594506462,6.8330184054935375,2.049830051171836
2400,100.0,0.0,0.009676556402996484,0.004832393409510255,49.99998687730401,0.0009666325706866424,98.00016410816302,0.002017087724792901,0.002017085158681834,0.99755186969021,25.100000254114452,0.0004931790597729807,8.166969113846516,6.833030886153483,2.04983678657013
2500,100.0,0.0,0.009676774006910962,0.004832141133069933,49.9999868077942,0.0009665760173604303,98.00015743067455,0.0020171397804295698,0.0020171372853850754,0.9975073886818692,25.100083570735354,0.0004931502395587245,8.166956764557435,6.833043235442565,2.0498434511021277
2600,100.0,0.0,0.009676985001907086,0.0048318958809256355,49.999986740763774,0.0009665214175945388,98.00015082261726,0.002017190389492197,0.0020171879639004544,0.9974657614173701,25.100166025847003,0.0004931224157252156,8.166944542999921,6.8330554570000785,2.0498500467287535
2700,100.0,0.0,0.009677189626608499,0.00483165660576491,49.99998667691941,0.0009664692374168032,98.00014428228367,0.0020172396036573486,0.0020172372445567397,0.9974268420310544,25.10024764374123,0.0004930958260703598,8.166932445572256,6.833067554427746,2.0498565753981564
2800,100.0,0.0,0.009677388039258982,0.004831423779862386,49.99998661555939,0.0009664189972987804,98.00013780761866,0.0020172874577082667,0.00201728516377713,0.9973904922872374,25.100328447388275,0.0004930702259134856,8.166920468868538,6.833079531131463,2.0498630389432697
2900,100.0,0.0,0.009677580396611837,0.004831197813600507,49.99998655604745,0.0009663702619081775,98.00013139664078,0.0020173339860891436,0.002017331756249546,0.997356580334086,25.100408459097288,0.0004930453931364953,8.16690860958101,6.833091390418992,2.049869439144588
3000,100.0,0.0,0.009677766887037897,0.004830978365119683,49.99998649845614,0.0009663230721531338,98.0001250476262,0.0020173792298543306,0.0020173770618482144,0.9973249802095656,25.100487700805264,0.0004930213486456759,8.166896864457328,6.833103135542674,2.0498757777576198
3100,100.0,0.0,0.009677947658949795,0.004830765806336609,49.99998644219964,0.0009662770270382005,98.00011875871111,0.0020174232216176534,0.002017421113450837,0.9972955717479246,25.100566193548026,0.0004929978878479034,8.166885230378597,6.833114769621406,2.049882056461334
3200,100.0,0.0,0.00967812293086914,0.004830558941790237,49.999986388159826,0.0009662327114231536,98.0001125285005,0.0020174660085749106,0.0020174639589382363,0.9972682391379095,25.100643958401303,0.0004929753091518496,8.166873704219867,6.833126295780136,2.049888276947746
