milliseconds,E,E_P_1,P,M,M1,E_M1,E_M,T,E_P_2,P2,P21,E_P21,E_P2,E_P1
1600,7.935207948661977e-05,6.215052724763702e-05,0.9907643265674189,0.007678939361591639,1.503119101881157e-10,1.499211375706695e-14,4.644546995020479e-07,6.823656964534907e-05,7.561867917042681e-06,0.0003659824146271423,1.6951488093287655e-13,6.0597782958249285e-25,3.170663735401539e-09,0.0
1700,7.903821487839996e-05,6.309888170883436e-05,0.9902925330071006,0.008399642341128968,2.389782511747654e-10,1.5055666261741826e-14,5.256501976579423e-07,8.942348063134431e-05,7.594882025508856e-06,0.00041186895101244714,2.6590867155324024e-13,7.1085488012271015e-25,3.578994216312014e-09,0.0
1800,8.022848267977769e-05,6.246496513243653e-05,0.9905709377073273,0.008939770822481447,2.1898823770596466e-10,1.6014329566125173e-14,5.397902235704129e-07,0.00010267726989748021,7.535438405080055e-06,0.0004370416677272904,3.2534084456819693e-13,9.73471881537531e-25,3.986374727871101e-09,0.0
1900,7.903432561207002e-05,6.264941876111028e-05,0.9897865215835315,0.010083404503609871,3.4436179665559985e-10,2.3352774891534338e-14,5.311013647093215e-07,0.00012072079433797549,7.563205010640809e-06,0.0004837030785672862,3.2172300089364534e-13,7.086283245205142e-25,3.870839732182274e-09,0.0
2000,7.9953507008894e-05,6.278405205936555e-05,0.9887768206089641,0.01009869984077388,2.766538671839925e-10,2.0721122153919917e-14,5.918650378809077e-07,0.00014411185553432333,7.5231651817901674e-06,0.0005131826008115655,2.95621305196901e-13,1.4864639940834247e-24,4.3593829120218484e-09,0.0
2100,7.839580139108093e-05,6.227082794762752e-05,0.9893668508254571,0.011270921719101764,3.0721268551231006e-10,2.754244766003201e-14,6.488317884518409e-07,0.00014969971413267416,7.4919222210653065e-06,0.0004822784426076046,3.7627770226081515e-13,1.9339487068058605e-24,4.083067350870275e-09,0.0
2200,7.984991038281987e-05,6.257825053307467e-05,0.9880338678013812,0.01176143079499754,4.2443257066370333e-10,2.940887052382054e-14,6.118669573244582e-07,0.00013084235606324867,7.398006100172908e-06,0.0005411104181277366,3.5740350820776453e-13,1.6399765431934383e-24,4.6410406659655e-09,0.0
2300,7.957481350275541e-05,6.229044528187776e-05,0.9878406142331847,0.012296495224661742,4.765413226545777e-10,3.5429362465195304e-14,6.478909824026727e-07,0.0001804116534374846,7.385442202921488e-06,0.0005800880968851145,5.159353668803224e-13,2.0280455957792566e-24,4.577891929012249e-09,0.0
2400,7.88705078298662e-05,6.250734584378612e-05,0.986651987758626,0.012554668683422053,4.465159787961123e-10,3.618776343386161e-14,6.558916193457397e-07,0.0001661994740542881,7.4763009127053114e-06,0.0005836966914277529,5.44935969271094e-13,2.3341950720242596e-24,5.2484555711619135e-09,0.0
2500,8.01203723431746e-05,6.115704684073882e-05,0.9864770782487629,0.012991489412617083,4.666064662714463e-10,3.4252832470321573e-14,6.815138298122168e-07,0.00021091627767606092,7.546081020778149e-06,0.0006151846295580227,6.002147557350457e-13,2.126304853888433e-24,5.384357839123155e-09,0.0
2600,7.969815872732425e-05,6.281185679199006e-05,0.9858051005611992,0.012935382088295477,5.375568060509014e-10,3.782562050424008e-14,7.711454957529633e-07,0.00020315991094745702,7.423221663687142e-06,0.0006119871731018351,5.307683190176328e-13,2.5589354109968483e-24,5.555448536132581e-09,0.0
2700,7.984619573018553e-05,6.239967024202418e-05,0.9847655462265614,0.013454062826921173,6.314142167008454e-10,4.374694862264184e-14,8.155704058718123e-07,0.0002079885518741729,7.5455809984550914e-06,0.0006333421135327645,6.101529742134831e-13,3.412208689324357e-24,5.415219827109649e-09,0.0
2800,7.876311584837028e-05,6.173666576004992e-05,0.9856256020718884,0.01439371575812622,5.892588327887829e-10,5.073884286629594e-14,7.988139247327908e-07,0.00021745440880871483,7.488569519297919e-06,0.0006600071689791984,6.726869005412455e-13,2.842023190092224e-24,5.870470006205071e-09,0.0
2900,7.901224920870769e-05,6.111548512495173e-05,0.9840171081065618,0.01400493517309338,7.225178718916611e-10,4.949883929218465e-14,8.212773097323897e-07,0.00025003986623569127,7.536833497690798e-06,0.0007031033008215698,7.84021788127284e-13,3.245800062654133e-24,5.777245565569571e-09,0.0
3000,7.95423827264561e-05,6.0967887719354766e-05,0.9843123384781007,0.014772156917504744,7.360170472411595e-10,5.893206568681948e-14,8.755000728163574e-07,0.00029380112595806906,7.386033827164244e-06,0.0007361866204317998,7.931734750123444e-13,4.5040451199485844e-24,6.049110674719795e-09,0.0
3100,7.960593645859283e-05,6.127604298120485e-05,0.9836516895790641,0.015301189871806136,7.809025121582102e-10,5.783247850514294e-14,9.32432811393207e-07,0.00027585249591935255,7.487277448717705e-06,0.0007390649720332674,8.977191873568469e-13,4.988480217729381e-24,6.691121729987255e-09,0.0
3200,7.905328326013328e-05,6.187785884422223e-05,0.9831461380430319,0.015692156683853584,8.513368316360012e-10,6.052997888870731e-14,8.784670111905784e-07,0.00029992358733319305,7.386829363231153e-06,0.0007487684072108,8.283698482065355e-13,5.6209409471745284e-24,6.431426926844808e-09,0.0
3300,7.862089027962699e-05,6.139103280518993e-05,0.9818449275931038,0.016608784476533116,8.895713697482875e-10,6.96364011000251e-14,9.51473699472728e-07,0.0003252084168712372,7.503350590497918e-06,0.000789346092791269,9.555633195832634e-13,5.072701422376861e-24,6.808995563337809e-09,0.0
3400,7.860186596397452e-05,6.15385311344923e-05,0.9818566120974658,0.016636784684103775,9.581316685288108e-10,7.38511381084651e-14,1.0122276187528084e-06,0.0003310327997390931,7.399451474719406e-06,0.000828082157648126,1.0548457414290635e-12,5.559027343439898e-24,7.410565104882712e-09,0.0
3500,7.86786100877368e-05,6.124085535405679e-05,0.9808126792332775,0.0180697282489022,9.80091354333873e-10,7.561293523110551e-14,1.0352845956561706e-06,0.00035105724942387223,7.35705615227015e-06,0.0008602766570978605,1.0092205002857266e-12,6.605160879529456e-24,7.569742652280827e-09,0.0
3600,7.867264323051754e-05,6.195636014665686e-05,0.9800931854893558,0.017739613506669423,9.74833656928567e-10,7.558956016859745e-14,1.0047589078217494e-06,0.00037941629076476273,7.431399645681298e-06,0.000844793341654567,1.1644129906990988e-12,7.041997781917864e-24,7.299741615572821e-09,0.0
3700,7.935548123777867e-05,6.168024782737886e-05,0.9796063152636069,0.018892731507819775,1.1016750582841941e-09,8.827585605442318e-14,1.0210077086216407e-06,0.00041371951969120543,7.378782064250562e-06,0.000860455364803984,1.129035693607715e-12,7.524602201113154e-24,7.753044392294883e-09,0.0
3800,7.825254537570751e-05,6.14566503884147e-05,0.9800239354324521,0.019513636251125146,1.1870141908828096e-09,8.686529287572786e-14,1.1043673355255326e-06,0.0004430909988711065,7.39431023176891e-06,0.0009476212985884135,1.2045057827301432e-12,7.961808764397077e-24,7.641305411549137e-09,0.0
3900,7.843989476274737e-05,6.098829095403181e-05,0.9796314927253496,0.018989759976340472,1.1916031720456559e-09,9.295979331469374e-14,1.1425483372798603e-06,0.0004817983553923886,7.357440786233406e-06,0.0009718771222270654,1.3302972706319958e-12,9.067794520066545e-24,8.018125060440219e-09,0.0
4000,7.880908067555764e-05,6.171351246575326e-05,0.9783196783376196,0.02006860901042276,1.2900999862182176e-09,9.380025817483e-14,1.143439187842003e-06,0.0004771176949642401,7.297652855769672e-06,0.0009755150724487952,1.412225973513994e-12,1.0224957071287195e-23,8.296676680521547e-09,0.0
4100,7.939965361117681e-05,6.0832941497739786e-05,0.977636070091565,0.02050707670442503,1.260594428761764e-09,9.962434174231018e-14,1.1725204487817513e-06,0.0005070619217758596,7.48261284535428e-06,0.0009730658587152552,1.4883262941042329e-12,1.1185220929797918e-23,8.797692577887659e-09,0.0
4200,7.991051354497953e-05,6.211512376931706e-05,0.9779447837078321,0.020730364467279095,1.4370105455269546e-09,1.075157194678236e-13,1.2289402807929e-06,0.0005317746058798393,7.326940535653414e-06,0.0010205081155295163,1.546408210986198e-12,1.1602558033987508e-23,9.050068851572237e-09,0.0
4300,7.921159428892251e-05,6.143834460123721e-05,0.97761044229796,0.021894006210838014,1.4669635316259836e-09,1.1232242199756046e-13,1.2242905001226668e-06,0.0005489100259783095,7.29546586897e-06,0.0010082368523756447,1.6153360562905094e-12,1.2562001735597361e-23,9.043599410012706e-09,0.0
4400,7.936712334042608e-05,6.114957627014988e-05,0.9767018717238061,0.022638062420117462,1.478501639371557e-09,1.1624748157433873e-13,1.237707800583672e-06,0.000592663618724345,7.296698265284378e-06,0.0010712819568813267,1.625793765683244e-12,1.2670625812614107e-23,9.475215405401021e-09,0.0
4500,7.93299952153771e-05,6.143626552030076e-05,0.9762827528716925,0.02182667124604418,1.5914043680440478e-09,1.226263379093989e-13,1.2396297250171434e-06,0.0006340286949661534,7.315650269826812e-06,0.001072330217656877,1.713161151466892e-12,1.4277299573571178e-23,9.480319834244078e-09,0.0
4600,7.932420333828457e-05,6.09554560726868e-05,0.9749847697694813,0.023076483453214718,1.6061360363854645e-09,1.298286012849641e-13,1.276596222406234e-06,0.0006540650477769706,7.289616709608538e-06,0.0011208440925594575,1.8977086816957924e-12,1.5494630405516638e-23,9.720397665589963e-09,0.0
4700,7.895702179490756e-05,6.176113107214616e-05,0.9752316916251957,0.02377723310870119,1.7820814391538622e-09,1.3675117966089052e-13,1.3169655722064595e-06,0.0006835530486475689,7.315166245097495e-06,0.0011345844620554697,1.944851367187864e-12,1.59962105105836e-23,9.906196898378024e-09,0.0
4800,7.90878783588803e-05,6.051829517431511e-05,0.9746139685524734,0.02381515936369132,1.8165449575169578e-09,1.421958349970872e-13,1.3386528539821698e-06,0.0006879841731478341,7.401787340643684e-06,0.0011192439527590021,2.04804406964293e-12,1.7452377642755937e-23,9.737568724574169e-09,0.0
4900,7.82793338353072e-05,6.121531272865654e-05,0.9737543523537677,0.02415648239146569,1.9290985607234092e-09,1.4606266489982936e-13,1.3815884527267338e-06,0.0007086574987572,7.2878571016051155e-06,0.0011566120864456523,2.0336592614898723e-12,1.7621866978242863e-23,1.0170000982063963e-08,0.0
5000,7.820364468323351e-05,6.162883421307233e-05,0.973714495846939,0.0247720134265175,2.0021782040534568e-09,1.532932991130759e-13,1.3871319938415477e-06,0.0007330620627642856,7.250933799700888e-06,0.0011863302140346186,2.1793914814073496e-12,1.9682259366243775e-23,1.0386800263518685e-08,0.0
