milliseconds,E,E_P_1,P,M,M1,E_M1,E_M,T,E_P_2,P2,P21,E_P21,E_P2,E_P1
0,0.00014903551459975362,-7.593065270123958e-07,0.9993578642526134,0.00036203028091087974,4.66221263955419e-11,7.67513551672785e-16,3.0131143456444055e-08,-6.3639786894447826e-06,-1.786489048339303e-08,3.3946336263217144e-05,-5.175231969698895e-15,-7.503428257942508e-26,-7.473620955028028e-11,0.0
100,7.934587905972221e-05,6.360479774265517e-05,0.9989670339885763,0.0010174681033780588,-5.682493732548751e-11,-3.3876274835042683e-15,9.9541568796608e-09,1.0147159258457717e-05,7.647615716990117e-06,1.9211111871979812e-05,-5.881298142115194e-14,2.700926909140078e-25,3.855991747213553e-11,0.0
200,8.009872766104494e-05,6.208755180526614e-05,0.9991971074755772,0.0005181156719843374,3.1179503791044794e-11,-2.2328779788428326e-15,4.335899698947177e-08,5.1857269484496255e-06,7.5528178302642815e-06,5.851893422545822e-05,3.6820720638428435e-14,-4.47403334369542e-25,1.2990420354039274e-10,0.0
300,8.014499511594518e-05,6.305644348377839e-05,0.9989295492260901,0.0012054122217692545,-1.4929136913402403e-11,3.5298222698021093e-16,1.1142305278871629e-07,9.16726162290994e-07,7.633491995568783e-06,4.29749379344554e-05,2.1572037596715917e-14,1.397073811540063e-25,6.268909074853975e-10,0.0
400,7.893509024033052e-05,6.218555506461003e-05,0.9984253323480426,0.0027717267301669572,5.96566706759883e-11,-1.1537556752057014e-15,1.4133558506081362e-07,6.941143361869075e-06,7.620164975979689e-06,7.726285736209008e-05,6.215931531374255e-14,5.602474710783831e-25,8.434540037095327e-10,0.0
500,7.93482266941053e-05,6.222454754591149e-05,0.9973472097697305,0.002930831996953498,3.635739479501642e-11,-1.9210097885420486e-15,1.6653700916117037e-07,2.9566125666821724e-05,7.588731906478386e-06,0.00010041054177954803,7.562341441347667e-14,-1.3487962138306549e-25,9.014150328755918e-10,0.0
600,7.9583887268662e-05,6.266694770843339e-05,0.9962005179773515,0.0033825987901560835,1.3471198774781354e-11,6.764110829506868e-15,1.397424692807549e-07,3.1838129597038093e-05,7.575600589578326e-06,0.00014759321008645277,2.869549898992182e-14,5.103492470595345e-25,1.3961403837148482e-09,0.0
700,7.9781852555978e-05,6.290093308227317e-05,0.9958035039461373,0.003478519269510511,8.27736677263119e-11,6.273579073587062e-15,1.7871633550511745e-07,7.871284198528792e-06,7.541926422439146e-06,0.0001665610649586267,-7.829302157062594e-15,1.6124598544215738e-25,1.547067472277419e-09,0.0
800,7.999882784354215e-05,6.246420028300085e-05,0.9950113309737281,0.004528022323427662,4.915135166007305e-11,6.6157639882417136e-15,2.42093093314696e-07,1.4726784059150309e-05,7.5422872587839e-06,0.0002141923914647063,7.105819545280218e-14,-4.120391208050372e-25,1.4489129182175183e-09,0.0
900,7.871267005117707e-05,6.264597283959115e-05,0.9956442736598543,0.004137266875773301,6.681271804448743e-11,6.564396548930511e-16,2.9978436630556365e-07,2.55074293105882e-05,7.5173082806406165e-06,0.00021707154388934897,3.1692423979105884e-14,-1.8169017005207385e-25,1.8956429037592844e-09,0.0
1000,7.981907635774504e-05,6.201752099598816e-05,0.9950533485889176,0.005475794252770364,5.515490392745032e-11,4.711344956939551e-15,2.6877750646884757e-07,1.464782682146851e-05,7.581611627390129e-06,0.0002606788341404442,8.074569999958039e-14,2.7218944022911276e-25,1.7739209796512328e-09,0.0
1100,7.840798530183602e-05,6.232713891435063e-05,0.9947063066788954,0.005809622696269109,1.2118887632333996e-10,5.071256454364062e-15,3.127709263384465e-07,5.8918037113881285e-05,7.468577502786392e-06,0.00025132629093531204,1.1346463387346979e-13,1.124491302510481e-25,2.1295706650546474e-09,0.0
1200,7.83725995863942e-05,6.206432813683859e-05,0.9932617245071756,0.006248391830978486,1.610783974302709e-10,7.63840341280124e-15,3.4783749364282006e-07,4.056591298310701e-05,7.42077231524167e-06,0.00026232599332195924,5.933455862741726e-14,6.168170275447049e-25,2.3171985002925347e-09,0.0
1300,7.89139186328231e-05,6.285064637314745e-05,0.993180320848622,0.006448394315500356,1.1715030302026443e-10,1.0679225874420084e-14,4.1205575705680517e-07,4.336958500679864e-05,7.5246859221714646e-06,0.00033533384126774383,8.490657222328175e-14,-4.68593126550479e-26,2.401170153674946e-09,0.0
1400,7.967081629316608e-05,6.21132327642565e-05,0.9920701078970313,0.006987170904899503,1.4791890401637754e-10,1.2198031584297147e-14,3.773798691993814e-07,4.502442089442267e-05,7.4138610233535355e-06,0.0003282760666502308,2.2195578034300447e-13,5.115686156171674e-25,3.1365137807639665e-09,0.0
1500,7.933488941331566e-05,6.271376710885354e-05,0.9919981523967184,0.008244676320133815,1.4058883097549956e-10,1.3313294624306832e-14,4.348466810013263e-07,7.992676962136606e-05,7.4689640717499534e-06,0.00034651786139997404,1.48847400493327e-13,7.414098323904023e-25,3.110884059849478e-09,0.0
1600,7.861725651052114e-05,6.23646076241444e-05,0.9918739273850696,0.007472496962865799,1.54569467406358e-10,1.4623583543746096e-14,4.567361261037316e-07,5.543723388758243e-05,7.400539083569452e-06,0.0004210665932283841,2.1335211961340872e-13,7.77684405198512e-25,3.0808945647748576e-09,0.0
1700,7.979777623784745e-05,6.28084443866381e-05,0.9912494952872412,0.00811442576669532,2.6825046530030036e-10,1.4728447304567463e-14,4.671108797656344e-07,9.925282728817979e-05,7.584385307053958e-06,0.00044128337941207787,1.9391924281294155e-13,9.612545774546034e-25,3.3860474346844055e-09,0.0
1800,7.929701535064138e-05,6.245505772300618e-05,0.9897918453248605,0.00936979290345076,3.06144871778084e-10,2.405765351124811e-14,5.186385700642307e-07,7.980241228318333e-05,7.42687839249147e-06,0.00040357414761367716,2.9210023394022836e-13,8.083172323209725e-25,3.503510177866634e-09,0.0
1900,8.003564999126313e-05,6.188915951836726e-05,0.9889284746439021,0.01001500209048396,3.1972418656356765e-10,2.1097486680578085e-14,5.229604721138706e-07,0.00012100731140084425,7.408841783841163e-06,0.0004659420863186188,3.746976254557284e-13,1.3090194156710325e-24,3.868939276659632e-09,0.0
2000,7.873555866590503e-05,6.291132789683118e-05,0.9883910662726962,0.009894965823501129,2.833949635662498e-10,2.833211230537009e-14,6.082189266247914e-07,0.00013086410935626575,7.535232205465781e-06,0.0005167503434330091,3.9424896065074183e-13,1.2015126268975785e-24,4.3619017611695296e-09,0.0
2100,7.856421931574756e-05,6.150761194158313e-05,0.9891701818077758,0.011209966253179793,3.151188144346261e-10,2.738522681338914e-14,5.743857994543132e-07,0.00014520212259286884,7.540020321689325e-06,0.0005303555967587055,3.882280756672949e-13,1.1207299416341213e-24,4.536819384489286e-09,0.0
2200,7.933754703005296e-05,6.241874272865279e-05,0.987968741520122,0.01054319141241929,3.2491212079389213e-10,3.1400121918240816e-14,6.573393869872769e-07,0.0001597159914585158,7.416801335800977e-06,0.000559826852366567,3.8847651003130994e-13,1.4247189933673884e-24,4.62965244294629e-09,0.0
2300,7.92483501409213e-05,6.17151355098222e-05,0.9882832930979396,0.011912906855220147,4.784948297119516e-10,3.441036202276096e-14,6.800435532162206e-07,0.00017036885006570764,7.512555263810447e-06,0.0005309976822422521,4.203904508571457e-13,1.910819429786923e-24,4.657413262391069e-09,0.0
2400,7.8988067375945e-05,6.20759770764553e-05,0.9872675934990818,0.011532709369734401,4.499287702906752e-10,3.4331694799502975e-14,7.178111260287871e-07,0.000195991730605979,7.403077771643367e-06,0.0006092873972041027,5.408286838258693e-13,1.9854839756287222e-24,4.928740984759361e-09,0.0
2500,7.881438898197801e-05,6.147350985200113e-05,0.98671856442761,0.012091563296083616,4.883526390158889e-10,4.137308057936879e-14,7.432618580387643e-07,0.00021063786742460402,7.538039853998146e-06,0.0005791521474360413,6.098559653588225e-13,2.139389880919969e-24,4.985991213717464e-09,0.0
2600,8.017892640220087e-05,6.209190324688301e-05,0.9857744125970241,0.013314581795044154,5.873045005589046e-10,4.4173135686161994e-14,7.241415735360242e-07,0.00018409888838773902,7.4970662844002975e-06,0.0006267911593753477,6.000146956838185e-13,2.2338568923025375e-24,5.7262599709517e-09,0.0
2700,7.990264739525739e-05,6.109001369196226e-05,0.9861903538312006,0.013322817601911008,5.325167675838944e-10,4.7081204592668154e-14,7.413082965920552e-07,0.00022655077308105748,7.411518684106826e-06,0.0006591911267073973,6.152218725012905e-13,2.6616335386323907e-24,5.560831789707879e-09,0.0
2800,8.018284994123321e-05,6.242768152423757e-05,0.985108759953287,0.013681978488665193,6.750040452229614e-10,4.7281130580289446e-14,8.335955978272971e-07,0.00023148485087496912,7.405945680782385e-06,0.0006505547780112442,6.252397746537178e-13,3.21306892625236e-24,6.162141361998203e-09,0.0
2900,7.960957274645535e-05,6.227373193030217e-05,0.9840638482111256,0.014351205217686997,7.124812867928159e-10,5.336814386861346e-14,8.060099732562414e-07,0.00026783380903928536,7.461139108668862e-06,0.0006731911122677823,7.470270116142245e-13,4.103515419049258e-24,5.964921466744552e-09,0.0
3000,7.894353330628258e-05,6.09966933504505e-05,0.9844528431937039,0.014871168258064152,6.539373563098833e-10,5.813538227019896e-14,8.674609764046025e-07,0.0002947115905291161,7.350139913218637e-06,0.0007045149289162378,7.442036734087824e-13,4.0812164701506426e-24,6.187994604173413e-09,0.0
3100,7.879583179572656e-05,6.105283244826388e-05,0.9835037849514016,0.01614062671905698,7.123815555073986e-10,5.470611389366023e-14,9.312304467424358e-07,0.0002831749373119384,7.515857281819197e-06,0.0007233255085791403,8.19074459879236e-13,4.529428774489747e-24,6.350984299518713e-09,0.0
