milliseconds,E,E_P_1,P,M,M1,E_M1,E_M,T,E_P_2,P2,P21,E_P21,E_P2,E_P1
2900,7.94069556542147e-05,6.149190162140625e-05,0.9850984843826103,0.014784963253904536,6.748791896928434e-10,5.566446967420537e-14,8.751712299666259e-07,0.00023665354421890545,7.386789779800588e-06,0.0007229471154489011,6.875701539412297e-13,4.0926686866407764e-24,5.768692221307952e-09,0.0
3000,7.955051965577e-05,6.115312704183587e-05,0.9842054003438093,0.014635073927285835,7.010839549445114e-10,5.851646767360124e-14,8.320014708172358e-07,0.0002539294537503266,7.46854041342381e-06,0.0007488994444241167,7.292682974735306e-13,4.45655691026402e-24,6.46083564880736e-09,0.0
3100,7.866158202690986e-05,6.25454950455501e-05,0.9838047345180323,0.015098501629131168,7.14492815514628e-10,5.875552130765977e-14,9.175115320963008e-07,0.0003124418011866316,7.4029979748192525e-06,0.0007592432074743942,8.443095337566498e-13,4.5375195429727285e-24,6.591484443548031e-09,0.0
3200,7.864125175679213e-05,6.198710840898435e-05,0.9828252709606503,0.01606560942742687,7.688187551499579e-10,6.76212028285168e-14,8.769218817891902e-07,0.000295654428272384,7.486239356293915e-06,0.0007400601171736169,8.719910787386335e-13,4.8814112411085126e-24,6.552612513313434e-09,0.0
3300,7.931063030816146e-05,6.0865701208278705e-05,0.9818388522200481,0.016547541880088147,8.540115226775899e-10,6.499792615548419e-14,9.838920512864698e-07,0.0003090059795484202,7.447481001797065e-06,0.0008093986648395311,1.010198435678223e-12,5.053659581267682e-24,6.9110767210750916e-09,0.0
3400,7.862669271257033e-05,6.1732619197182e-05,0.9823541257096747,0.01664971733897672,9.136230799628556e-10,7.57412555245294e-14,9.480045758526315e-07,0.0003405245647396087,7.339557747244779e-06,0.0008295017963474795,1.0346277556962061e-12,6.3191797120088515e-24,6.992454776402995e-09,0.0
3500,7.962957602826268e-05,6.13105659312167e-05,0.9815856993803007,0.01793735063724837,9.341005044133786e-10,7.626272227998067e-14,1.0258726140116655e-06,0.0003839197145742921,7.324639776068661e-06,0.0008580932490665169,1.0522538052597237e-12,6.238850383005029e-24,7.240736031285782e-09,0.0
3600,7.963491988480322e-05,6.108648450337987e-05,0.9799024617166759,0.01733158974851719,1.0437984357962341e-09,8.238415089707598e-14,1.016646714964606e-06,0.00038357883039460267,7.435919807487385e-06,0.0008348632725029478,1.1542880518857868e-12,7.206432585530497e-24,7.380045398478802e-09,0.0
3700,7.903288895892349e-05,6.187698309077781e-05,0.9795181011251171,0.018743313748777177,1.0577784361053892e-09,8.002385147791255e-14,1.0894122656109871e-06,0.00041284509282653764,7.36730147202986e-06,0.0009124400683259544,1.1476786763604308e-12,7.410328621590655e-24,7.563586601095313e-09,0.0
3800,7.990374136002378e-05,6.195767248177239e-05,0.9788312003409312,0.018786445151359136,1.086823384213569e-09,8.459894435907399e-14,1.1261840897735868e-06,0.0004190474623296204,7.457291802992227e-06,0.0009152266894590482,1.2993207832231446e-12,8.447339470332912e-24,7.652918429947696e-09,0.0
3900,7.962631928295008e-05,6.148562921187375e-05,0.9796230287904112,0.01982394235901633,1.1633235841996567e-09,9.288952775430408e-14,1.0915475366220562e-06,0.00046034648301698544,7.299626093049711e-06,0.0009686822297447016,1.3881314393314424e-12,9.576849566278011e-24,8.183826390297236e-09,0.0
4000,7.827444283546857e-05,6.162878122336328e-05,0.9783765603474508,0.020087439719680383,1.2890456141983561e-09,9.51760896140389e-14,1.1259913796764029e-06,0.00047229721333251826,7.353653302164174e-06,0.0009628733019669063,1.4505478274132484e-12,1.0069913731376565e-23,8.195782761744865e-09,0.0
4100,7.935075578993647e-05,6.108243787530868e-05,0.9775961437740013,0.02021610689800677,1.3668166304689183e-09,1.0245700341477903e-13,1.1343423169894538e-06,0.0005261674043999939,7.421458801539835e-06,0.0010031121342784788,1.4034045516186396e-12,1.0936238556885606e-23,8.770477819188982e-09,0.0
4200,7.826825274912835e-05,6.090192831431296e-05,0.9774746314412197,0.021322614182867412,1.36195008359202e-09,1.0865999399388416e-13,1.1998802241359664e-06,0.0005152139959895608,7.455153357866443e-06,0.000986055393578582,1.5968922815110966e-12,1.1166473309246231e-23,8.845870156417976e-09,0.0
4300,7.99616071586877e-05,6.112746032618722e-05,0.9764055199386719,0.021855569165886574,1.4525512699806162e-09,1.1442783527926177e-13,1.2034946169902117e-06,0.0005533791615654693,7.447143143521763e-06,0.0010671846205619962,1.5490686286047358e-12,1.1881425619106321e-23,9.005484466778841e-09,0.0
4400,7.813798547097517e-05,6.163235288297418e-05,0.9759324936815967,0.021613940629331443,1.4562403577333625e-09,1.179258082496349e-13,1.212891652477044e-06,0.0005950999792519846,7.352428774393765e-06,0.00106249498224585,1.7352714874038261e-12,1.3204828204312629e-23,8.955546835634284e-09,0.0
4500,7.815149147195049e-05,6.109574854811554e-05,0.9759902783441372,0.022992780178576668,1.6300393631926656e-09,1.2763962261008794e-13,1.2542473313528609e-06,0.0006264995743303737,7.372416223812533e-06,0.0011050203980124177,1.7951320405854843e-12,1.3498648679477032e-23,9.19672892397828e-09,0.0
4600,7.95646351340129e-05,6.030175879763524e-05,0.9747845612966599,0.02296963311180506,1.6728160056077698e-09,1.2577981564505773e-13,1.3228485012054181e-06,0.0006390175971285905,7.444402094019377e-06,0.001088593126049397,1.7929798676602148e-12,1.5490157747008633e-23,9.658022983981454e-09,0.0
4700,7.92459596107187e-05,6.0943525904586036e-05,0.974755863726112,0.023205529195542838,1.7079434921106285e-09,1.3180231070402605e-13,1.2960490007263935e-06,0.0006522023518960144,7.265795406263791e-06,0.0011396087361975652,1.890959636713106e-12,1.5458667074042006e-23,9.695932537664852e-09,0.0
4800,7.813876624324517e-05,6.117202887883215e-05,0.9749706621505695,0.02408673170095741,1.8544615668449358e-09,1.3874320924791883e-13,1.3213013321018616e-06,0.0007022066760270767,7.341363851794972e-06,0.0011491228187992808,2.0480702680468966e-12,1.6567985407545083e-23,9.878383618926202e-09,0.0
4900,7.911240905748257e-05,6.135894754708893e-05,0.974386872283127,0.024636296820296548,1.8553832175049111e-09,1.431199018578911e-13,1.353326708699182e-06,0.0007374426759156768,7.3117621302846595e-06,0.001150317542630031,2.103860917975193e-12,1.7945159133834348e-23,1.0450290211944438e-08,0.0
5000,7.90541376150237e-05,6.130143883956004e-05,0.9732142891127283,0.024173611032620595,2.007801028357772e-09,1.537894093226718e-13,1.3787543964745186e-06,0.0007737230119142142,7.424863172321033e-06,0.0012314115395116935,2.1828465482320797e-12,1.9077136758018892e-23,1.0585135536640368e-08,0.0
