milliseconds,E,E_P_1,P,M,M1,E_M1,E_M,T,E_P_2,P2,P21,E_P21,E_P2,E_P1
1500,7.892468554474243e-05,6.29028887726448e-05,0.9918814522513226,0.007831758185622505,1.9385760749006074e-10,1.6841551438906714e-14,4.4850848043914294e-07,7.39454650012319e-05,7.594150877632662e-06,0.0003886103594446627,2.560956782779129e-13,4.227206714594688e-25,3.0753210686408042e-09,0.0
1600,7.885715762617662e-05,6.275224285381476e-05,0.9911559566967819,0.008173038182605655,2.4730494921398164e-10,1.1871166193510899e-14,4.6765308756410707e-07,0.00010080196004650569,7.486195460741707e-06,0.0003830165451522784,2.849578851893995e-13,8.223220701292485e-25,3.457300195620558e-09,0.0
1700,7.870968725680014e-05,6.259798858748635e-05,0.9904451318296228,0.008693416760612523,2.5886619284750587e-10,1.9157718889931044e-14,5.052631843031175e-07,8.645900677838241e-05,7.5556682994620885e-06,0.00043135020297721175,3.1109886337891697e-13,8.793126644565848e-25,3.5991907452632e-09,0.0
1800,7.920618403370501e-05,6.194220491271482e-05,0.9909907245278695,0.00905285071446323,2.560126907754161e-10,1.8769336729060627e-14,5.396296628241277e-07,8.952284093100986e-05,7.459770209176523e-06,0.00043888575631756025,2.832533430468988e-13,1.2717033988280612e-24,3.729120494049437e-09,0.0
1900,7.875650652389289e-05,6.217075218791904e-05,0.9890615968952956,0.009904839758886298,2.361262977710245e-10,1.8856540938105815e-14,5.651883224743828e-07,0.00013093795667830707,7.414377119384317e-06,0.00044984506687044217,2.946402009290968e-13,1.0060494143997379e-24,4.068068704958285e-09,0.0
2000,7.894087316456192e-05,6.183552313301508e-05,0.9897916304444099,0.010744039594085694,3.1577162287144166e-10,2.5973857347432097e-14,5.95682138229235e-07,0.00013767892979098503,7.505724284648984e-06,0.0004530471912568359,4.052539378801273e-13,1.6600829891337735e-24,3.9508528705480105e-09,0.0
2100,8.008310134235608e-05,6.2355290638299e-05,0.9890149882357981,0.011141515783826536,3.504970352938266e-10,3.060682683604231e-14,6.346432859170522e-07,0.00012308133520454962,7.576318506066818e-06,0.0005159719316801492,4.41826833537531e-13,1.4460789692636435e-24,4.2630625694409645e-09,0.0
2200,7.837222138952053e-05,6.21790580067377e-05,0.9876837146946542,0.011020945866494292,3.604775129224941e-10,3.3855174728160897e-14,6.280299068706596e-07,0.00012877411703058752,7.498619381288153e-06,0.0005639897436222541,4.653050499494734e-13,1.1830378593094292e-24,4.817102930051082e-09,0.0
2300,8.015152362620186e-05,6.240261336636516e-05,0.9883383453472224,0.01111206104265068,4.749203892093284e-10,3.363813409487786e-14,6.30594257352994e-07,0.00016682523147244384,7.548571793971444e-06,0.0005644678487416295,4.439100325835782e-13,1.61788959310357e-24,4.928713716730827e-09,0.0
2400,7.866082549308769e-05,6.171419280002128e-05,0.9866845465418629,0.012562624781053883,4.396512314050848e-10,3.8029636236142204e-14,6.658969688450627e-07,0.00017716033893810986,7.462028143134035e-06,0.000602111884799371,4.546435320481235e-13,1.7706221241962707e-24,5.190101004043621e-09,0.0
2500,7.927175550452077e-05,6.193497269283159e-05,0.9867726541879757,0.012711174606235113,5.169421132444979e-10,3.4223304218661984e-14,7.319068985547569e-07,0.0001953457331570017,7.5413906431615905e-06,0.0005947989735392543,5.021926409095401e-13,2.1134140840081677e-24,5.094004287227939e-09,0.0
2600,7.832912924453723e-05,6.231065756235487e-05,0.9856501311420237,0.01242014016858712,5.291230739252943e-10,3.8472728914893016e-14,7.793057548799824e-07,0.00021987466261043375,7.535294111453194e-06,0.0006395986314729737,6.365647529200496e-13,2.7462755040664225e-24,5.4223051718387735e-09,0.0
2700,7.84944961461799e-05,6.188998807141019e-05,0.9856181730336935,0.013754961984058593,6.181189435196508e-10,4.888740470930714e-14,7.484102630908313e-07,0.00021735357854003764,7.461282653546636e-06,0.0006327992478012189,6.867611888266815e-13,2.892220786084865e-24,5.604365735932888e-09,0.0
2800,7.903610406233857e-05,6.183800655672928e-05,0.9851335936830427,0.014038083240977897,5.638113559833144e-10,4.7860848830027456e-14,7.690734300956822e-07,0.00025130442079491176,7.415821819489005e-06,0.000679404893766765,6.18539664881253e-13,3.478042528308083e-24,5.593302475829092e-09,0.0
2900,8.016266953172643e-05,6.17186498130436e-05,0.985027204681014,0.014275047131926398,6.81419329320868e-10,4.839355863441049e-14,8.445960589799245e-07,0.00024417223148336407,7.531075577105873e-06,0.0006821984001545617,7.612823249459496e-13,3.9560910144267625e-24,5.937819101618896e-09,0.0
3000,7.94632315915198e-05,6.15774828668101e-05,0.9837440864345096,0.014903492966882195,7.193278964893834e-10,5.701812694171157e-14,8.356106042975534e-07,0.0002643581075422836,7.476051685820951e-06,0.0007565838335754039,7.283407409321945e-13,3.737299772177525e-24,6.216239765424363e-09,0.0
3100,7.92123007986189e-05,6.093121942860011e-05,0.9837680397103606,0.015117846843577552,7.855997289232884e-10,5.660562629018865e-14,8.916920203331936e-07,0.0003078931511230399,7.4201023266220674e-06,0.0007249795464274188,7.978793299013905e-13,4.965807802276033e-24,6.724933288798946e-09,0.0
3200,8.000828476730483e-05,6.192537439801731e-05,0.9832575866782853,0.015650325336263208,7.494290287053125e-10,6.371384167545919e-14,9.581930408324612e-07,0.0003075006923320553,7.4285289243844695e-06,0.0007470553806536319,8.604111666541598e-13,5.316825591911238e-24,6.9174810712779874e-09,0.0
3300,7.996304604446306e-05,6.233942667523125e-05,0.9826871608568554,0.017235252797006478,8.538736705094267e-10,6.81475345725225e-14,9.367213517449117e-07,0.00033791098455343186,7.386240593069528e-06,0.00077687711704877,9.128909990657824e-13,5.074878389171958e-24,6.7168212594360305e-09,0.0
3400,7.967534891766731e-05,6.185823798092353e-05,0.9817253208438843,0.01660052208538037,9.372969952570894e-10,6.812412196166152e-14,1.0093532644527526e-06,0.0003654088859754195,7.318581247169133e-06,0.0008346758343805667,9.60320855033479e-13,6.597930740080642e-24,6.893210067063439e-09,0.0
3500,7.895936008980249e-05,6.233967301887913e-05,0.9812935382609992,0.017915056631688242,9.904558035330892e-10,7.154105338727488e-14,1.0359157626888596e-06,0.00035858827540373954,7.458270929397388e-06,0.0008290987312034562,1.0460342706270131e-12,6.892278837750987e-24,7.499757098587825e-09,0.0
3600,7.877024640576388e-05,6.238108363455689e-05,0.9810222579187678,0.01750191924779476,1.0707499784011223e-09,8.121834207464232e-14,9.927141118716148e-07,0.0004077200363222161,7.4215582476710424e-06,0.0008397719554260938,1.1310468369620112e-12,7.672871047340872e-24,7.6817920487761e-09,0.0
3700,7.827485844691706e-05,6.09086265732554e-05,0.979655689353917,0.01823388732354008,1.0659140295082937e-09,8.183457660081714e-14,1.0503042558576744e-06,0.00043373153932501604,7.366290330032324e-06,0.0008929127704583189,1.2407431946496403e-12,8.324384777103583e-24,7.958873573644297e-09,0.0
3800,7.87708788353367e-05,6.187512549628173e-05,0.9794753487075797,0.018943564773274923,1.0982325882064656e-09,8.849497502836388e-14,1.0993687430009432e-06,0.00043514154120501526,7.472810980649321e-06,0.0009392808592501463,1.2309219706535398e-12,8.304618629441595e-24,7.819421604830625e-09,0.0
3900,7.893432354059156e-05,6.122244391361927e-05,0.9788663494937007,0.018976792537868947,1.2338296906225247e-09,9.26213551233048e-14,1.1292853956151903e-06,0.0004565825038527767,7.487590988243861e-06,0.0009331591787222837,1.311959823710659e-12,9.296950925242386e-24,7.94627222891441e-09,0.0
4000,7.94965774399878e-05,6.146930868374705e-05,0.9791119953599207,0.01969940269541523,1.2906429596246643e-09,9.77434325288538e-14,1.131047468686792e-06,0.0004909533482794104,7.3240350062633195e-06,0.0009317984066378346,1.4243217877014037e-12,9.734644793958837e-24,8.172018707132199e-09,0.0
4100,7.949890124886207e-05,6.066916357489958e-05,0.9778028157166413,0.019971577916056422,1.326522430264415e-09,1.053696316272805e-13,1.154891844437507e-06,0.0005234493888678975,7.405425412028294e-06,0.001013772509277877,1.4593493026360374e-12,1.0681323427077467e-23,8.373305354627899e-09,0.0
4200,7.822507368174508e-05,6.178155204119399e-05,0.9767401923180611,0.02135350538217841,1.364155789752685e-09,1.1074306344920879e-13,1.1734881168777957e-06,0.0005147948183374549,7.35110829310113e-06,0.0010168021023915412,1.5346821953688142e-12,1.0889257072896933e-23,8.921165066076827e-09,0.0
4300,7.931867972740693e-05,6.108742081048645e-05,0.9767742036296262,0.02102678139616805,1.4654970138967445e-09,1.1762762341490823e-13,1.2316786952219827e-06,0.0005383784430859936,7.3498169831618805e-06,0.0010478444301667306,1.5773322677720954e-12,1.2235876029167843e-23,9.196406507312244e-09,0.0
4400,7.974889454990771e-05,6.209672563839247e-05,0.9768366042948233,0.022318244086855718,1.4939596922276567e-09,1.1856613867000662e-13,1.2136820406835452e-06,0.000581898104590133,7.367161200417022e-06,0.001064011127856185,1.693007423747274e-12,1.3239190429242185e-23,9.397268135400191e-09,0.0
4500,7.87185266198326e-05,6.107079354931606e-05,0.9754423125242412,0.02309077339931209,1.5909541816129002e-09,1.260573887692694e-13,1.2954051077310935e-06,0.0006090791504134575,7.297364329597313e-06,0.0010637346846822148,1.7530434762121974e-12,1.4555764592655164e-23,9.426006533780895e-09,0.0
4600,7.983862381962347e-05,6.19015106333174e-05,0.9756174664234244,0.023081270865683762,1.6822373255250535e-09,1.2774774936919456e-13,1.275902785751072e-06,0.0006451096772450409,7.335178966426608e-06,0.0011202624916908852,1.885523016064639e-12,1.5353111123163924e-23,9.763306031283734e-09,0.0
4700,7.901485006104571e-05,6.182736743660145e-05,0.9740205199013854,0.02282480400519696,1.7496763921031195e-09,1.3856970827176146e-13,1.344377373599186e-06,0.0006707636846173491,7.442360524336248e-06,0.0010964382118443404,1.909075125714023e-12,1.6060051576098747e-23,9.867730499827777e-09,0.0
4800,7.985076125604152e-05,6.17511836192595e-05,0.9750492095324461,0.023455677019985313,1.8349550609866188e-09,1.4293130070159052e-13,1.3802110899691078e-06,0.0007068187521854387,7.249897326608866e-06,0.0011569228125689137,1.996481614273192e-12,1.7144062240823195e-23,9.994343403624166e-09,0.0
4900,7.909805308089177e-05,6.120915090292188e-05,0.9734787568317151,0.023861944705267164,1.8476185446491004e-09,1.4714744717658185e-13,1.386802251466647e-06,0.0007358459208694305,7.391555739727481e-06,0.001140238860014548,2.1043316934930297e-12,1.7889520440496783e-23,1.0342830346126346e-08,0.0
5000,7.871597084698265e-05,6.178107240457392e-05,0.9725686283168379,0.025362701390052114,2.0048629448376524e-09,1.5124629137463643e-13,1.3815745791965714e-06,0.0007553458634063133,7.290171088024164e-06,0.0012272621204488516,2.2230595526037e-12,1.9239848079164554e-23,1.0621574796126675e-08,0.0
