milliseconds,cpd_C00208_CY,cpd_C00208_CS,cpd_C01835_CS,cpd_G00343_CS,cpd_C00031_CS,cpd_C00031_CY,cpd_C00569_CY,cpd_C00569Glc_CY,cpd_C00051_CY,cpd_C00660tot_CY,cpd_C03339tot_CY,ec_3_2_1_2_CS,ec_3_2_1_68_CS,ec_2_4_1_25_CS,ec_2_4_1_25_CY,ec_2_4_1_1_CY,ec_2_7_1_1_CY,tc_2_A_84_1_2_CIMS,tc_2_A_1_1_17_CIMS,cpd_C00369db_CS
0,10.0175213519477,9.897049316029566,99.94363400454843,999.9600794379875,9.936029745103166,10.112855628291065,10004.134737633862,10061.872385716058,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.1832965229404124e-16
100,9.92804303902136,10.171490658303016,100.0791913265031,999.9293690074433,9.928272339674574,10.581630798857908,7083.258465824737,12742.601559118315,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.093363752850398e-16
200,10.068654806167496,10.158402308827196,100.14812733502224,999.9211559275753,9.494316351943864,11.963564384438278,4923.244640555102,14798.256308659178,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.308556054515338e-16
300,10.076549581023823,10.282517600155717,100.14347531840801,999.9096504055984,9.333989384737018,12.049873205189849,3716.297241251007,16288.875525092835,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.3362439669238583e-16
400,10.082340989135256,10.39719829148922,100.22588361530548,999.9090956461883,9.18269257532592,13.215485317629591,2415.081102998451,17333.06304858439,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.487117885199132e-16
500,10.031985189384503,10.451929588155863,100.21222246173042,999.8277601933381,8.69056943490017,13.584387978592138,1924.465584412364,18263.095134820953,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.636146854628479e-16
600,9.972994070074161,10.50914199707347,100.39192361796724,999.7896453540928,8.629421281908785,14.066962295736895,1054.6178897927389,18766.105211300903,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.625728739988814e-16
700,10.0788724060746,10.665537977246208,100.3739979667339,999.7657920846666,8.26783644842046,15.387850847812341,723.9216768966651,19085.332863399126,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.73087738317608e-16
800,10.10082107918929,10.661632020004214,100.417624735961,999.795810036867,8.255719385226952,16.324237001907647,775.9854827850739,19272.380620107648,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.828466690750597e-16
900,10.030352176685634,10.9693912680009,100.51392156134253,999.7193362101192,8.040064459544162,16.287786478180674,456.97022730512043,19728.013903797673,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.831082188692386e-16
1000,10.111832990295396,11.018687048932415,100.57460003206448,999.705161245874,7.978187151540414,17.542628940779217,133.3233555070867,19803.835165216464,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,5.064345880076759e-16
1100,10.09597984891381,11.151383923297233,100.5424813407021,999.6700748419596,7.753652677947499,17.58249274321293,105.94160332685544,19711.703090404062,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.990652916076129e-16
1200,10.254005545373165,11.234091802292685,100.69673810775704,999.6321483897988,7.447929105033482,19.383549696649723,-43.94294489847624,19741.53718118588,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,5.21830484732006e-16
1300,10.194781607113624,11.351207295903224,100.68827388998744,999.5810571166936,7.110012105965486,19.173406262756508,81.47895520432817,20054.62256325743,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,5.244876059166213e-16
1400,10.231925524893017,11.240331355185793,100.68163106496864,999.546578973019,7.186730276989213,20.533676410155152,109.54486240657891,19831.212677592768,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,5.222431422168576e-16
1500,10.262656640775262,11.452515333682722,100.76906258159904,999.5460614804836,6.848745680575124,20.606054568363298,146.08982693637464,19938.373116270053,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,5.378638054743384e-16
1600,10.401952785210334,11.55564745411058,100.81005683504043,999.551309590555,6.771103978407492,21.56171142288667,-33.59888724506637,19944.951193322355,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,5.531505313627638e-16
1700,10.472584131619127,11.533557238397208,100.90675338663918,999.4932272484823,6.74075034481979,21.407265986071938,74.45174728173495,19870.257652301832,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,5.429692290933077e-16
1800,10.467766714838696,11.69691977058318,100.985005903632,999.4751934025758,6.251169508031279,22.363724973013575,18.612317827629703,19823.633095330162,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,5.680019273745561e-16
1900,10.431388542503285,11.966327664047725,101.01187697632496,999.3878862489341,6.384658610648251,23.25905354462987,34.971776286739015,19861.177131490786,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,5.682220344094632e-16
2000,10.478321690366958,11.911523780211581,101.01870814324485,999.3654239589176,6.298420880273757,23.21031737082615,-90.04826205022671,20093.703384646335,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,5.686258982833405e-16
2100,10.52974501522114,11.992156200996593,101.10720186257849,999.3689075124549,6.04135481633026,22.947287166343283,154.51341398958002,19837.936090954983,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,5.769416924690727e-16
