miliseconds,a,b
0,49.99521146794792,0.007922040760751637
100,49.99395295075122,0.009181047625115688
200,50.003772263003476,0.020813530666954086
300,49.99607950148506,0.03914001221814286
400,49.998676230625854,0.05609957136033749
500,49.99019422364488,0.0615622621061197
600,49.996941635337016,0.07696963776040484
700,49.99435351039055,0.08738310822777183
800,49.9843616810258,0.0964385459319894
900,49.98365889924753,0.11355464258445373
1000,49.985164198865235,0.1246505711064592
1100,49.98196805152739,0.13054559120714146
1200,49.96943998824067,0.13975984139572686
1300,49.96344516103835,0.15295500375922957
1400,49.966185272823296,0.16675029327216317
1500,49.94909641973553,0.1830539564116257
1600,49.946239143425835,0.18928132391861338
1700,49.93702833218484,0.19655181733988197
1800,49.932713759660345,0.22160636980223872
1900,49.928646572779904,0.22554201591795975
2000,49.912149472483335,0.2293555321028537
2100,49.905049293832164,0.2536494091289994
2200,49.89164655591483,0.2570930875188781
2300,49.88827628297428,0.2686381032337367
2400,49.88541713388665,0.28975380320817146
2500,49.86478826906046,0.29749457640344557
2600,49.85762709044561,0.3118141346303276
2700,49.85420340223405,0.32027314677640994
2800,49.82948249723287,0.33186670113456096
2900,49.82644625929398,0.3425819136279931
3000,49.816191993937224,0.35536535047840956
3100,49.80006421731742,0.36845565842906713
3200,49.78799953391182,0.3873706861400695
3300,49.767940529916736,0.38966576710596723
3400,49.76342568327955,0.4051298257527634
3500,49.74714956248519,0.4125934428704327
3600,49.72545254638307,0.4329635137788169
3700,49.7122374848588,0.43612695909889077
3800,49.69660522396952,0.4447719951804712
3900,49.69137565555862,0.4654734314117806
4000,49.67649483491214,0.4715349003933665
4100,49.64813332004066,0.48060219456069636
4200,49.630322957163614,0.4953608024318618
4300,49.62202117771285,0.5107220075913667
4400,49.60518780373295,0.5124650196364107
4500,49.58872345467691,0.5231948734334879
4600,49.55699005121958,0.5487957690086668
4700,49.53838644668308,0.5622840061228495
4800,49.52160107647715,0.5569369229465836
4900,49.50013211385283,0.581358662779381
5000,49.480726946045536,0.5914540993636779
