miliseconds,a,b
0,50.00514551017774,0.004842468570276763
100,50.00636244649751,0.004407383918933434
200,49.99225806327004,0.029931098298667556
300,50.00250960853183,0.04140257767009549
400,49.988995070430036,0.05531177484234733
500,50.00265538017579,0.056074196318809874
600,49.987733508357564,0.07466734953389832
700,49.9871482892341,0.08424654262769324
800,49.983498773284296,0.09996099101649826
900,49.989112338881235,0.10136807637509164
1000,49.980011422246555,0.1271347113857008
1100,49.97474444418382,0.136587285132819
1200,49.969336580358835,0.14066998628551855
1300,49.96096038078138,0.1547046291820537
1400,49.95780806736115,0.16637555997249867
1500,49.94921172462561,0.18644478062924463
1600,49.9457173508024,0.19552432479346157
1700,49.943832117878614,0.2059582433670275
1800,49.9325021908891,0.21657475946225366
1900,49.922847857936034,0.23325085682157948
2000,49.91528154857092,0.23642788056196032
2100,49.90162760874215,0.2563677972471399
2200,49.90553996265307,0.2577737828382431
2300,49.89249912589213,0.27223883704884405
2400,49.87816425940692,0.29162690316901013
2500,49.86493807387429,0.2894486526774359
2600,49.85632687656394,0.3074145437868552
2700,49.84494884941058,0.3239462448521063
2800,49.83271036494647,0.3256103589746708
2900,49.83114662311579,0.3487936158544799
3000,49.8078104638519,0.3534710971189786
3100,49.80442976666972,0.37036059632567825
3200,49.786163398658346,0.3846535873365778
3300,49.77407978438222,0.3946371999451975
3400,49.75643629591338,0.41013797404806784
3500,49.75203034860296,0.410204530869179
3600,49.72780721899717,0.4224303838205439
3700,49.710933776829926,0.43310395689953307
3800,49.703696606595,0.4471042096133543
3900,49.683034689017894,0.45671042121656424
4000,49.671464328633206,0.4722189606905733
4100,49.64434178677627,0.48135527605017575
4200,49.63475588141471,0.4941955084615748
4300,49.61565503220706,0.5159425638757705
4400,49.605476072948136,0.5112749449473671
4500,49.57502342916143,0.5268630352651408
4600,49.55774340919895,0.5395210414506589
4700,49.539823368358306,0.5468520458788109
4800,49.5205768234447,0.5626420773826386
4900,49.49744418012974,0.5708075686036472
5000,49.48719011451728,0.5876028651612029
