miliseconds,a,b
0,50.00562158003012,0.0011407755501569724
100,50.0026225430676,0.007073325739183202
200,50.001048483730486,0.030447088775459846
300,49.99651072252522,0.04266261650807818
400,49.98945063224036,0.05451132563572072
500,49.99687485892161,0.05794567704149652
600,49.999262331318135,0.06602737972684901
700,49.98545170367826,0.08042253134278927
800,49.985637840685776,0.10345679922388326
900,49.989432177176425,0.10452046114153461
1000,49.973239695575174,0.12552458834887179
1100,49.969240658321176,0.12941238455220616
1200,49.96505949558307,0.14463519275583264
1300,49.965273300163624,0.15311444454600284
1400,49.95448394786834,0.15951632050028733
1500,49.958713048883084,0.17274024508129063
1600,49.94786236506802,0.19837090092644735
1700,49.94558662262584,0.19771504481434096
1800,49.933667990659124,0.2222277829446451
1900,49.930845330485624,0.2344781449408095
2000,49.91514229894083,0.2321772107367018
2100,49.91494695516826,0.24978923300463537
2200,49.89611325013602,0.2687802592005945
2300,49.89164811713578,0.2649251533676882
2400,49.88599202519845,0.28692795360307016
2500,49.871781288304334,0.28844092020497214
2600,49.86326997522496,0.3047105352808554
2700,49.85572943485807,0.3226833232569431
2800,49.840185004274254,0.3391740658483268
2900,49.81744429223708,0.3426880180447471
3000,49.805878424749274,0.35777773848898786
3100,49.796104291542974,0.35893318676916836
3200,49.78942113573317,0.3706163872967173
3300,49.774062245821554,0.39574138835834677
3400,49.76099104833966,0.4047980613971766
3500,49.739279407203554,0.4091899481444749
3600,49.727739204883605,0.416935478487001
3700,49.71583048027517,0.430985817888686
3800,49.69560369489729,0.45404889994917436
3900,49.68360623454461,0.4604420913637158
4000,49.6766356160802,0.46823525173859126
4100,49.656394964182184,0.4916340158995094
4200,49.63880292509078,0.5027616608299668
4300,49.61238683059631,0.5108606121791053
4400,49.605003804979006,0.5201831709316106
4500,49.58492845432108,0.5290615670460642
4600,49.56730643576335,0.5452839690418206
4700,49.5411697380287,0.5479225133869562
4800,49.52478729607805,0.5717912956461235
4900,49.499414816359995,0.5804543930799951
5000,49.48835746029491,0.5880903105336296
