milliseconds,a,b
0,50.00538949661286,-0.007246117806735925
100,50.001964991519294,0.01959967841014804
200,50.00595950355478,0.018098731221081205
300,49.99745800585086,0.031977245532774166
400,50.00302534074818,0.04931968265919262
500,49.998099484107094,0.059502389690600226
600,49.99755176704579,0.07725607357486111
700,49.99573502763718,0.086811024835403
800,49.99071921976419,0.09508084010749555
900,49.984279699324354,0.11511783964948866
1000,49.97516261490203,0.12132813340131345
1100,49.977283266227985,0.12513435705729686
1200,49.977370412734274,0.13509359389844988
1300,49.963166209568804,0.160320924554335
1400,49.95624124130184,0.1631726056701077
1500,49.959244184286426,0.17179423925163706
1600,49.95315413847462,0.19513914871427115
1700,49.94275767734379,0.2052371640442101
1800,49.937038229650895,0.20602466108464462
1900,49.9245791012758,0.22026342245368383
2000,49.921380622528154,0.24421998547740825
2100,49.90529658288024,0.25041265789305495
2200,49.904431462774056,0.26586683855226867
2300,49.885211769842485,0.2727018630348227
2400,49.872731667866354,0.277540599615872
2500,49.871132234335285,0.29511225157910914
2600,49.86214405957652,0.30521682544092693
2700,49.84940350455979,0.32599774828999856
2800,49.84452951400597,0.33330811982688496
2900,49.830308983674094,0.34650513419411766
3000,49.81961429767695,0.3612911597041685
3100,49.80685830398016,0.36295061419985064
3200,49.78915709044189,0.38111087286036455
3300,49.77017063279516,0.38903534993852384
3400,49.76625953826134,0.39746877338735725
3500,49.747166199753615,0.4205307996007581
3600,49.73820194886363,0.419521060421898
3700,49.712926574253686,0.43565216719692784
3800,49.69461713291396,0.45568141022229
3900,49.686915127601424,0.4540067566952116
4000,49.67003801759677,0.47484128154183336
4100,49.64893558582824,0.48523978263754725
4200,49.62754895531149,0.5017231463290223
4300,49.615657625899864,0.5019974120819086
4400,49.59427501109852,0.5191931911968327
4500,49.584032227423315,0.5326123143937946
4600,49.56534533612704,0.5449336314147303
4700,49.54129941574421,0.5520790649982195
4800,49.524820256993,0.5738848171813663
4900,49.50966085013561,0.5824760765366354
5000,49.489370916113565,0.5884187619016377
