miliseconds,cp,ca,dho,oro,omp,ump,udp,utp,ctp
0,0.001318987101964882,0.0003738424021797164,0.0003689658888631068,0.0003684068364708485,0.0004877784812202015,0.00037492047787079,0.0028939962982101716,0.0067351419240891,0.0034701830731885125
100,0.015519444743205942,0.00016929729692198217,1.1630374098088006e-06,-6.909417980706631e-07,0.000925776777306571,1.275961262197659e-05,0.00018644684115627134,0.0018925699354608045,0.00732276772673986
200,0.02817215053535912,0.0004152744431693766,1.230434305001805e-06,2.555952089309993e-06,0.0017290803129699475,1.7689299769858102e-05,0.0001157870002651118,0.00019527209528155554,0.009400579335216222
300,0.040740971254228944,0.0006340458103091306,3.7239647317414273e-06,2.064475618306962e-06,0.0023028447544667747,1.6306030353566e-05,0.0001480036372370085,0.00016898858778657938,0.013407516832968423
400,0.04953392374263349,0.0007873026854840139,5.6098379850216714e-06,-4.069476004990446e-07,0.0034752657220057945,3.0042767509761578e-05,0.00016234511015648915,0.0001534320015205789,0.013304576214022729
500,0.05928529743935897,0.000985484161677137,4.635391456578183e-06,-1.0179410131876289e-06,0.004962716758557923,3.4978808511199264e-05,0.0002582094436052153,0.00022833770498242124,0.01122287761797698
600,0.07187828446657842,0.0012023607820605443,6.151768296502475e-06,2.769548903543974e-06,0.006342989587307379,4.247645729783549e-05,0.0002750558596568206,0.0002867746162642682,0.011792838594097714
700,0.08139011595380026,0.0014491576727098882,3.9627681271985035e-06,8.996313991308548e-07,0.008892611681875062,6.211501996961338e-05,0.00033169330956415554,0.000383917540683993,0.014548858398784111
800,0.09027598337209863,0.0015651242087853189,4.101901157876096e-06,1.6430446447622593e-06,0.009680391777697618,6.829144604601878e-05,0.0004314357779225079,0.0005196848055192233,0.015765394609814118
900,0.09821736905733654,0.0017646006086658522,6.170825064090079e-06,1.7399546861462517e-06,0.011528935120833963,8.1738484726437e-05,0.0005251263008994024,0.0004954576363355239,0.012577976325791218
1000,0.10602438600970879,0.0018354820887894296,8.03169545692862e-06,8.890113801019723e-08,0.013398900439609333,9.974875823988237e-05,0.0006168230084720067,0.0005688217719170596,0.015983760717940942
1100,0.1103768749793049,0.002083460808147508,8.984417727608621e-06,3.0273986413627767e-06,0.01462637449860306,0.00010230663343479219,0.000696753642159583,0.0007118258827877801,0.02110991514353381
1200,0.11640902937553281,0.0021335002629057614,1.0915109109453826e-05,3.5778080162079357e-06,0.017750624888120587,0.00011383654199857773,0.0007749787443574643,0.0009258690206956263,0.023714784362358025
1300,0.12650464203254977,0.002279542475247334,7.984525194095099e-06,2.2765580554798335e-06,0.018482353948956042,0.0001336818069631733,0.0009099333361338833,0.0009353429772164725,0.02135501149811689
1400,0.13250563678879718,0.0024303252341709132,1.1191738743166466e-05,7.813856174296201e-07,0.02010967979726026,0.00014844099489484357,0.0009918590996987814,0.0010618946000904112,0.02785941553048254
1500,0.13740574165667752,0.00250459352346106,1.1050464948496114e-05,-7.103051165215484e-07,0.02226103611543671,0.0001570469014488857,0.0010811716063196426,0.0011536508444913802,0.030251290890592232
1600,0.14834013479523092,0.002631865110946726,1.1276982885550008e-05,-9.901305727132024e-07,0.02398993250882789,0.00016918431266511476,0.0011135731355905005,0.00141948754868856,0.030162779820583588
1700,0.14883779069334582,0.002674368357144139,1.2981045124642306e-05,1.103809355576483e-06,0.02513689835761078,0.00017836006845364888,0.0012322660119777123,0.0015380246880568776,0.03437679474970544
1800,0.1594633800954979,0.0028041013605918713,1.3203128585849007e-05,7.75812257833122e-07,0.027604220702863554,0.00018738747076243098,0.001275417517525564,0.0015188636939707783,0.041095293481669036
1900,0.16125565539949274,0.0028534646689033307,1.166348550335736e-05,2.475282449326748e-06,0.028723779142192922,0.00019593184431427788,0.001352989242937952,0.0017294710711305734,0.04437629014548747
2000,0.16886344209198734,0.003035407927064131,1.0928289665345927e-05,3.91837337348635e-06,0.029788173268367177,0.00021255412078877617,0.0014367091260243474,0.0018350283024303297,0.04675535786613574
2100,0.16889026640720897,0.0031390344440520293,1.2558861474980894e-05,3.89009648376768e-06,0.03037156680692525,0.00021667471983053503,0.0014900719754071452,0.0018894294773156338,0.05470288728810051
2200,0.17744723146284916,0.0031764932735675573,1.3615004261968844e-05,3.0452852833120948e-06,0.03144601165758772,0.00022683457880226675,0.0015924180016423305,0.002144338580336862,0.059211202082538314
2300,0.17735570519438898,0.0032053064680813044,1.1074188045448061e-05,3.6388478956481848e-06,0.03279767447631908,0.00024103161511092831,0.0015956286733007717,0.0022074623803659092,0.064306821900735
2400,0.18571451869585787,0.0032694192796829304,1.4284815469781607e-05,2.5345356103565096e-06,0.03515048958833983,0.00024008988345280134,0.001684425315352901,0.0023873560951063544,0.06545018128800287
2500,0.19110867153192637,0.0033784945201378353,1.375315497559816e-05,-9.620995157303911e-07,0.03648517278302257,0.00025451041567934734,0.0017434335684836286,0.0024815904036501607,0.07240858516784476
2600,0.193534066749442,0.003424592189940737,1.3078502932944915e-05,1.0421962723244153e-06,0.036422284426986314,0.00026470412827609736,0.0018043860363709332,0.0026646902042227905,0.07363071803957591
2700,0.19776257607314673,0.0035179410059266274,1.3941949873636953e-05,2.274381202643207e-06,0.037065425358483194,0.00027084846981736873,0.001886184627051811,0.0027509760207357695,0.08275774954072655
2800,0.19749070186476003,0.0035652846603586733,1.2638749345091325e-05,-7.661575064913187e-07,0.039160140772092254,0.00027701630738798577,0.001931651768183264,0.0029060469100102636,0.08723675115152249
2900,0.20133696027230602,0.003602942731493915,1.5913037043955283e-05,2.7119476597963003e-07,0.040433289838160115,0.0002822795018164302,0.0019522336132925403,0.0029366321451475517,0.0933547752129333
3000,0.20211863053814938,0.003702015917997027,1.6174083082051616e-05,8.646722116448484e-07,0.04042027853172418,0.0002862587218487651,0.002026329962287282,0.0030975873096513967,0.09777130638699519
3100,0.20912282594990633,0.003672661244048695,1.646302229152541e-05,1.4234215055429165e-06,0.04089794080594921,0.00028743120514304984,0.0020119537375902483,0.003103024201734397,0.1047993793294446
3200,0.20988086393195277,0.003755443123370398,1.3162605196487632e-05,-4.973337106674514e-07,0.04128993227594963,0.00029752100636320204,0.002062515565158947,0.003340989694316221,0.10548919482281709
3300,0.21349516824535075,0.0038028772930542858,1.3655754319736665e-05,2.819241285138899e-07,0.04346432294033843,0.0002999452033971342,0.0020924416083471934,0.003330013544010624,0.11432533601466269
3400,0.21639191186562204,0.0038784107331159183,1.5621676818841317e-05,2.4434864680861094e-06,0.04346388073464561,0.0003043089780517617,0.002108850450795914,0.0034387609818543135,0.11849971852112966
3500,0.21884839465718356,0.003834048045244814,1.4940359232812541e-05,3.1668851466862714e-06,0.04359860771144168,0.00031552360273814467,0.0021909253096684795,0.0036504820327976977,0.12700091164042013
3600,0.21791684567452627,0.0038930496734871484,1.345984728452201e-05,3.581034738886574e-06,0.04475499672427356,0.0003153639213940171,0.002234476888824703,0.0036682498105270393,0.12968849879555222
3700,0.22567425402217967,0.003918126880459792,1.6906171690672273e-05,-3.833072282131882e-07,0.046079488728592875,0.0003179468417774059,0.0022258827057030778,0.003807203267734565,0.1359454910818532
3800,0.22614477271557795,0.003951674205881602,1.51701391680727e-05,-3.657878446985501e-08,0.04604131796271167,0.00033126727635132984,0.0022918403555665756,0.003972577209842967,0.14222098675054076
3900,0.2243417139802012,0.0040496053095631715,1.5014943594929647e-05,3.678757996788014e-06,0.04639052693025476,0.00033005456890373866,0.00232417195723717,0.003966970296504268,0.14622472036873552
4000,0.23017324589321767,0.0040166825152178,1.5477318176730783e-05,1.967476130613678e-06,0.04706730099721508,0.0003319669733529158,0.0023601202421827507,0.004098883435762163,0.1568392044687269
4100,0.2306620372119403,0.004086572007110812,1.808906435899607e-05,2.966972136941595e-06,0.04786608610866223,0.00033678370048906937,0.0023662241484919367,0.00413608004712283,0.15782130221114524
4200,0.2298119587676809,0.004113662773831131,1.5026669002149676e-05,4.171862209955389e-06,0.048850067077810116,0.00033960794243841476,0.002389672227301928,0.0042821626439826874,0.1654553435392966
4300,0.23597623728671127,0.004083948721930941,1.472429558803818e-05,8.743690976607429e-07,0.04852539788914944,0.00034427772594469686,0.0023820996160330596,0.004271795699743556,0.16949659916809423
4400,0.23250810581175965,0.004093826893093207,1.8629065942138605e-05,3.188459797633368e-06,0.04968180868733829,0.0003531073869603461,0.0024480554967016986,0.004435463812607542,0.17929412882342094
4500,0.2359182585094424,0.00420463829627207,1.395148644398838e-05,2.741308108973362e-06,0.04866837768093957,0.0003495807804377428,0.002446994357336344,0.004526460562997277,0.18556788533938645
4600,0.23685912155875433,0.004236379304590862,1.4640366001079096e-05,6.510257081122923e-07,0.04928848657853016,0.00035784097382832365,0.002457787302127653,0.004525232393981125,0.18882601762819354
4700,0.24131898224838716,0.0041804408436506135,1.7707998172726896e-05,9.534202491553062e-07,0.049623864388909186,0.0003552820636282797,0.00246673321384616,0.0046218439964595326,0.19638194968181233
4800,0.24395103910481977,0.004235274630151519,1.8810477476544988e-05,2.4527296469648044e-06,0.05051820178614661,0.0003617308480773175,0.0025298241749811302,0.004792963002901829,0.2008814452675629
4900,0.24444835698670264,0.004303655259254425,1.769955777693034e-05,1.0799734442196365e-06,0.0511143007911539,0.0003558385206301549,0.0025560634583736207,0.004817906947632957,0.2046183249805104
5000,0.2410736569219919,0.004233271918785352,1.5006165545050433e-05,2.464023848135076e-06,0.05201132254459108,0.0003665911983305188,0.0025108800949948185,0.0049505507223859034,0.21465471395164532
