milliseconds,cp,ca,dho,oro,omp,ump,udp,utp,ctp
0,-0.0017021063087981794,0.000400181278596869,0.000368705799168755,0.0003719612184683158,3.152126443872348e-05,0.00037114093300994,0.002891240262561733,0.006683541107525746,0.0018269780887662118
100,0.013134334974764291,0.0001977298953364018,1.4003411085018357e-06,4.5796556206948985e-07,0.0012764986075676833,1.3776777862914873e-05,0.00015529980228027001,0.001913463877503625,0.006495911028534082
200,0.02433453652836309,0.0004562942881308728,6.983918849016885e-07,-1.4487710627539324e-06,0.0010775484358717135,1.0684749882770994e-05,8.351809130760161e-05,8.001916688050427e-05,0.00930467798782834
300,0.035992128168527204,0.0006176267504090015,4.561756593190482e-06,2.5947713866850395e-06,0.002372594325461514,2.304278193620531e-05,9.888468560941883e-05,0.0001300423621118898,0.013556826707896864
400,0.045264265215718254,0.000791146747399547,5.316412215353631e-06,-6.601267561791196e-07,0.002983965770786588,2.5977378774548038e-05,0.00012879750459713566,0.0001858943966106656,0.009885951127606688
500,0.0614902434073277,0.001067974083006405,6.509220890529369e-06,-2.018067691701849e-06,0.004402375271785197,3.57757544010683e-05,0.0002178151012385355,0.0002287018191753132,0.012128632155883558
600,0.06990099440821858,0.0012633717455474852,6.343471257492572e-06,7.341416693470048e-07,0.006929090348713629,4.495727426768058e-05,0.0002748954862682907,0.00023001167916793288,0.010576344418754404
700,0.08119590036775264,0.001359643872224933,4.663772174087464e-06,-9.023985890822832e-07,0.008547494310078294,5.751750814791268e-05,0.00038551487346358455,0.00031071079915420566,0.00957503202601859
800,0.0870219382350672,0.001579449830696357,7.836965107189003e-06,-1.7607813901634085e-08,0.009309856101010087,6.846808670478015e-05,0.00047019470237199255,0.0004517784686384457,0.014204091544479425
900,0.09752224635086851,0.0017668638629239047,6.133249205685032e-06,1.0033622888857068e-06,0.010838733979955016,8.002845572108519e-05,0.0005804053872601085,0.0005902071335233238,0.013243900800100444
1000,0.1056792576292179,0.0019465454746412933,6.89343044861573e-06,2.3144743796383502e-07,0.012629976395467653,9.27327507532379e-05,0.0006269503276913418,0.0006750957125227083,0.017656985280691942
1100,0.11500792196517594,0.002079214388594922,1.0148322517863815e-05,-6.097448119190628e-07,0.014525557819330693,0.00010171438742635102,0.000682724277104591,0.000715385826578425,0.019913523630218363
1200,0.11695547101643859,0.0022155452596415953,1.016332350053614e-05,9.55685367267867e-07,0.017050558909917884,0.00012373057980492717,0.0007771968474790165,0.0008688520370763424,0.024483262476772072
1300,0.12260028663054723,0.0022649948728001687,7.336340851835528e-06,3.6020272398947258e-06,0.018153707963773885,0.0001373667896566882,0.0009101485092401358,0.0009224169095608416,0.025090346922446348
1400,0.1330427497042807,0.0023721499763532587,7.209112702190021e-06,1.322627308843635e-06,0.02063111883634234,0.00014735965133041274,0.0009666325157646299,0.0011380133411654746,0.026398439268142795
1500,0.1412080899722245,0.0024693710967078415,9.838347242042083e-06,-1.3375351099977903e-06,0.021785648603852435,0.00015309907017255675,0.0010733334338542495,0.0012840621064051912,0.028875320768287086
1600,0.14256365341745855,0.002578618832528043,1.0659684516027647e-05,1.5665628942636553e-07,0.02444516612763055,0.0001719376686927631,0.0011427381411840934,0.0013844624002124616,0.03625572039992985
1700,0.14750437236864938,0.0027346978242746853,1.2048532254289312e-05,-2.0778738949402396e-07,0.025905018719787922,0.00018316843281604867,0.0012512042298970438,0.0014730071615680423,0.037633651624355814
1800,0.15901625760301558,0.0028034230038079602,1.0790996756660518e-05,-1.931302158381295e-07,0.027124978280962952,0.0001880852617621067,0.0013213544302792968,0.00164524293924941,0.043135108573225486
1900,0.1613552490888206,0.0029105870299790063,1.2619048326467737e-05,1.9946698374274246e-06,0.027460867346025365,0.00020111080160768938,0.0013724525178870045,0.0016833216385270925,0.045434991560063
2000,0.1690502694105893,0.0029913069630025024,1.0442386288373089e-05,2.158257157628695e-06,0.03012673737474391,0.0002037630376515089,0.0014419056770619088,0.0018020342872326499,0.047076953705619325
2100,0.16825583487497017,0.0030594960606131674,9.737689585246088e-06,3.8706970594194444e-06,0.030518050566968418,0.00021997720404983532,0.0015132508973102871,0.002014542406647283,0.04992879967146684
2200,0.17635417627691166,0.003110725012658541,1.3681941918105324e-05,-7.868380974237929e-07,0.03269145421385013,0.00022644915417790396,0.0015475157096139262,0.0020156327077635763,0.05808153263341874
2300,0.1803116875895234,0.003275959191669778,1.4836691492151374e-05,8.79130703706842e-07,0.03398931178698602,0.00024179321232356912,0.0016475078808507744,0.002206246384502196,0.06377918716699874
2400,0.18407619164535927,0.003356488702705987,1.3382105153068229e-05,-3.812472521874587e-07,0.0340072906007677,0.0002450625794028963,0.001727712921787823,0.0023821377440301,0.06490653517898644
2500,0.191284705177208,0.0033562622307682717,1.3981837739858084e-05,2.618758009422329e-06,0.035529476732386364,0.00025139930108452376,0.0017575325717607293,0.0025226545432899352,0.0711119598117471
2600,0.1927889273930625,0.003465580737446618,1.196686346031297e-05,1.3385328203575098e-06,0.036663069788152244,0.0002558529935527221,0.0017829218568782086,0.002664196669329401,0.07934648915772695
2700,0.19592606710601132,0.003461821252760418,1.1712205030069934e-05,-6.439154523544859e-08,0.03774686858748305,0.00026773906259638486,0.0018498414697324342,0.0026921602478491204,0.07853976088429948
2800,0.19668603057572465,0.00348446590685297,1.4494647802161028e-05,4.5735480307929976e-07,0.0392229716817527,0.00027873241270287265,0.0018630122736501952,0.0028726303494286004,0.0859481285315399
2900,0.20434243634963356,0.0036047686763113654,1.648844410557864e-05,-1.7221452582546863e-07,0.038827905759308654,0.0002830682605885416,0.0019620026287167935,0.0029055783380558435,0.09235648576354616
