milliseconds,cp,ca,dho,oro,omp,ump,udp,utp,ctp
3000,0.20227384525283643,0.003681654369255659,1.190267748018686e-05,1.7483674612505401e-06,0.04109281655694594,0.00028684371760686125,0.0020107919147011213,0.0030180857348719105,0.09427136554556645
3100,0.2072486373584451,0.003695932211482256,1.2351496847953195e-05,2.78398850802158e-06,0.04082739150054801,0.00029113815876730055,0.002067639479646559,0.003194724062454254,0.10296439052699483
3200,0.2103005879640564,0.0037479177903539,1.621838942666205e-05,-6.590177767906753e-07,0.0415123659041573,0.0002999568382423862,0.0020648911581648195,0.0033336921584228634,0.10656519578806452
3300,0.21599523691451283,0.003728039328123876,1.6125825106701407e-05,1.6760472727244286e-06,0.04307732456214126,0.00030434716083813784,0.002068953944526185,0.0034553338488245017,0.11634874765742333
3400,0.2127755193606307,0.003836805400052699,1.445615125591632e-05,2.205496792270312e-06,0.043183754974192495,0.0003099417778213533,0.0021348898246492253,0.003447200183013503,0.11653483044025795
3500,0.21801426858680534,0.003836935293578455,1.586999342765289e-05,1.9823260368803735e-06,0.044258372999446946,0.00031422243945280326,0.0021442014811495465,0.00363091018253173,0.12672455799319118
3600,0.2183195799762018,0.00392931026604029,1.7357086505726536e-05,-1.674695148266826e-07,0.044234893350718854,0.000314018657245161,0.002203965875076489,0.0036264609251391786,0.12976945593441688
3700,0.2212385190557411,0.003926353922245768,1.3916964003465184e-05,2.6835704497559293e-07,0.045033450613097756,0.0003255381759616575,0.002277025886033235,0.003875675738422238,0.13653090176128588
3800,0.22477518776953734,0.003955018497778093,1.794654577888599e-05,1.313179628169953e-07,0.04547871060852816,0.0003221350649940377,0.0022488578717958364,0.0038762863367981094,0.14464810685430843
3900,0.23009915528279606,0.003982577751454935,1.5804152866544418e-05,4.189029733602821e-06,0.04638538498845316,0.000334760524015124,0.0022831721126294825,0.003956705977393735,0.1453102312489637
4000,0.22799412686542703,0.0040467875853068495,1.4520810834076027e-05,1.592503242252837e-06,0.04713612232346437,0.0003368105601044264,0.00230813181695462,0.00407893673368685,0.15038416726375478
4100,0.23117681527573797,0.004124566231694882,1.5651562884127495e-05,1.0024041185753931e-06,0.047263964918692156,0.0003354220568361204,0.002312045062434629,0.004237814293978856,0.1563868156653823
4200,0.23581928256756177,0.004066395251224765,1.612765298270029e-05,2.0594315123552677e-07,0.04827996856397481,0.0003388296652046557,0.0023489536974804154,0.004205215059203745,0.16361046827938233
4300,0.23678421477785155,0.004165765325107614,1.696389463295943e-05,2.9685395734592595e-07,0.049289416423406646,0.0003452037186076152,0.002365853977970731,0.004310923994954075,0.17323806701532862
4400,0.2373778956565952,0.004157704183380254,1.651977138344745e-05,3.2353781257666103e-06,0.04986841566210116,0.00035089465298429606,0.002382750265794016,0.004403872963460955,0.17414887626527153
4500,0.23803046362963068,0.0042228554455590915,1.427540313155984e-05,-9.541965984506087e-08,0.049736830140644395,0.00034688412401237567,0.002451099953877182,0.004565740819229287,0.18328062908938397
4600,0.23824392994066795,0.004164773874292159,1.876870216053912e-05,1.6454674117583196e-06,0.04959343941352101,0.0003524545455572137,0.0024731523911948024,0.004520108278718677,0.18949803705383905
4700,0.24289336288257246,0.004273877943900849,1.4680170203571784e-05,7.304706812952855e-07,0.04971955428711816,0.00035559006679702004,0.002461642339913663,0.004680723812401915,0.1971289556964215
4800,0.2430010751014738,0.00422100496569445,1.6528611390096324e-05,1.0903365436980556e-06,0.05021918738583956,0.0003592545551877506,0.0024920037735009105,0.004674994580156272,0.19768506988092754
4900,0.24378742794331393,0.004290809634067211,1.748947463684086e-05,4.354233973387018e-06,0.05124132220815397,0.0003613031689784038,0.002521607027019294,0.004845952546776714,0.20849135175031147
5000,0.24721973717196521,0.004295929537167977,1.7480979263935595e-05,3.0859380413782313e-06,0.05183702623093854,0.0003665594829798957,0.0025667043365675984,0.004812986628190161,0.21275535277286678
