milliseconds,Galpha_GTP,APLC,IP3,Ca_ER,Ca_Cyt,PLC,DG
0,1.023943169876422,9.106464318644695,0.1750438044458329,998.9707837574125,192.3518062801102,0.9310986698297931,1.3920438369573764
100,0.9710271794096337,8.879721267508588,11.511729931845661,1000.5068780761309,200.30915397686593,1.2127356347669556,12.086278123051098
200,0.8995234736061916,8.827585747612117,20.855242224058767,998.4719882174236,210.1423926886633,1.108525484075122,22.160866487579696
300,0.8661456823794261,8.654320914280476,27.902690696503626,999.058724373213,204.61584981549944,1.416774290943303,27.999460080180175
400,0.7529943986666364,8.626141517484001,33.91928063387371,998.1088718204956,207.20505356321476,1.4800579590774268,33.39039841326226
500,0.7005874030448981,8.464655182615365,39.44086826633089,996.8140704139005,221.89606550779843,1.5171903473056805,38.88886281663034
600,0.6174187541074494,8.477448645391418,43.37882242763314,997.6225638703198,235.17310184738727,1.5342335818325425,41.52163340786689
700,0.5380513213609157,8.286905797821104,45.43785423517774,995.715456161241,233.38318623646342,1.7852165908347202,44.799725433318116
800,0.48870028968688806,8.256612242152531,46.617953582256455,994.5707186983528,249.4684538571547,1.77106206665331,47.119753289708505
900,0.4646871526654379,8.013525069991026,49.65431173856259,994.1999537954675,245.34686586565954,1.8979993950697254,48.97081737386734
1000,0.40591444840721547,8.046283591683185,51.15091509346761,993.1441883600818,262.8366611104879,2.123064174281592,49.561734500400796
1100,0.36321887568507,7.772427654598726,51.958943076156366,992.1601592763853,269.99342147803276,2.2089877415457924,51.713132684421566
1200,0.3313846189372807,7.881459977734848,51.96469896126513,990.8962257140294,288.63135212750694,2.2480092023063265,52.167559945020926
1300,0.27039104759936805,7.780239873880786,52.40874621607265,991.5452707835007,289.6776516285047,2.4193774788777644,51.55296844326979
1400,0.2782288897018848,7.702608209247726,52.096563972125324,990.8169888769381,306.8063777453108,2.501882487873221,52.920911329893855
1500,0.21806006865283759,7.58456888468445,51.80242373715663,989.6463449179768,305.01224192077404,2.4629037168635644,53.10095615293816
1600,0.21956686050640745,7.3794846617553675,53.17898823129238,987.3467581368079,315.25905897153507,2.6109175426290645,53.29012667964208
1700,0.20918270439004963,7.276105103891389,52.1322037150499,987.3946996493758,330.3710700547512,2.5992421705699913,51.72741871164598
1800,0.1692111286641564,7.325531350464012,52.69712757646219,985.3449476070658,342.58974180800294,2.8221514633295315,52.06879730282597
1900,0.12995176291616917,7.044875984439211,52.09784842211066,985.0287961349076,331.92850748143223,2.8767357925162407,51.6572178558569
2000,0.11363760209302046,6.991577747331359,51.79604900924074,984.6082553936102,344.93777216841244,3.011080487064329,52.177838626634376
2100,0.13455514989850306,6.906372774252495,51.575430251185765,983.6524911235559,355.8987204694066,3.0795777420333614,51.903978638394335
2200,0.12601726097889301,6.869575141047503,50.923077774703835,981.4226765258333,356.81363377660324,3.0152736992168325,50.621379360754084
2300,0.13600005759855816,6.938336566615107,49.303359321474005,979.9256776625009,386.8678973327613,3.1077618901192925,49.69337826324465
2400,0.09725214255176597,6.731078866555346,50.600499561863735,981.2299424102464,380.89712823695317,3.266756668489321,49.025052853137446
2500,0.10659500711274154,6.645286428522876,48.78160556047164,978.572422647899,380.3082173219238,3.3419742544690965,49.08333914580162
2600,0.1081982662604085,6.576687419323553,48.20580977393491,978.2688562567421,392.14892368289736,3.3475478336187114,48.92674800638887
2700,0.09228439375141263,6.560646514707326,47.41959833489808,977.1360173659386,412.9063401365367,3.547964798615081,47.4588850735114
2800,0.10587629805377771,6.3275372369162834,47.919601158406735,975.8584423027445,419.93184577833415,3.614410113567193,48.04551553970476
2900,0.10616711200184754,6.441529949929663,46.66421078445221,976.5668931352803,419.1584434814366,3.6943826100199266,46.59935444629627
3000,0.09648487391650933,6.269876757191443,46.57859540487844,974.2756639437032,426.892873118649,3.8368301006014347,46.97358991215467
3100,0.055748474859769886,6.318563359685872,45.07214826234188,974.937818141738,432.29048183272596,3.7104159001664576,46.73305576307318
3200,0.08766283367487682,6.171076127723809,44.72567757572561,972.5836654575454,435.91587251614186,3.788684355398134,45.84244883537077
3300,0.06899451889590834,6.105246701725115,45.279033964106056,971.0130634705383,456.5229468109561,3.90913670458637,45.21298022648688
3400,0.09463200322548254,5.904772399574522,43.81725026395207,971.9790823777068,462.56622837248494,4.02043097835572,44.444637629251716
3500,0.04762462141971519,6.027380670412106,44.27511571268669,970.0910339125658,459.57438413835973,4.022858140868069,44.941974301909575
3600,0.06092946513414668,5.870067848032641,43.67825577138846,969.9402812388789,480.56733383231483,4.109970940049152,43.17235759181074
3700,0.055019154106417334,5.818027346229776,43.89609744342456,968.2179188809836,487.8317351819226,4.1788397115006415,43.82002980356741
3800,0.06806337533730243,5.734734944583151,41.6623301920093,969.1683868300723,484.3622294675759,4.328952475750054,42.42141936208773
3900,0.061365584132945766,5.548941346313326,42.688517954143094,967.4282366207289,500.04423302722256,4.4709995212234865,41.21612149993307
4000,0.09008569818863571,5.598518282277249,40.63542716106656,965.2256987328069,505.00167830136,4.439318104399477,41.27999856060765
4100,0.06770143937223957,5.41730256071728,40.30259515314462,965.3628927345284,510.10683771533957,4.588578751552314,40.25615740043447
