milliseconds,Galpha_GTP,APLC,IP3,Ca_ER,Ca_Cyt,PLC,DG
0,0.9863214527951887,9.061973676245634,2.0010025384288164,1000.7697102183486,201.40624738755403,1.0724816825590542,1.419319852251073
100,0.9933444809740636,8.80986654721137,12.478647127462608,998.7464122376344,191.24168217995873,1.1370118804107225,12.405390264221067
200,0.9010061263331933,8.707921962443281,21.886457736216823,999.1628352887313,203.1719758226712,1.23508800770218,21.853848141551975
300,0.827598296466257,8.61742705252562,29.278292051458454,999.7756196078936,201.8050741690967,1.2231801047784896,27.608097825137776
400,0.7645019293075271,8.484279644380534,34.88981357160899,997.7614141508886,207.33205298698994,1.410365595731087,33.69903198261208
500,0.6859338638325194,8.512106416569074,38.684355905676554,997.5734275620667,213.05249112936113,1.6303228392904678,38.05300476501437
600,0.6418321576973304,8.390161407141626,42.07891234253441,996.5174287487454,239.9727867224932,1.6776773111317904,41.960536200542684
700,0.5346716061358626,8.26405948052436,45.14618951931782,995.5371730424406,238.88955362599626,1.67824760084713,45.941779248254214
800,0.4754937907766797,8.071086802501595,47.19813251515973,996.3979346697106,254.65975574199675,1.8416947202481075,48.38060501153224
900,0.44264447476892765,7.977842621920601,49.34269208776013,993.1299306782149,255.7413435820219,1.859598225694571,49.493812089498796
1000,0.4217897513925743,7.983431151079268,51.18518382180589,994.3065448328259,274.548161739522,2.1275388056650257,51.15883554825646
1100,0.332358897200722,7.906644552447075,52.28560718027442,991.4700218822609,264.5772551539678,2.094560413618303,50.92286175188737
1200,0.2946809386863681,7.68528573751709,52.28230928544613,991.9417610204592,291.0345814512967,2.1552112664630942,51.29228821868327
1300,0.29179080248056255,7.685572723706238,52.555347397445956,991.4352605841773,300.5872858812156,2.21455582696058,51.89777204784226
1400,0.2543191864984095,7.6586039597395095,52.71211886148131,989.5245981443941,297.6260672130339,2.428510985550026,53.39407885079504
1500,0.2345112979902876,7.621186849121352,52.0593966239881,988.5391829930627,302.0453884072625,2.523471374105629,52.1574999538918
1600,0.20834743399045078,7.541652227090824,51.9080615426341,986.8904849947401,305.6109183986926,2.608841775850111,52.53292362243398
