milliseconds,ADP,ATP,MT,Hsc70,Hsp90,CHIP,Bag2,TauH3RUb,TauH4RUb,Nucleus3,Nucleus4,Agg33,Agg43,Tau03R,TauN3R,TauH3R,Tau0_3R,Tau03RMT,TauN_3R,TauN3RMT,TauH_3R,TauH3RMT,TauH3R_Hsc70,TauH3R_Hsp90,Tau03R_Hsp90,TauH3R_CHIP_Hsc70,TauH3R_CHIP_Hsc70_Bag2,Tau04R,TauN4R,TauH4R,Tau0_4R,Tau04RMT,TauN_4R,TauN4RMT,TauH_4R,TauH4RMT,TauH4R_Hsc70,TauH4R_Hsp90,Tau04R_Hsp90,TauH4R_CHIP_Hsc70,TauH4R_CHIP_Hsc70_Bag2,_20S,_26S,Ap,Bp
1000,0.5125797832171958,0.48742021678280345,14.948025670756719,0.09999999999533005,0.099999999999979,0.09999999999995182,0.0999999999999995,1.2646445172732704e-16,1.667545951262334e-15,5.717310555864772e-39,1.0055615451784331e-36,3.2531665616212486e-57,7.642291138366192e-54,0.005754629610247625,1.1868454335833575e-05,7.016032448277977e-09,0.00028725127705592804,0.029048077340805174,5.203049937406541e-07,0.0018902890447551161,1.6725598491661662e-09,6.726287571432981e-08,1.4739336313354381e-12,3.920606955830943e-15,6.36587654584762e-17,2.852509244888161e-14,5.077394274705255e-16,0.003852802536152419,8.30844501339951e-05,7.987384175155833e-07,0.0001794232016012086,0.020386341640280498,2.2349374269599474e-07,0.0006485300798838293,1.8311809529691786e-08,1.0238748713176692e-06,3.1478881157019692e-12,1.6519874125455004e-14,5.328060089983861e-16,1.9148703603131644e-14,1.5552365509141376e-20,1.0,1.0,2.430008046558934e-56,7.1387133656543e-54
1100,0.4804897683265371,0.5195102316734622,14.941877451960146,0.09999999999311526,0.09999999999996542,0.09999999999992046,0.09999999999999909,2.3339407439851657e-16,3.032284661984321e-15,2.162061598004216e-38,3.709855477671042e-36,2.500008240902562e-56,5.675079381548159e-53,0.005760919903636208,1.3562734403730698e-05,9.51064183376761e-09,0.0002908300010547238,0.032139060764337604,6.744877573530999e-07,0.0024622924501134847,2.549654859279312e-09,1.0296700513490625e-07,2.2135561647056096e-12,6.534398318691642e-15,1.1789434186953212e-16,4.751072987251682e-14,9.391851305349432e-16,0.0038503296890400993,9.44461089283798e-05,1.0290024776418826e-06,0.0001801662939776444,0.022669683192558496,2.641057196673234e-07,0.0008498840494208894,2.5249445732439878e-08,1.5246166113291155e-06,4.591701972179895e-12,2.6983014603392293e-14,9.735813925118811e-16,3.109421575089865e-14,2.801941805980131e-20,1.0,1.0,2.430008046558934e-56,7.1387133656543e-54
1200,0.45067358597437557,0.5493264140256238,14.935731810600185,0.09999999999026213,0.09999999999994597,0.09999999999987513,0.0999999999999984,4.0601385823877747e-16,5.184510464037428e-15,7.196648428482355e-38,1.1995389345509998e-35,1.5863379528360812e-55,3.457143578068816e-52,0.0057654211129681745,1.5265326809890077e-05,1.2546350549999157e-08,0.0002942408989324151,0.035145826253929056,8.50708260626277e-07,0.003117284596644946,3.719620004753731e-09,1.50670476066269e-07,3.198468948503523e-12,1.0369128785437151e-14,2.0583907338091134e-16,7.534267983034743e-14,1.637796755995371e-15,0.0038470100629110784,0.00010548600298702389,1.2818147155302603e-06,0.0001808582834956601,0.024920297264673597,3.068503592304135e-07,0.0010824563851960308,3.366774248092398e-08,2.174229085350799e-06,6.4145918635101486e-12,4.1818013128867936e-14,1.672801000058848e-15,4.790418986551413e-14,4.745837709202721e-20,1.0,1.0,2.430008046558934e-56,7.138713365654308e-54
1300,0.4229780271230052,0.5770219728769939,14.929589878753104,0.0999999999866859,0.09999999999991911,0.09999999999981188,0.09999999999999731,6.726438808082764e-16,8.421432409054111e-15,2.1556529859380754e-37,3.4755241233776956e-35,8.571273258122212e-55,1.7824204388627404e-51,0.005769064925090273,1.697555167355962e-05,1.619216605703257e-08,0.0002975271408642047,0.038068262838819915,1.0488253289486729e-06,0.003854625778356901,5.231339909921478e-09,2.1236586649981768e-07,4.4786878359405175e-12,1.5804367159264427e-14,3.4230781712246314e-16,1.1475979311692697e-13,2.720335573097271e-15,0.0038434556535143325,0.0001161377262259235,1.5534323786521262e-06,0.00018152752476459496,0.02713749954201932,3.516209762016634e-07,0.0013465286702548055,4.367418146491276e-08,2.992051766155822e-06,8.647358354018808e-12,6.204621356515043e-14,2.7307222542064173e-15,7.065034094324506e-14,7.635830456926615e-20,1.0,1.0,2.430008046558934e-56,7.138713365654369e-54
1400,0.3972594153018777,0.6027405846981214,14.92345205083494,0.09999999998230144,0.09999999999988318,0.09999999999972621,0.09999999999999569,1.0696874309257384e-15,1.3100285553462618e-14,5.914643356987899e-37,9.18335267476131e-35,4.088162704309716e-54,8.045871862284503e-51,0.00577232953377198,1.8694155760755775e-05,2.052198029454061e-08,0.00030071188999654993,0.04090731887401976,1.2685397914774937e-06,0.004673069890339973,7.133221734862714e-09,2.900186789759469e-07,6.110214468742307e-12,2.3292736752919485e-14,5.464935800793325e-16,1.6902415995918525e-13,4.33775185637523e-15,0.0038399698583521558,0.00012635659551221462,1.8401727338070819e-06,0.00018218817108319038,0.029321123507872703,3.983341261145691e-07,0.001642150389104021,5.536967149287582e-08,3.996485236424907e-06,1.1314626495853492e-11,8.874600906136787e-14,4.269193670427668e-15,1.0044024964036106e-13,1.176437947703899e-19,1.0,1.0,2.430008046558936e-56,7.138713365654832e-54
1500,0.3733831259567464,0.6266168740432527,14.917318345277438,0.09999999997702257,0.09999999999983636,0.09999999999961297,0.09999999999999336,1.6430316051357457e-15,1.9639628399817066e-14,1.5058425059576732e-36,2.242315791576136e-34,1.730453441545629e-53,3.209855005984474e-50,0.00577545117332626,2.042268205540705e-05,2.5613065966081168e-08,0.0003038077797569621,0.043664648053242765,1.5094290538840724e-06,0.005570901002284569,9.472391430151825e-09,3.855347940002171e-07,8.15534536743031e-12,3.3368096830176804e-14,8.427802055683579e-16,2.4197891845337025e-13,6.681426765717365e-15,0.0038366924003156474,0.00013611468348320596,2.1385555784614866e-06,0.00018284685982951338,0.03147133509012971,4.469232457345921e-07,0.0019691801509087174,6.884960006538997e-08,5.204891397388113e-06,1.4435107582109192e-11,1.2303463352061737e-13,6.432625414505769e-15,1.383949953373023e-13,1.7466083568097606e-19,1.0,1.0,2.430008046558949e-56,7.138713365657711e-54
1600,0.3512231116163126,0.6487768883836867,14.911188618113878,0.09999999997076149,0.09999999999977667,0.09999999999946631,0.09999999999999004,2.449568535188411e-15,2.8519561492014873e-14,3.588596122399431e-36,5.1078497716714635e-34,6.590482583943127e-53,1.1459681149052118e-49,0.005778550205934512,2.2163037673842864e-05,3.154447015290766e-08,0.0003068225207137796,0.046342365961767974,1.7709762765736308e-06,0.006546047730549766,1.229401361552337e-08,5.007332061646881e-07,1.0682842573462855e-11,4.665395877384144e-14,1.2616356868658977e-15,3.381075855939592e-13,9.99001412887713e-15,0.0038336855375089122,0.0001453969061641587,2.445398550997139e-06,0.0001835066795739899,0.03358851270281565,4.973339202104683e-07,0.00232732121148534,8.42046941661149e-08,6.6335464945097135e-06,1.8022028279365858e-11,1.6605125450382375e-13,9.388626254346364e-15,1.8562904831583588e-13,2.5115293202305065e-19,1.0,1.0,2.4300080465590254e-56,7.138713365673639e-54
1700,0.3306614370853579,0.6693385629146414,14.905062649717602,0.09999999996342807,0.09999999999970205,0.09999999999927964,0.09999999999998546,3.55885839887049e-15,4.02808017035801e-14,8.078052253835966e-36,1.095431374569314e-33,2.290496092457046e-52,3.719966013689746e-49,0.005781683799807894,2.3917246802754806e-05,3.8395387950813537e-08,0.00030976122144838034,0.04894290510032988,2.0525939874824725e-06,0.007596174880159954,1.564075357766814e-08,6.37324830802307e-07,1.3767940685159305e-11,6.38719843205809e-14,1.8406018058921134e-15,4.62593757488865e-13,1.4556995046713858e-14,0.0038309698164061094,0.0001541981582452687,2.7578652665421785e-06,0.0001841688285397553,0.03567318427401414,5.495206999386382e-07,0.002716151060233313,1.0152166044231237e-07,8.297643029280388e-06,2.208369475859531e-11,2.189418961742754e-13,1.3328276487245034e-14,2.432330950035326e-13,3.512275522120709e-19,1.0,1.0,2.4300080465594185e-56,7.138713365748491e-54
1800,0.3115878269822424,0.6884121730177569,14.898940186048488,0.09999999995492939,0.09999999999961025,0.09999999999904564,0.09999999999997929,5.0549201461368745e-15,5.55228625147532e-14,1.7305832101990534e-35,2.2287177840316372e-33,7.379607272470113e-52,1.1140992548576803e-48,0.005784872133383488,2.568729397345822e-05,4.62436826498512e-08,0.00031262747523702974,0.05146891442810126,2.3536433499440667e-06,0.008718757935990076,1.9552364321190323e-08,7.968963307767645e-07,1.749220615051646e-11,8.585030656795235e-14,2.625374041602937e-15,6.213792987902422e-13,2.0738894158386996e-14,0.003828541804624513,0.0001625210253212284,3.0734866079387807e-06,0.00018483340475901593,0.037725986923093556,6.034447566245383e-07,0.0031351464477757784,1.2088369755209118e-07,1.021132041929647e-05,2.662411153500699e-11,2.828463737042633e-13,1.8466102169677336e-14,3.122598481788087e-13,4.793159200361665e-19,1.0,1.0,2.4300080465612636e-56,7.138713366067099e-54
1900,0.2938992279259383,0.7061007720740611,14.892820970843013,0.09999999994516931,0.0999999999994989,0.09999999999875614,0.09999999999997107,7.038132522897075e-15,7.490159234220753e-14,3.549784437412914e-35,4.32863154308862e-33,2.2250509246638282e-51,3.108782711671339e-48,0.005788118896810464,2.7475019439380316e-05,5.516459033808037e-08,0.00031542426874736667,0.05392317709370916,2.673450312164662e-06,0.009911144995859952,2.4065371684859963e-08,9.808982122808718e-07,2.194327532690026e-11,1.1353143065262211e-13,3.670963633554591e-15,8.212192658198395e-13,2.8964089408083224e-14,0.003826387950894576,0.00017037391841401628,3.390163416803924e-06,0.0001855000708134365,0.039747633535256344,6.590719425884656e-07,0.003583704923743278,1.4237089956040722e-07,1.2387710404295604e-05,3.164359818942973e-11,3.588872384038973e-13,2.5039818647887114e-14,3.9371267290559886e-13,6.401290480552573e-19,1.0,1.0,2.4300080465692416e-56,7.138713367306772e-54
2000,0.2774993862851379,0.7225006137148615,14.886704764502992,0.09999999993404816,0.09999999999936553,0.09999999999840202,0.09999999999996029,9.627229433034033e-15,9.912621851128413e-14,7.005763756380157e-35,8.06654448389259e-33,6.326476016460766e-51,8.145888481091988e-48,0.005791423888590887,2.928205690426513e-05,6.52296187404756e-08,0.0003181544738451989,0.05630854679561831,3.0113190289500405e-06,0.011170608175044242,2.9212858125105723e-08,1.1906366803257978e-06,2.721449427282218e-11,1.4797958347651896e-13,5.042934922595724e-15,1.0697326280620316e-12,3.974215658817005e-14,0.003824493052766601,0.00017776956790399766,3.7061563182457716e-06,0.00018616841773669892,0.041738887549616285,7.163714725799546e-07,0.004061163347474141,1.6606055605203816e-07,1.4838992773502503e-05,3.713938883782733e-11,4.4816057331542847e-13,3.330988484589907e-14,4.885367360546499e-13,8.386115831568921e-19,1.0,1.0,2.430008046601175e-56,7.138713371742242e-54
2100,0.2622984433810414,0.7377015566189579,14.880591342305602,0.09999999992146265,0.09999999999920753,0.0999999999979733,0.09999999999994635,1.2961389182369345e-14,1.28955896836401e-13,1.3361024788134832e-34,1.4486958181794293e-32,1.7131642732911077e-50,2.0213298719889257e-47,0.005794783521392931,3.1109808822725236e-05,7.65056469234218e-08,0.0003208208360169554,0.05862790799731708,3.3665424170997444e-06,0.012494383655287426,3.5024336869219405e-08,1.4272693296708072e-06,3.34044606740048e-11,1.903873961113701e-13,6.8187226038937e-15,1.3754479300506206e-12,5.367377385456275e-14,0.00382284053326884,0.00018472384389450115,4.02006196218669e-06,0.00018683797844779043,0.04370054917385441,7.75314835350835e-07,0.0045668131370260705,1.9202737697520954e-07,1.7576461783357896e-05,4.310621359614938e-11,5.517287366605152e-13,4.3558862729981794e-14,5.976127919692173e-13,1.0798937776284903e-18,1.0,1.0,2.430008046722984e-56,7.138713386661477e-54
2200,0.24821254855094635,0.7517874514490529,14.874480493705093,0.09999999990730567,0.09999999999902215,0.09999999999745898,0.09999999999992858,1.720239159509431e-14,1.6519598163110072e-13,2.471106597124628e-34,2.516777437618883e-32,4.428895711551496e-50,4.771968173369949e-47,0.005798191667537625,3.295944322507987e-05,8.905423052201776e-08,0.00032342599295422586,0.06088414377269162,3.7384106057834723e-06,0.013879703595864462,4.152570169232437e-08,1.691803835365443e-06,4.061649698468268e-11,2.4208178749326137e-13,9.089015252573714e-15,1.7478429696575398e-12,7.146107617260205e-14,0.003821412938322772,0.00019125483461084186,4.33078357910129e-06,0.00018750825642053234,0.04563344347535732,8.358750809325708e-07,0.005099913053009411,2.2034364716749163e-07,2.0610594349066163e-05,4.953683183406069e-11,6.706148464093167e-13,5.6090644531873065e-14,7.21753213815422e-13,1.3692437345569982e-18,1.0,1.0,2.430008047150002e-56,7.138713433056956e-54
2300,0.23516348946853782,0.7648365105314614,14.868372024191611,0.09999999989146646,0.0999999999988065,0.09999999999684704,0.09999999999990611,2.2536816914804174e-14,2.0869416896855216e-13,4.444788882580686e-34,4.2428705791702216e-32,1.0969961528650981e-49,1.0761993040281315e-46,0.005801641824789536,3.4831897975872716e-05,1.029310940878479e-07,0.0003259725336489739,0.06308010798665749,4.1262178883800875e-06,0.015323822292469935,4.8739233412982556e-08,1.9850988360718067e-06,4.895808099867584e-11,3.045290096012278e-13,1.195919102627902e-14,2.1973782391852556e-12,9.391834822303009e-14,0.0038201933527835775,0.0001973820859907806,4.637500440281884e-06,0.0001881787783125815,0.047538409174599935,8.980262548165363e-07,0.005659700139819462,2.5107935382053705e-07,2.3951116206498473e-05,5.642251124094505e-11,8.057987035641243e-13,7.122959558848141e-14,8.616998072852138e-13,1.7120212268144403e-18,1.0,1.0,2.4300080485592217e-56,7.138713568380422e-54
2400,0.2230783330320764,0.7769216669679229,14.862265754555636,0.0999999998738307,0.0999999999985576,0.09999999999612441,0.09999999999987805,2.9178254532525363e-14,2.603366260429903e-13,7.787518458705484e-34,6.957767933636041e-32,2.5996957497756744e-49,2.319977744897013e-46,0.005805127716990314,3.672788845145081e-05,1.1818571407322721e-07,0.00032846300899828213,0.06521860188167491,4.529268944374208e-06,0.016824039524974035,5.668363027208226e-08,2.3078658052375414e-06,5.854026340539257e-11,3.7933915718080886e-13,1.5550777976357734e-14,2.7355264074712832e-12,1.2198286346605536e-13,0.003819165760065295,0.00020312591950505298,4.939637206440785e-06,0.00018884911312813427,0.04941628937767264,9.617428941381356e-07,0.0062453997279115,2.8430230049068656e-07,2.7607066527208437e-05,6.375347730163054e-11,9.58213436334321e-13,8.931966551451383e-14,1.0181224811079086e-12,2.113632994346117e-18,1.0,1.0,2.4300080529412494e-56,7.13871393806051e-54
2500,0.21188909702221642,0.7881109029777829,14.856161521613217,0.09999999985428062,0.09999999999827229,0.09999999999527691,0.09999999999984331,3.736956798834133e-14,3.210439560435076e-13,1.3318416985534366e-33,1.1125406659519337e-31,5.922855229845415e-49,4.802221466461559e-46,0.005808644451698218,3.8647930452700494e-05,1.3486120381563725e-07,0.000330899967778011,0.0673023599371467,4.946882477629116e-06,0.018377713937432098,6.537413160526019e-08,2.6606745991647382e-06,6.947702227848274e-11,4.682691553111965e-13,2.0002999205884372e-14,3.3747905076277675e-12,1.5672625666156965e-13,0.0038183157945419406,0.0002085070368064698,5.236830840095316e-06,0.00018951890272277087,0.05126792474034492,1.0269998369847892e-06,0.006856232238203063,3.200781617398576e-07,3.1586859260047926e-05,7.151927078270932e-11,1.1287445553199395e-12,1.107233680543838e-13,1.1916208691221885e-12,2.579491340275996e-18,1.0,1.0,2.4300080659080907e-56,7.138714896225697e-54
2600,0.2015324394707179,0.7984675605292814,14.850059175432643,0.09999999983269557,0.09999999999794727,0.09999999999428923,0.09999999999980068,4.738513858057538e-14,3.91767300489451e-13,2.228530225570084e-33,1.738557407107227e-31,1.3051118330801407e-48,9.594966824440277e-46,0.0058121876376831345,4.05923615834692e-05,1.5299431208549156e-07,0.0003332859067520306,0.06933404122171273,5.378393983883323e-06,0.019982273058534936,7.482266904361587e-08,3.043960110996976e-06,8.18846243551973e-11,5.73224768523506e-13,2.547434162259512e-14,4.128714948929195e-12,1.9936599212780234e-13,0.003817630120435889,0.0002135461974704978,5.5288993570400196e-06,0.00019018783193030175,0.05309414920882618,1.093772061968183e-06,0.007491418778375837,3.584705276953205e-07,3.589833999991979e-05,7.97090537454306e-11,1.3182299119516692e-12,1.3582075668952316e-13,1.382726915054958e-12,3.1149766096857493e-18,1.0,1.0,2.430008102759773e-56,7.138717275261078e-54
2700,0.19194935721633782,0.8080506427836615,14.843958577430943,0.09999999980895206,0.09999999999757915,0.09999999999314495,0.09999999999974878,5.953305074217413e-14,4.734846918830498e-13,3.6552058966403756e-33,2.660359924131114e-31,2.790421304947274e-48,1.8568136914298015e-45,0.0058157529960834375,4.2561357708581276e-05,1.7261543454613055e-07,0.0003356232436696532,0.07131622022826474,5.823158484708188e-06,0.021635223313424403,8.503801605900847e-08,3.458028803942137e-06,9.588102172115902e-11,6.962620402467789e-13,3.214411429987946e-14,5.011892417798126e-12,2.5127669245262004e-13,0.003817096127404281,0.0002182638949129704,5.815813635556313e-06,0.00019085561361666543,0.054895785581612906,1.1620345050989599e-06,0.008150186578861941,3.99540951644987e-07,4.054883829348226e-05,8.83118875098088e-11,1.5274597544077124e-12,1.6500845388676328e-13,1.5919073929252051e-12,3.72540314221618e-18,1.0,1.0,2.4300082033422074e-56,7.138722938539211e-54
2800,0.1830849029782788,0.8169150970217205,14.837859599685576,0.0999999997829243,0.09999999999716436,0.09999999999182649,0.09999999999968605,7.415723538397838e-14,5.671975564695214e-13,5.8856849315068524e-33,3.9930480912184535e-31,5.801507323614495e-48,3.4891087440566755e-45,0.005819336540697665,4.455495266604281e-05,1.9374874225887337e-07,0.00033791432042564715,0.0732513803346764,6.280552376300349e-06,0.02333415674776495,9.60259634338404e-08,3.903066175416985e-06,1.1158525719445078e-10,8.395877674632974e-13,4.021402147819745e-14,6.0399637304783455e-12,3.140014853726422e-13,0.003816702006837649,0.0002226801352258022,6.097672037252751e-06,0.000191521992240441,0.0566736417128897,1.2317619967202194e-06,0.008831773237969597,4.4334899270050573e-07,4.554521515311983e-05,9.731696026221219e-11,1.7571776427151925e-12,1.9869868120959376e-13,1.8195673299015247e-12,4.4159890716292884e-18,1.0,1.0,2.4300084676265066e-56,7.138735894241474e-54
