milliseconds,AprE,DegU,DegUP,Dim,mAprE,mDegU
0,0.0,10.0,0.0,0.0,0.0,0.0
100,9.996534501772504e-07,9.99563160871129,0.003969172715315375,1.3148031003624328e-08,0.0004997500833734831,0.00039980006873169743
200,3.997228078724656e-06,9.991325802293234,0.007877220086081287,1.0370116806646875e-07,0.000999000667413241,0.0007992005658309113
300,8.990647003095636e-06,9.987081640818682,0.011724933504346426,3.450959946766248e-07,0.001497752253752777,0.0011982019625326609
400,1.5977835553346462e-05,9.982898196753785,0.015513100416751672,8.065463048370878e-07,0.001996005344989792,0.0015968047746437249
500,2.4956720987166345e-05,9.978774554631299,0.019242504225264696,1.5532558712728201e-06,0.0024937604446489767,0.0019950095593965714
600,3.5925232729434505e-05,9.974709811154977,0.02291392396279191,2.64652865129504e-06,0.00299101805705631,0.002392816913308501
700,4.888130230574772e-05,9.970703075077138,0.026528134097353096,4.14392822848356e-06,0.003487778687271595,0.002790227469639904
800,6.382286331663429e-05,9.966753467102054,0.030085904332819467,6.099425446277418e-06,0.003984042841016111,0.0031872418959916467
900,8.0747851479297e-05,9.96286011983678,0.03358799939390006,8.56353074283672e-06,0.004479811024591691,0.0035838608921235585
1000,9.965420461079164e-05,9.959022177695493,0.03703517884962152,1.1583430404804522e-05,0.004975083744814634,0.003980085187808895
1100,0.00012053986266931073,9.955238796845496,0.04042819691238667,1.5203113948847079e-05,0.0054698615089377265,0.004375915540738254
1200,0.00014340276760441313,9.951509145004668,0.04376780235436044,1.9463517347258186e-05,0.0059641448246196575,0.004771352734510546
1300,0.0001682408637424061,9.947832401644176,0.04705473813434369,2.4402607282119297e-05,0.006457934199771075,0.005166397576666256
1400,0.00019505209725264756,9.944207757495962,0.05028974155186685,3.005555281934237e-05,0.006951230142625006,0.005561050897037188
1500,0.0002238344167506228,9.940634414915346,0.05347354375199552,3.645478898418452e-05,0.007444033161527847,0.005955313545641687
1600,0.00025458577266608047,9.937111587306344,0.05660686997926777,4.3630180142634913e-05,0.007936343765046101,0.006349186391447298
1700,0.0002873041177211181,9.933638499388232,0.059690439156223074,5.160909504655834e-05,0.008428162461787863,0.006742670320306217
1800,0.0003219874066011374,9.930214386841643,0.06272496398909301,6.041653215080968e-05,0.008919489760440573,0.007135766233761836
1900,0.0003586335961679057,9.926838496370433,0.0657111507322882,7.0075205573842e-05,0.009410326169667717,0.007528475047399058
2000,0.0003972406453590075,9.9235100855244,0.06864969913879665,8.060565867418394e-05,0.00990067219808363,0.007920797689351153
2100,0.0004378065152711445,9.920228422655844,0.07154130236495855,9.202633382994114e-05,0.01039052835420194,0.008312735099313734
2200,0.0004803291691128828,9.916992786787642,0.07438664684716408,0.00010435369948273856,0.010879895146384346,0.008704288226632715
