milliseconds,C,M,X
0,0.01,0.01,0.01
100,0.012471504639116707,0.000252559987075729,5.915865077032327e-06
200,0.014957758729708838,0.0003047825797957938,2.9823906119671587e-06
300,0.0174415225629273,0.0003574834737218513,3.5068039714885175e-06
400,0.01992279464369688,0.0004106690996923239,4.036315465411072e-06
500,0.02240157693219845,0.00046434612508924043,4.570831429235582e-06
600,0.024877871453476516,0.0005185213281935475,5.110421738047107e-06
700,0.02735168027330394,0.0005732016121969319,5.65515547999649e-06
800,0.029823005499849526,0.0006283940157593825,6.205108895370543e-06
900,0.03229184927977039,0.0006841057568124915,6.7603580381022345e-06
1000,0.03475821378936211,0.0007403441372111841,7.320978557908328e-06
1100,0.03722210123286371,0.0007971165989856755,7.88704798138192e-06
1200,0.0396835138140921,0.0008544305813197148,8.458643635048182e-06
1300,0.04214245378348686,0.0009122942463898939,9.035851414954147e-06
1400,0.04459892334068677,0.000970714964426157,9.618747799139555e-06
1500,0.04705292470381719,0.0010297004729004598,1.0207413442871751e-05
1600,0.04950446013834765,0.0010892598439141458,1.0801943414587332e-05
1700,0.05195353187987495,0.0011494011416961806,1.1402422197891668e-05
1800,0.05440014219044349,0.0012101328040908558,1.2008938983381076e-05
1900,0.05684429332137611,0.0012714633740514298,1.262158309386456e-05
2000,0.059285987530918266,0.0013334015199582315,1.324044518971308e-05
2100,0.06172522707492526,0.001395956425874386,1.3865621436629225e-05
2200,0.06416201420992511,0.0014591371509727954,1.4497206670667286e-05
2300,0.0665963511903619,0.0015229535937025637,1.5135304843867638e-05
2400,0.06902824027126496,0.0015874151267181395,1.578001429470914e-05
2500,0.07145768370355085,0.0016525317320095847,1.6431440345328403e-05
2600,0.07388468373876125,0.0017183131097758062,1.708968507487805e-05
2700,0.07630924262402144,0.0017847691892586063,1.7754853319566486e-05
2800,0.07873136260488554,0.0018519101475939314,1.8427052134129504e-05
2900,0.08115104592502953,0.0019197462579610578,1.9106389636254667e-05
3000,0.08356829482115538,0.0019882888057006346,1.9792984267605567e-05
3100,0.0859831115331795,0.0020575486155738486,2.0486949837499845e-05
3200,0.08839549828894433,0.002127537860998596,2.118841460529976e-05
3300,0.0908054573214186,0.002198267900248476,2.1897498335225604e-05
3400,0.09321299085139878,0.0022697507445409867,2.261432856714376e-05
3500,0.0956181011019299,0.002341997935647998,2.333902761799579e-05
3600,0.09802079028825846,0.0024150210387973354,2.4071718648890492e-05
3700,0.10042106061160612,0.0024888325442404247,2.481253352012245e-05
3800,0.10281891428431876,0.00256344439785054,2.556159883781732e-05
3900,0.10521435352454732,0.002638868320344689,2.631903897847254e-05
4000,0.10760738052419833,0.002715121414653499,2.708502970994744e-05
4100,0.10999799747759269,0.002792219103064084,2.7859732104185437e-05
4200,0.11238620656692425,0.0028701703347061773,2.8643256345535965e-05
4300,0.1147720099777844,0.002948989871914688,2.9435755036871595e-05
4400,0.11715540988593284,0.0030286933356531765,3.0237384447816425e-05
4500,0.11953640846117777,0.0031092957560283465,3.1048309201086465e-05
4600,0.1219150078736865,0.0031908122541545775,3.1868690474795673e-05
4700,0.12429121028017963,0.003273258175856539,3.26986926465893e-05
4800,0.12666501783871348,0.003356649169812589,3.353848212636669e-05
4900,0.12903643269849152,0.00344100127957816,3.438822925139983e-05
5000,0.13140545699878756,0.003526331546673841,3.5248115680197875e-05
