milliseconds,FC,FCp,FN,FNp,MF
0,2.46246334204771,2.7123114824279,1.84400040515923,2.74224951500791,0.725579308537909
100,2.451965858652936,2.7030428070693993,1.8376854629797996,2.735074965053179,0.7258426754456396
200,2.441673951662396,2.693955198996205,1.8313494916487612,2.7278638506759694,0.7266219563182349
300,2.4315954879509754,2.685055558020944,1.82499734783907,2.720621658686416,0.7279143217406654
400,2.42173719617438,2.6763497789903763,1.8186339381396122,2.713353994356421,0.7297144433750588
500,2.412106246411504,2.6678441393207764,1.8122646818932544,2.7060670592856986,0.7320160071915498
600,2.402709444847621,2.6595445933069017,1.8058949357002867,2.698766994642305,0.7348123348400837
700,2.3935524348534885,2.651456074246317,1.7995293250259456,2.691459112997292,0.7380973076276282
800,2.384641317171622,2.643583912902705,1.7931729745156242,2.6841493066350988,0.7418639274712896
900,2.375982276211244,2.635933509183756,1.7868312929267964,2.676843805301654,0.7461044446541932
1000,2.3675810065167133,2.6285098311177473,1.7805095018956538,2.6695486351953206,0.7508109965831687
1100,2.3594428008330985,2.6213174922955997,1.7742127053472987,2.662269698909163,0.755975525708969
1200,2.35157270609382,2.61436088959489,1.7679459482258726,2.6550128393912975,0.7615898241335726
1300,2.3439753550867284,2.6076440551327327,1.7617141654086341,2.6477837864177647,0.767645462594492
1400,2.336655051041217,2.6011707311171253,1.755522209946798,2.6405881870431807,0.7741338249048466
1500,2.3296161534440394,2.59494470960547,1.7493749506366925,2.633431704947347,0.7810463270864054
1600,2.3228622857315,2.5889691360154914,1.7432770725319244,2.6263198186693764,0.7883739829912166
1700,2.3163973954043167,2.5832474406500743,1.7372333393281731,2.6192580856947956,0.7961079898419876
1800,2.310224570040774,2.577782300434246,1.7312482788454284,2.612251823394003,0.804239137662497
1900,2.3043470572417695,2.572576531891159,1.7253264700766568,2.6053064021062706,0.8127582719285271
2000,2.2987675919743276,2.56763250552875,1.7194723099393034,2.5984270015757374,0.8216561073464694
2100,2.2934887222925804,2.562952426689489,1.7136901630231927,2.591618771043201,0.8309232189747581
2200,2.2885127642547287,2.558538300935239,1.7079842815825406,2.584886739105119,0.8405501933676358
2300,2.2838417655879653,2.5543918997632096,1.702358830168851,2.5782358432696153,0.8505275260971575
2400,2.2794775441589548,2.55051479499174,1.6968178850388085,2.571670927846567,0.8608456595670484
2500,2.2754217282344613,2.5469083956032423,1.6913654226057813,2.565196729247393,0.8714950556670568
2600,2.2716756694273643,2.543573869053761,1.686005331092106,2.558817892504379,0.8824660746646269
2700,2.26824055282834,2.540512241031573,1.6807413888586595,2.5525389422524762,0.8937491277060009
2800,2.2651173007716525,2.5377243080203225,1.6755772895795078,2.546364315347083,0.9053345395124403
2900,2.2623066575857256,2.535210714810548,1.6705166067900303,2.540298316619633,0.9172126804629324
3000,2.2598091250311008,2.5329718951178037,1.6655628298271297,2.5343451630286755,0.9293738581409943
3100,2.2576250637406567,2.531008164051711,1.6607193120836228,2.5285089193025483,0.9418084716629211
3200,2.2557545609856606,2.5293195980875685,1.6559893333074533,2.522793576053816,0.9545068208132305
3300,2.2541974965190223,2.5279060947819145,1.651376069087157,2.517203011451223,0.9674592000693063
3400,2.2529535947634103,2.5267674195623675,1.6468825749954314,2.5117409703996483,0.9806559582469087
3500,2.252022481970408,2.525903257038786,1.6425117682303618,2.5064110405985067,0.9940875655990373
3600,2.251403400056193,2.525312954033629,1.6382665208048173,2.5012167738697797,1.0077442756075718
3700,2.2510954497734996,2.524995737945352,1.6341495803575128,2.4961615830578934,1.0216164123803562
3800,2.2510977421265808,2.524950851087287,1.6301635385122946,2.4912486976983854,1.03569450938065
3900,2.251409076437774,2.5251772640211128,1.6263109094302126,2.4864812709555557,1.0499689887875872
4000,2.252028005768486,2.5256737338111575,1.6225941138467384,2.481862357891368,1.0644302266542265
4100,2.252952981815907,2.5264389324626064,1.6190154486514081,2.4773948727621247,1.079068687098684
4200,2.2541826109420673,2.5274716707518237,1.6155770594065646,2.473081542457528,1.0938751055226075
4300,2.2557148907670697,2.528770228856032,1.6122810389022773,2.468925063605277,1.1088399082227676
4400,2.257547785933533,2.530332861203764,1.6091293527527317,2.464927984001757,1.1239536502722745
4500,2.25967907818759,2.532157665005289,1.6061238588988704,2.461092733627564,1.1392069012388237
4600,2.2621063636824377,2.534242577878571,1.6032663080386151,2.457421625292736,1.1545902429662367
4700,2.2648274228571745,2.5365856982628388,1.6005583237569714,2.4539168085399505,1.170094465975788
4800,2.26783985508285,2.5391849688493884,1.5980014227159873,2.450580315787531,1.1857103739151276
4900,2.271140665585507,2.542037818666663,1.5955970374449433,2.447414114459618,1.201428562566086
5000,2.274726918144132,2.5451417285194826,1.5933464810607916,2.444420025407842,1.217239767016791
