milliseconds,S,I,Z,R
0,500.02045116010504,-0.000319886049658524,1.0065579107736469,-0.012083010995593186
100,499.6330940601412,0.4244874282839555,0.7279716950082483,0.19322329982116013
200,499.3580712801824,0.7415280738002377,0.56705742138036,0.4093663937130455
300,499.1687461645806,0.9306919909836627,0.4316369012635095,0.5092680429914569
400,498.9688807923009,1.07645170935867,0.3101826237939606,0.5925631131293562
500,498.89085765328304,1.2378357959346888,0.23077474962433014,0.6714478416344742
600,498.8361461779067,1.3155905330948052,0.1640260174593489,0.7382958849375707
700,498.74349831050785,1.4039319076268606,0.14232242729996308,0.7952959623264947
800,498.6909437447744,1.4186757872052527,0.10942880297823251,0.8131440589500706
900,498.6520657791877,1.497797080542268,0.09094048948206811,0.8675306015433708
1000,498.6434403652623,1.5149468117606129,0.08003287504675106,0.854572600643198
1100,498.6170745075222,1.5009206718961023,0.05898761436283202,0.870137132327759
1200,498.5495294868547,1.5305557075119713,0.051383923048494845,0.9236580131906376
1300,498.56109772169106,1.5370640297466047,0.033544510837249096,0.9416200862213157
1400,498.4973608305232,1.5721637208303239,0.022024518135131267,0.9320322035293995
1500,498.46966981277853,1.5897189901803608,0.019745566213706777,0.9512172781405719
1600,498.4698481592931,1.5551535745494334,0.037132410950830995,0.9822489232169065
1700,498.51258232369725,1.5955083795360347,0.029750254504439924,0.9806589330545864
1800,498.4387354988287,1.5782136561076907,0.024877247114064926,0.9744084544949527
1900,498.44386704617364,1.6217412908040871,0.03689496442330939,0.9942924361342566
2000,498.4343825079779,1.6403136861541279,0.03590173126666643,1.0120044243864885
2100,498.40043194484576,1.5927776359742631,0.033856731805653774,1.0141757771522937
2200,498.4061163851061,1.6556976825485958,0.014563010234587203,1.0679803429579795
2300,498.37186396731516,1.6197230726893794,0.03685771179686355,1.0777070719001678
2400,498.40467484404473,1.6274629242929726,0.04406003860346014,1.0831931262549372
2500,498.34513697505355,1.6300211344907554,0.011217400366745109,1.0633935747958372
2600,498.3710563962087,1.6597171074972645,0.031810403906590526,1.1059919754742473
2700,498.3904834690705,1.6694781110872547,0.014417292692985702,1.0977530384526923
2800,498.32845672103775,1.6518837509249975,0.01764055351054492,1.1166814431921084
2900,498.3539845156415,1.63836913513872,0.021006647541746665,1.1038844869720676
3000,498.3376370553394,1.6462424935599835,0.03421016399090713,1.134828798779587
3100,498.32288703331307,1.6783819423197501,0.013730143369346812,1.1691989420446065
3200,498.26800448572527,1.6520943446196446,0.023474458368820453,1.1655602822244924
3300,498.2703909405092,1.71109255548344,0.041928890226448884,1.188435555926306
3400,498.2606644160955,1.7019360968367623,0.02086404452469115,1.1856694980510791
3500,498.2642701067556,1.6912689884446845,0.019058164951394573,1.2025675920711802
3600,498.267050471003,1.6653794684020757,0.03318737646666074,1.210416959954303
3700,498.2728766886072,1.6973038533940847,0.015619876771614406,1.2311185792123047
3800,498.207708395321,1.6972905275233874,0.02321335963495054,1.231505345405083
3900,498.189564756497,1.7245856000792468,0.04076712603155503,1.250946529781118
4000,498.23396889721874,1.693944791025148,0.04073850863572824,1.2421095425541382
4100,498.1706240660172,1.7163201283189893,0.019093067649362014,1.263798283983534
4200,498.1463162892963,1.7404434717498067,0.03787026950092279,1.287911723204262
4300,498.1622524511401,1.7337113308889334,0.02234478230896157,1.3077815549646965
4400,498.11748581034686,1.7621111314829818,0.02024341837542469,1.3287436276138536
4500,498.16924762533523,1.7032442127285807,0.02663482985716569,1.3073823341394486
4600,498.1137906483314,1.7420763308139984,0.015657494491934508,1.3331231089190765
4700,498.0828856668607,1.753341983716986,0.026401869667358083,1.314477766501258
4800,498.08046525256475,1.77228670826153,0.03897587840435394,1.3593594630820545
4900,498.0854075653791,1.764655140405447,0.026592705412657444,1.3565400664404197
5000,498.08578780562107,1.7675304733872894,0.0357810693473199,1.365650387592344
