miliseconds,M,MpY,MpT,Mpp,MAPKK,MKP,MpY_MAPKK,MpT_MAPKK,M_MAPKK_Y,M_MAPKK_T,Mpp_MKP_Y,Mpp_MKP_T,MpY_MKP_Y,MpY_MKP_T,MpT_MKP_Y,MpT_MKP_T,M_MKP_T,M_MKP_Y
0,798.3721338796597,-0.03341440346537194,-0.020636927574759094,0.01406889406241567,179.65364689289396,100.15804236633734,-0.0005616958719042284,-0.00043559446955435474,-0.36781030875446524,-0.3993383127106528,-0.0015245450752600165,-0.0010488256983573704,-0.0006118621162763334,-0.0008617038544623621,-0.0004296136865551415,-0.001038923286050162,-0.3476518613942214,0.03417419885226425
100,618.2643501347231,0.05718062586002916,0.06532441573288711,0.024290371778340075,18.142476448203514,82.89947350613856,0.00163785958756539,0.0009224457246056234,80.92023053020822,81.79958134943516,-0.005351970525408695,0.0010953916958774462,0.0018093533157820683,0.000986090095992945,0.0017781009308436818,0.0006869876175764694,6.979557363899368,10.59852642697111
200,595.1410556431404,0.10706885190167918,0.1373492989197321,-0.01794037672407379,7.87373899201915,69.58758528238553,0.0018894671266883518,0.0015141692808973667,85.81304133741018,85.75903003169252,-0.002862332361125917,-0.003333593770119876,0.006572376641073331,0.009870874801199282,0.008692462891360282,0.006965095571264868,11.7651668959241,18.419892387927625
300,585.115115527585,0.16110520026937347,0.15832937094292976,0.008196721750722636,7.864790056568643,59.32564287670286,0.001950832168537772,0.0023262796292984056,86.38620539461951,86.82660650948606,-0.002548833136792684,0.007473905184881452,0.015273937970386545,0.01803599672353261,0.015364970302006216,0.015115421958525138,15.391660746242582,25.392641219825855
400,577.3925167798617,0.23878449812783847,0.260043642224357,0.032141258233812794,7.321038840772117,49.79320655851041,0.0035201169360600734,0.0036626632406386705,86.6773664499108,86.15437696078118,0.004561767753546516,0.005248161942206014,0.025137564814933323,0.0279461163198886,0.02851772263637846,0.023980551703560178,18.589051252239457,30.72683525945001
500,568.7792729839923,0.29329680627521115,0.30668796695602335,-0.00037016080842767335,7.082798543344813,42.791203968348405,0.004454734325716538,0.004598205994798373,85.80469255469303,85.60749563956962,0.0009712788101694618,0.011447654625471503,0.03250941669969636,0.036492902108606645,0.038320400821062486,0.03325471952141253,21.968171052584903,35.34066786401239
600,565.3822809480415,0.37756451344467307,0.3410564789548671,0.01033442981390871,6.788232127231276,37.49254964094521,0.005027688463429657,0.005148800441086632,86.2609787799761,85.92743451995554,0.015260611750892288,0.014676403299113135,0.04068009993572045,0.04565156182572751,0.047221178573052934,0.040481092896270054,23.741596641898603,38.23317343550354
700,558.3669858847338,0.43045610579209315,0.43776704723101173,0.0038366546550819003,7.714169533753381,33.14815121718793,0.0056368980669632,0.005635009856159522,86.51772526773003,85.93333840338995,0.01601625606148463,0.01907494767059959,0.049422291449141904,0.05373095309966439,0.05500286251120744,0.04778597885737997,26.113891228841215,41.3314370815188
800,555.4655131632286,0.4912117072688337,0.4738326901625886,0.055721584325199906,6.895687260075185,28.764829028291988,0.007414502769895783,0.006839123092887601,85.71504531074834,85.85460446616746,0.01445139132256349,0.022129464311514024,0.05487230416112466,0.06170212947084492,0.06283329134863638,0.05480137986223488,27.77919975775255,44.46942908155043
900,549.9770893118499,0.573106447653621,0.5602471274225079,0.03357438953759731,8.34373238780029,24.10733827708993,0.008520687405054857,0.008473068956099106,85.76471218209306,86.16539103781103,0.017393871027349316,0.021448895827030568,0.05982134133970845,0.07026341710949957,0.07128515137058616,0.05996413132814598,28.95395395265374,46.21657302496099
1000,550.2389905224109,0.6344158964793746,0.577517126286472,0.050489277443596534,8.30925164177896,21.398122186020178,0.008957168034921964,0.008555241235194234,86.54519925919243,85.51967402844446,0.03198478971399298,0.025916842410855435,0.0641618850181632,0.07485385637081476,0.0764324080926253,0.06440213393355489,30.012788626705866,48.02638166336059
1100,544.6666653776587,0.6460116031574791,0.6801414958644244,0.09760634023700789,8.24639581002308,20.08939552336156,0.01036308911403921,0.009656793841299728,85.50597458138095,85.48304623057741,0.029666094870287266,0.0318126037309513,0.06854120531927425,0.0815236301138357,0.08330361749464843,0.06677062685218708,30.748179329069725,48.98058527538503
1200,543.5638191985059,0.7287584896762489,0.7449531047350001,0.09827916024971016,7.9743967917947804,17.218621907507917,0.011447204690869229,0.010638088487821261,85.65247060902344,86.12554750830662,0.04207015225386996,0.030394239652211677,0.0690095595753093,0.08586046134611487,0.08787390510606191,0.06893895705058431,32.3748169079168,50.17125297235396
1300,541.399128672264,0.7622742550610313,0.7620370368243048,0.17170725680041476,8.60908858742707,16.177420156297206,0.011482480489194343,0.011814907229364588,86.14691074478552,85.7758956467171,0.03478105052824906,0.04358822666687439,0.0718435140385475,0.08851370410978408,0.08964677767823342,0.07096575611792853,32.263840885980564,50.47684426922268
