miliseconds,M,MpY,MpT,Mpp,MAPKK,MKP,MpY_MAPKK,MpT_MAPKK,M_MAPKK_Y,M_MAPKK_T,Mpp_MKP_Y,Mpp_MKP_T,MpY_MKP_Y,MpY_MKP_T,MpT_MKP_Y,MpT_MKP_T,M_MKP_T,M_MKP_Y
0,798.286164520142,0.01836632218740811,0.029832173458033205,0.014362672065567959,179.39337974163385,99.42998698765275,-0.0004067898048675225,-0.00012768682159460952,0.2445630661264398,0.1597065613717584,-0.0007188080081704116,0.001606397462694223,0.0006568114333565996,-0.0013018486026066863,-0.0009325874205533117,-0.0008086887467829742,-0.17783983361903033,-0.46641431851984444
100,621.6651433414775,0.07498013433886469,0.05436188045864492,-0.025138888542757035,17.146158408544057,82.80620213440044,0.0018750390712712816,0.0017575378589142596,81.84929407901353,81.39117055366846,-0.00025953745334809285,-0.0014698074833795387,0.000842538208345633,0.002708853290408095,0.0013450574651252564,0.0008737514896929332,6.5320369279095924,11.327832848021412
200,597.4161060520178,0.1510663970767035,0.09247435874203633,0.009140714213117795,9.029845000914035,69.17035777967212,0.0014821344489797444,0.0018230584675520314,85.53626005700062,85.4386550686237,-0.0037052401909941357,-0.004841200976626061,0.007672243831097166,0.009668990097430802,0.007773262542329165,0.007406194054015855,11.863547905754768,19.305779070482245
300,585.8597806339203,0.2020659087584274,0.1755501324466906,0.027893281919212927,8.4129655289297,58.793814680797496,0.002855416001972077,0.00287911931345911,86.64131961753979,86.15465367775099,0.0026815404989371013,0.008584933518536203,0.016605426714213646,0.017078699147054698,0.01599510180968601,0.01658995798130551,15.963820749500679,25.255738081684395
400,578.3344187269487,0.21951454218596533,0.22051575251040612,0.022099471584772858,8.103321804573516,49.672047023692244,0.0035143598743705845,0.00366448203542365,86.57186210531307,86.69722327166983,0.006602714366799444,0.010367692899594326,0.02562834987627266,0.026930843885072032,0.027152122838813582,0.02518903187899948,18.785968802174036,31.184183465795222
500,568.696825830681,0.2827867012254543,0.2865773332989292,0.01080942545226432,8.354704703085037,42.870187928909395,0.004214538833899362,0.0037052645896869366,85.62889177464271,86.32507834254602,0.0029414133013351785,0.002637314157627315,0.032763569767582865,0.037119905988871785,0.03466005653280977,0.032692251556372176,21.67216918049497,35.48042053951789
600,562.6882258837669,0.3486638616921765,0.39637037403099534,0.02059963591038858,7.274168869746304,37.963681698175506,0.004559652794372409,0.005575180706893989,85.5781259347191,85.91965054218656,0.012280623344617343,0.012641210398455205,0.04084839427218774,0.046396572484616594,0.046021506105674244,0.040610902374727746,23.790321783687233,38.324430127395985
700,560.2860957772633,0.4274755924782277,0.39527182810783357,0.05689686749435763,8.38434412657885,32.70745044183671,0.005838766839011897,0.006562582861142464,86.54429972225044,86.40533208045369,0.014234469959720738,0.01167668748879633,0.04821061438092839,0.05443205769348355,0.056176777187047396,0.04794540433979155,25.74831779057362,41.65788240921846
800,554.1768950320494,0.4667994620675713,0.5107126711493591,0.050861060753239526,8.958534819108824,28.22263414321938,0.0069414972683640415,0.006537110413381665,85.98474295005494,86.16089044613904,0.02188455408056673,0.018920570062345966,0.054600600003724985,0.06078650397520254,0.06452397453673393,0.05534821515478389,27.505892281459634,44.217328630684655
900,551.9668065068397,0.5738923967943682,0.5223098988598982,0.05424848593594824,7.779486357761119,24.835142382731647,0.00838366568351363,0.00785256533927623,85.80377476748274,85.5815126915351,0.021852115221559967,0.019686278226921698,0.05896960786259324,0.06769244065294583,0.0702417856564254,0.05976117517075934,28.6885330934841,45.66529068120355
1000,547.4850568655553,0.5916143309555298,0.615590061422957,0.08453127724912163,8.36485124392769,22.41430479113251,0.008407277384797083,0.008936526351130498,85.58916654625683,86.20774324059911,0.020194277600722364,0.021460651021117598,0.06355478299747525,0.07750932260970354,0.07465070082137708,0.06271461773095706,30.128121637621348,47.083910475090555
1100,544.8989112401073,0.6404862845537918,0.6922155970084497,0.061209655052612,8.509858251147014,19.57921651190069,0.009804745193176758,0.009527576066601394,85.79204131266346,85.47184748628821,0.031895017398289434,0.026954786256218437,0.06794296126688834,0.08362437595398313,0.08223788676722797,0.06755647807112046,31.508064879968977,48.54615808261042
1200,542.3088979499489,0.7436859152115177,0.7226040025587389,0.12408238023614392,8.373845794230148,17.28518912558595,0.011052910873293747,0.010536234345615295,86.31889497084623,86.08537660219855,0.03984193347393359,0.03560708580514165,0.07112553310546132,0.08738877229295293,0.08724633008413928,0.06874893492891099,32.187214023760355,50.02310611922974
1300,543.5940075638649,0.7510622003554454,0.7955012971096529,0.11134999634550544,8.043879093946533,15.49082423734999,0.011665900348876134,0.011547992086270963,86.38007245467118,86.30806931109726,0.037552716207092024,0.03656916617380394,0.07154317907018035,0.08816031499104617,0.09217251965275117,0.0703942870469308,32.69706418672229,51.072700190822026
1400,542.4808050099756,0.8720975574014688,0.8432685963269257,0.16443686992790427,7.642956930231718,14.98582670324396,0.0125040594859506,0.012715998152264672,86.41307250141804,86.16041970413703,0.04849475072047023,0.04387178657576462,0.07280738602091053,0.09431133227407608,0.09201572178760739,0.07165614200496505,33.36414316330188,52.35962581841085
1500,538.9669930502104,0.9072484632360093,0.8855536935066066,0.18258402874270835,8.687919877785745,12.856579270783937,0.014218107965551046,0.01400111558930894,85.97869054044703,86.03131318432982,0.046491693177138735,0.04995342486668569,0.07560246800203814,0.09846136876023993,0.09584669347672241,0.07385616530748455,33.82623085295938,52.59895488922101
1600,539.6968502649762,0.9814131131350787,0.9243013585939205,0.21638104151280318,7.3133187229142536,11.523858472037258,0.014478877412704195,0.014445171470735511,85.76265744103698,86.4202460030617,0.06087867154900644,0.06414941222878133,0.07475740124808332,0.09809860782654335,0.10053935600608184,0.07561827006023787,33.87071440629604,52.58295805800802
1700,537.5979192866663,0.9897462528718244,1.0331495225978713,0.2630165965716161,7.473829285820086,10.60640111563022,0.015664897487938544,0.015600088773046888,86.39554802283912,85.62339790572258,0.06246139065992253,0.06683602007734445,0.07523337172232036,0.10261463040375143,0.10187918207429028,0.0749651249858775,34.737436473133364,53.616719763562294
1800,535.818018010168,1.070655696818342,1.0342554644891229,0.31694085286234974,8.756687745182623,11.064499229268208,0.01677140078538526,0.017139651920402874,86.04347118014154,85.59084402626048,0.07171211535508622,0.06565683721289924,0.07606258589738117,0.10178077660197637,0.10156685522574796,0.07471514001751414,35.34098890204096,53.137048951170634
1900,535.6056494391827,1.1171609799216118,1.131970996801166,0.3357148157181183,8.704547409236621,9.444817015785615,0.017230582770391804,0.0177043153669084,85.71880618004896,86.04665301201432,0.08200808634316338,0.07642194808034347,0.07777599124347753,0.10545742201192053,0.10573290696084468,0.07575719020921753,35.41051397001965,54.46202284378688
2000,534.7021302740721,1.1477191061752094,1.165742640659921,0.34668072451053533,7.385409507819859,8.647644490395837,0.018990993851027014,0.01814625271584607,85.43717924499927,86.47381314406543,0.07845022454776808,0.0807948628230466,0.07654146464727266,0.10653234406634285,0.10500913504405454,0.07625697462788746,35.56280881663917,53.821870693418205
2100,536.2853550779424,1.2598659356845505,1.2008901916192816,0.39890542034552,9.178459146975541,10.099448825364,0.019085554512150518,0.019194260800718586,85.95076873616696,85.68605507757108,0.09138137553823016,0.08556016296339522,0.07568604517076029,0.1071410951426267,0.10816846727488834,0.07614199901449038,35.674705509138,54.55914590331489
