milliseconds,Susceptible,Exposed,Infected,Asymptomatic,Susceptible_quarantined,Exposed_quarantined,Hospitalised,Recovered
0,11080616.461034939,112.2279324185216,20.41848099995474,53.97943245174146,24.85649712242855,1.1777166830234687,-0.9221760058832769,8.739574291871232
100,11080482.551752873,152.41594928654465,26.800852040662882,51.614065420477495,1437.7808745494526,1.1396699263669525,0.798779232952651,-0.8493329926820432
200,11081010.858424105,175.10705819414386,19.150766767875048,51.11335139494989,1695.0024298280662,1.1452284422198895,1.576371043664929,6.867366852744044
300,11079903.288375588,111.92933074848608,25.469562259143736,50.68731627595636,1331.2474734191542,1.1240404141972664,1.9285127726497262,10.838870561239426
400,11080377.87371973,256.50635393222126,37.16121969565744,51.36204673024395,2274.7399471092303,1.1109493036476328,2.9893323584412492,7.048478952897009
500,11079982.978602767,169.6938301789392,37.632274461801245,52.39222511248641,1985.910640798577,1.1013577923015805,1.297888080932063,17.888697512305242
600,11079587.333897345,256.2721059714486,23.25353123077444,52.186129279589764,1728.1888893037612,1.0730471093012337,1.5606403681758585,5.549253112928758
700,11078935.077882154,259.43524519253725,33.10072158799431,52.31220335230332,2310.6237542790846,1.0566322096251768,4.963713746035707,19.269382612962303
800,11079396.595261129,300.14895783690736,27.214527961922478,51.313004537086556,2091.3999955228755,1.0487122352052851,5.242506967009422,10.781341186206689
900,11079114.530114148,295.7481541575367,45.80954890863724,49.25502477388162,2950.2171580841914,1.0253311571201138,6.544839897178967,12.863787974423365
1000,11077917.75613739,396.11084769220446,41.14982670392444,51.717848804793235,3430.5563012169837,1.0351551755644461,4.379318962698515,15.279135666875224
1100,11077667.782657241,451.4245845023516,53.920053312641784,51.834328528758704,4176.351184326252,1.0080617973308075,4.2922953097197425,21.228819894390497
1200,11078445.442718076,386.9824350718634,56.1819191560925,52.17805208063463,3207.7838595551857,0.9992384964965197,7.48113480625237,26.71647978813385
1300,11076884.073803954,422.88387384203395,52.11878553730752,51.2336763033009,4032.429520472293,0.9806540668763144,6.713253821507146,28.799016524853368
1400,11076870.951181982,488.63101996453156,51.2270814416819,51.00678696538414,4807.784582335396,0.9922446627143213,5.626815429956066,23.560808882287354
1500,11076730.516950263,484.6132338626645,64.85378318846833,50.01269703001772,4367.532621766048,0.9769045997678057,9.056225954416545,32.1050036480849
1600,11075620.404088736,477.49855703299386,60.9463174228441,52.88539570883046,5574.11562301595,0.953440670429639,8.780653530432996,37.30815202192244
1700,11075158.552039571,626.8948447668955,63.84240999888942,52.58483482084977,5044.177743504117,0.9248328333537232,9.75514516241282,36.83267325660984
1800,11075098.840718124,659.1186740527525,59.14702576321822,52.589280610642724,5081.090703837983,0.9267770557467779,9.03871997346233,33.042322686387976
1900,11075472.341067942,630.0771170122706,65.25824405565447,50.98589751541366,6081.4861582886515,0.9174321796243969,13.206519757242079,51.41614662874741
2000,11074782.522862112,672.5132937401324,83.06655872858572,52.13182956225081,6883.766205903143,0.898815002433432,13.43685906238741,48.13036158506789
2100,11074294.961353684,695.1178714650414,73.60098245429306,54.08502184460661,6260.201449271962,0.8829791587668916,11.452859364420096,48.35147666420776
2200,11073364.669204509,698.1122792880041,87.46847789533803,54.641316075921274,6922.5049085042265,0.8927015733742771,14.81759926704175,59.18231382303746
2300,11073197.130222214,762.8516616558189,84.2764965850265,56.3578490495631,7770.981119501401,0.8751420100658176,15.691321154312824,64.76737637438075
2400,11073729.14330919,834.4657307878568,93.01897419095336,54.30886384100025,8168.975968695493,0.8658888663370928,14.47794133344113,68.76481113637905
2500,11073445.40998591,919.8300557863579,98.20870631587938,57.27435902511312,8926.428401287107,0.8470963628690118,18.40042519996296,70.29585475422468
2600,11071575.363745255,898.4391797920185,112.65917702252041,57.37063656118492,8994.953130036492,0.8254292248052466,18.18437062829673,65.11973246407587
2700,11070910.393793708,936.4859437890565,124.61416198138487,58.40698588324626,8787.373020239913,0.8184903185845263,20.974812710123256,71.98223807390289
2800,11071209.603837535,968.6158384304514,114.91946987444977,57.74855030358983,9900.442473851923,0.8160903201935542,21.585226613524668,83.25576184792598
2900,11071154.179860378,1068.323967565308,132.79799318827472,58.719224542137184,10671.969692437488,0.7967426427879434,22.3565351668971,90.03701838863033
