milliseconds,x_0,y_0,y_1,L_0,v_0,z_a,m_0_0,m_1_0,m_2_0,m_3_0,m_4_0,m_5_0,m_6_0,m_7_0,m_8_0
0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1.9027532958310012,0.014024043883878241,6.327110164309065e-06,0.06828277139476296,0.904837613555141,0.9998722172073408,0.9048374180362874,0.1809674836053309,0.018096748365295692,0.0012064498822802695,6.0322505919191946e-05,2.412891674611062e-06,8.04318798174637e-08,2.2984687604138423e-09,5.7495509280301835e-11
200,2.759175726508964,0.03495083792088419,2.9975921288727378e-05,0.16617461562819522,0.8187325136302359,1.0274326829875333,0.8187307530787328,0.3274923012242262,0.0654984602757132,0.00873312796176795,0.0008733128980847883,6.986496562344395e-05,4.657672873378431e-06,2.661588240595257e-07,1.3309089988420728e-08
300,3.5794925368437376,0.06132777120196279,7.66892249003692e-05,0.284994481645751,0.7408247240460908,1.0954176301849787,0.7408182206829781,0.4444909323962204,0.13334727977914837,0.026669455811051162,0.00400041855752603,0.00048005012307753063,4.800500974346358e-05,4.114728710267636e-06,3.086093127672132e-07
400,4.371741339697823,0.09198913629712352,0.00015080663456701142,0.4179624314526438,0.6703365823056201,1.2209643771640732,0.6703200460375986,0.5362560368079392,0.21450241482210408,0.057200643721044026,0.011440129023127424,0.0018304205151121733,0.0002440560392766031,2.7892138742779523e-05,2.7892255238128563e-06
500,5.1422656738867625,0.1259910669352526,0.00025554247750570033,0.5597708889324479,0.6065647868859324,1.4311932183896863,0.6065306597187345,0.6065306596464995,0.3032653301475147,0.10108844264298537,0.02527211149614446,0.005054421994961549,0.0008424035114379375,0.00012034340584910357,1.5042974031227027e-05
600,5.89608481804061,0.1625632801164338,0.0003932025780149509,0.7062628864750704,0.548873224669041,1.7724254242184632,0.548811636109322,0.6585739631478141,0.39514437869979757,0.15805774969028785,0.047417326786141294,0.01138015795006659,0.002276031097739524,0.00039017680844628935,5.852665877673256e-05
700,6.637173857009777,0.20107289013639543,0.0005653552857317038,0.8541880302790203,0.4966864992633855,2.327262942884321,0.49658530383295174,0.6952194248653414,0.4866535995802095,0.22710500850404475,0.07948675746826914,0.022256291485393653,0.005193133186454821,0.0010386265468996147,0.0001817600261617884
800,7.368677977840511,0.24099698090119068,0.00077296786607602,1.0010155096496527,0.4494840896520878,3.2484563838686498,0.44932896417707197,0.7189263419611176,0.5751410766347662,0.3067419012615532,0.12269676602580504,0.039262965201294325,0.010470121835489114,0.002393170202368964,0.00047863453459820124
900,8.093078055892748,0.28190159587061747,0.0010165163663774152,1.144789421310532,0.40679507647286267,4.829349615811298,0.40656965981480386,0.7318253867708726,0.6586428518080015,0.3951857037968702,0.17783357243150225,0.06402008716725195,0.019206023499290105,0.004938690669011283,0.0011112058638148748
1000,8.81231984150167,0.3234254681841514,0.0012960749512346452,1.284015767073663,0.3681933794854217,7.656664346860241,0.36787944125693617,0.7357588814815905,0.7357588856591938,0.4905059159364666,0.24525296334766006,0.09810118755352357,0.032700393087858146,0.009342967699159974,0.002335742194953451
1100,9.527915664761226,0.3652672809686648,0.0016113891246548355,1.4175734059523444,0.3332934559782857,12.955879556168883,0.3328710837920456,0.7323163832077599,0.8055480260077205,0.5907352110619777,0.3249043707516751,0.1429579264102025,0.05241790379130196,0.01647419592398391,0.0045304037953484465
1200,10.241025210336966,0.40717556413615325,0.001961936076575114,1.5446432815813307,0.3017464148485047,23.405647668700016,0.30119421201225166,0.7228661076210775,0.8674393337944177,0.6939514591329459,0.4163708792183481,0.1998580262124659,0.07994320840231288,0.02740909704307468,0.0082227285368517
1300,10.952520205713917,0.4489405399095989,0.0023469743555023783,1.6646517206191374,0.2732365056877474,45.14360434014959,0.2725317931381231,0.7085826609016547,0.9211574638848344,0.798336461112422,0.5189187024284013,0.26983773014722723,0.11692968166898816,0.04343102121143837,0.014115080722728561
1400,11.663036636098054,0.490387317323326,0.0027655838277060134,1.7772246608911892,0.24747794623239233,92.9308736809965,0.24659696404807122,0.6904714980486254,0.9666601019591983,0.9022160880357492,0.631551263275738,0.35366871278183715,0.16504539873588442,0.06601815583719645,0.02310635271839636
1500,12.373017203126512,0.5313697254894347,0.0032166945044373478,1.88215044323585,0.22421205501288913,204.0648188720016,0.22313016025581445,0.6693904794702978,1.004085723807767,1.0040857172416362,0.7530642885651441,0.45183857871574973,0.22591928970698422,0.096822549023391,0.036308453393826455
1600,13.082746087586443,0.5717634603744118,0.0036990964144099536,1.9793493700543365,0.20320465880322544,477.62539974012554,0.2018965181017607,0.6460688566318142,1.033710175072171,1.1026241807975476,0.8820993443335318,0.564543585960955,0.3010899137918048,0.13764109988833467,0.05505643683440861
1700,13.792377591534972,0.6114550599075043,0.004211402586819885,2.0688486540496105,0.1842437458317043,1190.4304873213312,0.18268352415856368,0.6211239808606748,1.055910771743646,1.1966988693464418,1.0171940378059812,0.6916919511129446,0.39195877447369637,0.19037997295095796,0.08091148482838041
1800,14.501959877467295,0.650315932967406,0.004751869268054627,2.150761691457258,0.16713733318272223,3155.8481657888956,0.16529888831907733,0.5950759967710064,1.0711367980128137,1.2853641532558742,1.1568277361867898,0.8329159748082874,0.4997495877047929,0.25701407112400265,0.11565632813319703
1900,15.211454764727833,0.6881254750970435,0.005317736394042349,2.225270818575346,0.15171150145697657,8886.37807188845,0.1495686193124505,0.5683607523023839,1.0798854327895928,1.3678548779808686,1.29946213190694,0.9875912243246221,0.6254744453773616,0.33954326850379124,0.16128304860199064
2000,15.9207543928992,0.7243175276833732,0.005902863594892121,2.292612843718787,0.13780848817714586,26526.574722169953,0.1353352833193321,0.5413411322781421,1.0826822676013383,1.4435763539434705,1.4435763514798998,1.154861084578283,0.7699073933606748,0.43994708079732314,0.2199735365236315
2100,16.629695600528922,0.7570975617929757,0.006489088447123239,2.35306662195483,0.12528449771238645,83641.53516725155,0.12245642832913858,0.5143169980624902,1.0800656986424608,1.5120919758363696,1.587696571992405,1.3336651232047445,0.9335655900859925,0.5601393536366472,0.29407315696344183
2200,17.33807350378621,0.7803226872085172,0.007014401067971969,2.406941419125673,0.11400600717121659,276043.8474814405,0.11080315843242682,0.4875338962560495,1.072574574173785,1.573109373699751,1.7304203083555738,1.5227698734538293,1.116697911122068,0.701924401536462,0.38605841743191416
2300,18.045658503596318,0.7733232430366407,0.0072642694979105265,2.4545625465318754,0.10384032622741574,927216.1063112505,0.10025884378729634,0.4611906806425965,1.0607385676177654,1.6264658023567777,1.87043566999235,1.7208008179073722,1.3192806309597633,0.866955844086776,0.49849960730730775
2400,18.752229829080537,0.6803585610734374,0.006632132653820386,2.4962434138753156,0.09462998136250707,2910413.2311324985,0.0907179533487352,0.43544617535742164,1.0450708227542551,1.6721133154472818,2.006535975873242,1.9262745378169188,1.5410196340368458,1.05669917907272,0.6340195048427241
2500,19.457648297421887,0.44722394991290687,0.0044364653117728945,2.5322253299084374,0.08616123739640488,7076199.702665424,0.08208499867817808,0.4104249927353101,1.0260624835078067,1.7101041385290585,2.1376301706096075,2.137630171104853,1.7813584794986286,1.272398915857201,0.7952493203158579
2600,20.161918785326627,0.19875097414701934,0.0018817538579362137,2.562626522139736,0.07825386011475322,11470486.593336672,0.07427357826362402,0.38622260637552913,1.0041787780328644,1.7405765481977875,2.262749510266275,2.3532594907493567,2.0394915619421607,1.5150508768998276,0.984783068438514
