milliseconds,IKK_neutral,IKK_active,IKK_inact,IKKactive_IkB,IkB,IKKactive_IkB_NFKB,IkB_NFKB,NFKB,NFKB_nuc,IkB_nuc,IkB_NFKB_nuc,IkB_mRNA,A20_mRNA,A20,cgen_mRNA
1400,3.499693749220957e-05,0.0,0.0,0.0,9.660390063366455e-16,0.0,0.0599983200235214,1.6770403020829238e-06,1.468088250368383e-08,2.188855206675748e-18,7.030513522379028e-27,3.998346742417037e-15,3.998346742417037e-15,9.663894320290564e-16,3.998346742417037e-15
1500,3.7496484409695083e-05,0.0,0.0,0.0,1.2222279199078659e-15,0.0,0.059998200027001354,1.7966026708967451e-06,1.6851638648792425e-08,2.8782330279299145e-18,1.0984318125174837e-26,4.841602926037607e-15,4.841602926037607e-15,1.2226887347866147e-15,4.841602926037607e-15
1600,3.999600008547379e-05,0.0,0.0,0.0,1.5769802678585359e-15,0.0,0.05999808003072131,1.916134983892489e-06,1.9171473895628242e-08,3.9461312187629e-18,1.9573281173886734e-26,5.868744439714421e-15,5.868744439714421e-15,1.5776121086310226e-15,5.868744439714421e-15
1700,4.249548451762434e-05,0.0,0.0,0.0,1.9814716595130105e-15,0.0,0.059997960034681254,2.035637170243582e-06,2.1640742420706864e-08,5.187524998996613e-18,2.998828106920314e-26,7.0077849286500945e-15,7.0077849286500945e-15,1.982302316313511e-15,7.0077849286500945e-15
1800,4.4994937706146736e-05,0.0,0.0,0.0,2.4357020948712896e-15,0.0,0.05999784003888119,2.155109229950024e-06,2.4259444224028298e-08,6.6024143686310546e-18,4.222931781112404e-26,8.258724392844626e-15,8.258724392844626e-15,2.4367593578340785e-15,8.258724392844626e-15
1900,4.749435965104096e-05,0.0,0.0,0.0,2.939671573933372e-15,0.0,0.05999772004332111,2.2745511630118146e-06,2.7027579305592527e-08,8.190799327666219e-18,5.62963913996494e-26,9.621562832298012e-15,9.621562832298012e-15,2.9409832331927245e-15,9.621562832298012e-15
2000,4.999375035230703e-05,0.0,0.0,0.0,3.4933800966992584e-15,0.0,0.05999760004800102,2.393962969428954e-06,2.994514766539956e-08,9.95267987610211e-18,7.218950183477924e-26,1.1096300247010255e-14,1.1096300247010255e-14,3.4949739423894504e-15,1.1096300247010255e-14
2100,5.249310981101351e-05,0.0,0.0,0.0,4.119284468763821e-15,0.0,0.059997480052920917,2.513344673293279e-06,3.301202896989704e-08,1.201087426932072e-17,9.238686145791858e-26,1.2706974431989827e-14,1.2706974431989827e-14,4.121207963379067e-15,1.2706974431989827e-14
2200,5.499243803250975e-05,0.0,0.0,0.0,4.929806607410421e-15,0.0,0.059997360058080804,2.632696395211902e-06,3.6227620812450865e-08,1.4980227913054877e-17,1.2929474869896485e-25,1.4573921959181474e-14,1.4573921959181474e-14,4.932205696036895e-15,1.4573921959181474e-14
2300,5.7491735012362154e-05,0.0,0.0,0.0,5.831770068957657e-15,0.0,0.05999724006348068,2.7520180352244052e-06,3.9592422473887866e-08,1.835115059834529e-17,1.7263071213427393e-25,1.6597406637550833e-14,1.6597406637550833e-14,5.834709073294344e-15,1.6597406637550833e-14
2400,5.9991000750570716e-05,0.0,0.0,0.0,6.8251748534055326e-15,0.0,0.059997120069120544,2.8713095933307887e-06,4.310643395420804e-08,2.212364232519197e-17,2.2239475176384607e-25,1.8777428467097908e-14,1.8777428467097908e-14,6.828718095151414e-15,1.8777428467097908e-14
2500,6.249023524713543e-05,0.0,0.0,0.0,7.910020960754046e-15,0.0,0.059997000075000397,2.990571069531052e-06,4.676965525341139e-08,2.6297703093594912e-17,2.7858686758768107e-25,2.1113987447822694e-14,2.1113987447822694e-14,7.914232761608105e-15,2.1113987447822694e-14
2600,6.49894385020563e-05,0.0,0.0,0.0,9.086308391003192e-15,0.0,0.059996880081120245,3.109802463825195e-06,5.058208637149789e-08,3.08733329035541e-17,3.412070596057787e-25,2.3607083579725184e-14,2.3607083579725184e-14,9.09125307266441e-15,2.3607083579725184e-14
2700,6.748861051533333e-05,0.0,0.0,0.0,1.035403714415298e-14,0.0,0.059996760087480075,3.229003776213219e-06,5.454372730846758e-08,3.585053175506956e-17,4.1025532781813957e-25,2.6256716862805395e-14,2.6256716862805395e-14,1.0359779028320343e-14,2.6256716862805395e-14
2800,6.998775129481176e-05,0.0,0.0,0.0,1.1905001708025482e-14,0.0,0.05999664009407989,3.3481751649691756e-06,5.865378621965924e-08,4.253709251651107e-17,5.571023800454892e-25,2.9220223982572395e-14,2.9220223982572395e-14,1.1911814870598822e-14,2.9220223982572395e-14
2900,7.248686083519751e-05,0.0,0.0,0.0,1.360977708402989e-14,0.0,0.05999652010091969,3.4673165232880193e-06,6.291279745043037e-08,5.005050238958151e-17,7.33586489305918e-25,3.239143243880718e-14,3.239143243880718e-14,1.36177940565015e-14,3.239143243880718e-14
3000,7.498593913621686e-05,0.0,0.0,0.0,1.546167090010838e-14,0.0,0.059996400107999476,3.586427845647022e-06,6.732078863097591e-08,5.834512796453544e-17,9.372172851190711e-25,3.576485221117742e-14,3.576485221117742e-14,1.547101689492208e-14,3.576485221117742e-14
3100,7.748498619786978e-05,0.0,0.0,0.0,1.7460683156260943e-14,0.0,0.059996280115319246,3.705509132046183e-06,7.18777597612958e-08,6.74209692413728e-17,1.1679947674849477e-24,3.9340483299683096e-14,3.9340483299683096e-14,1.747148338586055e-14,3.9340483299683096e-14
3200,7.99840020201563e-05,0.0,0.0,0.0,1.96068138524876e-14,0.0,0.059996160122879005,3.824560382485503e-06,7.65837108413901e-08,7.727802622009368e-17,1.4259189364035495e-24,4.311832570432424e-14,4.311832570432424e-14,1.9619193529316926e-14,4.311832570432424e-14
3300,8.248298660307642e-05,0.0,0.0,0.0,2.1900062988788335e-14,0.0,0.059996040130678746,3.943581596964982e-06,8.143864187125882e-08,8.791629890069804e-17,1.7109897918748754e-24,4.7098379425100826e-14,4.7098379425100826e-14,2.1914147325291205e-14,4.7098379425100826e-14
3400,8.498193995285621e-05,0.0,0.0,0.0,2.4523443505102205e-14,0.0,0.05999592013871847,4.062572896973965e-06,8.644194529890615e-08,1.0084058866265527e-16,2.168133735684818e-24,5.1401134450970984e-14,5.1401134450970984e-14,2.4539599186612486e-14,5.1401134450970984e-14
3500,8.748086206739202e-05,0.0,0.0,0.0,2.741511975699846e-14,0.0,0.05999580014699818,4.18153424146414e-06,9.159382640145182e-08,1.1554245952831936e-16,2.7483836431456612e-24,5.5985880129905625e-14,5.5985880129905625e-14,2.7433631881002875e-14,5.5985880129905625e-14
3600,8.99797529449365e-05,0.0,0.0,0.0,3.05237293224352e-14,0.0,0.059995680155517865,4.300465596339629e-06,9.689445568783376e-08,1.3159959030243895e-16,3.4110660459440824e-24,6.081880105154768e-14,6.081880105154768e-14,3.05448152172644e-14,6.081880105154768e-14
3700,9.247861258548969e-05,0.0,0.0,0.0,3.3849272201412447e-14,0.0,0.05999556016427754,4.419366961600433e-06,1.0234383315805202e-07,1.4901198098501422e-16,4.1561809440800875e-24,6.589989721589717e-14,6.589989721589717e-14,3.3873149195397085e-14,6.589989721589717e-14
3800,9.497744098905156e-05,0.0,0.0,0.0,3.7391748393930195e-14,0.0,0.059995440173277195,4.538238337246552e-06,1.0794195881210657e-07,1.677796315760451e-16,4.983728337553674e-24,7.12291686229541e-14,7.12291686229541e-14,3.741863381540092e-14,7.12291686229541e-14
3900,9.747623815562211e-05,0.0,0.0,0.0,4.1151157899988435e-14,0.0,0.05999532018251684,4.657079723277986e-06,1.1368883264999742e-07,1.8790254207553152e-16,5.893708226364841e-24,7.680661527271847e-14,7.680661527271847e-14,4.1181269077275905e-14,7.680661527271847e-14
4000,9.997500408858376e-05,0.0,0.0,0.0,4.5246600530251736e-14,0.0,0.059995200191996466,4.775891184846807e-06,1.1958412867022383e-07,2.1054258493439383e-16,7.109607518261534e-24,8.269683562570502e-14,8.269683562570502e-14,4.528034146261031e-14,8.269683562570502e-14
4100,0.00010247373878928201,0.0,0.0,0.0,4.972545076927622e-14,0.0,0.05999508020171607,4.894672747868639e-06,1.2562771719875038e-07,2.361619196487318e-16,8.720322887390636e-24,8.892552509446663e-14,8.892552509446663e-14,4.9763299708293134e-14,8.892552509446663e-14
4200,0.000104972442255665,0.0,0.0,0.0,5.4515460879242537e-14,0.0,0.05999496021167565,5.013424372821254e-06,1.3181979599299438e-07,2.6405573690150915e-16,1.0590283811624985e-23,9.545349728053005e-14,9.545349728053005e-14,5.4557782839112997e-14,9.545349728053005e-14
4300,0.00010747111448797711,0.0,0.0,0.0,5.962523672072445e-14,0.0,0.059994840221875206,5.132146064412382e-06,1.3816034149688592e-07,2.9430799074992674e-16,1.2735638907468853e-23,1.0228541991041269e-13,1.0228541991041269e-13,5.967241020402734e-14,1.0228541991041269e-13
4400,0.00010996975548646275,0.0,0.0,0.0,6.506338415429582e-14,0.0,0.059994720232314745,5.25083782734975e-06,1.4464933015435512e-07,3.2700263525118614e-16,1.5172536791426563e-23,1.094259607106322e-13,1.094259607106322e-13,6.511580115199373e-14,1.094259607106322e-13
4500,0.00011246836525136636,0.0,0.0,0.0,7.083850904053054e-14,0.0,0.05999460024299427,5.36949966634109e-06,1.512867384093322e-07,3.622236244624892e-16,1.7917126080002445e-23,1.1687978740770616e-13,1.1687978740770616e-13,7.089657503196972e-14,1.1687978740770616e-13
4600,0.00011496694378293232,0.0,0.0,0.0,7.695921724000238e-14,0.0,0.05999448025391377,5.488131586094129e-06,1.5807254270574713e-07,4.0005491244103656e-16,2.0985555389700755e-23,1.24651567728152e-13,1.24651567728152e-13,7.702335119291273e-14,1.24651567728152e-13
4700,0.00011746549108140506,0.0,0.0,0.0,8.343411461328525e-14,0.0,0.05999436026507325,5.606733591316598e-06,1.650067194875302e-07,4.405804532440303e-16,2.4393973337025862e-23,1.3274596939848742e-13,1.3274596939848742e-13,8.350474898378041e-14,1.3274596939848742e-13
4800,0.00011996400714846105,0.0,0.0,0.0,9.034482342854882e-14,0.0,0.05999424027647271,5.72530571407774e-06,1.7208910883935186e-07,4.84837662797845e-16,2.8430752145447063e-23,1.4119464946268272e-13,1.4119464946268272e-13,9.04225572617425e-14,1.4119464946268272e-13
4900,0.00012246249198528294,0.0,0.0,0.0,9.774778297244115e-14,0.0,0.059994120288112136,5.843847977009958e-06,1.793195978754866e-07,5.33535112959096e-16,3.3290375523650393e-23,1.5001995648864012e-13,1.5001995648864012e-13,9.783332909883602e-14,1.5001995648864012e-13
5000,0.0001249609455909503,0.0,0.0,0.0,1.0559221377033954e-13,0.0,0.05999400029999155,5.962360362567448e-06,1.8669827394288744e-07,5.859812930016267e-16,3.876758856144974e-23,1.592046073877598e-13,1.592046073877598e-13,1.0568617398980322e-13,1.592046073877598e-13
