miliseconds,BUB2,BUD,C2,C2P,C5,C5P,CDC14,CDC15,CDC20,CDC20i,CDC6,CDC6P,CDH1,CDH1i,CLB2,CLB5,CLN2,ESP1,F2,F2P,F5,F5P,IEP,LTE1,MAD2,MASS,NET1,NET1P,ORI,PDS1,PPX,RENT,RENTP,SIC1,SIC1P,SPN,SWI5,SWI5P,TEM1GTP,BCK2,CDC14T,CDC6T,CKIT,CLB2T,CLB5T,CLN3,MCM1,NET1T,SBF,SIC1T
0,0.2,0.0001626334067808923,0.23768650251332998,0.02405459242977024,0.07009682988484314,0.00681598030842868,0.46970541780975367,0.6566436033572568,0.4417576939520703,1.4689381368477268,0.11139837515212898,0.015573905403285715,0.9302423072901741,0.06968471749139024,0.14739237095576554,0.051183704820402166,0.06560075347757441,0.29726840106603314,0.23783625464153235,0.027370221785910875,7.301916939314351e-05,7.841489730305675e-05,0.10209421764950627,0.1,0.01,0.552859186359725,0.018932753763179225,0.966646039825402,2.3475816578683867e-05,0.02539288969914514,0.1231540644316623,1.0405844921142497,0.6026473176893917,0.030962539646302856,0.0064514324459054185,-0.00026658875159386923,0.9524696485701083,0.01992764419389236,0.9031558182010464,0.029857516679379692,2.118364070438249,0.39139398868704417,0.7702626135921079,0.6654417734403204,0.1292116692949213,0.03375261426213404,0.46801378801540167,2.6387197389721853,0.00220359704505308,0.3726449421297438
100,0.2,0.0012406706657011985,0.24468840442949494,0.021102884330204602,0.07516422202473048,0.006352347086823276,0.4872575959046524,0.655205215026586,0.43963937992082414,1.4525081302333243,0.12061741427408514,0.014628077763123562,0.9525622181573136,0.04864148765430577,0.12117380265163331,0.04650045007176512,0.06447611956573304,0.30381346505440426,0.23890993018901166,0.02397593009812671,8.93371182336102e-05,5.996817040665711e-05,0.09607221197676584,0.1,0.01,0.5533878293342149,0.018072535530618952,0.9995770228271931,0.02106706663885066,0.024097721768449248,0.122001272890499,1.1046118061474186,0.527089419076125,0.021637529458707897,0.006038276654855533,0.004811547045614236,0.945976967701545,0.01858590074258428,0.8891259248142216,0.02989540762298066,2.1166190038646797,0.4004254129401727,0.782127014972041,0.6456829233927647,0.12835736288631766,0.03377644562756784,0.24612078199862186,2.639071875044072,0.00266133806506895,0.38325694583881603
200,0.2,0.002626005211805932,0.24650039322095169,0.01864913290497508,0.07974069200582111,0.005732589568859237,0.5040002315658619,0.6533032006443251,0.4381354922917373,1.4151830802397176,0.13099199648843066,0.013900543547722343,0.9710177469653064,0.028773923997185893,0.09581650575832495,0.04081493292368206,0.06386475087232396,0.31543594079764986,0.23467999873152715,0.02054496122358752,0.00010256912955894434,4.54662353177248e-05,0.0878690866923914,0.1,0.01,0.5540629846064585,0.01809532055791463,1.0082304405552671,0.03862613134035866,0.02271041225816188,0.12098970392787443,1.1430573978238703,0.4773859266174889,0.03752628906293792,0.0057388014472742905,0.008981942851441615,0.9432404514290391,0.017428196169823527,0.8687808874407192,0.029926350968712406,2.1156310870285187,0.40591177291504504,0.7844553597516275,0.6209995817028395,0.12707740992058925,0.03379596639766144,0.13735997636006275,2.639721344812169,0.0030916003213458834,0.3943167418788129
300,0.2,0.003691064320632491,0.24466388264018715,0.015872570751555595,0.08513292253440041,0.005251428339881997,0.499621565280193,0.649433841146584,0.4298186151419051,1.357520702772183,0.15961323179492978,0.01300253336287704,0.9846945728323142,0.015788783723329695,0.07639521942680029,0.035304082512972276,0.06269378948713032,0.32387550919415553,0.2292129909518036,0.017875263397264782,0.00011310047215082055,3.5440558204427986e-05,0.08335497403349125,0.1,0.01,0.5546183626739101,0.018077720109958572,1.0056532870088122,0.053292131136544935,0.02175217014286946,0.11996868350369762,1.1692196602891727,0.43590293201114105,0.03133122992936709,0.005360221217163678,0.012791040001453684,0.9364263718035921,0.01602777748060771,0.8626908418744441,0.02995080604275748,2.1145383524225996,0.4101113077138218,0.8269792302284467,0.5874076288600767,0.12607037167959725,0.033848703802104745,0.08536507670648268,2.6400592724761363,0.0035822029917586262,0.38949034178657194
400,0.2,0.004748871086309633,0.2464638411570467,0.013804226770163382,0.09045017316437894,0.004759326464764796,0.49923748845008614,0.6474606915882706,0.42994937308956804,1.3016797504774065,0.17763881483080318,0.012014710017572396,0.9919089808401238,0.007097964351491295,0.05758569073915707,0.030055754261929458,0.06226287677867571,0.33207633034612266,0.22583869817672358,0.014961845809523618,0.00012162390473954977,2.630627327895394e-05,0.07790886546710925,0.1,0.01,0.5550089304421933,0.01754967037314386,1.0077281270924203,0.06451963198377562,0.0206072195917067,0.11861671862792575,1.2176241586775567,0.40430737693296304,0.05041762308743354,0.0050098094711275775,0.015972524411282895,0.9341326718681684,0.014287700171537507,0.8495908784598901,0.029968048711016094,2.113843466113274,0.4301968218945135,0.8419459924397787,0.5708518257735267,0.1246958395595586,0.03386580592983484,0.056561105714481315,2.640706934141595,0.004090970149233064,0.3998154452122026
500,0.2,0.005444435849297905,0.24909233022232755,0.01184149118773088,0.0958633930988251,0.004218547272976178,0.48881921312152526,0.6468189212306757,0.4271692299446551,1.25653848061186,0.19300659022255687,0.011173211066212814,0.9958189013463263,0.0044679832474777215,0.04406980326677838,0.023934782724738025,0.0614019128434953,0.33987804669091215,0.21908049252844525,0.012656344536803291,0.00012899383822161223,2.1806355071175198e-05,0.07141340802894977,0.1,0.01,0.5549825400412276,0.01840073247914767,0.9925307963176286,0.07268334392262459,0.019984354896402885,0.11791088578468971,1.2512704789647888,0.3813985839620409,0.047534405806879974,0.0046484632465621754,0.01854725004006154,0.923447855887394,0.013180431621616084,0.8345204905103556,0.0299660135376154,2.111576311013928,0.44518217896531936,0.8401100353832642,0.540254568908609,0.12393500576134014,0.033887497556691404,0.03445503802408945,2.640598681525314,0.004608388092922329,0.4224878833789676
600,0.2,0.0062388128201117275,0.2493320347082369,0.010319850343859594,0.10037746798991795,0.0038413250122022063,0.47068592540863347,0.6440746720965178,0.4167330931674156,1.2331422783346109,0.21033835488337424,0.010448037617785554,0.9979194573659206,0.0028037460978125304,0.034261063805267084,0.018962952785561336,0.06068592680885007,0.34618840490473524,0.21172550136834783,0.010631467169954818,0.00013471853910064957,1.598587613886886e-05,0.06590153310424458,0.1,0.01,0.5557465832188162,0.019611276524704905,0.9808733797790017,0.07950649352096059,0.01894239051456408,0.11683811832717776,1.2722587246299968,0.3597390409814296,0.054163899926558394,0.004456225077807936,0.020534554382041378,0.9178843718893664,0.01206570949020189,0.8295516936688992,0.030016192875816812,2.110606148821111,0.4528933775815192,0.8707110515081187,0.5085669829833103,0.12278221563757082,0.03390233201208918,0.025760752755687392,2.6414259378620475,0.005174934208149308,0.4232083416373746
700,0.2,0.006844098094420518,0.24145445798552356,0.008860420176577921,0.1046830738163075,0.0035182391523046063,0.45797225196653346,0.642512983378766,0.4161233164567512,1.2005527752678278,0.24598003753219552,0.00968377949004869,0.9985196691348585,0.0022138642675310237,0.027386668254697988,0.014597248104812577,0.06011214696988861,0.3577445786771686,0.1992093820379565,0.009050060311275289,0.00013954923664475578,1.3047045081122689e-05,0.0599878954532476,0.1,0.01,0.556134337776877,0.019928661508480328,0.9712808070356526,0.08534290916643919,0.018573789375360285,0.11595107174534787,1.2961347291191117,0.34537674425776105,0.072335109652892,0.004067956988016052,0.022099987051498324,0.9146235219058113,0.011142388229829615,0.813456724916136,0.030026728264895403,2.110196359272388,0.457971185907804,0.8889889076763215,0.4903534429965663,0.12233572913910847,0.033934918286935754,0.021926788819389142,2.64151712633595,0.005873675923828814,0.4307013280785604
800,0.2,0.0073124314538358616,0.2377675786540503,0.007698587800260474,0.107426346357845,0.0032583085108388882,0.4475358668399251,0.6355525035386757,0.4070000696001193,1.135375335405353,0.27171753932846493,0.00905408034768616,0.9986555754294072,0.0009954912023947171,0.02006606601355221,0.010913845228944721,0.05935487278610364,0.36580074986576044,0.19441826042477534,0.007326724538117177,0.00014315979709218706,1.0105107538980605e-05,0.05489487305219209,0.1,0.01,0.5565605923337753,0.021449081903861866,0.955721691061668,0.08879891959147765,0.01776664199068923,0.11504627012982258,1.3291147526813305,0.3310677359774096,0.09303072655284839,0.003952785157637273,0.023353613796873222,0.9061424145455822,0.010053333162475921,0.8095519830504755,0.03006673180291203,2.108321638060249,0.4718396815950988,0.9329240586210731,0.47410103559392947,0.12162248451286772,0.03393994102286898,0.016308326908962834,2.6423068168199646,0.006322564708359257,0.4462777657512087
900,0.2,0.00787765401514763,0.23392069700292326,0.006547057005030238,0.11045663573298233,0.0029488745619597047,0.4308015076590065,0.6332996524695823,0.39889571375913685,1.0927204543271645,0.2935219684090195,0.00865054675485916,0.9983888811699835,0.0015009895516671077,0.014845213768452003,0.007548285530163031,0.05912324968369109,0.3751260001379147,0.1830407706841652,0.006649670048530473,0.0001447188090718354,8.637030847384179e-06,0.0498752272106882,0.1,0.01,0.5571030641745092,0.02160959613841597,0.9445168113487094,0.09233793129941201,0.017424872817199833,0.11425241579333033,1.357406502815564,0.3226362066033968,0.10436083760283543,0.003751398416705208,0.024363324711359723,0.8999728267371885,0.009484839445688474,0.8000312175289228,0.030065651563794808,2.107778544462137,0.49146893604133085,0.9475393446675264,0.44558658123091166,0.12056918371425474,0.033993025254045406,0.007782121326473267,2.642425908003608,0.006596995067924531,0.45482549636803055
1000,0.2,0.008021706383332836,0.23289347547224618,0.005653009989649744,0.11218464431950288,0.00269018461554547,0.41901644849207104,0.6333964178498199,0.3929355909491807,1.076241409523995,0.3200876726307351,0.008071702171177173,0.998703475027235,0.0014022635525066198,0.011764243020319032,0.004657462572623888,0.058268395130941564,0.3803902807404514,0.16980674776499521,0.005489768983176315,0.00014614242608869575,6.9932829578012495e-06,0.044732460299746035,0.1,0.01,0.5570805822471508,0.023756016706228195,0.9349105739139398,0.09412496774933443,0.016514711967723802,0.11357247154212195,1.3753557814513397,0.30913039753036625,0.10696227534261447,0.0036318688751677,0.0255722349330926,0.8949327958726963,0.008507533583948337,0.7878907626094621,0.030105179023084058,2.1065641854830925,0.4925928764751741,0.9611201565938924,0.43083101562930853,0.11972996096331501,0.03399956747278935,0.010621922040836779,2.643546848477419,0.007060993139709923,0.47252273769916375
1100,0.2,0.00870541304709923,0.22963315931605768,0.005466243665584625,0.11237479833158505,0.002592647373485322,0.4105239196381014,0.6270030910591281,0.38558692461243327,1.046070429714668,0.33624282974820896,0.0077675107190142145,0.9998094802550507,0.00029635681883615877,0.009730745076989337,0.003135248146672892,0.05731283136436837,0.38758104595638176,0.16224062261390698,0.004391218579394351,0.00014602973030531613,5.927316635901994e-06,0.04181768171891353,0.1,0.01,0.5580324957035959,0.023543010672861162,0.9214473713049031,0.09464053375275784,0.016283544516246327,0.11297087776732515,1.3981059189785123,0.3002565842940004,0.1356427454973055,0.0035662470801819655,0.025938635654378258,0.8915807457437043,0.007732005991878721,0.7779849866058001,0.030111936686910215,2.1058659416562584,0.5042396348201029,0.988404484605127,0.401849552795825,0.11927820325939141,0.03403780407800965,0.003048784016430201,2.6439592243605845,0.007225222207644826,0.48094786470701445
1200,0.2,0.008768353452203888,0.21976642685170125,0.004899216812497388,0.11291334611512159,0.0024173811866764127,0.396916945773884,0.625019249038644,0.38253450326989663,0.9916868807870206,0.35943130047080857,0.007618231136031111,0.9996719784126831,0.0009151091697486611,0.007801455703231349,0.0023166898011843903,0.05702206415403697,0.39583610368133254,0.1469637022792516,0.003994886870796493,0.000146781211903556,5.092682399504332e-06,0.037160477666843064,0.1,0.01,0.5582491235735417,0.02585929871086557,0.9072189045560093,0.0959180318287348,0.015445450674138569,0.11235565200992526,1.4237452334351124,0.2911678407797956,0.13883793000589797,0.003525142237079755,0.026671671778985426,0.8844396213441039,0.007132088120768647,0.7653149186902355,0.030130136859547407,2.1051706634968803,0.5237323475347991,1.0040088178630253,0.38202735757190076,0.11806324993255962,0.03404906181849398,0.004804253184917118,2.6444054798837433,0.007557640721730019,0.4875094898643808
1300,0.2,0.009413610218605036,0.21566269853332237,0.00429188225723645,0.11310025500628006,0.002307837969831792,0.3784006783054496,0.6234047235613405,0.37758983492979165,0.9655362738998253,0.3848450830176211,0.007423603990853724,0.9990936633436646,0.0007862136799419825,0.007463556599094488,0.002013004449052645,0.05659076387217802,0.4016071632348225,0.1429271563029178,0.003772267186842203,0.0001454959068216459,5.424769491511135e-06,0.032549462823281264,0.1,0.01,0.5586929201365679,0.025473143579306044,0.8953695288649214,0.09618659163452825,0.015169236065361432,0.11155870115665496,1.4322084099251435,0.2866145615171403,0.15268936673162517,0.003396517703453349,0.0267403894305547,0.8758702771529292,0.006649694859804355,0.745455292971753,0.030154339256942875,2.103769916905325,0.5281633571375933,1.045213253621267,0.3647273453029714,0.11686352684192931,0.03405432818067942,0.008186621612528257,2.6444520490305092,0.0077033710474235725,0.4963927969300544
