milliseconds,BUB2,BUD,C2,C2P,C5,C5P,CDC14,CDC15,CDC20,CDC20i,CDC6,CDC6P,CDH1,CDH1i,CLB2,CLB5,CLN2,ESP1,F2,F2P,F5,F5P,IEP,LTE1,MAD2,MASS,NET1,NET1P,ORI,PDS1,PPX,RENT,RENTP,SIC1,SIC1P,SPN,SWI5,SWI5P,TEM1GTP,BCK2,CDC14T,CDC6T,CKIT,CLB2T,CLB5T,CLN3,MCM1,NET1T,SBF,SIC1T
0,0.2,2.05858084148927e-05,0.24048203628144538,0.024143798194415443,0.0702240185777267,0.006828515696341424,0.46617766708918956,0.6569129582958894,0.4447312935403591,1.4560385492361485,0.11385818747627474,0.0154838765906885,0.9307819052258018,0.06990375354904797,0.1465032475158747,0.05148541539493763,0.06509774906585708,0.30387066190807954,0.23716171055885998,0.027605487432994003,7.216005119385254e-05,7.927841676882993e-05,0.10096671866410452,0.1,0.01,0.5531898361851643,0.018088610200907088,0.9664247036765911,0.0007184713004223957,0.0257218003811963,0.12293699885473974,1.0451467462531308,0.595880895727572,0.01723247965400019,0.006426319850606369,0.0001650407946390686,0.9511185284690116,0.019757186212819126,0.9039309441924085,0.029853454857331537,2.118571861749357,0.3804911859882331,0.7623293570739692,0.6716577424641117,0.12846171130302061,0.0337740139252872,0.4724468112552187,2.638592168233874,0.0022176428477726187,0.37014778623783934
100,0.2,0.0014938857158741828,0.2441580166652842,0.021016231115299336,0.07462898039847518,0.006310950314033151,0.49216174779980226,0.6561932272793902,0.44313982341858077,1.4260375086568702,0.11702922199104354,0.014641214895503293,0.9525753921680803,0.047942386026421445,0.11909033767313776,0.046097844940352045,0.06459328927877338,0.3118324145336471,0.237113812195341,0.023698948038694212,8.949427251635847e-05,5.967554477090398e-05,0.09672014134034947,0.1,0.01,0.5537272042956418,0.017420294785111822,1.0009742233932337,0.02160061785455393,0.023877618867180917,0.12202099288852797,1.0902195528813001,0.5254257281113643,0.024890830676858024,0.006082963819749091,0.005010105305210933,0.9463134819491326,0.01871863087667578,0.8820300612496321,0.029899178179815647,2.1169189101402024,0.3941446241097846,0.7719767154252919,0.6377636657240079,0.12825212944337044,0.03378059142337165,0.24032566413436207,2.638780276038659,0.0026654331106947195,0.38224444068160046
200,0.2,0.00250568042227467,0.24530691676286662,0.01851823590455199,0.08054205947322264,0.0058138622911603054,0.49819835633144854,0.6506117669315674,0.4351751773932818,1.4103946930385567,0.13646190841822223,0.013829166865007226,0.9704764516380352,0.029254842911841335,0.09537651473713889,0.041359747786474964,0.06353914754486183,0.3163587871054157,0.2317461349327082,0.020596405798798505,0.00010186601710801942,4.64715826755046e-05,0.08972139761916538,0.1,0.01,0.5539528476457427,0.017320898767116205,1.0073040028849385,0.03826064008269543,0.022772731765428628,0.120878290524525,1.137377123048931,0.4741491014555753,0.03247777144457014,0.005734625074938599,0.00909546489292472,0.9428226743793555,0.01744942382345622,0.8740000161650033,0.029924976315400698,2.114913624125612,0.4067611201306937,0.8069022062252601,0.6181582782971288,0.126850679211713,0.03381895220782357,0.1372976225744728,2.639104283668987,0.0030646282286149475,0.3865618606635314
300,0.2,0.0035200236901751594,0.24637437987375274,0.015991912412780585,0.08501630887814773,0.005229824071179601,0.5019181868381606,0.6479344558156106,0.42989779604083933,1.3658122256559821,0.15442784696397513,0.01294591590829471,0.9839416827441793,0.01577719583460523,0.0774284751074694,0.035575002608406514,0.06292992750581644,0.3195787706238522,0.23394340569872238,0.01785719150186545,0.0001139032517800584,3.571308849982214e-05,0.08288995891291728,0.1,0.01,0.5542931945069889,0.01705351845344123,1.0110029829788099,0.053322479241874714,0.02153088611095758,0.11983422037147397,1.170731373006986,0.44045601727885175,0.03370508961917798,0.005498992436459473,0.012632239299321748,0.9405249648434802,0.016076310321749058,0.866096728759245,0.029926355422145237,2.114616741157905,0.41735595397617714,0.8057236307288125,0.5889600684943609,0.1263123200132629,0.03382494129832526,0.08368607979284493,2.6396335720230284,0.003471017952037507,0.4003549298192118
400,0.2,0.004671040607182782,0.24768592721533955,0.013719084705904853,0.09067139134706131,0.00467742034723016,0.49745901489622735,0.6462542500398415,0.42825475419720177,1.3134364507538567,0.16725459334809717,0.011969015009430319,0.9926332466629473,0.00799792226368434,0.05793489733265811,0.02986453494146044,0.06230332009979178,0.3320756664063068,0.22968558656626012,0.015166592039858276,0.00012221489144645294,2.639607487374744e-05,0.07564164420761436,0.1,0.01,0.5549627530723714,0.018883052503168747,1.0043371712529836,0.0645674413194494,0.0206707072882112,0.11874704311454501,1.2069614235638082,0.4038482604049668,0.033311380376436495,0.004950904931689125,0.016156136105730946,0.9352706448836554,0.01446895266603595,0.8559866861843022,0.029970529936059007,2.112663662247027,0.4215466446721094,0.8467980882851083,0.5580675727662447,0.12460192062412857,0.033869578086838055,0.0556685998142398,2.6401889239221776,0.0040118402411489645,0.4117352086413655
500,0.2,0.005650167611472545,0.2485843577973688,0.012050340032126527,0.09572503350532745,0.0042176947162578665,0.4876432407465217,0.644112487264163,0.4198330081421234,1.2607568827334545,0.20149554954748003,0.011102458680205735,0.9959465660211798,0.004010893647678758,0.043864843912703434,0.023764879252605463,0.061559765156529285,0.3407977277523368,0.22038851834294526,0.012343086838394366,0.00012885024318749885,2.1002152441750768e-05,0.07020287469918988,0.1,0.01,0.555312507650327,0.019163669339787564,0.9966354255602671,0.07315475240487188,0.019731574713161858,0.11780297430499094,1.2524109798682876,0.382139748555947,0.05124830888901024,0.004672842230310586,0.018633697086558047,0.9241763768436009,0.01323865320214482,0.8340169911782453,0.029984345765532123,2.1125402879786073,0.4383076663748567,0.8652378325226993,0.531258389013365,0.12394810924475495,0.03389619053019376,0.036861468778584344,2.640775214634406,0.004561324073623236,0.41008756912808414
600,0.2,0.006258478510714268,0.24352791303609914,0.010247576677703962,0.1000904414820587,0.003844572684449781,0.4674486751830617,0.6447257895214913,0.41584794214617493,1.2358952637380827,0.22729354104621521,0.010417944663811763,0.9979534021770635,0.0022976249048404056,0.0355397950309981,0.018483407736378316,0.06079617483927032,0.3467972496322291,0.21246181463480526,0.010659584847154515,0.0001344596551409687,1.7122420552245477e-05,0.06609244527081533,0.1,0.01,0.5555050532317541,0.019234087462269275,0.9792985128518382,0.07975342144369861,0.01897186583047116,0.11694107058386038,1.2735418973306387,0.3642038101125737,0.06123286322967098,0.004318811615932183,0.02091442377615147,0.9207124622096314,0.012339255523345189,0.8312158314871438,0.03001364789534822,2.1116494910553656,0.4579304687734378,0.8754439337173214,0.5196171459384722,0.12291251109377864,0.033909384379881544,0.02519820841940867,2.641349535143136,0.005157749338724905,0.4268325361560465
700,0.2,0.006743525461619594,0.2426112355665863,0.008736618697165128,0.10477811875187826,0.0035084642184397647,0.4544616493103439,0.6380738148088919,0.4123718231504315,1.1697770538551082,0.24137164923194115,0.009627083806303765,0.998447378449601,0.002131398318444959,0.024620684142465682,0.014743023181341587,0.06018987094403432,0.3529500585050668,0.1990028470567716,0.00859291992596405,0.0001397204663266829,1.325980868686203e-05,0.05926021883503243,0.1,0.01,0.5559071456339095,0.02000107330162701,0.9671035097034724,0.08570711396874578,0.01835845397621795,0.11583198732861251,1.311721597401377,0.3489456608439805,0.07761589884866488,0.004112201652213208,0.022461418051296093,0.9195788045499025,0.010872210931374278,0.8226511063684313,0.030018679640494702,2.10940169839086,0.4691627493627381,0.8974840921229045,0.48128284655371495,0.12254539780076136,0.0339340137624641,0.019646321199775375,2.6415801560811842,0.005874632557531001,0.4412639539713262
800,0.2,0.00752378345235376,0.23738382661943686,0.007874349348045104,0.10756719955631672,0.00315899478142026,0.44528993115483173,0.6354269964079582,0.41059561207926537,1.1400505683795934,0.2643819853774834,0.009053962815814273,0.9990901064539169,0.0017638836318408808,0.02161646036677935,0.00993426022453201,0.059465589383822334,0.3617129258254815,0.19522965137825615,0.007379045634016907,0.0001424325011906175,1.1486154967541915e-05,0.054902704265886344,0.1,0.01,0.5566096085527973,0.021678512565394013,0.961307665189982,0.08880448408976138,0.01798991965457105,0.11481048493127835,1.3257981493244209,0.3319679497689115,0.07976272657536607,0.003933539245587268,0.023740895816975666,0.9120224529561809,0.010000250469161047,0.8059813265297813,0.030057958637329945,2.1088207546119477,0.4655368786798816,0.9212630364370277,0.46116448707926216,0.12134056100878698,0.03396975476033844,0.013134119518425849,2.6419881825984795,0.0063486373603667025,0.45339608852260216
900,0.2,0.007648231202429715,0.2374722173112429,0.006764104128494061,0.10998504295442664,0.0029595042738354903,0.43639123641250865,0.6334348222935858,0.4046250085801701,1.1144410193232577,0.27647965920951706,0.00864959842812249,0.9987175489544267,0.0005710171046335744,0.01719421157384178,0.007522146704511018,0.05886359657382709,0.37028889373788115,0.1823068707815038,0.006434069130309791,0.0001446076272074844,8.438925936038117e-06,0.05082749771589429,0.1,0.01,0.5571257436284398,0.02239872641175045,0.9401765679066072,0.09116405077883781,0.017330490839089753,0.11418724830678956,1.3627460513118825,0.3213680796115515,0.09518654589640843,0.00379559759215501,0.024760089087127204,0.9016693187628387,0.009287348935679644,0.7914440868349734,0.030061432651710806,2.1083226021356687,0.4785750120987567,0.9478225776264645,0.4443052300324491,0.12084889132577867,0.03397994701120177,0.01417903725703036,2.6424929767312735,0.006750169169090829,0.45165519354381467
